"formula_idx","wins","formula"
5112,2,"Response ~  (BetaSqr+Beta_optSqr+Gamma+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+GammaSqr+log10TaSqr"
5142,2,"Response ~  (GammaSqr+log10PeakFluxSqr+log10NHSqr+Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+Gamma+log10Ta+PhotonIndexSqr+Beta_optSqr+BetaSqr+log10TaSqr"
5331,2,"Response ~  (GammaSqr+Beta_optSqr+log10NHSqr+Gamma+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+BetaSqr+log10TaSqr"
5381,2,"Response ~  (BetaSqr+Beta_optSqr+PhotonIndexSqr+log10Ta+Beta+log10PeakFlux)^2+log10NH+PhotonIndex+Beta_opt+Gamma+log10NHSqr+log10PeakFluxSqr+GammaSqr+log10TaSqr"
6054,2,"Response ~  (BetaSqr+Beta_optSqr+log10PeakFluxSqr+Gamma+Beta+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10NHSqr+PhotonIndexSqr+GammaSqr+log10TaSqr"
6251,2,"Response ~  (GammaSqr+BetaSqr+Beta_optSqr+log10PeakFluxSqr+log10NHSqr+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10Ta+PhotonIndexSqr+log10TaSqr"
6260,2,"Response ~  (GammaSqr+BetaSqr+Beta_optSqr+PhotonIndexSqr+log10PeakFluxSqr+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+Gamma+log10Ta+log10NHSqr+log10TaSqr"
6341,2,"Response ~  (GammaSqr+Beta_optSqr+log10PeakFluxSqr+log10NHSqr+log10Ta+Beta)^2+log10NH+log10PeakFlux+PhotonIndex+Beta_opt+Gamma+PhotonIndexSqr+BetaSqr+log10TaSqr"
9337,2,"Response ~  (log10TaSqr+GammaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Ta+Beta_opt+PhotonIndex)^2+log10NH+log10PeakFlux+Beta+Gamma+log10NHSqr+Beta_optSqr+BetaSqr"
9708,2,"Response ~  (BetaSqr+Beta_optSqr+log10PeakFluxSqr+log10NHSqr+log10Ta+Gamma+Beta_opt)^2+log10NH+log10PeakFlux+PhotonIndex+Beta+PhotonIndexSqr+GammaSqr+log10TaSqr"
10230,2,"Response ~  (GammaSqr+Beta_optSqr+PhotonIndexSqr+log10PeakFluxSqr+Beta+PhotonIndex+log10PeakFlux+log10NH)^2+Beta_opt+Gamma+log10Ta+log10NHSqr+BetaSqr+log10TaSqr"
195,1,"Response ~  (Beta+Beta_opt+log10PeakFlux)^2+log10NH+PhotonIndex+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+GammaSqr+log10TaSqr"
296,1,"Response ~  (BetaSqr+PhotonIndexSqr+PhotonIndex)^2+log10NH+log10PeakFlux+Beta_opt+Beta+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+Beta_optSqr+GammaSqr+log10TaSqr"
369,1,"Response ~  (GammaSqr+log10NHSqr+Beta)^2+log10NH+log10PeakFlux+PhotonIndex+Beta_opt+Gamma+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+Beta_optSqr+BetaSqr+log10TaSqr"
743,1,"Response ~  (GammaSqr+BetaSqr+log10PeakFluxSqr+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+log10NHSqr+PhotonIndexSqr+Beta_optSqr+log10TaSqr"
749,1,"Response ~  (GammaSqr+BetaSqr+PhotonIndexSqr+log10NH)^2+log10PeakFlux+PhotonIndex+Beta_opt+Beta+Gamma+log10Ta+log10NHSqr+log10PeakFluxSqr+Beta_optSqr+log10TaSqr"
