"","log10Ta","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10T90","Alpha","Beta","Gamma","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"201014A",4.16402931025167,22.1524657,-0.522878745,2.55,-11.2373523187929,2.005180513,1.23412632497184,0.916782894148623,1.97336,-6.508638306,17.339140096635,490.731736589677,0.273402181972775,6.5025,126.278087136681,4.02074888971494,1.52306778598851,0.840490875003526,3.8941496896,42.3623725983306,0.151511196244018,0.8072504062181,0.614782708841424,0.283474227467797,0.200489598131665,0.098066496,0.37,0.289529655,"201014A",4.56,0.745074791582057
"201015A",3.91297506566731,21.35536147,0.255272505,3.03,-10.8843897709511,0.857935265,0.959681949446484,0.933999360783491,2.1574,-6.698970004,15.3113738645341,456.05146351436,0.065164051808975,9.1809,118.469940685986,0.73605291893062,0.920989444093404,0.87235480594397,4.65437476,44.8761991144918,0.0664080102705681,0.791898715125485,0.626103577391625,0.282948720463299,0.202951407460572,0.130288345,0.68,0.096509885,"201015A",0.426,0.154119525515847
"201020A",3.73611013555263,20.93258486,0.322219295,2.25,-10.5601663383317,1.134495856,1.09122011659017,0.935422736615975,2.0761,-6.036212173,13.9585189449791,438.173108921101,0.103825274070297,5.0625,111.517113093234,1.28708084728117,1.19076134285107,0.87501569617812,4.31019121,36.4358573974734,0.199990220376636,0.786479608954543,0.6034958308826,0.277283024885194,0.207989596144269,0.033044145,0.14,0.041361379,"201020A",2.903,0.591398551281249
"201021C",3.41341112320137,20.75199541,0,1.63,-10.1205640175262,1.664641976,1.24029196937986,0.888661641736097,1.6168,-6,11.6513754959948,430.645313496661,0,2.6569,102.425816032846,2.77103290826118,1.53832416930818,0.789719513493095,2.61404224,36,0.740704337003765,0.818250088396931,0.618708569319018,0.268815150534349,0.200116364042637,0.043429448,0.15,0.086858896,"201021C",1.07,0.315970345456918
"201104B",2.72159651,21.73058526,0.612783857,1.47,-9.38944702,0.937517892,1.19537497,0.605,1.55046,-5.744727495,7.40708756324418,472.218335742129,0.375504055399796,2.1609,88.1617153413869,0.878939797820124,1.4289213189025,0.366025,2.4039262116,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",1.954,0.470410490975931
"210204A",3.98060844916141,21.0584880674433,0.493025576197725,1.71047871175346,-10.481216424943,2.242541428,1.25343496799075,0.899123022165791,1.98957333119557,-5.18451228666849,15.8452436255352,443.459919686652,0.243074218785099,2.92573742336179,109.855897746494,5.02899205629628,1.57109921898198,0.808422208988545,3.95840204020463,26.8791676506166,0.0335971369822932,0.791026575717484,0.596526729846518,0.278980469205129,0.20379260255736,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",0.876,0.273232834043046
"210210A",3.72413045,21.12319546,0.84509804,1.53,-10.1403778,0.819543936,1.5451851,0.965,1.85188,-6.008773924,13.8691476086172,446.189386441365,0.714190697211842,2.3409,102.827261926733,0.671652263034372,2.38759699326201,0.931225,3.4294595344,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0.715,0.234264124378789
"210411C",2.93128506,21.05996459,0.681241237,1.6,-9.72925773,1.10720997,1.16829405,1.21,1.88408,-5.920818754,8.5924321029792,443.522108532054,0.46408962298929,2.56,94.6584559767648,1.2259139176674,1.3649109872654,1.4641,3.5497574464,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",2.826,0.582744965691277
"210517A",3.057651,21.15768338,0.176091259,1.85,-10.8415194,0.485721426,1.21043545,0.66,1.71079,-6.823908741,9.349229637801,447.647566008328,0.0310081314962051,3.4225,117.538542900576,0.235925303675473,1.4651539786167,0.4356,2.9268024241,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.086858896,0.25,0.057905931,"210517A",2.486,0.542327382773974
"210610B",2.89514,21.03780485,1.130333768,0.98,-9.19036,1.841234296,1.05139,0.78,1.91684,-4.443697499,8.3818356196,442.589232906684,1.27765442708108,0.9604,84.4627169296,3.39014373276662,1.1054209321,0.6084,3.6742755856,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",1.13,0.328379603438738
"210619B",2.91049117,21.83430305,2.06069784,1.41,-8.55006175,1.784617293,1.12578835,0.745,1.92306,-4.022276395,8.47095885064797,476.736789679239,4.24647558778067,1.9881,73.103555928813,3.18485888247465,1.26739940899572,0.555025,3.6981597636,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.004571521,0.02,0.008308242,"210619B",1.937,0.4679039465228
"210722A",3.6504,20.54058972,0.342422681,1.62,-10.3507,1.700703717,1.43908,0.81,1.83712,-5.602059991,13.32542016,421.91582604537,0.117253292463228,2.6244,107.13699049,2.89239313301762,2.0709512464,0.6561,3.3750098944,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",1.145,0.331427296520743
"210822A",2.4985,21.53322281,1.442479769,1.3,-8.20842,2.257198426,1.267456,0.77,1.70788,-4.698970004,6.24250225,463.679684585104,2.08074788397429,1.69,67.3781588964,5.09494473433688,1.606444711936,0.5929,2.9168540944,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868589,0.4,0.010974951,"210822A",1.736,0.437116093048079
"211024B",3.43921565,20.98677173,-0.045757491,1.63,-8.56429146,2.780677274,1.92622006,1.07,2.08,-5.167491087,11.8282042872049,440.444587647127,0.00209374798261508,2.6569,73.3470882118289,7.73216610214007,3.7103237195464,1.1449,4.3264,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.096509885,"211024B",1.1137,0.325043347403704
"220101A",3.04134881,21.90370028,0.86332286,1.13,-8.69262974,2.238948898,1.20052929,0.491,1.62241,-4.602059991,9.24980258408842,479.772085956072,0.74532636059858,1.2769,75.5618117967325,5.01289216785541,1.4412705761479,0.241081,2.6322142081,21.1789561607629,0.0313174061753508,0.01431841,0.02317526,0.01255481,0.016,0,0.13,0.017847718,"220101A",4.618,0.749581734865559
"220117A",3.43803362,21.99532933,0.278753601,1.84,-10.1070569,1.697316542,1.68612083,1.2,1.78537,-5.795880017,11.8200751722503,483.794512335158,0.0777035700704672,3.3856,102.152599179838,2.88088344374684,2.84300345335989,1.44,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.05428681,0.18,0.091430417,"220117A",4.961,0.775319121829478
"220521A",3.30131796,21.85427081,0.672097858,1.97,-10.6276115,1.131939295,1.71067512,1.1,2.02179,-6.091514981,10.8987002730186,477.609152636818,0.451715530728188,3.8809,112.946126194932,1.2812865675651,2.92640936618701,1.21,4.0876348041,37.1065547637474,0.0862659941342183,0.16334814,0.13206168,0.12291833,0.4,0.042893282,0.18,0.036961232,"220521A",5.57,0.817565369559781
"230116D",3.79761,21.16074757,-0.22184875,1.38,-11.1278,1.612783857,1.57289,0.84,1.76412,-6.090443971,14.4218417121,447.777237721261,0.0492168678765625,1.9044,123.82793284,2.6010717693998,2.4739829521,0.7056,3.1121193744,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,"230116D",3.81,0.682145076373832
"230325A",3.7823081,22.22918251,0.51851394,1.82,-10.9066853,1.580354661,0.931411844,1.025,2.0855,-5.886056648,14.3058545633256,494.13655506289,0.268856705974324,3.3124,118.955784233236,2.49752085454443,0.86752802314348,1.050625,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.066814536,0.18,0.052641755,"230325A",1.664,0.425534220498263
"230328B",3.66388,21.14580437,0.924279286,1.22,-10.1038,1.283979284,1.20938,0.865,1.89331,-5.366531544,13.4240166544,447.145042454311,0.85429219852867,1.4884,102.08677444,1.64860280174115,1.4625999844,0.748225,3.5846227561,28.799660812747,0.0861743625270527,0.0267,0.03231,0.02421,0.84,0.020199743,0.29,0.025850862,"230328B",0.09,0.0374264979406237
"230506C",4.25859,20.96124782,0.380211242,1.89,-11.4531,1.491361694,1.14181,1.11,2.08995,-5.769551079,18.1355887881,439.373910171455,0.144560588543183,3.5721,131.17349961,2.22415970233055,1.3037300761,1.2321,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.090478017,"230506C",3.7,0.672097857935718
"230818A",3.9564,21.31377445,0.826074803,1.36,-11.0883,0.992111488,1.39195,1.02,2.00403,-5.721246399,15.65310096,454.276981305473,0.682399580151489,1.8496,122.95039689,0.984285204621574,1.9375248025,1.0404,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",2.42,0.534026106056135
"231210B",3.24045,21.82763844,0.591064607,1.08,-10.048,0.873320602,1.60174,0.84,1.66432281,-5.853871964,10.5005162025,476.445799867366,0.349357369648064,1.1664,100.962304,0.762688873877642,2.5655710276,0.7056,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.062042069,0.19,0.077950292,"231210B",3.13,0.615950051656401
"970508A",4.59315384598511,20.9147184367958,0.329125184024259,1.89125935641635,-11.2962436237722,1.428134794,1.45306425685338,0.865390981528652,1.95905288678887,-6.01308853019273,21.0970622528878,437.425447290446,0.108323386759003,3.57686195323239,127.605120007613,2.03956898983342,2.11139573454488,0.748901550911123,3.83788821323579,36.1572336719354,0.214744065864423,0.831331060392602,0.623411919733958,0.279954345718149,0.201757594635218,0.0513926781795972,0.291747439511379,0.0729767332031779,"970508A",0.83,0.262451089730429
