"","log10Ta","log10NH","log10PeakFlux","PhotonIndex","log10Fa","log10T90","Alpha","Beta","Gamma","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"091024A",3.80224970768931,22.23512426,0.301029996,1.2,-10.17271124586,2.321184027,1.51626308823486,0.892910794612169,1.49013,-5.214670165,14.4571028396234,494.40075085764,0.09061905849176,1.44,103.484054091647,5.38789528719994,2.29905375274351,0.797289687134934,2.2204874169,27.1927849297411,0.0361306862803674,0.792655637570542,0.603437094243322,0.272421002559775,0.202537024371356,0.021358745,0.08,0.065144172,"091024A",1.09,0.320146286111054
"091029A",4.30368998,21.45058625,0.255272505,1.46,-11.34678749,1.593286067,1.12123368,1.064,2.11535,-5.619788758,18.5217474439524,460.127650468689,0.065164051808975,2.1316,128.74958634322,2.53856049129633,1.25716496516634,1.132096,4.4747056225,31.5820256845432,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0.018095603,0.27,0.024127471,"091029A",2.752,0.574262829707027
"091109A",3.37933883,21.89596701,0.113943352,1.31,-11.14630179,1.681241237,1.06152816,0.89,1.96352,-5.795880017,11.4199309279458,479.433371303008,0.0129830874649959,1.7161,124.240043593757,2.82657209698929,1.12684203447299,0.7921,3.8554107904,33.5922251714599,0.15117163716416,0.05941034,0.074268877,0.033719571,0.03,0.05428681,0.25,0.133629071,"091109A",3.076,0.610234175334389
"091127A",3.98466812,20.87872913,1.667452953,2.05,-9.844663963,0.84260924,1.39581701,0.758,1.80187,-5.045757491,15.8775800265443,435.921330083911,2.78039935046842,4.2025,96.9174085443909,0.709990331333378,1.94830512540534,0.574564,3.2467354969,25.4596686579826,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0.014476483,0.07,0.025217099,"091127A",0.49,0.173186268412274
"091208B",3.31388094,21.91211094,1.181843588,1.74,-10.18045606,1.173186268,1.1606541,0.86,2.03333,-5.48148606,10.9818068844953,480.140605846868,1.39675426649671,3.0276,103.641685589591,1.37636601942377,1.34711793984681,0.7396,4.1344308889,30.0466894259743,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0.026320878,0.11,0.028572005,"091208B",1.063,0.314499227973151
"100219A",3.59028559010207,21.95954126,-0.397940009,1.34,-10.9021185162828,1.511883361,1.54469122416844,0.949570732383404,1.58721,-6.431798276,12.8901506184946,482.221452349642,0.15835625076292,1.7956,118.856188143076,2.28579129726866,2.38607097802299,0.901684575799155,2.5192355841,41.3680290631566,0.0504266082569071,0.794108615214306,0.609081615483561,0.29430893270445,0.206518163604351,0.070426132,0.25,0.10857362,"100219A",4.67,0.753583058892907
"100316B",3.5543767,21.41315218,0.113943352,2.23,-11.1481304,0.579783597,1.36246063,1.08,2.23535,-6.698970004,12.6335937255029,458.523086283839,0.0129830874649959,4.9729,124.280811415404,0.336149019350258,1.8562989683,1.1664,4.9967896225,44.8761991144918,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0.043429448,0.18,0.033407268,"100316B",1.18,0.338456493604605
"100316D",4.66627630589122,21.60728985,-1,2.29,-10.9092849180835,1.681241237,1.75821298481874,0.925447394491597,2.49431,-6.522878745,21.7741345629219,466.874974661913,1,5.2441,119.012497423923,2.82657209698929,3.09131289998522,0.856452879971285,6.2215823761,42.5479471219728,0.0158047698317659,0.790762789223757,0.640416332181129,0.296604175577386,0.202266144563271,0.115811862,0.41,0,"100316D",0.06,0.0253058652647703
"100418A",5.54363,20.8744034307407,0,2.16,-12.48811664,0.84509804,1.81145,0.84,2.26662,-6.468521083,30.7318335769,435.740718589319,0,4.6656,155.953057214245,0.714190697211842,3.2813511025,0.7056,5.1375662244,41.8417650012155,0.059763875267383,0.10745,0.075475,0.16786,0.01,0.063866836,0.25,0.086858896,"100418A",0.6235,0.21045229296202
"100425A",3.60199415,20.53466438,0.146128036,2.42,-11.50168945,1.568201724,0.86819371,1.46,2.17077,-6.327902142,12.9743618566342,421.672441199241,0.0213534029052173,5.8564,132.288860204241,2.45925664715657,0.753760318083564,2.1316,4.7122423929,40.0423455187282,0.0442926372724909,0.070859065,0.115125536,0.055076895,0.035,0.083162773,0.32,0.062042069,"100425A",1.755,0.440121603187804
"100508A",3.80668019668111,20.84356974,-0.397940009,1.23,-10.847436029809,2.005180513,1.15649635442718,0.865197685383069,1.9368495003839,-6.15490196,14.4908141198042,434.454399506244,0.15835625076292,1.5129,117.666868420798,4.02074888971494,1.33748381780336,0.748567034792221,3.75138598713737,37.8828181372118,0.0664080102705681,0.797037219267585,0.608284541986843,0.313892427911769,0.20249329229969,0.0580980942149184,0.25,0.101108910335356,"100508A",0.5201,0.181872159010334
"100513A",3.74522911,22.05240534,-0.22184875,1.62,-11.57186521,1.924279286,0.96306136,1.36,2.25722,-5.853871964,14.0267410863914,486.30858127966,0.0492168678765625,2.6244,133.908064438408,3.70285077052867,0.92748718312505,1.8496,5.0950421284,34.2678169709052,0.0768849139302361,0.09817689,0.128616618,0.061569437,0.025,0.031021034,0.14,0.072382414,"100513A",4.772,0.761326322421457
"100621A",3.64164386,22.28454803,1.10720997,1.9,-9.804100348,1.803457116,0.94079321,0.27,2.3024,-4.677780705,13.2615700030757,496.601080901377,1.2259139176674,3.61,96.1203836336537,3.25245756925104,0.885091863982104,0.0729,5.30104576,21.8816323240703,0.0114965181711467,0.041282476,0.060455075,0.024177265,0.150679792,0,0.03,0.010178777,"100621A",0.542,0.188084373714938
"100704A",3.62503495,21.52730245,0.633468456,1.73,-10.35163999,2.2955671,1.01294211,1.29,2.11575,-5.22184875,13.1408783887215,463.424750773776,0.401282284747024,2.9929,107.156450482567,5.26962831060241,1.02605171821125,1.6641,4.4763980625,27.2677043678766,0.0511462884983093,0.04763446,0.053639373,0.01813996,0.01,0.014476483,0.06,0.020199743,"100704A",3.6,0.662757831681574
"100728A",4.03148606,21.52592288,0.707570176,1.18,-10.17587417,2.297760511,1.5588143,0.96,1.90402,-4.420216403,16.2528798519743,463.365355835707,0.500655553964671,1.3924,103.548415123673,5.27970336591098,2.42990202188449,0.9216,3.6252921604,19.5383130493503,0.0276692267863542,0.0760751,0.053762484,0.034265796,0.005,0,0.02,0.017031156,"100728A",1.567,0.409425868671443
"100814A",5.22729477,20.89608288,0.397940009,1.47,-11.49349497,2.241795431,1.76532941,1.1425,1.89414,-5.045757491,27.3246106124694,436.646279727829,0.15835625076292,2.1609,132.100426625415,5.02564675445248,3.11638792581095,1.30530625,3.5877663396,25.4596686579826,0.0235643330529017,0.04362636,0.035347138,0.084015169,0.01745135,0.009650988,0.04,0.034743559,"100814A",1.44,0.387389826338729
"100816A",3.97801299,21.34783526,1.037426498,0.73,-11.5559552,0.462397998,1.04455013,1.09,1.91138,-5.698970004,15.8245873486087,455.730070288099,1.07625373875254,0.5329,133.540100584407,0.213811908554408,1.09108497408302,1.1881,3.6533735044,32.4782591064918,0.0930248425840856,0.08674922,0.112014005,0.047175154,0.015,0.021714724,0.24,0.015937412,"100816A",0.804,0.256236533205923
"100901A",4.91124,21.53188109,-0.096910013,1.52,-11.34103516,2.64246452,1.50754,1.075,1.98285,-5.677780705,24.1202783376,463.6219032739,0.00939155061966017,2.3104,128.619078500356,6.98261873945883,2.2726768516,1.155625,3.9316941225,32.2371937340703,0.0223211438768381,0.0283,0.02425,0.036255,5e-04,0.062042069,0.21,0.10857362,"100901A",1.408,0.381656482585787
"100906A",3.94074768,21.96198081,1.004321374,1.78,-10.4698003,2.058426024,1.71220056,0.87,2.02817,-4.920818754,15.5294922774254,482.328601098808,1.00866142227325,3.1684,109.61671832188,4.23711769628045,2.93163075766431,0.7569,4.1134735489,24.2144572097181,0.00604043448603348,0.048743085,0.039933316,0.059340084,0,0,0.03,0.017199781,"100906A",1.727,0.43568513794163
"101219B",4.42003952,20.49692965,-0.22184875,1.56,-11.99567863,1.531478917,0.66918137,0.94,1.85684,-5.677780705,19.5367493583618,420.124125077049,0.0492168678765625,2.4336,143.896305794239,2.34542767321549,0.447803705955077,0.8836,3.4478547856,32.2371937340703,0.0692396240032236,0.089446275,0.166829365,0.039390628,0.105,0.082722758,0.16,0.217147241,"101219B",0.55,0.190331698170291
"101225A",4.28937320649496,21.11770968,-0.338610804708651,1.82,-11.3986269218493,2.10720997,1.06878551861374,0.898641901969219,1.81612,-5.721246399,18.3987225045968,445.957662128766,0.11465727706544,3.3124,129.928695703507,4.4403338576674,1.14230248479844,0.807557267974856,3.2982918544,32.7326603580705,0.214744065864423,0.841024380690653,0.624845522893211,0.280341289452995,0.202014891741244,0.091430417,0.32,0.109322034911467,"101225A",0.33,0.123851640967086
"110205A",4.08764186507059,21.37042981,0.556302501,1.8,-10.9294450982402,2.780677274,1.6796173992066,0.903414827034064,1.93577,-4.769551079,16.7088160170777,456.695270264137,0.309472472618855,3.24,119.452770155447,7.73216610214007,2.82111460771754,0.816158349704988,3.7472054929,22.7486174951901,0.740704337003765,0.788525550820367,0.615498706314797,0.28697035137645,0.200668897924794,0,0.04,0.024127471,"110205A",2.21,0.506505032404872
"110213A",3.84089,21.56708403,0.204119983,1.83,-9.896196279,1.681241237,1.8412,1.1905,1.96436,-5.229147988,14.7524359921,465.139113557081,0.0416649674599203,3.3489,97.9347007924934,2.82657209698929,3.39001744,1.41729025,3.8587102096,27.3439886804045,0.14476482742628,0.03588,0.023515,0.02785,0.226362665,0.029443694,0.12,0.162860431,"110213A",1.46,0.390935107103379
"110422A",3.50066971,22.02088312,1.487138375,0.86,-9.681936665,1.413299764,1.42239886,0.778,1.89199,-4.387216143,12.2546884185115,484.919293384701,2.21158054639764,0.7396,93.7398975850713,1.99741622292246,2.0232185169293,0.605284,3.5796261601,19.2476654853998,0.00950159657676303,0.024137407,0.029472713,0.022779716,0.005,0.010592548,0.1,0.0141464,"110422A",1.77,0.442479769064449
"110503A",2.54166555,21.13638759,0.130333768,0.88,-9.08249449,1,1.14649063,0.687,1.90907,-5,6.4600637680568,446.746880354706,0.0169868910810778,0.7744,82.4917061608804,1,1.3144407646778,0.471969,3.6445482649,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0.017371779,0.25,0.019301977,"110503A",1.613,0.417139409727326
"110715A",2.61109719,22.0746007,1.731588765,1.25,-9.075720714,1.113943352,0.95853538,0.755,1.85342,-4.928117993,6.8178285356259,487.287996064441,2.99839965107422,1.5625,82.3687064785287,1.240869791465,0.918790074711744,0.570025,3.4351656964,24.2863469529303,0.133629071449258,0.02377653,0.035600881,0.009554076,0.0015,0.007360923,0.12,0.008863153,"110715A",0.82,0.260071387985075
"110731A",5.08952072,21.95954126,1.041392685,1.15,-12.08512818,1.588831726,1.42351927,0.39,1.85145,-5.22184875,25.9032211593093,482.221452349642,1.08449872437151,1.3225,146.05032312703,2.52438625354414,2.02640711206133,0.1521,3.4278671025,27.2677043678766,0.130539784388153,0.097418495,0.090702815,0.110855301,0.13,0.007238241,0.05,0.011844395,"110731A",2.83,0.583198773968623
"110801A",3.81746072880134,21.39050236,0.041392685,1.84,-10.4317860371409,2.686993566,1.50766851132653,0.922958360716801,2.04784,-5.327902142,14.5730064159404,457.553591213166,0.00171335437150922,3.3856,108.822159924689,7.2199344237254,2.27306434004557,0.851852135617045,4.1936486656,28.3865412347282,0.740704337003765,0.795762875917567,0.595638791480148,0.27615768738945,0.203970219273962,0.027720924,0.1,0.078962633,"110801A",1.858,0.456062224454951
"110808A",4.50711,21.05996459,-0.397940009,2.32,-12.08440021,1.681241237,0.807091,1.4,2.33721,-6.48148606,20.3140405521,443.522108532054,0.15835625076292,5.3824,146.032728435448,2.82657209698929,0.651395882281,1.96,5.4625505841,42.0096615459743,0.204728382319217,0.0837,0.155655,0.0776,0.025,0.105283511,0.43,0.217147241,"110808A",1.348,0.370698092575577
"110818A",3.84627415,22.06812647,0.204119983,1.58,-11.28316228,2.012837225,1.37167718,0.83,1.95985,-5.397940009,14.7938248369582,487.002205895915,0.0416649674599203,2.4964,127.309751036815,4.0515136943457,1.88149828613275,0.6889,3.8410120225,29.1377563407629,0.0761271870594219,0.05514905,0.059648416,0.067338189,0.01,0.021714724,0.11,0.081430215,"110818A",3.36,0.639486489268586
"111008A",3.98993393,22.17059025,0.806179974,1.86,-10.66756154,1.802500068,1.21584288,0.829,1.94053,-5.27572413,15.9195727657652,491.535072033395,0.649926150478641,3.4596,113.796869209687,3.24900649514,1.47827390884669,0.687241,3.7656566809,27.8332650958643,0.0161841207996628,0.028511085,0.035676696,0.027351291,0.001,0.024582707,0.09,0.047500959,"111008A",4.9898,0.777412321496744
"111107A",3.50002099967664,21.56675205,0.079181246,1.49,-10.7349772399854,1.115277591,1.08319297826086,0.922146497264448,2.11569,-6.055517328,12.2501469981775,465.124793986179,0.00626966971811252,2.2201,115.239736343005,1.24384410498676,1.17330702815364,0.85035416241709,4.4761441761,36.6692901097083,0.0664080102705681,0.811913894077862,0.62197886496731,0.276587887801161,0.202086587069313,0.039481317,0.14,0.072382414,"111107A",2.893,0.590284403718162
"111123A",4.42202873,21.35034301,-0.045757491,1.68,-11.60730305,2.462397998,1.46723371,1.25,2.55463,-5.13667714,19.5543380889454,455.837146644656,0.00209374798261508,2.8224,134.729484094539,6.06340390055441,2.15277475976036,1.5625,6.5261344369,26.3854520405986,0.131921983937837,0.07308827,0.070655771,0.105884147,0.005,0.017847718,0.07,0.048254942,"111123A",3.1516,0.618215503279417
"111209A",4.13326,21.14009932,-0.301029996,1.48,-9.057000407,2.505149978,2.77382,0.2529,1.81212,-4.443697499,17.0838382276,446.903799259465,0.09061905849176,2.1904,82.0292563723982,6.2757764122734,7.6940773924,0.06395841,3.2837788944,19.7464474626189,0.0401068361866461,0.02099,0.010455,0.04435,5e-05,0.012063736,0.03,0.086858896,"111209A",0.677,0.224533062606086
"111228A",4.10627835,21.41342718,1.093421685,2.27,-10.65757732,2.005180513,1.15297662,0.99,2.03824,-5.070581074,16.8615218876787,458.534863593163,1.19557098122824,5.1529,113.583954331778,4.02074888971494,1.32935508626662,0.9801,4.1544222976,25.710792428007,0.023242060897345,0.030118345,0.037264425,0.023299272,0,0.010218694,0.06,0.017511874,"111228A",0.714,0.234010817587179
"120118B",3.68307,21.451745,0.342422681,2.08,-10.95467702,1.36660971,1.0241,1.01,2.20884,-5.744727495,13.5650046249,460.177363545025,0.117253292463228,4.3264,120.004948612516,1.86762209946628,1.04878081,1.0201,4.8789741456,33.001893991809,0.366834332492466,0.1172,0.131765,0.077156,0.005,0.024127471,0.11,0.059221975,"120118B",2.943,0.595826777073223
"120119A",3.60091249974307,22.02202812,1.012837225,1.38,-10.5044590759749,2.11290649,1.46266542749052,0.913267876812211,1.61077,-4.769551079,12.9665708308059,484.969722518071,1.0258392443457,1.9044,110.343660478831,4.46437383548412,2.13939015277602,0.834058214817083,2.5945799929,22.7486174951901,0.181516258620399,0.793980450854924,0.602879358835947,0.267141365296107,0.200164722700322,0,0.04,0.012649354,"120119A",3.1,0.612783856719735
"120327A",3.48517215,22.16619025,0.591064607,1.52,-10.15181088,1.798650645,1.44859414,0.63,1.75797,-5.443697499,12.1464249151356,491.339990199195,0.349357369648064,2.3104,103.059264143286,3.23514414275892,2.09842498244234,0.3969,3.0904585209,29.6338424606189,0.051933835584684,0.04362492,0.051679097,0.058002882,0.02,0.012063736,0.06,0.022271512,"120327A",2.813,0.581266805273671
"120404A",3.79948,21.70983536,0.079181246,1.85,-11.02687215,1.587710965,1.90651,0.69,1.89579,-5.795880017,14.4360482704,471.316951358306,0.00626966971811252,3.4225,121.591909412446,2.52082610838123,3.6347803801,0.4761,3.5940197241,33.5922251714599,0.179553274179706,0.11705,0.068285,0.121385,0.005,0.027143405,0.13,0.072382414,"120404A",2.876,0.588383768378728
"120422A",5.23266697,22.02365981,-0.22184875,1.19,-12.73992861,0.728353782,0.86153199,1.1,2.32199,-6.638272164,27.380803618929,485.041591426609,0.0492168678765625,1.4161,162.305780987897,0.530499231753704,0.74223736979336,1.21,5.3916375601,44.0666573233372,0.181516258620399,0.11830242,0.217818621,0.214451933,0.035,0.075529475,0.24,0.144764827,"120422A",0.283,0.108226656374928
"120711A",3.93987499964481,20.8890204759374,0.15298088503652,1.73945067928945,-10.9030517122965,1.837651558,1.26061032393654,0.883716302989186,1.96823823014476,-5.59956740196432,15.5226150128262,436.351176444131,0.0234031511865569,3.02568866568052,118.876536641011,3.37696324861983,1.58913838881539,0.780954504168875,3.87396173060337,31.3551550891415,0.0664080102705681,0.796649114603519,0.594010142530627,0.290047950017533,0.205032778659739,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1.405,0.381115080709851
"120729A",3.52138487,21.34792103,0.462397998,1.62,-10.29756946,1.854306042,2.26312734,0.645,1.8831,-5.619788758,12.4001514026649,455.733732303116,0.213811908554408,2.6244,106.039936783525,3.43845089739771,5.12174535705548,0.416025,3.54606561,31.5820256845432,0.223182009707008,0.06906832,0.047294772,0.130088482,0.013331067,0.018095603,0.08,0.029951344,"120729A",0.8,0.255272505103306
"120802A",3.53838419,22.12127744,0.477121255,1.21,-11.17198494,1.698970004,0.54215516,0.91,2.03526,-5.721246399,12.520162676042,489.350915577453,0.227644691972775,1.4641,124.813247499587,2.88649907449176,0.293932217514626,0.8281,4.1422832676,32.7326603580705,0.2694762542188,0.07803221,0.220557212,0.11816229,0.055,0.068572813,0.47,0.028952965,"120802A",3.796,0.680879174426811
"120811C",3.15909591,21.91722026,0.612783857,1.4,-10.14327111,1.428134794,1.01613299,0.65,1.92121,-5.522878745,9.97988696857873,480.364543925354,0.375504055399796,1.96,102.885948810961,2.03956898983342,1.03252625336634,0.4225,3.6910478641,30.5021896319728,0.0598545187495629,0.05294686,0.084200302,0.03800099,0.090734018,0.043429448,0.3,0.021185097,"120811C",2.671,0.564784384503987
"120815A",3.54024063321074,21.77242733,0.342422681,2.29,-10.6626913102765,0.989894564,1.05796028237845,0.905451385369036,1.84293,-6.30980392,12.5333037410364,474.038591840131,0.117253292463228,5.2441,113.692985978245,0.97989124783675,1.1192799590903,0.819842211266706,3.3963909849,39.8136255088474,0.181516258620399,0.807326444608379,0.607299994910327,0.283883223345687,0.1952865200339,0.062042069,0.23,0.059221975,"120815A",2.36,0.526339277389844
"120907A",3.2113827,21.0438101,0.462397998,1.73,-10.37675071,1.227886705,1.05329104,0.78,1.82021,-6.173925197,10.3129788458593,442.841943524862,0.213811908554408,2.9929,107.676955297485,1.50770576031576,1.10942201494428,0.6084,3.3131644441,38.1173523381515,0.035217186540104,0.04130341,0.062296694,0.028647271,0.005,0.071302079,0.25,0.059902687,"120907A",0.97,0.294466226161593
"120922A",3.59799,21.0163605,0.301029996,1.58,-10.59516628,2.238046103,1.06622,1.17,2.06954,-5.207608311,12.9455320401,441.68740866596,0.09061905849176,2.4964,112.257548500849,5.00885035915349,1.1368250884,1.3689,4.2829958116,27.1191843207963,0.075913913084108,0.16365,0.133375,0.03563,0.005,0.049033248,0.36,0.043429448,"120922A",3.1,0.612783856719735
"121024A",4.17178823,21.94617755,0.113943352,1.41,-11.31158018,1.838849091,1.30353551,0.87,2.00683,-5.958607315,17.4038170359665,481.634709056124,0.0129830874649959,1.9881,127.951846168569,3.38136597947153,1.69920482583096,0.7569,4.0273666489,35.5050011343715,0.201804932759115,0.063305895,0.065435085,0.06666149,0,0.039481317,0.22,0.066814536,"121024A",2.298,0.5182506513085
"121027A",5.40919042,22.07736427,0.113943352,1.82,-11.92081875,1.796574333,1.50995764,1.16,2.37144,-5.698970004,29.2593409998198,487.410013110273,0.0129830874649959,3.3124,142.105919670352,3.22767933399439,2.27997207459437,1.3456,5.6237276736,32.4782591064918,0.03343969322178,0.041584155,0.037953731,0.058939694,0,0.021714724,0.09,0.066814536,"121027A",1.773,0.442949869577862
"121128A",3.23392922,22.04029767,1.11058971,1.32,-9.617982957,1.367355921,1.54546584,0.9455,1.98504,-5.161150909,10.4582981999698,485.774721382207,1.23340950395788,1.7424,92.5055961611425,1.86966221469376,2.38846466260691,0.89397025,3.9403838016,26.6374787054715,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0.025176492,0.18,0.013466496,"121128A",2.2,0.505149978319906
"121211A",4.20933518,21.66138196,0,2.36,-11.2823295,2.260071388,1.15615612,0.95,2.0682,-5.886056648,17.7185026575856,469.215468417013,0,5.5696,127.29095894657,5.10792267885625,1.33669697381345,0.9025,4.27745124,34.645662863465,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0.089197405,0.26,0.130288345,"121211A",1.023,0.305995882770805
"121217A",3.60500584007781,21.6003032,0.255272505,1.53,-10.5877773237916,2.660865478,1.10833466308563,0.913796818616328,1.96847804960143,-5.207608311,12.9960671069951,466.57309833193,0.065164051808975,2.3409,112.101028658195,7.08020509201217,1.22840572539715,0.835024625713322,3.87490583176264,27.1191843207963,0.0664080102705681,0.788684777099021,0.594198250748483,0.280085627893285,0.198609676293797,0.0302144713479088,0.08,0.0649371985063369,"121217A",3.1,0.612783856719735
"130215A",4.49925502146849,21.1575730258515,0.397940009,1.59,-11.2156137161972,2.660865478,1.74473426564299,0.910993110903947,1.95045663425091,-5.26760624,20.2432957482094,447.642896344238,0.15835625076292,2.5281,125.789991030951,7.08020509201217,3.04409765770879,0.829908448114451,3.80428108209337,27.7476754996869,0.197037086589132,0.800843387328842,0.624176738381725,0.380763252726082,0.199599230591904,0.040212452,0.14,0.121602455,"130215A",0.6,0.204119982655925
"130408A",3.58393,20.06405721,0.69019608,1.28,-10.32975415,1.447158031,1.39277,0.945,2.03183,-5.638272164,12.8445542449,402.566391726153,0.476370628847366,1.6384,106.703820799442,2.0942663666878,1.9398082729,0.893025,4.1283331489,31.7901129953372,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0.075529475,0.26,0.088631527,"130408A",3.757,0.677333151419902
"130418A",2.59006,21.12149747,-0.22184875,2.07,-9.247183569,2.07200023240372,1.28449,0.198,1.68684,-5.744727495,6.7084108036,446.117655375216,0.0492168678765625,4.2849,85.5104039587836,4.29318496308105,1.6499145601,0.039204,2.8454291856,33.001893991809,0.169579312058568,0.06047,0.06867,0.031625,0.003,0.048254942,0.17,0.144764827,"130418A",1.218,0.345961541813141
"130420A",3.56731,20.79265849,0.531478917,1.52,-10.8728952,2.091666958,0.914676,1.17,2.29559,-5.148741651,12.7257006361,432.334647081769,0.282469839215493,2.3104,118.219850030183,4.37507066318897,0.836632184976,1.3689,5.2697334481,26.5095405887422,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0.018350471,0.25,0.025546734,"130420A",1.297,0.361160995195026
"130427A",3.9487762106582,20.99021494,2.519827994,1.21,-10.1897791265309,2.368584372,1.35013913071369,0.90340366164378,1.78644,-3.508638306,15.5928335618601,440.589123227399,6.34953311934606,1.4641,103.831598647484,5.61019192728263,1.82287567228431,0.81613817587139,3.1913678736,12.3105427623305,0.740704337003765,0.785143430285753,0.607017890469962,0.280358959678914,0.198318996433288,0.00420285,0.02,0.006035512,"130427A",0.34,0.127104798364808
"130511A",2.65954,21.01365445,0.113943352,1.35,-10.51570016,0.73479983,1.16497,0.65,2.06879,-6.657577319,7.0731530116,441.573673344005,0.0129830874649959,1.8225,110.579949855024,0.539930790168029,1.3571551009,0.4225,4.2798920641,44.3233357584632,0.176931769551824,0.0838,0.089385,0.04916,0.01,0.078962633,0.31,0.066814536,"130511A",1.3033,0.362350507594848
"130514A",3.68772,21.19799139,0.447158031,1.8,-10.7212464,2.309630167,1.17745,0.65,2.0604,-5.040958608,13.5992787984,449.354838970514,0.199950304687797,3.24,114.945124369513,5.33439150831645,1.3863885025,0.4225,4.24524816,25.4112636875693,0.0272768817014167,0.078,0.078365,0.04188,0.08,0.009544934,0.05,0.046531552,"130514A",3.6,0.662757831681574
"130604A",2.071571247,21.35024026,-0.096910013,1.51,-8.316052869,1.57634135,1.742079764,0.98,2.08823,-5.853871964,4.29140743139714,455.832759159725,0.00939155061966017,2.2801,69.1567353200031,2.48485205171982,3.0348419041383,0.9604,4.3607045329,34.2678169709052,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0.031021034,0.12,0.10857362,"130604A",1.06,0.313867220369153
"130606A",3.30222,20.24962877,0.414973348,1.52,-10.18045606,2.441820772,1.37571,0.44,1.86465,-5.537602002,10.9046569284,410.047465322812,0.172202879550329,2.3104,103.641685589591,5.96248868257068,1.8925780041,0.1936,3.4769196225,30.6650359325544,0.0303226795160044,0.06815,0.07782,0.05186,0.045,0.029951344,0.12,0.033407268,"130606A",5.913,0.839666556882433
"130702A",4.19088993150694,21.1002489320261,0.697313985603386,1.7069931932884,-10.5377410582391,2.158362492,1.38007417955102,0.872638984151407,1.95922507826468,-5.28621275756824,17.5635584180063,445.220504993469,0.486246794518079,2.91382576193293,111.043986610499,4.65852864687245,1.90460474106341,0.7614987966608,3.83856290730124,27.9440453182772,0.0335971369822932,0.781964684703212,0.603436774609778,0.269587488043066,0.200166483767078,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",0.15,0.0606978403536116
"130831A",3.31959,22.44245468,1.133538908,1.93,-9.89279003,1.511883361,1.28481,1.01,1.79449,-5.187086643,11.0196777681,503.663772063854,1.28491045594983,3.7249,97.8672945776674,2.28579129726866,1.6507367361,1.0201,3.2201943601,26.905867841989,0.0249128885159663,0.054815,0.089045,0.06727,0.009011148,0.001336291,0.05,0.019160051,"130831A",0.4791,0.16999753706657
"131030A",2.84594,20.84178667,1.44870632,1.3,-9.294136288,1.613841822,1.11188,0.693,2.09466,-4.537602002,8.0993744836,434.38007159779,2.09875000160794,1.69,86.3809693399184,2.60448542643628,1.2362771344,0.480249,4.3876005156,20.5898319285544,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0.03,0.010818724,"131030A",1.295,0.36078268987328
"131105A",3.9488,21.32749584,0.544068044,1.45,-10.91009489,2.050379756,1.19347,0.94,2.24976,-5.148741651,15.59302144,454.862078805217,0.296010036501986,2.1025,119.030170508804,4.20405714381462,1.4243706409,0.8836,5.0614200576,26.5095405887422,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0.030584118,0.11,0.074450483,"131105A",1.686,0.429106008332697
"131117A",2.87134,22.01669496,-0.15490196,2.4,-10.838632,1.041392685,0.951056,0.86,2.15896,-6.602059991,8.2445933956,484.734856961689,0.0239946172118416,5.76,117.475943631424,1.08449872437151,0.904507515136,0.7396,4.6611082816,43.5871961247629,0.124850885316753,0.0823,0.12461,0.0362555,0.025,0.069487117,1.41,0.062042069,"131117A",4.042,0.702602841340427
"140206A",3.59073,22.00531353,1.28780173,1.04,-9.730487056,1.971275849,1.22509,0.672,1.88134,-4.795880017,12.8933419329,484.233823553601,1.65843329579099,1.0816,94.6823783469835,3.88592847285067,1.5008455081,0.451584,3.5394401956,23.0004651374599,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.008143022,0.15,0.011193157,"140206A",2.73,0.571708831808688
"140213A",3.829176603,20.99187128,1.371067862,1.8,-10.12551818,1.77815125,1.108879519,0.83,1.96657,-4.920818754,14.6625934569626,440.658659836089,1.87982708220925,3.24,102.526118413511,3.16182186787656,1.22961378765767,0.6889,3.8673975649,24.2144572097181,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0.04,0.014784493,"140213A",1.2076,0.343920385393226
