GRB,Redshift_crosscheck,log10T90,log10Fa,log10Ta,Alpha,Beta,Gamma,log10Fluence,PhotonIndex,log10NH,log10PeakFlux,T90Err,log10FaErr,log10TaErr,AlphaErr,BetaErr,FluenceErr,PhotonIndexErr,PeakFluxErr,is_optical
161014A,2.823,1.2624510897304295,-10.824335116399958,3.7628692622457502,1.388907772736801,0.9156408697410864,1.9851826327179103,-5.721246399047171,1.47,22.18657496029214,0.4623979978989561,5.171156949,0.7636367810377651,0.6204206179750413,0.2807692376154681,0.195230833000052,2.0493584681529787e-06,0.3513616180363577,2.338065334803129,1
161023A,2.71,1.6434526764861874,-10.465000298829937,3.985600929471358,1.391839742183143,0.892301882712798,1.9702009510848997,,,,,5.171156949,0.7774105897266272,0.6386313210648193,0.2720883638792317,0.1913088524842481,4.677042449693814e-06,0.3119321732758159,4.86375696219531,1
170113A,1.968,1.3151303171836015,-10.742191162854596,3.7668013395016855,1.2549821776565948,0.9144792739827072,2.004389101408385,-6.173925197299173,0.75,21.44294830342112,0.041392685158225,5.171156949,0.7346657888598198,0.6161792135572355,0.2577282221496471,0.1894672736580198,2.2922491845288966e-06,0.3521300516874963,2.6601828972807215,1
170607A,0.557,1.3617278360175928,-10.411909929719547,3.882608280253404,1.2125432816837471,0.9194674608993544,1.9906646411443565,-5.1249387366083,1.61,20.902036632217804,,5.171156949,0.7859610616719177,0.6104106819581883,0.2792762405434078,0.2089437222172323,3.958907057889527e-06,0.3450692769437192,4.895879593744844,1
170714A,0.793,3.0,-11.07002470393076,3.945517306450949,1.626044583878885,0.9336120920933983,1.9788772460771429,-5.552841968657781,1.76,21.06857951785068,-0.3979400086720376,5.171156949,0.8273528756302531,0.5956798554879936,0.3940544893334755,0.1940102294174489,1.6815426981181194e-06,0.3798526234317068,1.522831073002839,1
180115A,2.487,1.611723308007342,-10.33636056453096,3.4868136173608137,1.2096365269316316,0.923859333156446,1.970646931725576,-6.119186407719209,1.66,20.61397388649071,-0.2218487496163564,5.171156949,0.7643801997117539,0.6232032386791622,0.2699513505212564,0.2037526091822551,2.714632536133805e-06,0.3954156311319796,4.2629100346092965,1
180325A,2.248,1.973589623427257,-10.78378750266566,3.752196240328564,1.42522451873374,0.9301635125243566,1.9853200064070136,-5.187086643357144,1.18,22.143195978859392,0.9731278535996988,5.171156949,0.8122459624126517,0.6008632859558318,0.2835816600156973,0.2110174739186013,2.0985429101166207e-06,0.3511238195442678,2.496303640378838,1
181201A,0.45,1.2833012287035497,-10.33933085948634,4.072132088027568,1.3063726379184135,0.8806007298292933,1.9694455128620456,,,,,5.171156949,0.7901950113058875,0.5931460751954107,0.2821249107373014,0.204768947327362,6.08875479300756e-06,0.3092473456712086,7.124470341957026,1
200613A,1.2255,2.5809249756756194,-10.800895630958038,4.274850179161604,1.172492190861143,0.921245242046176,2.0389248028145524,,,,,5.171156949,0.7960613727284311,0.635956958001147,0.2841987570188576,0.2014475986807206,3.7673089359129823e-06,0.3408165620037255,2.9833405967547018,1
201014A,4.56,1.5587085705331658,-11.220877088087809,4.125515192864975,1.2533202197906104,0.9099597375293454,2.0258417101281925,-6.508638306165727,2.55,22.15246569605279,-0.5228787452803376,5.171156949,0.8678204601973469,0.5977362415558354,0.2905381201502411,0.1951185857768041,2.1746402438202556e-06,0.3614386975621778,1.9499651160409033,1
201015A,0.426,0.9903388547876014,-10.874453430126504,3.862907826588548,0.9771074715322504,0.9313581896662512,2.052883878177271,-6.698970004336019,3.03,21.355361471794545,0.255272505103306,5.171156949,0.782303351908868,0.5941009973962981,0.2812648839081666,0.20598682969823,1.6519286530789853e-06,0.3813269401003096,2.0040945691720653,1
201020A,2.903,1.1513698502474603,-10.49395583436656,3.745238135893355,1.0801678478917995,0.9283972199056476,2.013419147548175,-6.036212172654444,2.25,20.932584860853584,0.3222192947339193,5.171156949,0.8360075153712563,0.5847393537223102,0.2710686956465335,0.2041812583984458,2.4409431403912445e-06,0.3941298470501531,3.244002727234382,1
201021C,1.07,1.387033701282363,-10.170316387853426,3.3986027996986508,1.2332817460048229,0.8929935370351225,1.9475352555682384,-6.0,1.63,20.7519954068474,0.0,5.171156949,0.800870781276215,0.6256368893126016,0.2831766998229875,0.1988826892468764,3.630926722165277e-06,0.366108751005032,5.440922221447861,1
020124A,3.198,1.6619072927660208,-10.808331778488531,3.943192582441725,1.667369245829716,0.9498832242709196,1.9882947679562304,,,,,5.171156949,0.8270471904872849,0.5920480870875016,0.2748683992879678,0.2054805165428417,2.7957255244854117e-06,0.3333165525534535,2.3506640135456935,1
021004A,2.34,2.0,-10.856477514141025,4.32702575418751,1.3506804889308035,0.8965348898579639,2.015765576582712,,,,,5.171156949,0.7732558768156315,0.6210715832148417,0.2720506087728367,0.2047553473306821,3.316938956429245e-06,0.3413506937517265,2.365383546809988,1
210204A,0.876,2.3010299956639813,-10.501019252542315,3.9916339124516456,1.2575152258948572,0.9033388579508664,1.9957598554920928,,,,,5.171156949,0.7744391217006772,0.6228924359857633,0.265486834299161,0.2001632034365097,4.167465455357071e-06,0.3265257931387847,4.608632804674725,1
030226A,1.99,1.3441957158714348,-10.908448763282632,4.145532324983408,1.7478514891153891,0.8814178296677453,1.997128354588222,,,,,5.171156949,0.7967261873104219,0.5764087738543802,0.2865351652137464,0.2030720349578726,2.548875952985373e-06,0.3353371947145422,1.7688242791447726,1
030329A,0.17,1.7986506454452689,-10.3864851345367,4.369998398008595,1.453133907009513,0.870977015678142,1.9777177778173147,,,,,5.171156949,0.8068157452689837,0.6169138980199107,0.2810489519488438,0.2007473453470661,7.688116778524976e-06,0.2931128668517707,6.60453510325577,1
050502B,3.793,1.2430380486862944,-10.762691074188076,3.630363689659254,1.374755407593482,0.9179937642570992,1.98523544804495,,,,,5.171156949,0.7830158730266144,0.577971324520002,0.2852555180209576,0.2108460630421813,1.7869687417409489e-06,0.3720259706797296,2.4460856199002188,1
050502A,3.79,1.3010299956639813,-10.736210146386687,3.709817945100995,1.4199198122215455,0.9114232838491731,1.977080961546612,,,,,5.171156949,0.770241993309833,0.6064444293207185,0.2709029666610562,0.1962383371839412,2.077054420123817e-06,0.3563685642584706,2.613062954264897,1
050525A,0.61,0.9459607035775686,-10.384467734863604,3.5661995948461978,1.2472681734999134,0.8875278480750748,1.966464429813491,-4.815308569182401,1.0,21.278801599269393,1.6201360549737576,5.171156949,0.7874927694588969,0.6004296248648098,0.2727669239226095,0.196065926987861,2.91391874240747e-06,0.3813282909795842,4.36746964563195,1
050603A,2.82,1.3222192947339193,-10.482075977808584,3.955721196467381,1.6342458787942455,0.9083334776469504,1.966808923091548,-5.196542884351587,1.16,21.630055462983993,1.3324384599156054,5.171156949,0.7813054822869026,0.5786198766500539,0.2898153124230109,0.2018019832764133,5.501685030138701e-06,0.2946998688774668,4.169306846865564,1
050801A,1.56,1.287801729930226,-10.121843348775975,3.356989761372295,1.3101946214120863,0.9178127234090804,1.9450284809514264,-6.508638306165727,1.99,20.8020901716802,0.1643528557844371,5.171156949,0.7690656035101169,0.6135505669097068,0.2750114537784107,0.2018165009335201,4.093651253871431e-06,0.347292857939853,5.419713959051272,1
050904A,6.295,2.2590440935752323,-11.414142731480672,4.348196371483092,1.865825724242385,0.9265540855472016,2.0213327548104263,-5.316052869248487,1.25,22.39388567862111,-0.2076083105017461,5.171156949,0.8786404984438692,0.616789116525615,0.2915215744949431,0.2109938992757347,1.6423122299937805e-06,0.3450937130044539,1.3543955260165177,1
051028A,3.6,1.2041199826559248,-10.920814057145698,3.7892985150401586,1.226173403799968,0.9343250125498388,2.023258483776478,,,,,5.171156949,0.7670054693336876,0.6680556591176823,0.2929460211397308,0.2034933192365345,2.0159285488967096e-06,0.3463113500477949,2.2418011644462754,1
051111A,1.55,1.7765559107032618,-9.999150911503662,3.368702247016272,1.2303263825935071,0.8967127225688667,1.934411966202738,-5.3893398369101195,1.32,21.791965591756497,0.424881636631067,5.171156949,0.8416700643599695,0.5921772278435153,0.2749798530789172,0.2015230114149347,4.966213002568805e-06,0.3334383290164823,6.562963028162489,1
060607A,3.07,1.9969492484953812,-10.41881060891012,3.620543799730577,1.3367961456469593,0.9046927530929008,1.965584421753042,-5.5934598195660445,1.47,21.79614607149192,0.146128035678238,5.171156949,0.8049289813225986,0.6003660028816213,0.2773956107719542,0.2041166465467461,3.009720901841637e-06,0.3591070050413587,4.252042360926274,1
060904B,0.7,2.234188147853202,-10.588353445349822,3.759032566950101,1.3095328075328068,0.9259452401396444,1.9913144432769456,-5.790484985457369,1.64,21.591228271796332,0.3873898263387294,5.171156949,0.7752562711870841,0.6061256725761701,0.2828712681958487,0.1968143147416174,2.7364801464275273e-06,0.3496056401133003,3.388753499523224,1
061007A,1.26,1.8768526476013432,-9.063167362816522,3.1334422780452473,1.5733479481946913,0.9436467577459278,2.02078722367267,-4.35261702988538,1.03,21.741861967878258,1.1643528557844371,5.171156949,0.8903680404823691,0.6477453559247797,0.2794638859365411,0.1992675308308799,8.044770188827726e-06,0.3496374365331149,11.36737643675268,1
061126A,1.1588,2.2810333672477277,-10.64297878603632,3.6413201936401274,1.1857590871950796,0.9151909379759556,2.0049097999657715,-5.169411331314856,1.32,21.380582043240945,0.9894498176666918,5.171156949,0.7822894557789413,0.6282223595389549,0.274005538608674,0.2013788103563912,2.035674567191049e-06,0.3857963112724511,2.727014102946915,1
070125A,1.55,1.7781512503836436,-10.901502373141165,4.258459632418372,1.59147961738547,0.8866568760106722,1.9885551354915312,,,,,5.171156949,0.7962583400485403,0.6323860011436382,0.2618000859097305,0.1934729886294884,2.540479330597954e-06,0.3809993883077574,1.7120381335641903,1
070411A,2.95,2.089021500795006,-10.661470797779216,3.54512517275081,1.3907404791645197,0.9392570897007532,1.9882102288897243,-5.568636235841012,1.72,22.321395422323235,-0.0409586076789063,5.171156949,0.8305121006309948,0.622020566589438,0.3001709691432103,0.2026382839215155,1.7563037267182422e-06,0.3841110405325875,2.7826071938667716,1
070612A,0.671,2.562530768862261,-10.66431354607574,4.294901761670589,2.0175038475300093,0.9284429916519216,2.0319396199953426,-4.97469413473523,1.69,,0.1789769472931694,5.171156949,0.8072701250206098,0.5843216300461582,0.4000050028551155,0.2143880555095735,2.8854406758006975e-06,0.2064494948196417,2.080236160608491,1
071010A,0.99,0.7923916894982539,-11.009751705994614,4.227280144981336,1.812348338305864,0.8845163725297365,2.010815081157821,-6.698970004336019,2.33,22.13954851917239,-0.0969100130080563,5.171156949,0.796969627900217,0.5944891903343623,0.2759532861035638,0.1953043381345139,2.1138347260681683e-06,0.3196950955854044,1.5212528839512205,1
071010B,0.947,1.5526682161121932,-10.362015645800147,3.5025194980992493,1.0368048401776837,0.9061887440081952,1.986176590317115,-5.356547323513812,1.53,21.30047156838832,0.8864907251724818,5.171156949,0.8419729210868612,0.5934021614588907,0.2804507200479438,0.2159867676516729,2.054881472428346e-06,0.4475365679202438,3.489514500686441,1
071025A,5.0,2.3768323492908072,-10.784428198150584,3.5716008167247817,1.3939986301559553,0.921537869560161,1.9849983836012783,-5.187086643357144,1.79,21.07108334929986,0.2041199826559248,5.171156949,0.7979319330129488,0.622375377666814,0.2748943864984687,0.1986547747291859,1.5634046123494476e-06,0.3835973526756887,2.342141420595611,1
071112C,0.82,1.1760912590556811,-10.403228668562736,3.2537323766138666,1.1753308429545477,0.8799136571749716,1.9693908424710125,-5.522878745280337,1.09,20.564319200204284,0.9030899869919436,5.171156949,0.8124249309973228,0.6139564774836808,0.2668663212744833,0.1916734566397801,1.7007923611185895e-06,0.463945260311324,3.2993285135310124,1
080319C,1.95,1.5307118379816569,-10.668439070343064,3.5362380469849413,1.6970199952067913,0.9137540405425928,1.9793576001783717,-5.443697499232712,1.37,21.75037415165488,0.7160033436347992,5.171156949,0.7673516912558291,0.5909541410483437,0.3973234557389868,0.2070048997182346,1.9914371662973975e-06,0.3482988994308766,3.058122185066066,1
080330A,1.51,1.7831886910752577,-10.527418547206594,3.640424651821944,1.2653171807184234,0.8779070836270247,1.9750783171191817,-6.468521082957745,2.53,21.6909072086586,-0.0457574905606751,5.171156949,0.7849015453704649,0.5999844724696362,0.2723401037511847,0.2111095454512545,2.5344703179244325e-06,0.3760707825546677,3.536512111398322,1
080413B,1.1,0.8438554226231612,-11.13931817438933,4.435266839662626,1.839147299855605,0.9077845053252224,2.008130701744798,-5.494850021680094,1.26,21.313297626086868,1.271841606536499,5.171156949,0.8449046961619837,0.6202933517329692,0.2773496930555277,0.1923067031658975,2.0599070199778056e-06,0.3330846629044163,1.5111535963714091,1
080603A,1.69,1.7781512503836436,-10.695921119595967,3.738526166925664,1.206049092396407,0.90574028184772,2.0053098904776636,,,,,5.171156949,0.7648554451298448,0.6495980167776485,0.2837622046683979,0.1969203933665076,2.271410506052425e-06,0.3637192828787891,2.7453873589355324,1
080603B,2.6893,1.7781512503836436,-10.62338130837707,3.91194960677745,1.345072286095749,0.8827384431442789,1.9804945067755204,-5.619788758288394,1.21,21.316115086162107,0.5440680443502757,5.171156949,0.7443689195295713,0.6052016233344863,0.2646288584244072,0.1978173051384374,3.2232642602178417e-06,0.3309314666101639,3.408661235800918,1
081228A,3.44,0.4771212547196624,-10.87501320167658,3.381183959735768,1.300279153981021,0.941183330074743,2.0038469335368205,-7.050609993355088,2.1,21.169360206199404,-0.2218487496163564,5.171156949,0.7628889726120871,0.6386761951870861,0.2778611200287696,0.2101476211365516,1.0008501368839235e-06,0.4181561164894145,1.785422436949604,1
090313A,3.38,1.8938726787950817,-10.291698061742569,3.634820917717267,1.182513376538823,0.9236338793574452,1.9707534977371024,-5.853871964321762,1.91,22.44115762878559,-0.0969100130080563,5.171156949,0.7937188061058169,0.6054385145273478,0.2820737177468576,0.1953897578873176,3.463612120541494e-06,0.378488282003861,4.970856202616104,1
090726A,2.71,1.7730546933642626,-10.615358655715184,3.568563666330866,1.2508698732486363,0.95537769672947,2.006658054489094,-6.0655015487564325,2.25,22.026892644616098,-0.1549019599857432,5.171156949,0.777195177129161,0.6256593499455232,0.2878598666923894,0.2060027442990821,1.8890686031375012e-06,0.3835411166089225,2.731846112289142,1
091024A,1.09,1.9951962915971797,-10.204832104923828,3.801193186275474,1.5175371813058909,0.8920414514491346,1.93954462751294,-5.214670164989233,1.2,22.23512426401946,0.3010299956639812,5.171156949,0.8013627159790468,0.6121634266303504,0.2770093311440641,0.1859783284581341,5.658798712517334e-06,0.2872484819334382,5.713328675914685,1
000926A,2.04,1.3979400086720375,-10.86052610404875,4.231180974543242,1.7594323701721848,0.916599497951259,2.011107465870421,,,,,5.171156949,0.8276600202839015,0.6538943979282898,0.2933842668777229,0.19416267362819,2.6412737434355818e-06,0.3188353831253328,1.8378037253401631,1
970508A,0.83,1.1205739312058498,-11.29152182980132,4.62003633362784,1.4601572571298858,0.8680823428168625,1.938226058825029,,,,,5.171156949,0.80752163501987,0.6527925759649567,0.2932912178424207,0.2104235801944289,2.0215391197415093e-06,0.4271300842014505,1.3323696207491451,1
