"","log10PeakFlux","PhotonIndex","log10NH","log10Ta","Beta","log10Fa","log10T90","Alpha","Gamma","log10Fluence","log10PeakFluxSqr","PhotonIndexSqr","log10NHSqr","log10TaSqr","BetaSqr","log10FaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10PeakFlux_opt","PhotonIndex_opt","log10NH_opt","log10Ta_opt","Beta_opt","log10Fa_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"131030A",1.44870632,1.3,20.84178667,3.64166744246732,0.782546926843243,-11.8126836411323,1.613841822,1.04884546627963,2.09466,-4.537602002,2.09875000160794,1.69,434.38007159779,13.2617417615265,0.612379692711804,139.539494805475,2.60448542643628,1.10007681213533,4.3876005156,20.5898319285544,0.0427179076225292,0.826402283269124,0.584978459724672,0.343775811135728,0.215616714659301,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",0.544068044,1.45,21.32749584,4.19357031097264,0.812504879331605,-12.3348224587301,2.050379756,1.0772984791008,2.24976,-5.148741651,0.296010036501986,2.1025,454.862078805217,17.5860319530712,0.660164178937666,152.147845088392,4.20405714381462,1.1605720130729,5.0614200576,26.5095405887422,0.0158047698317659,0.789147385833573,0.574646173437902,0.337954737633377,0.214943098267613,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",1.28780173,1.04,22.00531353,2.792837,0.8,-10.879,1.971275849,0.782606,1.88134,-4.795880017,1.65843329579099,1.0816,484.233823553601,7.799938508569,0.64,118.352641,3.88592847285067,0.612472151236,3.5394401956,23.0004651374599,0.063811704252879,0.019998,0.061447,0.017861,0.03,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",1.371067862,1.8,20.99187128,4.152130671624,0.814195378335542,-12.0521839101332,1.77815125,1.03855647965402,1.96657,-4.920818754,1.87982708220925,3.24,440.658659836089,17.2401891142408,0.662914114102956,145.255137003674,3.16182186787656,1.07859956143135,3.8673975649,24.2144572097181,0.0189868108841264,0.769117534250085,0.57700428138036,0.329300219789774,0.206359928066066,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",0.69019608,1.21,22.04094236,4.07838830002134,0.781697832271464,-11.9883787658214,1.976349979,1.19538595574116,1.87322,-4.795880017,0.476370628847366,1.4641,485.803140116842,16.633251125751,0.611051500977906,143.721225432797,3.9059592394933,1.42894758318321,3.5089531684,23.0004651374599,0.0175057628798656,0.780578483259995,0.573197305822029,0.337336481321536,0.214675708201611,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",0.322219295,1.33,21.81946365,4.184892,0.54,-12.7746,2.127104798,1.024631,2.06486,-5.026872146,0.103825274070297,1.7689,476.088993973671,17.513321051664,0.2916,163.19040516,4.52457482167462,1.049868686161,4.2636468196,25.2694435722306,0.0745819195938403,0.051905,0.057199,0.027846,0.08,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",0.397940009,2,21.67796993,3.84,1.05,-12.35,2.239549721,0.78,2.15785,-5.958607315,0.15835625076292,4,469.934380285984,14.7456,1.1025,152.5225,5.01558295283118,0.6084,4.6563166225,35.5050011343715,0.00923562857095551,0.02,0.04,0.03,0.08,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",1.037426498,1.68,21.81764402,3.84366474184686,0.797539739604994,-11.9590062431829,2.045714059,0.927575733098556,1.74751,-5.552841969,1.07625373875254,2.8224,476.009590583442,14.7737586477167,0.636069636249202,143.017830324488,4.18494601119025,0.860396740633324,3.0537912001,30.8340539326878,0.0373575732732516,0.78703983230527,0.56601007319434,0.359226215610209,0.213044840342426,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",0.204119983,1.59,20.90144742,4.04856493944204,0.822866247750191,-12.3839097249102,1.17092730333444,1.21617893324723,1.93407,-5.920818754,0.0416649674599203,2.5281,436.870504251025,16.3908780688793,0.677108861686479,153.361220074725,1.37107074969406,1.47909119767437,3.7406267649,35.0560947177181,0.151511196244019,0.766773164026873,0.580181115755287,0.33023554847529,0.217988092256581,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",0.832508913,1.45,21.32824297,3.99956006698017,0.812365033013517,-11.8893466659215,2.189770956,1.1281276198867,1.84304,-4.853871964,0.693071090224441,2.1025,454.893948187355,15.9964807293824,0.659936946863053,141.356564142459,4.79509683974115,1.27267192675123,3.3967964416,23.5600730429052,0.0134302087658966,0.763035798492453,0.567155262395388,0.345971513706869,0.209340846617785,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",0,0.92,22.46148952,4.12608402351233,0.831324604927787,-12.4237204744573,1.781755375,1.34934950112782,1.93772,-6,0,0.8464,504.51851145707,17.0245693690837,0.691100598758341,154.34883042745,3.17465221634139,1.8207440761939,3.7547587984,36,0.0174377429302028,0.801507678285262,0.541889987503772,0.352380738749424,0.226836132452276,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140629A",0.62324929,1.86,21.74269921,3.63475616693168,0.80521608250061,-11.9349178621896,1.62324929,1.09048319068102,1.95996,-5.619788758,0.388439677485504,3.4596,472.744968936535,13.2114523930479,0.648372939517629,142.442264377212,2.6349382574855,1.18915358915786,3.8414432016,31.5820256845432,0.119342969960682,0.786765994680516,0.576051183551405,0.336647656566607,0.215223130077145,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",0.574153872694756,1.83370502309806,20.8744034307407,4.204885,0.67,-12.7942,0.84509804,0.861959,2.01128440967262,-6.05905855564194,0.329652669530386,3.36247411173506,435.740718589319,17.681057863225,0.4489,163.69155364,0.714190697211842,0.742973317681,4.04526497659214,36.7121905806978,0.223182009707008,0.036239,0.047598,0.016398,0.16,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,0.143538468173689,0.458426255774515,5.21860085768517,1.05122125,0.1675,-3.19855,0.21127451,0.21548975,0.502821102418155,-1.51476463891048,1.32,0.3654879848909
"140907A",0.397940009,1.72,21.4811071,4.201713,1,-12.4311,1.898725182,0.985034,2.00735,-5.366531544,0.15835625076292,2.9584,461.43796224167,17.654392134369,1,154.53224721,3.60515731676093,0.970291981156,4.0294540225,28.799660812747,0.0272768817014167,0.052537,0.073581,0.036083,0.07,0.020199743,0.07,0.034743559,"140907A",1,0.09948500225,0.43,5.370276775,1.05042825,0.25,-3.107775,0.4746812955,0.2462585,0.5018375,-1.341632886,1.21,0.344392273685111
"141004A",0.785329835,1.86,21.49730845,3.87813832403496,0.847313790644915,-12.2643671430171,0.593286067,1.29302395682178,1.79496,-6.173925197,0.616742949741127,3.4596,462.134270594441,15.0399568603487,0.717940659817055,150.414701418717,0.351988357296328,1.67191095291505,3.2218814016,38.1173523381515,0.118918281385487,0.724147057013061,0.583655494304749,0.344654518738594,0.212478469317154,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",-0.045757491,1.73,21.59590717,5.982598,0.9,-13.6665,2.74028372,1.859053,1.93447,-5.27572413,0.00209374798261508,2.9929,466.383206495257,35.791478829604,0.81,186.77322225,7.50915486609704,3.456078056809,3.7421741809,27.8332650958643,0.0298708467389642,0.125949,0.078746,0.276557,0.07,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",0.949390007,0.62,21.48574413,3.61629390644728,0.862528486828006,-12.0140017593905,0.857935265,1.23095442759923,1.80565,-5.585026652,0.90134138539146,0.3844,461.63720081983,13.0775816178077,0.74395539058981,144.336238274638,0.73605291893062,1.51524880282615,3.2603719225,31.1925227035503,0.0285379269708387,0.817392087662881,0.531091376816271,0.351716419788614,0.200869648360228,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",0.491361694,1.74,21.46788768,2.813159,0.26,-11.3914,1.567026366,1.248584,2.22288,-5.677780705,0.24143631433055,3.0276,460.870201441096,7.913863559281,0.0676,129.76399396,2.45557163173917,1.558962005056,4.9411954944,32.2371937340703,0.110636974360534,0.019721,0.020312,0.033612,0.09,0.02068069,0.08,0.028018999,"141221A",1,0.1228404235,0.435,5.36697192,0.70328975,0.065,-2.84785,0.3917565915,0.312146,0.55572,-1.41944517625,1.45,0.389166084364532
"150120B",0.079181246,2.2,21.52664292,3.89600332831107,0.820897988729595,-12.2486619885673,2.01762288488796,1.09544219718069,2.01678,-6.26760624,0.00626966971811252,4.84,463.396355405186,15.1788419342109,0.673873507900294,150.029720510173,4.07080210562361,1.19999360736406,4.0674015684,39.2828879796869,0.0141299769251024,0.781402982065516,0.566387762579821,0.33637874650947,0.219536339937368,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",1.58546073,1.08,22.01715025,3.48213354160723,0.78860645098231,-11.5778096373002,1.169968174,1.09036475850215,1.84772,-4.657577319,2.51368572637213,1.1664,484.754905131075,12.1252540015861,0.621900134530914,134.045675997561,1.36882552817289,1.18889530658345,3.4140691984,21.6930264824632,0.07726686575266,0.787264853252473,0.584395510373515,0.324539739575702,0.216032887910584,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",0.73239376,1.85,21.69269626,3.67566,1.1,-13.0735,2.174931594,0.561833,2.0639,-5.214670165,0.536400619686938,3.4225,470.573071028618,13.5104764356,1.21,170.91640225,4.73032743857938,0.315656319889,4.25968321,27.1927849297411,0.0205611924585667,0.057188,0.12415,0.05679,0.21,0.014239163,0.07,0.024127471,"150323A",1,0.18309844,0.4625,5.423174065,0.918915,0.275,-3.268375,0.5437328985,0.14045825,0.515975,-1.30366754125,0.593,0.202215775801131
"150403A",1.245512668,1.23,21.79039707,3.83902063097602,0.786009850172013,-11.6474673598694,1.611723308,1.13649223325668,1.70996,-4.769551079,1.55130180614848,1.5129,474.821404468265,14.7380794050595,0.61781148456743,135.663495899223,2.59765202155046,1.29161459625276,2.9239632016,22.7486174951901,0.127565659236116,0.790337045032056,0.577404654165296,0.334075548188076,0.2199386518923,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",-1.49776679460977,2.1,22.340573,3.6616721870682,0.806843124378704,-11.6461126833642,2.23578087,1.46395969864154,2.21622,-6.102372909,2.24330537103562,4.41,499.101201968329,13.4078432055488,0.650995827357189,135.631940633616,4.99871609865796,2.14317799924663,4.9116310884,37.2389551204971,0.249936990327389,0.820273096075203,0.589624874472427,0.363134705336204,0.224727589622497,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
"150910A",0.041392685,1.42,20.842422,2.99,0.53,-10.88,2.049992857,1.239,1.78547,-5.318758763,0.00171335437150922,2.0164,434.406554826084,8.9401,0.2809,118.3744,4.20247071375102,1.535121,3.1879031209,28.2891947789893,0.0734942688403521,0.03,0.025,0.008,0.14,0.036191207,0.12,0.157925266,"150910A",1,0.01034817125,0.355,5.2106055,0.7475,0.1325,-2.72,0.51249821425,0.30975,0.4463675,-1.32968969075,1.3585,0.372635880581721
"151021A",0.986771734,1.57,22.33647975,3.8373128639829,0.883715552934654,-11.9173071727523,2.042181595,1.15914591078037,1.96079,-4.552841969,0.973718455021367,2.4649,498.91832762216,14.7249700160886,0.780953178498601,142.022210249733,4.17050566695674,1.34361924247885,3.8446974241,20.7283699946878,0.0143797213110485,0.798269562233346,0.574973244631615,0.342697784201069,0.228345567843657,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",0.832508913,1.72,21.65076489,4.619188,0.97,-11.4508,2.11290649,1.852192,2.00612,-5.107905397,0.693071090224441,2.9584,468.755620322057,21.336897779344,0.9409,131.12082064,4.46437383548412,3.430615204864,4.0245174544,26.0906975447017,0.0183350782696789,0.01712,0.010892,0.014865,0.04,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"160117B",-0.705929807788426,1.73,20.95374423,4.32413875830994,0.771873017785486,-12.5778137715868,0.697062187810827,0.951169807063527,1.83834,-6.4710833,0.498336893524204,2.9929,439.059397256258,18.6981760011182,0.595787955585273,158.201399272719,0.485895693675617,0.904724001869267,3.3794939556,41.8749190755389,0.214744065864423,0.792358894512181,0.542198979758626,0.354210455172224,0.227022969213078,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160131A",0.806179974,1.24,21.680967,4.001806,0.97,-11.1733,2.511883361,1.287451,2.02332,-4.690369833,0.649926150478641,1.5376,470.064330055089,16.014451261636,0.9409,124.84263289,6.30955801926866,1.657530077401,4.0938238224,21.9995691703164,0.740704337003766,0.041241,0.050707,0.038892,0.04,0.010644473,0.05,0.020357554,"160131A",1,0.2015449935,0.31,5.42024175,1.0004515,0.2425,-2.793325,0.62797084025,0.32186275,0.50583,-1.17259245825,0.972,0.294906910605192
"160203A",0.113943352,1.93,22.0158332,4.07293700219275,0.767239758178432,-12.4997079020454,1.305351369,1.04252287075492,1.75592,-5.920818754,0.0129830874649959,3.7249,484.696911490222,16.5888158238309,0.588656846529699,156.242697636456,1.70394219655017,1.08685393604708,3.0832550464,35.0560947177181,0.0695758261024457,0.723222430458077,0.561863162731167,0.334889025119163,0.216243126399521,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",-0.22184875,0.75,21.4198963,4.40727458337743,0.778817817687057,-12.4053269887756,2.500373714,1.02916268974915,1.72551,-5.508638306,0.0492168678765625,0.5625,458.811957502754,19.4240692532847,0.60655719314683,153.892137698444,6.25186870966215,1.0591758419717,2.9773847601,30.3450959863305,0.103418641469029,0.743950594134467,0.557759818046507,0.336576797907176,0.220897024629698,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160425A",0.447158031,2.2,22.05510681,3.623299,1.5,-12.4781,2.483701382,0.859364,2.51113,-5.677780705,0.199950304687797,4.84,486.427736400508,13.128295643401,2.25,155.70297961,6.16877255494871,0.738506484496,6.3057738769,32.2371937340703,0.131947893505177,0.257417,0.431716,0.204329,0.09,0.041361379,0.18,0.031021034,"160425A",1,0.11178950775,0.55,5.5137767025,0.90582475,0.375,-3.119525,0.6209253455,0.214841,0.6277825,-1.41944517625,0.555,0.191730393362856
"160804A",0.462397998,1.4,21.30214687,4.72111,0.9,-12.9742,2.15896526,1.018609,1.87827,-4.943095149,0.213811908554408,1.96,453.781461271051,22.2888796321,0.81,168.32986564,4.66113099388687,1.037564294881,3.5278981929,24.4341896520673,0.057915224642575,0.063504,0.077461,0.087949,0.07,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",0.462397998,1.47,22.18657496,3.993669,0.8,-12.6812,1.26245109,1.360776,1.83236,-5.721246399,0.213811908554408,2.1609,492.244108455699,15.949392081561,0.64,160.81283344,1.59378275464219,1.851711322176,3.3575431696,32.7326603580705,0.0158047698317659,0.140665,0.162303,0.140234,0.06,0.045715209,0.15,0.089854031,"161014A",1,0.1155994995,0.3675,5.54664374,0.99841725,0.2,-3.1703,0.3156127725,0.340194,0.45809,-1.43031159975,2.823,0.582404298019028
"161023A",0.588209791507229,1.48429488273099,21.1872488303853,4.55,0.66,-11.91,1.643452676,1.36,1.95429741445854,-5.42056598348586,0.345990758824978,2.2031312989014,448.899513000663,20.7025,0.4356,141.8481,2.70093669825156,1.8496,3.81927838415933,29.382535581324,0.0299157959274313,0.05,0.04,0.02,0.08,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,0.147052447876807,0.371073720682748,5.29681220759633,1.1375,0.165,-2.9775,0.410863169,0.34,0.488574353614635,-1.35514149587146,2.71,0.569373909615046
"161108A",-0.22184875,1.85,21.16074757,4.5328392202905,0.796118624655276,-12.6231103383585,2.021602716,0.930201811291831,2.00325,-5.958607315,0.0492168678765625,3.4225,447.777237721261,20.5466313970038,0.633804864523008,159.342914614373,4.08687754133858,0.865275409730603,4.0130105625,35.5050011343715,0.0491496346156657,0.76908022832237,0.597790760430662,0.338094865020409,0.205125569411764,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",0.832508913,1.19,21.87736847,4.2436987244325,0.904500941820585,-12.2043928933637,2.099335278,1.05359967187098,1.92624,-4.698970004,0.693071090224441,1.4161,478.61925117215,18.00897886375,0.818121953754325,148.947205895586,4.40720860945534,1.11007226856664,3.7104005376,22.0803190984918,0.00378540226960351,0.78356503939914,0.569482053017299,0.350380226698163,0.281647411615092,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161129A",0.531478917,1.57,21.51361441,4.11232298137525,0.787624757884028,-12.1163501867246,1.550595207,1.78304699118127,1.74506,-5.443697499,0.282469839215493,2.4649,462.83560498216,16.911200303147,0.620352759231874,146.805941847341,2.40434549597137,3.17925657276058,3.0452344036,29.6338424606189,0.0255903856698547,0.799497041468196,0.566200209987908,0.382014787181288,0.215486158588655,0.012063736,0.06,0.025546734,"161129A",0,0,0,0,0,0,0,0,0,0,0,0.645,0.216165902285993
"161219B",0.72427587,1.29,21.16590877,6.538578,0.49723,-12.9799,0.84135947,0.890149,1.86204,-5.823908741,0.524575535864257,1.6641,447.995694059963,42.753002262084,0.2472376729,168.47780401,0.707885757758681,0.792365242201,3.4671929616,33.9179130234962,0.0495608716177928,0.075567,0.110939,0.142427,0.01068,0.028952965,0.35,0.032776942,"161219B",0,0,0,0,0,0,0,0,0,0,0,0.1475,0.0597526942092988
"170113A",0.041392685,0.75,21.4429483,3.874501,0.8,-12.5021,1.315130317,1.095671,1.81917,-6.173925197,0.00171335437150922,0.5625,459.800031796473,15.011757999001,0.64,156.30250441,1.72956775069252,1.200494940241,3.3093794889,38.1173523381515,0.122562443871835,0.110016,0.186127,0.149224,0.04,0.04537405,0.59,0.039481317,"170113A",1,0.01034817125,0.1875,5.360737075,0.96862525,0.2,-3.125525,0.32878257925,0.27391775,0.4547925,-1.54348129925,1.968,0.472463896606989
"170202A",0.672097858,1.68,21.7153121,4.12001014994068,0.842851366730873,-12.19461276733,1.664641976,1.07309587115922,1.99768,-5.48148606,0.451715530728188,2.8224,471.554779600406,16.9744836356142,0.710398426400101,148.708580545128,2.77103290826118,1.15153474869897,3.9907253824,30.0466894259743,0.10761765896651,0.754248948249468,0.562383712261626,0.341103122487694,0.213525402704319,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170519A",-0.15490196,1.94,21.33992622,4.33012854433067,0.833880387823999,-12.3126587005496,2.335257256,1.1978245637544,1.97351,-5.958607315,0.0239946172118416,3.7636,455.392451075043,18.7500132104272,0.695356501197503,151.60156427622,5.45342645170065,1.43478368553342,3.8947417201,35.5050011343715,0.0991498519285518,0.772442085856664,0.562778593573771,0.335318080293496,0.21108896020315,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170607A",1.08334542328181,1.61,20.90203663,4.186609,0.9,-11.9084,1.361727836,0.979571,1.94001,-5.124938737,1.17363730614564,2.5921,436.895135281862,17.527694918881,0.81,141.80999056,1.85430269933724,0.959559344041,3.7636388001,26.2649970580032,0.366834332492466,0.023499,0.035487,0.024256,0.04,0.017371779,0.07,0.0231184496675564,"170607A",1,0.270836355820453,0.4025,5.2255091575,1.04665225,0.225,-2.9771,0.340431959,0.24489275,0.4850025,-1.28123468425,0.557,0.19228861256812
"170705A",1.1430148,1.65,21.08891889,4.08454689355939,0.782106496900322,-12.1213831401993,2.337059726,0.860918972187898,1.89159,-5.022276395,1.30648283301904,2.7225,444.742499948999,16.6835233256857,0.611690572493693,146.927929231508,5.4618481628912,0.741181476673067,3.5781127281,25.2232601877742,0.0361306862803674,0.797454571207084,0.557172037627152,0.337608574636183,0.215661081471739,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170903A",0.591064607,1.94,21.73970839,4.42689010120646,0.866985163467863,-12.4159337405126,1.465382851,0.966410122600389,2.20256,-5.619788758,0.349357369648064,3.7636,472.614920882236,19.5973559681597,0.751663273673397,154.155410648799,2.14734690000489,0.933948525064499,4.8512705536,31.5820256845432,0.0534696645518069,0.771935475154807,0.5758530553087,0.3366371804276,0.211096803540329,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
"171222A",-0.15490196,2.07,20.02880298,4.55969121041415,0.902897912311942,-12.6350442928638,2.242541428,0.806948483087147,1.99001,-5.721246399,0.0239946172118416,4.2849,401.152948811657,20.7907839343281,0.815224640057263,159.64434428263,5.02899205629628,0.651165854356648,3.9601398001,32.7326603580705,0.0563106258915239,0.815228610613029,0.60559905658028,0.362635521376317,0.226996095530768,0.045715209,0.17,0.124084138,"171222A",0,0,0,0,0,0,0,0,0,0,0,2.409,0.532627001228891
"180115A",-0.22184875,1.66,20.61397389,3.061361,0.9,-11.6085,1.611723308,0.97054,1.9512,-6.119186408,0.0492168678765625,2.7556,424.935919537602,9.371931172321,0.81,134.75727225,2.59765202155046,0.9419478916,3.80718144,37.4444422958519,0.0761271870594219,0.057564,0.086722,0.036237,0.06,0.062858412,0.22,0.144764827,"180115A",1,-0.0554621875,0.415,5.1534934725,0.76534025,0.225,-2.902125,0.402930827,0.242635,0.4878,-1.529796602,2.487,0.542451947375977
"180205A",0.531478917,2.04,21.4933967,5.013912,0.9,-12.8827,1.190331698,1.074976,1.88733,-6,0.282469839215493,4.1616,461.966101703571,25.139313543744,0.81,165.96395929,1.41688955126356,1.155573400576,3.5620145289,36,0.0875106835560367,0.024501,0.030888,0.047995,0.09,0.043429448,0.13,0.038320101,"180205A",0,0,0,0,0,0,0,0,0,0,0,1.409,0.381836799998343
"180325A",0.973127854,1.18,22.14319598,3.915432,1.13703,-12.717,1.973589623,1.426558,1.85846,-5.187086643,0.946977820230645,1.3924,490.321128208688,15.330607746624,1.2928372209,161.722089,3.89505600001328,2.035067727364,3.4538735716,26.905867841989,0.0114965181711467,0.072161,0.045784,0.049597,0.1041,0.013362907,0.05,0.013860462,"180325A",1,0.2432819635,0.295,5.535798995,0.978858,0.2842575,-3.17925,0.49339740575,0.3566395,0.464615,-1.29677166075,2.248,0.511616020569138
"180329B",0.146128036,0.97,21.41988474,4.19953291579803,0.789905854475704,-12.4090880775184,2.322219295,1.28259166697183,1.86768,-5.48148606,0.0213534029052173,0.9409,458.811462274885,17.6360767108711,0.623951258934992,153.985466915609,5.3927024540703,1.64504138418558,3.4882285824,30.0466894259743,0.091090048181127,0.787944939978435,0.568280490802633,0.323802460518209,0.222325104328171,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",0.556302501,1.3,21.21643247,4.5265778303877,0.823280683140546,-12.3663979347344,2.29841638,1.03929275747681,1.99236,-5,0.309472472618855,1.69,450.13700675407,20.4899068545574,0.677791083232364,152.927797880203,5.2827178558523,1.08012943574375,3.9694983696,25,0.0599542916300528,0.775973884884286,0.571564785596965,0.340113125870886,0.21163772929304,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",0.146128036,1.91,21.1034582,4.28760741168365,0.825904512481968,-12.5167907696918,2.686993566,1.12611388386787,2.06008,-5.236572006,0.0213534029052173,3.6481,445.355947999147,18.3835773167246,0.682118263738077,156.670051172242,7.2199344237254,1.26813247943998,4.2439296064,27.4216863740229,0.0343795484387942,0.768701977577394,0.578961734172999,0.336123212265161,0.208657343578497,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",1.831869774,1.36,21.24271531,4.05048354644719,0.777219739426887,-11.6602089172931,3.06444019010425,1.19075146820813,1.8461,-4.065501549,3.35574686889481,1.8496,451.252953741708,16.4064169600394,0.604070523354798,135.960471994922,9.39079367872617,1.41788905903982,3.40808521,16.5283028449214,0.00138098327707093,0.807760496846343,0.578048808151736,0.353055745848598,0.217838324350868,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",2.120573931,1.97,21.58733599,4.11772503726465,0.794292886723743,-11.82635090009,0.938519725,1.10244387309954,1.70111,-4.528708289,4.49683379683679,3.8809,466.013075145149,16.9556594825162,0.630901189899937,139.86257561206,0.880819274214076,1.21538249333471,2.8937752321,20.5091987668573,0.0148761559757772,0.78749668686156,0.554226007653964,0.333708286078718,0.211207294876606,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181020A",0.886490725,1.25,20.65703194,4.34233387971622,0.874139422817538,-12.1411942030648,2.376576957,1.96822187778181,1.93674,-5.091514981,0.785865805511026,1.5625,426.71296857018,18.8558635229313,0.764119730523778,147.408596676534,5.64811803254338,3.87389736017895,3.7509618276,25.9235248017474,0.0211468897196027,0.796126987144183,0.58503229755512,0.38956543404862,0.221656694228777,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",0.899550776141651,1.62357778401957,21.1468434832998,4.749372,0.57781,-11.6955,1.283301229,1.151212,1.97913612783146,-5.37153011911936,0.809191598857047,2.6360048207619,447.188989307179,22.556534394384,0.3338643961,136.78472025,1.64686204435291,1.325289068944,3.91697981248771,28.8533358206064,0.110636974360534,0.026476,0.024124,0.006098,0.02953,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,0.224887694035413,0.405894446004892,5.28671087082495,1.187343,0.1444525,-2.923875,0.32082530725,0.287803,0.494784031957865,-1.34288252977984,0.45,0.161368002234975
"190114A",-0.301029996,2.06,21.6447605,4.13138928366559,0.810087425344707,-12.2688686827537,1.823474229,1.0819470553547,1.83214,-6.096910013,0.09061905849176,4.2436,468.49565710236,17.0683774131869,0.656241636701616,150.525138754655,3.32505826382714,1.17060943059071,3.3567369796,37.1723117066197,0.0664080102705681,0.799271143666173,0.57915894912384,0.336476636529598,0.218885184042766,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
