"","log10NH","log10PeakFlux","log10Ta","PhotonIndex","log10Fa","Alpha","log10T90","log10Ta_opt","Beta","log10Fa_opt","Alpha_opt","Beta_opt","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","log10Ta_optSqr","BetaSqr","log10Fa_optSqr","Alpha_optSqr","Beta_optSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","log10Ta_opt","PhotonIndex_opt","log10Fa_opt","Alpha_opt","log10T90_opt","log10Ta_opt_opt","Beta_opt","log10Fa_opt_opt","Alpha_opt_opt","Beta_opt_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"080411A",21.57289018,1.635483747,4.20932562,1.75,-10.11350927,1.28909841,1.748188027,0,0.91,0,0,0,1.97674,-4.578396073,465.38959071834,2.67480708670116,17.7184221751884,3.0625,102.283069754376,1.66177471066453,3.05616137774615,0,0.8281,0,0,0,3.9075010276,20.9617106012618,0.00776276208190557,0.06043543,0.049275581,0.010296793,0,0,0,0,0,0.001645055,0.03,0.009047802,"080411A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.307496037913213
"080413B",21.31329763,1.271841607,4.02125089533227,1.26,-10.9873151461554,1.58328712979951,0.903089987,5.62,0.82310871762715,-13.54,2.29,0.74,1.93206,-5.494850022,454.256655864964,1.61758107329634,16.1704587632106,1.5876,120.721094120936,2.50679813538877,0.81557152461966,31.5844,0.677507961033811,183.3316,5.2441,0.5476,3.7328558436,30.1933767642734,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.05,0.02,0.1,0.04,0.013571703,0.27,0.018579443,"080413B",1,5.3283244075,0.31796040175,1.00531272383307,0.315,-2.74682878653885,0.395821782449877,0.22577249675,1.405,0.205777179406787,-3.385,0.5725,0.185,0.483015,-1.3737125055,1.1,0.322219294733919
"080516A",22.03528962,0.255272505,3.77452827,1.82,-11.12090412,0.94016916,0.763427994,0,1.48,0,0,0,2.3315,-6.585026652,485.55398863728,0.065164051808975,14.2470636610292,3.3124,123.674508446233,0.883918049415106,0.582822302022864,0,2.1904,0,0,0,5.43589225,43.3625760075503,0.0159503209161228,0.077803665,0.111057696,0.084888358,0.03,0,0,0,0,0.066814536,0.27,0.072382414,"080516A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.6232492903979
"080603A",20.9181675200872,0.365016103959771,3.71597793771408,1.8144820875664,-10.6231800499139,1.18102817339392,1.77815125,3.8,0.913088040614025,-12.4,0.98,0.85,2.0146549872069,-5.70558194498092,437.569732398431,0.13323675614997,13.8084920335778,3.29234524609932,112.851954372889,1.39482754635018,3.16182186787656,14.44,0.83372976991236,153.76,0.9604,0.7225,4.05883471747763,32.5536653308923,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.03,0.03,0.02,0.31,0.0419982454796969,0.181989441665926,0.0645822859728094,"080603A",1,5.2295418800218,0.0912540259899428,0.92899448442852,0.4536205218916,-2.65579501247848,0.29525704334848,0.4445378125,0.95,0.228272010153506,-3.1,0.245,0.2125,0.503663746801725,-1.42639548624523,1.69,0.429752280002408
"080603B",21.31611509,0.544068044,3.86431583206583,1.21,-10.552337296697,1.31716665709133,1.77815125,4.19971,0.883236101131406,-12.2511,1.26607,0.62115,1.83449,-5.619788758,454.376762530126,0.296010036501986,14.9329368499546,1.4641,111.351822423263,1.73492800255315,3.16182186787656,17.6375640841,0.780106010341807,150.08945121,1.6029332449,0.3858273225,3.3653535601,31.5820256845432,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.01515,0.014815,0.02688,0.06837,0.018095603,0.3,0.024816828,"080603B",1,5.3290287725,0.136017011,0.966078958016457,0.3025,-2.63808432417425,0.329291664272833,0.4445378125,1.0499275,0.220809025282852,-3.062775,0.3165175,0.1552875,0.4586225,-1.4049471895,2.6893,0.566943971856554
"080607A",22.38386741,1.36361198,3.46298403,1.31,-10.0540393,1.7256074,1.899984563,0,1.06,0,0,0,2.03418,-4.619788758,501.03752022846,1.85943763199952,11.992258392035,1.7161,101.083706245944,2.97772089893476,3.6099413396383,0,1.1236,0,0,0,4.1378882724,21.3424481685432,0.0179615292332226,0.11042072,0.069659314,0.037637388,0.02,0,0,0,0,0,0.04,0.02068069,"080607A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.036,0.605951157564873
"080710A",20.89722339,0,4.09266933,1.47,-11.23284413,1.52133785,2.077948999,0,1.3,0,0,0,2.00149,-5.853871964,436.693945411563,0,16.7499422447226,2.1609,126.176787248875,2.31446885384262,4.3178720424451,0,1.69,0,0,0,4.0059622201,34.2678169709052,0.063286086716648,0.06269498,0.054210787,0.06401643,0.150517844,0,0,0,0,0.062042069,0.23,0.086858896,"080710A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,0.265996370495079
"080810A",21.45079548,0.301029996,3.2687548,1.34,-9.931814138,1.44529526,2.03666881,0,1.079,0,0,0,2.11482,-5.337242168,460.136626724788,0.09061905849176,10.684757942523,1.7956,98.6409320717767,2.08887838857847,4.14801984162682,0,1.164241,0,0,0,4.4724636324,28.4861539598773,0.0173110727824034,0.031830706,0.039738688,0.036139295,0.0015,0,0,0,0,0.018882369,0.06,0.043429448,"080810A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0.638489256954637
"080905B",22.33533151,-0.301029996,3.67820615,1.78,-10.11125904,1.36946226,2.10720997,0,0.375,0,0,0,1.86248,-5.744727495,498.867033661599,0.09061905849176,13.5292004818978,3.1684,102.237559373982,1.87542688156431,4.4403338576674,0,0.140625,0,0,0,3.4688317504,33.001893991809,0.0951998384562338,0.03236457,0.038825489,0.033301752,0.00558525,0,0,0,0,0.048254942,0.15,0.086858896,"080905B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.374,0.528145078253106
"080928A",21.51035195,0.322219295,4.08450503,1.77,-11.1260984,1.76031774,2.368584372,5.96,0.99,-12.8744,2.69428,0.9,2.13864,-5.602059991,462.695241012869,0.103825274070297,16.6831813400953,3.1329,123.790065606483,3.09871854575871,5.61019192728263,35.5216,0.9801,165.75017536,7.2591447184,0.81,4.5737810496,31.3830761427629,0.0386609346233468,0.064484035,0.047916769,0.075970735,0,0,0,0,0,0.034743559,0.12,0.02068069,"080928A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692,0.430075055551939
"081007A",21.69605744,0.414973348,3.58176278,2.51,-10.58502665,1.00469263,0.958563883,0,0.92,0,0,0,2.102,-6.148741651,470.718908439779,0.172202879550329,12.8290246121933,6.3001,112.04278918121,1.00940728077632,0.918844717792038,0,0.8464,0,0,0,4.418404,37.8070238907422,0.140327919478768,0.053161115,0.084284398,0.039134851,0.005,0,0,0,0,0.048934589,0.2,0.066814536,"081007A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5295,0.184549481320698
"081008A",21.1376737,0.113943352,3.85550833,1.69,-10.79317412,1.47398467,2.268297087,0,0.84,0,0,0,1.98207,-5.366531544,446.801249447672,0.0129830874649959,14.8649444826994,2.8561,116.492607584638,2.17263080739501,5.14517167489269,0,0.7056,0,0,0,3.9286014849,28.799660812747,0.0944643171466364,0.06052989,0.056285684,0.063988679,0.025,0.01,0,0.01,0,0.020199743,0.07,0.033407268,"081008A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9685,0.472537053262077
"081028A",20.90308999,-0.301029996,4.75426,1.25,-11.3994,2.20023,2.414973348,0,0.945,0,0,0,2.51,-5.431798276,436.939171130038,0.09061905849176,22.6029881476,1.5625,129.94632036,4.8410120529,5.83209627155033,0,0.893025,0,0,0,6.3001,29.5044325111566,0.0544346314312377,0.0572,0.03025,0.054715,5e-04,0,0,0,0,0.023475377,0.38,0.086858896,"081028A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.038,0.60616631460762
"081029A",21.49704581,-0.301029996,4.48156171,1.43,-11.86327943,2.51960373,2.431283332,0,0.87,0,0,0,1.95818,-5.677780705,462.122978557239,0.09061905849176,20.0843953605381,2.0449,140.737398834261,6.34840295622991,5.91113864046102,0,0.7569,0,0,0,3.8344689124,32.2371937340703,0.0734942688403521,0.083250805,0.04285341,0.169198521,0.001,0,0,0,0,0.041361379,0.18,0.173717793,"081029A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8479,0.685553652846326
"081203A",21.66176916,0.462397998,4.02089,1.54,-10.9243983,1.86904,2.46834733,0,0.82,0,0,0,2.03508,-5.113509275,469.232243141127,0.213811908554408,16.1675563921,2.3716,119.342478217043,3.4933105216,6.09273854151813,0,0.6724,0,0,0,4.1415506064,26.147977105511,0.122562443871835,0.05695,0.03932,0.064395,0.0325,0,0,0,0,0.016920564,0.06,0.029951344,"081203A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"081221A",21.57331844,1.260071388,2.93195749,1.21,-9.354577731,1.23586126,1.531478917,0,0.991,0,0,0,2.4947,-4.742321425,465.408068513644,1.58777990285625,8.5963747231671,1.4641,87.5081245253211,1.52735305396879,2.34542767321549,0,0.982081,0,0,0,6.22352809,22.489612498014,0.0102431891789539,0.0249855,0.031176651,0.012861856,5e-04,0,0,0,0,0.007198251,0.13,0.011931167,"081221A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0.513217600067939
"081228A",21.16936021,-0.22184875,3.04775709242877,2.1,-10.8281844573803,1.35342897866245,0.477121255,2.80122,0.85780438156181,-12.9876,1.18347,1.24,2.11824052948599,-7.050609993,448.141811700731,0.0492168678765625,9.28882329444987,4.41,117.249578643052,1.83177000028328,0.227644691972775,7.8468334884,0.735828357026639,168.67775376,1.4006012409,1.5376,4.48694294075709,49.7111012733915,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.0492,0.047595,0.036055,0.285,0.0674679414874554,0.31,0.103319586082909,"081228A",1,5.2923400525,-0.0554621875,0.761939273107192,0.525,-2.70704611434507,0.338357244665613,0.11928031375,0.700305,0.214451095390453,-3.2469,0.2958675,0.31,0.529560132371497,-1.76265249825,3.44,0.64738297011462
"081230A",20.67248024,-0.15490196,3.66959365,1.97,-11.32975415,0.99376498,0.907209226455443,0,1.02,0,0,0,2.08621,-6.086186148,427.35143927319,0.0239946172118416,13.4659175561203,3.8809,128.363329099442,0.9875688354744,0.823028580565883,0,1.0404,0,0,0,4.3522721641,37.0416618281071,0.740704337003766,0.0701444,0.08735027,0.040381418,0.02,0,0,0,0,0.02568693,0.096969697,0.142225970771007,"081230A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"090102A",21.72376179,0.740362689,3.15380077,1.36,-9.457174573,1.42487631,1.432006687,0,0.667,0,0,0,1.76997,-7.167491087,471.921826308664,0.548136911263311,9.94645929685259,1.8496,89.4381509041977,2.03027249879922,2.05064315161272,0,0.444889,0,0,0,3.1327938009,51.3729284822244,0.0359770577590371,0.036239983,0.041590346,0.021786596,0.002673458,0,0,0,0,0.019160051,0.08,0.063170107,"090102A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547,0.406028944963615
"090205A",21.81792086,-0.301029996,3.70655,2.15,-11.3419886,1.29089,0.944482672,0,1.01,0,0,0,2.03416,-6.721246399,476.021670653223,0.09061905849176,13.7385129025,4.6225,128.64070540253,1.6663969921,0.89204751770826,0,1.0201,0,0,0,4.1378069056,45.1751531560705,0.0885407574117407,0.13445,0.114585,0.084185,0.025,0,0,0,0,0.068572813,0.23,0.086858896,"090205A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6497,0.752025387323213
"090313A",22.44115763,-0.096910013,3.71434945774789,1.91,-10.2720737674644,1.2178153141461,1.893872679,3.487381,0.982695646948066,-11.4731,0.938086,1,2.07619,-5.853871964,503.605555774507,0.00939155061966017,13.796391894272,3.6481,105.51549948423,1.48307413936876,3.58675372426264,12.161826239161,0.965690734530678,131.63202361,0.880005343396,1,4.3105649161,34.2678169709052,0.378773543191014,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.110788,0.148455,0.040385,0.103,0.062042069,0.29,0.162860431,"090313A",1,5.6102894075,-0.02422750325,0.928587364436973,0.4775,-2.5680184418661,0.304453828536525,0.47346816975,0.87184525,0.245673911737016,-2.868275,0.2345215,0.25,0.5190475,-1.463467991,3.38,0.6414741105041
"090418A",22.02365981,0.278753601,3.52813657,1.48,-10.04720756,1.52909667,1.748188027,0,0.98,0,0,0,2.03408,-5.337242168,485.041591426609,0.0777035700704672,12.4477476565714,2.1904,100.946379753721,2.33813662620509,3.05616137774615,0,0.9604,0,0,0,4.1374814464,28.4861539598773,0.0320230997079162,0.028659405,0.030759021,0.042154514,0.003531332,0,0,0,0,0.018882369,0.07,0.068572813,"090418A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.608,0.416307587059883
"090423A",22.7516324,0.230448921,3.91521772,0.8,-11.2798407,1.43267533,0.989894564,0,0.77,0,0,0,1.8158,-6.229147988,517.63677686473,0.0531067051900642,15.328929795002,0.64,127.234806217376,2.05255860119061,0.97989124783675,0,0.5929,0,0,0,3.29712964,38.8022846564045,0.047195797531391,0.08569564,0.077643595,0.064053366,0.005,0,0,0,0,0.029443694,0.5,0.051093469,"090423A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26,0.966610986681934
"090424A",21.63012977,1.851258349,2.99599056,1.19,-9.050609993,1.1284106,1.681241237,0,0.924,0,0,0,1.96315,-4.677780705,467.86251386704,3.42715747474221,8.97595943560911,1.4161,81.9135412453915,1.27331048219236,2.82657209698929,0,0.853776,0,0,0,3.8539579225,21.8816323240703,0.0205611924585667,0.011257098,0.013394814,0.005546887,0,0,0,0,0,0,0.15,0.012233647,"090424A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0.188647295999717
"090519A",22.13069392,-0.22184875,3.44619,1.02,-11.76000021,1.42452,1.806179974,0,0.63,0,0,0,1.46604,-5.920818754,489.767613380725,0.0492168678765625,11.8762255161,1.0404,138.2976049392,2.0292572304,3.26228609847864,0,0.3969,0,0,0,2.1492732816,35.0560947177181,0.0559162050267847,0.21145,0.24029,0.3065,0.03,0,0,0,0,0.036191207,0.2,0.144764827,"090519A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0.685741738602264
"090529A",21.03780485,-0.397940009,4.472757799,2,-12.1873998,0.8815438,1.837651558,0,0.64,0,0,0,2.22623,-6.167491087,442.589232906684,0.15835625076292,20.0055623285153,4,148.53271388504,0.77711947131844,3.37696324861983,0,0.4096,0,0,0,4.9561000129,38.0379463082244,0.0664439832683159,0.11547934,0.21900534,0.113675222,0.125,0,0.02,0,0,0.10857362,0.3,0.108573621,"090529A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0.559308010907013
"090530A",20.90942658,0.397940009,3.6839464,1.61,-11.16052195,0.88610581,1.681241237,0,1.09,0,0,0,2.03975,-5.958607315,437.204119904411,0.15835625076292,13.571461078073,2.5921,124.557250196432,0.785183506515756,2.82657209698929,0,1.1881,0,0,0,4.1605800625,35.5050011343715,0.323703994876218,0.089175625,0.115365029,0.038514202,0.035,0,0,0,0,0.039481317,0.17,0.052115338,"090530A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,0.355259905527378
"090618A",21.39200012,1.589949601,3.67275453,1.42,-9.640164518,1.30942861,2.05388479,0,0.8945,0,0,0,1.82831,-3.978810701,457.61766913408,2.52793973372006,13.4891258376355,2.0164,92.9327719341062,1.71460328468653,4.21844273059334,0,0.80013025,0,0,0,3.3427174561,15.8309345943921,0.00227692361547263,0.009695255,0.014245613,0.010591616,0.002482662,0,0,0,0,0.004136138,0.08,0.008931506,"090618A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"090726A",22.02689264,-0.15490196,3.45991938642615,2.25,-10.5476439906609,1.23938142397095,1.773054693,3.354189,0.96419891146577,-12.2265,1.086752,1.3,2.4288,-6.065501549,485.183999374086,0.0239946172118416,11.9710421605675,5.0625,111.252793753725,1.53606631408426,3.14372294436932,11.250583847721,0.929679540871776,149.48730225,1.181029909504,1.69,5.89906944,36.7903090409214,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.098827,0.0975,0.195492,0.11,0.050499358,0.19,0.124084138,"090726A",1,5.50672316,-0.03872549,0.864979846606537,0.5625,-2.63691099766522,0.309845355992737,0.44326367325,0.83854725,0.241049727866442,-3.056625,0.271688,0.325,0.6072,-1.51637538725,2.71,0.569373909615046
"090809A",21.91952315,0.041392685,4.56066,1.34,-11.8559,1.6367,0.73239376,0,0.96,0,0,0,1.94644,-6.468521083,480.465495123386,0.00171335437150922,20.7996196356,1.7956,140.56236481,2.67878689,0.536400619686938,0,0.9216,0,0,0,3.7886286736,41.8417650012155,0.0978170519448906,0.338,0.237865,0.319405,0.01,0,0,0,0,0.063866836,0.24,0.078962633,"090809A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.737,0.572523097849638
"090812A",21.77771022,0.556302501,3.52924,1.24,-10.16730017,1.37252,1.824125834,0,0.53,0,0,0,1.88559,-5.236572006,474.268662426292,0.309472472618855,12.4555349776,1.5376,103.373992746882,1.8838111504,3.3274350582662,0,0.2809,0,0,0,3.5554496481,27.4216863740229,0.0954430381608785,0.10615,0.13258,0.08412,0.015,0,0,0,0,0.014975672,0.05,0.024127471,"090812A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.452,0.538070787043172
"090927A",21.01785522,0.301029996,4.20121889,1.8,-11.6716204,1.13087741,0.342422681,0,0.92,0,0,0,2.06549,-6.698970004,441.750238048881,0.09061905849176,17.6502401616928,3.24,136.226722761696,1.27888371644831,0.117253292463228,0,0.8464,0,0,0,4.2662489401,44.8761991144918,0.0791400972158072,0.076268475,0.093241949,0.074843971,0.01,0,0,0,0,0.065144172,0.2,0.043429448,"090927A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0.374748346010104
"091018A",21.19187281,1.012837225,2.89655535,1.77,-9.627087997,1.18074867,0.639486489,0,0.91,0,0,0,1.98015,-5.853871964,449.095473195217,1.0258392443457,8.39003289561362,3.1329,92.6808233019815,1.39416742170677,0.408942969613547,0,0.8281,0,0,0,3.9209940225,34.2678169709052,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0,0,0,0,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",21.70587483,0.62324929,2.95265011,1.53,-9.71219827,1.17417264,1.590061231,0,0.895,0,0,0,2.08587,-5.431798276,471.145002135627,0.388439677485504,8.71814267208301,2.3409,94.326795235791,1.37868138852457,2.52829471832924,0,0.801025,0,0,0,4.3508536569,29.5044325111566,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0.03,0,0.036055,0,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0.432969290874406
"091024A",22.23512426,0.301029996,3.80877827871158,1.2,-10.1346733131836,1.58453239672165,1.995196292,3.97,0.905700019549184,-11.21,1.63,0.64,1.49013,-5.214670165,494.40075085764,0.09061905849176,14.5067919763851,1.44,102.711603164956,2.51074291626046,3.98080824361055,15.7609,0.820292525411392,125.6641,2.6569,0.4096,2.2204874169,27.1927849297411,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.04,0.03,0.04,0.29,0.021358745,0.08,0.065144172,"091024A",1,5.558781065,0.075257499,0.952194569677895,0.3,-2.5336683282959,0.396133099180413,0.498799073,0.9925,0.226425004887296,-2.8025,0.4075,0.16,0.3725325,-1.30366754125,1.09,0.320146286111054
"091029A",21.45058625,0.255272505,4.30368998,1.46,-11.34678749,1.12123368,1.593286067,0,1.064,0,0,0,2.11535,-5.619788758,460.127650468689,0.065164051808975,18.5217474439524,2.1316,128.74958634322,1.25716496516634,2.53856049129633,0,1.132096,0,0,0,4.4747056225,31.5820256845432,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0,0,0,0,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.752,0.574262829707027
"091109A",21.89596701,0.113943352,3.37933883,1.31,-11.14630179,1.06152816,1.681241237,0,0.89,0,0,0,1.96352,-5.795880017,479.433371303008,0.0129830874649959,11.4199309279458,1.7161,124.240043593757,1.12684203447299,2.82657209698929,0,0.7921,0,0,0,3.8554107904,33.5922251714599,0.15117163716416,0.05941034,0.074268877,0.033719571,0.03,0,0,0,0,0.05428681,0.25,0.133629071,"091109A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076,0.610234175334389
"091127A",20.87872913,1.667452953,3.98466812,2.05,-9.844663963,1.39581701,0.84260924,0,0.758,0,0,0,1.80187,-5.045757491,435.921330083911,2.78039935046842,15.8775800265443,4.2025,96.9174085443909,1.94830512540534,0.709990331333378,0,0.574564,0,0,0,3.2467354969,25.4596686579826,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0,0,0,0,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",21.91211094,1.181843588,3.31388094,1.74,-10.18045606,1.1606541,1.173186268,0,0.86,0,0,0,2.03333,-5.48148606,480.140605846868,1.39675426649671,10.9818068844953,3.0276,103.641685589591,1.34711793984681,1.37636601942377,0,0.7396,0,0,0,4.1344308889,30.0466894259743,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0,0,0,0,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063,0.314499227973151
"100219A",22.07736427,-0.397940009,3.18236502282928,1.34,-10.7764298407244,1.52685295616106,1.274157849,3.37,0.861664216956449,-12.92,1.67,1.27,1.58721,-6.431798276,487.410013110273,0.15835625076292,10.1274471385272,1.7956,116.131440112055,2.33127994973777,1.62347822416831,11.3569,0.74246522278317,166.9264,2.7889,1.6129,2.5192355841,41.3680290631566,0.204728382319217,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.1,0.07,0.18,0.08,0.070426132,0.25,0.10857362,"100219A",1,5.5193410675,-0.09948500225,0.79559125570732,0.335,-2.6941074601811,0.381713239040265,0.31853946225,0.8425,0.215416054239112,-3.23,0.4175,0.3175,0.3968025,-1.607949569,4.67,0.753583058892907
"100316B",21.41315218,0.113943352,3.5543767,2.23,-11.1481304,1.36246063,0.579783597,0,1.08,0,0,0,2.23535,-6.698970004,458.523086283839,0.0129830874649959,12.6335937255029,4.9729,124.280811415404,1.8562989683,0.336149019350258,0,1.1664,0,0,0,4.9967896225,44.8761991144918,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0,0,0,0,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.338456493604605
"100418A",21.35024026,0,5.54363,2.16,-12.48811664,1.81145,0.84509804,0,0.84,0,0,0,2.26662,-6.468521083,455.832759159725,0,30.7318335769,4.6656,155.953057214245,3.2813511025,0.714190697211842,0,0.7056,0,0,0,5.1375662244,41.8417650012155,0.059763875267383,0.10745,0.075475,0.16786,0.01,0,0,0,0,0.063866836,0.25,0.086858896,"100418A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6235,0.21045229296202
"100425A",20.53466438,0.146128036,3.60199415,2.42,-11.50168945,0.86819371,1.568201724,0,1.46,0,0,0,2.17077,-6.327902142,421.672441199241,0.0213534029052173,12.9743618566342,5.8564,132.288860204241,0.753760318083564,2.45925664715657,0,2.1316,0,0,0,4.7122423929,40.0423455187282,0.0442926372724909,0.070859065,0.115125536,0.055076895,0.035,0,0,0,0,0.083162773,0.32,0.062042069,"100425A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,0.440121603187804
"100513A",22.05240534,-0.22184875,3.74522911,1.62,-11.57186521,0.96306136,1.924279286,0,1.36,0,0,0,2.25722,-5.853871964,486.30858127966,0.0492168678765625,14.0267410863914,2.6244,133.908064438408,0.92748718312505,3.70285077052867,0,1.8496,0,0,0,5.0950421284,34.2678169709052,0.0768849139302361,0.09817689,0.128616618,0.061569437,0.025,0,0,0,0,0.031021034,0.14,0.072382414,"100513A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.772,0.761326322421457
"100704A",21.52730245,0.633468456,3.62503495,1.73,-10.35163999,1.01294211,2.2955671,0,1.29,0,0,0,2.11575,-5.22184875,463.424750773776,0.401282284747024,13.1408783887215,2.9929,107.156450482567,1.02605171821125,5.26962831060241,0,1.6641,0,0,0,4.4763980625,27.2677043678766,0.0511462884983093,0.04763446,0.053639373,0.01813996,0.01,0,0,0,0,0.014476483,0.06,0.020199743,"100704A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"100728A",21.52592288,0.707570176,4.03148606,1.18,-10.17587417,1.5588143,2.297760511,0,0.96,0,0,0,1.90402,-4.420216403,463.365355835707,0.500655553964671,16.2528798519743,1.3924,103.548415123673,2.42990202188449,5.27970336591098,0,0.9216,0,0,0,3.6252921604,19.5383130493503,0.0276692267863542,0.0760751,0.053762484,0.034265796,0.005,0,0,0,0,0,0.02,0.017031156,"100728A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567,0.409425868671443
"100814A",20.89608288,0.397940009,5.22729477,1.47,-11.49349497,1.76532941,2.241795431,5.62,1.1425,-12.89,2.14,0.68,1.89414,-5.045757491,436.646279727829,0.15835625076292,27.3246106124694,2.1609,132.100426625415,3.11638792581095,5.02564675445248,31.5844,1.30530625,166.1521,4.5796,0.4624,3.5877663396,25.4596686579826,0.0235643330529017,0.04362636,0.035347138,0.084015169,0.01745135,0.01,0,0,0,0.009650988,0.04,0.034743559,"100814A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.387389826338729
"100816A",21.34783526,1.037426498,3.97801299,0.73,-11.5559552,1.04455013,0.462397998,0,1.09,0,0,0,1.91138,-5.698970004,455.730070288099,1.07625373875254,15.8245873486087,0.5329,133.540100584407,1.09108497408302,0.213811908554408,0,1.1881,0,0,0,3.6533735044,32.4782591064918,0.0930248425840856,0.08674922,0.112014005,0.047175154,0.015,0,0,0,0,0.021714724,0.24,0.015937412,"100816A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.256236533205923
"100901A",21.53188109,-0.096910013,4.91124,1.52,-11.34103516,1.50754,2.64246452,0,1.075,0,0,0,1.98285,-5.677780705,463.6219032739,0.00939155061966017,24.1202783376,2.3104,128.619078500356,2.2726768516,6.98261873945883,0,1.155625,0,0,0,3.9316941225,32.2371937340703,0.0223211438768381,0.0283,0.02425,0.036255,5e-04,0,0,0,0,0.062042069,0.21,0.10857362,"100901A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0.381656482585787
