"","log10NH","log10PeakFlux","log10Ta","PhotonIndex","log10Fa","Alpha","log10T90","log10Ta_opt","Beta","log10Fa_opt","Alpha_opt","Beta_opt","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","log10Ta_optSqr","BetaSqr","log10Fa_optSqr","Alpha_optSqr","Beta_optSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","log10Ta_opt","PhotonIndex_opt","log10Fa_opt","Alpha_opt","log10T90_opt","log10Ta_opt_opt","Beta_opt","log10Fa_opt_opt","Alpha_opt_opt","Beta_opt_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"180325A",22.14319598,0.973127854,3.56187537620355,1.18,-10.7168043767197,1.34431089252362,1.973589623,3.915432,0.910396006324578,-12.717,1.426558,1.13703,1.85846,-5.187086643,490.321128208688,0.946977820230645,12.6869561956052,1.3924,114.849896048879,1.80717177575765,3.89505600001328,15.330607746624,0.828820888331741,161.722089,2.035067727364,1.2928372209,3.4538735716,26.905867841989,0.378773543191014,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.072161,0.045784,0.049597,0.1041,0.013362907,0.05,0.013860462,"180325A",1,5.535798995,0.2432819635,0.890468844050888,0.295,-2.67920109417993,0.336077723130905,0.49339740575,0.978858,0.227599001581144,-3.17925,0.3566395,0.2842575,0.464615,-1.29677166075,2.248,0.511616020569138
"180329B",21.41988474,0.146128036,4.02296,0.97,-11.14935376,1.50063,2.322219295,0,0.77,0,0,0,1.86768,-5.48148606,458.811462274885,0.0213534029052173,16.1842071616,0.9409,124.308089265626,2.2518903969,5.3927024540703,0,0.5929,0,0,0,3.4882285824,30.0466894259743,0.091090048181127,0.04825,0.04314,0.069665,0,0,0,0,0,0.039481317,0.56,0.124084138,"180329B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998,0.476831628512261
"180620B",21.21643247,0.556302501,4.6659,1.3,-10.98296666,1.09835,2.29841638,0,0.9,0,0,0,1.99236,-5,450.13700675407,0.309472472618855,21.77062281,1.69,120.625556654672,1.2063727225,5.2827178558523,0,0.81,0,0,0,3.9694983696,25,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0,0,0,0,0.013028834,0.2,0.024127471,"180620B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1175,0.325823419002744
"180624A",21.1034582,0.146128036,4.171185481,1.91,-11.54363397,1.243849338,2.686993566,0,0.95,0,0,0,2.06008,-5.236572006,445.355947999147,0.0213534029052173,17.3987883169052,3.6481,133.255485233338,1.54716117564304,7.2199344237254,0,0.9025,0,0,0,4.2439296064,27.4216863740229,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0,0,0,0,0.022463508,0.1,0.062042069,"180624A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.855,0.586024382386976
"180720B",21.24271531,1.831869774,3.62033,1.36,-8.847711656,1.34127,3.06444019010425,0,0.729,0,0,0,1.8461,-4.065501549,451.252953741708,3.35574686889481,13.1067893089,1.8496,78.2820015477183,1.7990052129,9.39079367872617,0,0.531441,0,0,0,3.40808521,16.5283028449214,0.00138098327707093,0.004975,0.00614,0.005375,0,0,0,0,0,0.005049936,0.03,0.016629833,"180720B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.218535505216528
"180728A",21.58733599,2.120573931,3.8695,1.97,-9.42365865,1.1986,0.938519725,0,0.8595,0,0,0,1.70111,-4.528708289,466.013075145149,4.49683379683679,14.97303025,3.8809,88.8053423517198,1.43664196,0.880819274214076,0,0.73874025,0,0,0,2.8937752321,20.5091987668573,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0,0,0,0,0.008803267,0.03,0.009541318,"180728A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.0480531731156091
"181010A",22.27837171,0.146128036,3.15711,1.52,-9.928117993,1.07011,1.214843848,0,1.115,0,0,0,1.76613,-6.161150909,496.325846048928,0.0213534029052173,9.9673435521,2.3104,98.5675268829304,1.1451354121,1.47584557502345,0,1.243225,0,0,0,3.1192151769,37.9597805234715,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0,0,0,0,0.04405886,0.15,0.062042069,"181010A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0.378397900948138
"181020A",20.65703194,0.886490725,4.29043,1.25,-10.42365865,2.64643,2.376576957,0,1.228,0,0,0,1.93674,-5.091514981,426.71296857018,0.785865805511026,18.4077895849,1.5625,108.65265965172,7.0035917449,5.64811803254338,0,1.507984,0,0,0,3.7509618276,25.9235248017474,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0,0,0,0,0.016084981,0.06,0.016920564,"181020A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938,0.595275711802099
"181201A",21.1468434832998,0.899550776141651,4.25599522826906,1.62357778401957,-10.3511062180143,1.20238852577654,1.283301229,4.749372,0.959377190093403,-11.6955,1.151212,0.57781,1.97913612783146,-5.37153011911936,447.188989307179,0.809191598857047,18.113495383049,2.6360048207619,107.145399936614,1.44573816691908,1.64686204435291,22.556534394384,0.920404592871514,136.78472025,1.325289068944,0.3338643961,3.91697981248771,28.8533358206064,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.026476,0.024124,0.006098,0.02953,0.0288230416508681,0.178235765696061,0.0293124960699646,"181201A",1,5.28671087082495,0.224887694035413,1.06399880706727,0.405894446004892,-2.58777655450357,0.300597131444135,0.32082530725,1.187343,0.239844297523351,-2.923875,0.287803,0.1444525,0.494784031957865,-1.34288252977984,0.45,0.161368002234975
"190114A",21.6447605,-0.301029996,3.74534,2.06,-10.75202673,1.18375,1.823474229,0,0.86,0,0,0,1.83214,-6.096910013,468.49565710236,0.09061905849176,14.0275717156,4.2436,115.606078802635,1.4012640625,3.32505826382714,0,0.7396,0,0,0,3.3567369796,37.1723117066197,0.0664080102705681,0.03365,0.042215,0.04616,0,0,0,0,0,0.065144172,0.22,0.173717793,"190114A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3765,0.641126932803509
"190719C",20.95382587,0.740362689,4.88123,1.64,-11.257,1.55953,2.268811904,0,0.915,0,0,0,1.5415,-5.292429824,439.062818590281,0.548136911263311,23.8264063129,2.6896,126.720049,2.4321338209,5.14750745573211,0,0.837225,0,0,0,2.37622225,28.0098134419647,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0,0,0,0,0.025546734,0.09,0.02368879,"190719C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.469,0.54020429984206
"190829A",22.04910001,1.255272505,4.0838,2.56,-9.56068,1.03996,1.764922985,0,1.16,0,0,0,2.0913,-5.193820026,486.162811250982,1.57570906180898,16.67742244,6.5536,91.4066020624,1.0815168016,3.11495314298131,0,1.3456,0,0,0,4.37353569,26.9757664624786,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0,0,0,0,0.047500959,0.21,0.065144172,"190829A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785,0.0328201494385639
"191011A",21.65033473,0.255272505,3.15321333,1.94,-10.8132081,1.30602449,0.867467488,0,0.94,0,0,0,1.81479,-6.48148606,468.736993921044,0.065164051808975,9.94275430448969,3.7636,116.925469413906,1.70569996847976,0.75249984273703,0,0.8836,0,0,0,3.2934627441,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0,0,0,0,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"191221B",22.06812647,0.681241237,1.95518066,1.24,-8.11145684,1.15734724,1.681241237,0,1.39,0,0,0,1.843,-4.721246399,487.002205895915,0.46408962298929,3.82273141323804,1.5376,65.7957320671828,1.33945263393562,2.82657209698929,0,1.9321,0,0,0,3.396649,22.2901675600705,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0,0,0,0,0.022857604,0.05,0.063334612,"191221B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0.332034277027518
"200205B",21.83430305,0.301029996,4.53640048,1.36,-11.7337376,1.56884903,2.660865478,0,0.516,0,0,0,1.90881,-5.26760624,476.736789679239,0.09061905849176,20.5789293149442,1.8496,137.680598065654,2.46128727893194,7.08020509201217,0,0.266256,0,0,0,3.6435556161,27.7476754996869,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0,0,0,0,0.016084981,0.22,0.043429448,"200205B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465,0.391816923613249
"200613A",20.9938049880807,0.228369899911643,4.34055956011705,1.74656725545063,-10.7792158006647,0.918109901428359,2.580924976,5.199503,0.996678757591372,-12.785,0.923123,0.9,2.00996423348564,-5.23247535249562,440.739847877562,0.0521528111856538,18.8404572949235,3.05049717781235,116.1914932773,0.842925791100791,6.6611737317406,27.034831447009,0.993368545833881,163.456225,0.852156073129,0.81,4.03995621989152,27.3787983144742,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.113922,0.166694,0.132474,0.09,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,5.24845124702018,0.0570924749779107,1.08513989002926,0.436641813862657,-2.69480395016617,0.22952747535709,0.645231244,1.29987575,0.249169689397843,-3.19625,0.23078075,0.225,0.50249105837141,-1.3081188381239,1.2255,0.347427598618541
"200829A",21.08966848,1.994317153,2.97975,0.83,-8.6381,1.29833,1.115277591,3.52,0.64,-12.4,1.18347,0.57,1.88219,-4.292429824,444.774116596306,3.97730090675002,8.8789100625,0.6889,74.61677161,1.6856607889,1.24384410498676,12.3904,0.4096,153.76,1.4006012409,0.3249,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0,0,0,0,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201014A",22.1524657,-0.522878745,4.06975926768028,2.55,-11.1392680811327,0.966623942478758,1.558708571,5.031584,0.91171636272856,-13.7541,1.038298,0.9,1.97336,-6.508638306,490.731736589677,0.273402181972775,16.5629404968695,6.5025,124.083293383342,0.934361846173177,2.42957240930886,25.316837549056,0.831226726066995,189.17526681,1.078062736804,0.81,3.8941496896,42.3623725983306,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.092274,0.110179,0.170451,0.15,0.098066496,0.37,0.289529655,"201014A",1,5.538116425,-0.13071968625,1.01743981692007,0.6375,-2.78481702028318,0.24165598561969,0.38967714275,1.257896,0.22792909068214,-3.438525,0.2595745,0.225,0.49334,-1.6271595765,4.56,0.745074791582057
"201015A",21.35536147,0.255272505,3.99915593002873,3.03,-10.8342600697836,0.783791796873613,0.990338855,4.275441,1.00404957558644,-12.8744,0.481067,1.1,2.1574,-6.698970004,456.05146351436,0.065164051808975,15.993248152684,9.1809,117.381191259707,0.614329580846367,0.980771047722711,18.279395744481,1.00811555023531,165.75017536,0.231425458489,1.21,4.65437476,44.8761991144918,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.09442,0.229803,0.027144,0.24,0.130288345,0.68,0.096509885,"201015A",1,5.3388403675,0.06381812625,0.999788982507183,0.7575,-2.7085650174459,0.195947949218403,0.24758471375,1.06886025,0.25101239389661,-3.2186,0.12026675,0.275,0.53935,-1.674742501,0.426,0.154119525515847
"201020A",20.93258486,0.322219295,3.81783319996764,2.25,-10.5200709808387,1.01947577768901,1.15136985,3.793643,0.999925865666688,-12.091,0.728842,1.1,2.0761,-6.036212173,438.173108921101,0.103825274070297,14.5758503427751,5.0625,110.671893441885,1.03933086129461,1.32565253148902,14.391727211449,0.999851736829275,146.192281,0.531210660964,1.21,4.31019121,36.4358573974734,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.128558,0.192264,0.056032,0.11,0.033044145,0.14,0.041361379,"201020A",1,5.233146215,0.08055482375,0.95445829999191,0.5625,-2.63001774520967,0.254868944422252,0.2878424625,0.94841075,0.249981466416672,-3.02275,0.1822105,0.275,0.519025,-1.50905304325,2.903,0.591398551281249
"201021C",20.75199541,0,3.47475449365005,1.63,-10.1492016687259,1.43669008021424,1.387033701,2.88042,0.881811383630671,-11.1691,1.034879,0.6,1.6168,-6,430.645313496661,0,12.0739187911412,2.6569,103.006294512469,2.064078386586,1.92386248770976,8.2968193764,0.777591316300638,124.74879481,1.070974544641,0.36,2.61404224,36,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.102098,0.137291,0.035385,0.09,0.043429448,0.15,0.086858896,"201021C",1,5.1879988525,0,0.868688623412513,0.4075,-2.53730041718147,0.35917252005356,0.34675842525,0.720105,0.220452845907668,-2.792275,0.25871975,0.15,0.4042,-1.5,1.07,0.315970345456918
"201104B",21.73058526,0.612783857,2.72159651,1.47,-9.38944702,1.19537497,0.937517892,0,0.605,0,0,0,1.55046,-5.744727495,472.218335742129,0.375504055399796,7.40708756324418,2.1609,88.1617153413869,1.4289213189025,0.878939797820124,0,0.366025,0,0,0,2.4039262116,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0,0,0,0,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210204A",21.0584880674433,0.493025576197725,4.09385074695397,1.71047871175346,-10.4726564013948,1.15977729359536,2.301029996,4.489641,0.956049296103153,-12.0073,1.06783,0.73,1.98957333119557,-5.18451228666849,443.459919686652,0.243074218785099,16.7596139383356,2.92573742336178,109.676532101675,1.34508337073938,5.29473904249176,20.156876308881,0.914030256579334,144.17525329,1.1402609089,0.5329,3.95840204020464,26.8791676506165,0.0692396240032236,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.017214,0.039841,0.028803,0.16,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",1,5.26462201686082,0.123256394049431,1.02346268673849,0.427619677938365,-2.6181641003487,0.28994432339884,0.575257499,1.12241025,0.239012324025788,-3.001825,0.2669575,0.1825,0.497393332798892,-1.29612807166712,0.876,0.273232834043046
"210210A",21.12319546,0.84509804,3.72413045,1.53,-10.1403778,1.5451851,0.819543936,5.250332,0.965,-13.66,2.14,1,1.85188,-6.008773924,446.189386441365,0.714190697211842,13.8691476086172,2.3409,102.827261926733,2.38759699326201,0.671652263034372,27.565986110224,0.931225,186.5956,4.5796,1,3.4294595344,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0,0.024033,0,0,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",21.05996459,0.681241237,2.93128506,1.6,-9.72925773,1.16829405,1.10720997,0,1.21,0,0,0,1.88408,-5.920818754,443.522108532054,0.46408962298929,8.5924321029792,2.56,94.6584559767648,1.3649109872654,1.2259139176674,0,1.4641,0,0,0,3.5497574464,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0,0,0,0,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",21.15768338,0.176091259,3.057651,1.85,-10.8415194,1.21043545,0.485721426,0,0.66,0,0,0,1.71079,-6.823908741,447.647566008328,0.0310081314962051,9.349229637801,3.4225,117.538542900576,1.4651539786167,0.235925303675473,0,0.4356,0,0,0,2.9268024241,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0,0,0,0,0.086858896,0.25,0.057905931,"210517A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",21.03780485,1.130333768,2.89514,0.98,-9.19036,1.05139,1.841234296,0,0.78,0,0,0,1.91684,-4.443697499,442.589232906684,1.27765442708108,8.3818356196,0.9604,84.4627169296,1.1054209321,3.39014373276662,0,0.6084,0,0,0,3.6742755856,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0,0,0,0,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",21.83430305,2.06069784,2.91049117,1.41,-8.55006175,1.12578835,1.784617293,0,0.745,0,0,0,1.92306,-4.022276395,476.736789679239,4.24647558778067,8.47095885064797,1.9881,73.103555928813,1.26739940899572,3.18485888247465,0,0.555025,0,0,0,3.6981597636,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0,0,0,0,0.004571521,0.02,0.008308242,"210619B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",20.54058972,0.342422681,3.6504,1.62,-10.3507,1.43908,1.700703717,0,0.81,0,0,0,1.83712,-5.602059991,421.91582604537,0.117253292463228,13.32542016,2.6244,107.13699049,2.0709512464,2.89239313301762,0,0.6561,0,0,0,3.3750098944,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0,0,0,0,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",21.53322281,1.442479769,2.4985,1.3,-8.20842,1.267456,2.257198426,0,0.77,0,0,0,1.70788,-4.698970004,463.679684585104,2.08074788397429,6.24250225,1.69,67.3781588964,1.606444711936,5.09494473433688,0,0.5929,0,0,0,2.9168540944,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0,0,0,0,0.00868589,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",20.98677173,-0.045757491,3.43921565,1.63,-8.56429146,1.92622006,2.780677274,0,1.07,0,0,0,2.08,-5.167491087,440.444587647127,0.00209374798261508,11.8282042872049,2.6569,73.3470882118289,3.7103237195464,7.73216610214007,0,1.1449,0,0,0,4.3264,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0,0,0,0,0.019160051,0.09,0.096509885,"211024B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1137,0.325043347403704
"220117A",21.99532933,0.278753601,3.43803362,1.84,-10.1070569,1.68612083,1.697316542,0,1.2,0,0,0,1.78537,-5.795880017,483.794512335158,0.0777035700704672,11.8200751722503,3.3856,102.152599179838,2.84300345335989,2.88088344374684,0,1.44,0,0,0,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0,0,0,0,0.05428681,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.961,0.775319121829478
"230116D",21.451745,-0.22184875,3.79761,1.38,-11.1278,1.57289,1.612783857,0,0.84,0,0,0,1.76412,-6.090443971,460.177363545025,0.0492168678765625,14.4218417121,1.9044,123.82793284,2.4739829521,2.6010717693998,0,0.7056,0,0,0,3.1121193744,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,0,0,0,0,0.064181451,0.22,0.144764827,"230116D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0.682145076373832
"230325A",22.22918251,0.51851394,3.7823081,1.82,-10.9066853,0.931411844,1.580354661,0,1.025,0,0,0,2.0855,-5.886056648,494.13655506289,0.268856705974324,14.3058545633256,3.3124,118.955784233236,0.86752802314348,2.49752085454443,0,1.050625,0,0,0,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0,0,0,0,0.066814536,0.18,0.052641755,"230325A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.664,0.425534220498263
"230506C",20.96124782,0.380211242,4.25859,1.89,-11.4531,1.14181,1.491361694,0,1.11,0,0,0,2.08995,-5.769551079,439.373910171455,0.144560588543183,18.1355887881,3.5721,131.17349961,1.3037300761,2.22415970233055,0,1.2321,0,0,0,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0,0,0,0,0.051093469,0.17,0.090478017,"230506C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.672097857935718
"230818A",21.31377445,0.826074803,3.9564,1.36,-11.0883,1.39195,0.992111488,0,1.02,0,0,0,2.00403,-5.721246399,454.276981305473,0.682399580151489,15.65310096,1.8496,122.95039689,1.9375248025,0.984285204621574,0,1.0404,0,0,0,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0,0,0,0,0.022857604,0.1,0.032410036,"230818A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"231210B",21.82763844,0.591064607,3.24045,1.08,-10.048,1.60174,0.873320602,0,0.84,0,0,0,1.66432281,-5.853871964,476.445799867366,0.349357369648064,10.5005162025,1.1664,100.962304,2.5655710276,0.762688873877642,0,0.7056,0,0,0,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0,0,0,0,0.062042069,0.19,0.077950292,"231210B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0.615950051656401
"970508A",20.9147184367958,0.329125184024259,4.54612149675028,1.89125935641635,-11.167866901105,1.11378890259736,1.120573931,6.247263,0.842113143669902,-13.8798,1.487567,0.32,1.95905288678887,-6.01308853019273,437.425447290446,0.108323386759002,20.667220663215,3.57686195323239,124.721251120797,1.24052571954903,1.25568593483679,39.028294991169,0.709154546741605,192.64884804,2.212855579489,0.1024,3.8378882132358,36.1572336719354,0.378773543191014,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.072147,0.067354,0.155485,0.15,0.0513926781795972,0.291747439511379,0.0729767332031779,"970508A",1,5.22867960919895,0.0822812960060647,1.13653037418757,0.472814839104088,-2.79196672527625,0.27844722564934,0.28014348275,1.56181575,0.210528285917475,-3.46995,0.37189175,0.08,0.489763221697217,-1.50327213254818,0.83,0.262451089730429
