"","Fbest","T_abest","F_min","F_max","T_amin","T_amax","logT90","logPeakFlux","errorlogPeakFlux","photon_index","errorphotonindex","logNH","T90_err","Gamma","Alpha","AlphaErr"
"GRB110312A",-11.0279,4.1347,-11.0918,-10.9641,4.0062,4.26321,1.45788189673399,"0.07918124604762482",0.108573620475813,"2.32","0.26",21.6134707695839,7.10696333975949,2.22412,0.982892,0.9828895
"GRB110315A",-9.65017,2.90525,-9.71547,-9.58486,2.82513,2.98537,1.88649072517248,"0.2304489213782739",0.0510934684592061,"1.77","0.08",21.4240331176752,11.8127735561507,2.11774,1.37716,1.377155
"GRB110318B",-10.6991,3.39365,-10.8565,-10.5416,3.13859,3.64872,0.681241237375587,"-0.1549019599857432",0.0620420688433217,"1.09","0.17",21.7707850220727,0.56483621211635,2.36875,1.10524,1.105238
"GRB110319A",-10.6395,3.34438,-10.7054,-10.5736,3.26622,3.42254,1.28555730900777,"0.3424226808222063",0.0394813165366593,"1.31","0.43",20.985032421261,1.61819281108566,2.22404,1.08335,1.08335
"GRB110402A",-12.0969,4.12739,-12.2781,-11.9156,4.01348,4.2413,1.78461729263288,"0.6127838567197355",0.0741478383737259,"1.59","0.17",20.8487936282468,6.93581545664705,2.16612,2.25288,2.25288
"GRB110411A",-10.7226,3.97634,-10.8192,-10.6259,3.83947,4.11321,1.90471554527868,"0.11394335230683679",0.0668145356774233,"1.51","0.31",22.0403728707594,5.30609654362747,2.89624,1.16433,1.164331
"GRB110414A",10.7304,3.69168,-10.9137,-10.5472,3.58272,3.80064,2.18184358794477,"0.04139268515822508",0.118443949609978,"1.70","0.14",21.5938944285243,73.1710325197069,2.23623,1.61374,1.613735
"GRB110420A",-10.3969,3.75189,-10.4416,-10.3522,3.70938,3.79439,1.07188200730613,"1.146128035678238",0.0279189309794948,"2.30","0.07",21.1500069040069,1.33804779251485,2.04862,1.1552,1.15526
"GRB110530A",-11.1955,3.83408,-11.2482,-11.1427,3.75544,3.91271,1.29225607135648,"-0.3979400086720376",0.108573620475813,"2.06","0.24",21.3858367638158,15.5237624408228,2.13305,1.16745,1.16745
"GRB110610A",-10.0085,3.10642,-10.0839,-9.93313,2.99638,3.21647,1.66651798055488,"0.6232492903979004",0.0206806896144406,"1.51","0.05",21.9789224305269,5.75076100492169,2.28925,1.06138,1.06138
"GRB110801A",-10.366,3.50689,-10.4497,-10.2822,3.43566,3.57812,2.5854607295085,"0.04139268515822508",0.0789626330733185,"1.84","0.1",21.3905023625177,8.96954068200079,2.04784,1.39929,1.39929
"GRB110820A",-11.9925,4.70932,-12.2205,-11.7645,4.4689,4.94975,2.40823996531185,"-0.3979400086720376",0.108573620475813,"1.92","0.28",21.7001635411957,8.74726584150895,1.81873,1.3371,1.3370975
"GRB111107A",-11.3845,3.50884,-11.4878,-11.2812,3.34655,3.67113,1.42488163663107,"0.07918124604762482",0.072382413650542,"1.49","0.14",21.5667520502364,6.6125505253912,2.11569,0.947197,0.9471985
"GRB111121A",-10.4143,3.3955,-10.5383,-10.2903,3.25343,3.53757,2.07554696139253,"0.8512583487190752",0.0183504710663346,"1.66","0.12",21.5516865996055,21.4402925626757,1.90432,1.30357,1.30357
"GRB111129A",-10.5301,3.4323,-10.5742,-10.486,3.37826,3.48634,0.880813592280791,"-0.045757490560675115",0.0965098848673893,"2.56","0.38",21.2732976492781,1.14318327726811,1.96497,1.20903,1.20903
"GRB120102A",-10.0397,3.80062,-10.1285,-9.95087,3.72425,3.87699,1.58771096501891,"1.0128372247051722",0.0168658051224564,"1.59","0.05",21.4339185723075,3.47558575518052,2.02376,1.23,1.2308
"GRB120116A",-10.8231,3.46641,-10.8916,-10.7546,3.33106,3.60177,1.61278385671974,"0.6127838567197355",0.0317776450173111,"1.31","0.41",21.1083004429334,4.13373632343684,2.09196,0.747488,0.7474885
"GRB120119A",-9.53847,2.93291,-9.58788,-9.48906,2.85231,3.01351,2.40449161775869,"1.0128372247051722",0.0126493538418423,"1.38","0.04",22.0220281244648,24.4826720940004,1.61077,1.17477,1.17477
"GRB120211A",-11.7685,4.12098,-11.9194,-11.6176,3.94793,4.29402,1.79028516403324,"-0.3010299956639812",0.173717792761301,"1.50","0.22",20.5834866962566,6.15509932974362,1.22131,1.29054,1.29054
"GRB120213A",-10.2817,3.80607,-10.6005,-9.96298,3.6383,3.97385,1.68930885912362,"0.2304489213782739",0.025546734229603,"2.37","0.09",21.2745547700684,12.7803794789734,2.22073,1.7873,1.78736
"GRB120215A",-10.2817,3.80607,-10.6005,-9.96298,3.6383,3.97385,1.42324587393681,"-0.2218487496163564",0.072382413650542,"1.62","0.22",20.9743960804097,8.50432734691697,2.14101,1.7873,1.78736
"GRB120224A",-10.5659,3.93181,-10.6509,-10.4809,3.86067,4.00295,0.910090545594068,"-0.045757490560675115",0.0965098848673893,"2.25","0.36",21.5104712811198,2.10520116432153,2.22324,1.69152,1.69152
"GRB120308A",-10.5768,3.93915,-10.6639,-10.4896,3.86598,4.01233,1.78247262416629,"0.7781512503836435",0.0072382413650542,"1.71","0.13",20.7536382038973,17.1355564828552,1.65025,1.68971,1.689705
"GRB120324A",-10.5957,3.9494,-10.6854,-10.506,3.87791,4.02088,2.07188200730613,"0.7708520116421442",0.014721846844178,"1.34","0.04",22.050269911888,9.59318427639077,2.06101,1.1,1.770505
"GRB120326A",-11.9574,5.31014,-12.1521,-11.7627,5.2289,5.39138,1.84260923961056,"0.6627578316815741",0.0188823687784023,"1.41","0.34",21.5428316488986,8.3293170973786,1.86299,2.9804,2.98043
"GRB120701A",-10.0266,2.75708,-10.1374,-9.9158,2.62317,2.891,1.13987908640124,"0.2041199826559248",0.0542868102379065,"1.05","0.1",21.2091261201048,0.685521691838888,2.04485,1.15833,1.15833
"GRB120703A",-10.1351,3.20671,-10.1772,-10.0931,3.14763,3.2658,1.40140054078154,"1.021189299069938",0.0165445516915524,"1.51","0.06",21.1449942893595,4.28224241823782,1.9962,1.08348,1.08348
"GRB120728A",-10.6692,3.21922,-10.866,-10.4723,2.90747,3.53097,1.34360550810417,"0.38021124171160603",0.0904780170631775,"1.79","0.13",21.714329759749,2.59457896177031,2.64225,1.10643,1.1064275
"GRB120927A",-10.5667,3.51032,-10.6417,-10.4916,3.43593,3.58471,1.63346845557959,"0.2041199826559248",0.0542868102379065,"0.63","0.38",21.4414814698903,18.8572639594741,1.7477,1.61279,1.612785
"GRB121123A",-11.3875,4.43356,-11.531,-11.2439,4.32374,4.54339,2.50105926221775,"0.414973347970818",0.0334072678387117,"0.96","0.2",20.7584031522204,13.8670995923469,1.93494,1.3998,1.399875
"GRB121209A",-9.86315,3.27553,-9.98028,-9.74603,3.17008,3.38099,1.63042787502502,"0.5314789170422551",0.0383201013444046,"1.43","0.08",21.7181835326131,2.04418786715703,2.29895,1.1864,1.18646
"GRB121217A",-10.8368,4.50576,-10.8692,-10.8044,4.47045,4.54107,2.89097959698969,"0.25527250510330607",0.0241274712168473,"1.53","0.08",21.6003031960224,16.1585826231588,1.94438,1.32254,1.322545
"GRB130131A",-11.3112,3.64265,-11.3739,-11.2486,3.55555,3.72976,1.71264970162721,"-0.1549019599857432",0.0620420688433217,"2.12","0.32",21.4328234331816,2.44209745843414,2.35898,1.155,1.154995
"GRB130211A",-13.0315,5.16051,-13.1603,-12.9028,4.96958,5.35143,1.39967372148104,"-0.1549019599857432",0.124084137686643,"1.81","0.24",21.3344712762284,6.40130267546355,2.20071,1.04156,1.041562
"GRB130427B",-11.2077,3.91798,-11.283,-11.1324,3.85314,3.98283,1.43136376415899,"0.47712125471966244",0.0579059309204336,"1.64","0.15",20.6478971480755,8.45389189457727,1.8144,1.86416,1.864155
"GRB130504A",-10.2688,3.7513,-10.3222,-10.2154,3.7109,3.79169,1.69897000433602,"-0.045757490560675115",0.0965098848673893,"0.52","0.68",22.2632927574534,25.3356602599086,1.93992,1.63821,1.63821
"GRB130527A",-9.93338,3.25596,-10.0128,-9.85399,3.1844,3.32751,1.64345267648619,"1.3031960574204888",0.030249366898734,"1.25","0.05",21.1632478673251,15.6084166746223,1.66746,1.71904,1.719045
"GRB130528A",-10.9087,3.9777,-11.0022,-10.8151,3.87308,4.08233,1.77378644498119,"0.47712125471966244",0.0289529654602168,"1.39","0.19",21.5356447061123,3.5477232088438,1.91315,1.11496,1.114955
"GRB130603A",-11.2718,4.38521,-11.4414,-11.1022,4.21363,4.55679,1.88081359228079,"-0.09691001300805639",0.0542868102379065,"1.83","0.12",21.6723722084131,22.4253927685239,2.32319,1.0884,1.0884765
"GRB130608A",-11.8323,3.62551,-11.9463,-11.7183,3.36649,3.88452,2.18006850090122,"-0.2218487496163564",0.217147240951626,"2.71","0.41",20.8208579897214,10.8413366403143,2.38733,0.5463,0.5463
"GRB130725B",-10.3642,3.06254,-10.4722,-10.2562,2.90744,3.21764,1,"0.3424226808222063",0.0394813165366593,"2.23","0.17",20.8639548042813,NA,1.94128,0.9482,0.9482065
"GRB130812A",-10.3117,2.6882,-10.3708,-10.2526,2.60488,2.77152,0.880813592280791,"0.4471580313422192",0.0310210344216608,"2.52","0.11",21.4473890765796,0.532781386325794,2.00858,0.933759,0.9337595
"GRB130816A",-10.4298,2.83295,-10.7422,-10.1175,2.56155,3.10435,1.47668674294564,"0.17609125905568124",0.0579059309204336,"1.86","0.34",21.8479444879521,1.35699668952184,2.13422,1.0698,1.069814
"GRB131002A",-11.1228,3.74626,-11.1837,-11.0618,3.67168,3.82084,1.74499667403856,"0.11394335230683679",0.0334072678387117,"1.63","0.19",21.0534126831504,3.97822069659924,2.07363,1.09328,1.093275
"GRB131002B",-9.76606,3.12402,-9.863,-9.66913,3.04719,3.20084,1.59217675739587,"-0.2218487496163564",0.072382413650542,"0.36","0.84",21.492960034806,8.08327853500742,2.19584,2.60599,2.60599
"GRB131018A",-11.4224,4.56307,-11.5203,-11.3245,4.42811,4.69802,1.86462972454551,"-0.3010299956639812",0.0868588963806504,"2.24","0.14",21.5164996769919,18.9734095979543,2.18813,0.92307,0.923068
"GRB131024A",-11.0831,3.69653,-11.1498,-11.0164,3.57087,3.82219,2.04921802267018,"-0.5228787452803376",0.144764827301084,"1.85","0.18",20.8182232535179,35.7770876399966,2.02387,0.734633,0.7346335
"GRB131229A",-8.49034,2.28078,-8.51804,-8.46263,2.25365,2.3079,1.14176323027579,"1.0293837776852097",0.0121764808010258,"1.02","0.03",21.9428906346751,0.428018690735031,2.09007,1.24672,1.24672
"GRB140108A",-9.89581,4.02038,-9.94057,-9.85105,3.97548,4.06528,1.9731278535997,"0.785329835010767",0.0213587450116353,"1.62","0.05",21.9933184920758,3.25220719968259,1.93177,1.6012,1.601205
"GRB140114A",-11.8158,4.48388,-11.8915,-11.7401,4.38289,4.58488,2.14519640611418,"-0.045757490560675115",0.0482549424336946,"2.06","0.09",21.1319264745199,16.5221713749102,2.35235,1.1721,1.1721
"GRB140215A",-11.3344,4.05216,-11.409,-11.2598,3.9903,4.11402,1.92531209149965,"0.8976270912904415",0.0384817895357312,"1.19","0.08",21.205186493608,48.2402315851806,1.97861,1.55735,1.55735
"GRB140304A",-9.31099,3.01201,-9.54568,-9.0763,2.8708,3.15322,1.19312459835446,"0.2304489213782739",0.0510934684592061,"1.29","0.08",22.4805386999219,1.85303644427525,2.01927,1.8624,1.862415
"GRB140323A",-9.9529,3.72061,-9.98263,-9.92317,3.68549,3.75572,2.02077548819356,"0.7923916894982539",0.0490332479568187,"1.35","0.17",21.7106089485737,2.59570412054245,1.97013,1.37879,1.37879
"GRB140331A",-11.8072,4.54757,-11.9537,-11.6607,4.41779,4.67735,2.32014628611105,"-0.5086383061657274",0.182123492411041,"2.01","0.29",20.6388605732975,33.3105342810254,1.90533,1.648,1.648
"GRB140626A",-11.8607,3.92917,-12.0142,-11.7071,3.73284,4.1255,1.2148438480477,"-0.1549019599857432",0.0620420688433217,"0.61","0.88",21.2325656662408,1.38405202517548,2.00951,1.03196,1.031956
"GRB140703A",-9.92462,3.54149,-9.98139,-9.86786,3.4841,3.59889,1.82672252016899,"0.4471580313422192",0.0930631032649825,"1.74","0.13",21.8698439952801,66.3728895394516,1.82756,1.41389,1.41389
"GRB140706A",-11.1976,3.83282,-11.2824,-11.1127,3.7071,3.95855,1.68394713075151,"0.25527250510330607",0.0482549424336946,"1.8","0.1",20.9108580287517,4.27850444310849,1.8367,1.15048,1.15048
"GRB140709A",-10.3217,3.77564,-10.3724,-10.2709,3.7117,3.83957,1.99387691494121,"0.4913616938342727",0.0420284982487018,"1.23","0.27",21.9036856474898,7.72893802254728,1.88959,1.02354,1.0235375
"GRB140713A",-10.0335,3.22665,-10.3118,-9.75525,2.9515,3.5018,0.724275869600789,"0.2787536009528289",0.0457152086213949,"1.84","0.14",21.7729730998564,0.663267709277793,1.75082,1.1122,1.112225
"GRB140719A",-11.4492,4.11285,-11.5334,-11.365,3.98089,4.2448,1.68124123737559,"-0.6989700043360187",0.217147240951626,"1.9","0.3",21.4622182526462,22.6274169979695,2.13988,0.964218,0.964217
"GRB140730A",-11.2702,3.53158,-11.3476,-11.1928,3.40054,3.66263,1.6159500516564,"-0.3010299956639812",0.0868588963806504,"2.50","0.32",21.5003826334218,3.66536218104199,1.96098,0.946435,0.946434
"GRB140817A",-11.0425,4.28008,-11.1124,-10.9726,4.21308,4.34708,2.38738982633873,"0.8573324964312685",0.0180956034126355,"1.48","0.08",21.4020046858679,12.4987079554302,1.83757,1.45491,1.454915
"GRB140818B",-11.7843,4.44713,-11.9463,-11.6223,4.30764,4.58663,1.25767857486918,"0.04139268515822508",0.118443949609978,"1.99","0.25",21.7607729442963,4.97731168703682,2.29134,1.86618,1.86618
"GRB140824A",-11.0198,2.63156,-11.1433,-10.8964,2.48128,2.78185,0.489958479424835,"0.07918124604762482",0.072382413650542,"1.98","0.21",21.0214018445404,0.501597423728004,1.87687,1.03747,1.0374665
"GRB140916A",-11.776,5.03564,-11.9031,-11.6488,4.96547,5.1058,1.90363251608424,"0.11394335230683679",0.133629071354847,"2.15","0.27",21.1610168305473,15.6097794783625,2.06379,2.2633,2.263335
"GRB140927A",-11.3603,3.59415,-11.4761,-11.2446,3.45958,3.72871,0.79657433321043,"-0.045757490560675115",0.0965098848673893,"1.82","0.3",21.2918297661278,1.42603365502763,1.83323,1.49418,1.494175
"GRB141005A",-10.4975,2.75932,-10.6656,-10.3294,2.61123,2.90741,0.637489729512511,"0.6232492903979004",0.0827227584577623,"1.33","0.18",21.5226411212026,0.590267725173062,2.02777,1.5598,1.5598
"GRB141017A",-10.4872,3.64462,-10.553,-10.4215,3.57938,3.70986,1.74585519517373,"0.8260748027008264",0.0194460215777575,"1.05","0.28",21.269031918602,2.80564572984189,2.01954,1.1315,1.13152
"GRB141020A",-10.8233,3.34044,-10.9288,-10.7178,3.22055,3.46033,1.19173039336286,"-0.1549019599857432",0.124084137686643,"1.74","0.18",20.3684858522067,2.05455590614739,1.81334,1.33331,1.33331
"GRB141026A",-11.7639,4.59028,-11.8648,-11.663,4.43909,4.74148,2.16435285578444,"-0.3979400086720376",0.217147240951626,"2.34","0.19",21.4545948782699,15.1700464169284,1.91933,0.874934,0.8749345
"GRB141031A",-11.5204,4.72093,-11.6942,-11.3467,4.54682,4.89503,2.96378782734556,"-0.3010299956639812",0.173717792761301,"1.21","0.13",21.3878751105773,628.091645050989,1.43075,1.0731,1.0731565
"GRB141109B",-10.9767,3.5871,-11.047,-10.9064,3.40507,3.76913,1.73399928653839,"-0.3979400086720376",0.108573620475813,"1.85","0.22",20.9905501777759,5.37069083571149,1.95675,0.581067,0.5810665
"GRB141221A",-9.78946,2.92269,-9.92929,-9.64962,2.76774,3.07763,1.56702636615906,"0.4913616938342727",0.0280189988324679,"1.74","0.08",21.4678876805073,4.10187130304949,2.22288,1.30102,1.30102
"GRB150323A",-11.5974,4.25725,-11.6903,-11.5045,4.12256,4.39193,2.17493159352844,"0.7323937598229685",0.0241274712168473,"1.85","0.07",21.6926962555066,8.92164313190198,2.0639,1.22625,1.22625
"GRB150323C",-11.6292,3.86864,-11.6967,-11.5616,3.78807,3.94921,2.20248831706009,"0.04139268515822508",0.118443949609978,"2.09","0.32",20.7880530626744,53.9513813778746,2.49524,1.05112,1.051115
"GRB150424A",-10.8513,3.43316,-10.9185,-10.7841,3.33698,3.52933,1.95904139232109,"1.0791812460476249",0.0144764827301084,"1.23","0.15",21.0188772588155,22.1240361727103,1.98937,0.884463,0.8844625
"GRB150428B",-11.6808,4.54278,-11.7695,-11.592,4.3857,4.69985,2.11693964655076,"0.146128035678238",0.0930631032649825,"1.0","0.5",21.513766175091,15.6676539154299,1.90578,0.922538,0.9225355
"GRB150430A",-10.4325,3.54254,-10.4908,-10.3742,3.49229,3.59279,2.02978947083186,"0.6989700043360189",0.0868588963806503,"1.43","0.12",21.578965896529,6.6842669033943,2.10253,1.54594,1.545945
"GRB150530A",-10.6954,3.26007,-10.804,-10.5869,3.10991,3.41023,0.8208579894397,"0.6127838567197355",0.0635552900346222,"1.49","0.11",22.3294405947503,0.839437926650678,1.81811,1.4001,1.400095
"GRB150607A",-9.50944,2.71762,-9.55638,-9.4625,2.65158,2.78365,1.41995574848976,"0.6901960800285137",0.0443157634595155,"0.99","0.41",21.3340013265539,0.713257322255766,1.81752,0.976847,0.976849
"GRB150615A",-11.3767,4.30707,-11.4465,-11.3069,4.17309,4.44104,1.44090908206522,"-0.2218487496163564",0.144764827301084,"1.84","0.21",21.7017681633491,5.14136982655636,2.47862,0.790346,0.7903465
"GRB150626B",-11.1175,4.71169,-11.2553,-10.9797,4.65505,4.76834,1.68124123737559,"-0.2218487496163564",0.144764827301084,"1.36","0.21",21.9822712330396,22.6274169979695,1.99,2.871,2.871195
"GRB150711A",-10.8257,3.59028,-10.907,-10.7443,3.4714,3.70917,1.80753502806885,"0.5797835966168101",0.0457152086213949,"1.79","0.08",21.6244915588761,14.1552811438769,2.19738,0.950191,0.950191
"GRB150801B",-8.71783,3.25529,-9.51958,-7.91608,2.99433,3.51625,2.62940959910272,"0.3979400086720376",0.0347435585522601,"1.84","0.14",22.4878896065359,30.2632755209732,1.83096,2.6044,2.60447
"GRB150817A",-10.0959,3.39134,-10.1457,-10.046,3.34057,3.44212,1.58883172559421,"0.9822712330395684",0.0135717025594766,"1.78","0.04",21.6523807677089,199.680663010251,1.76185,1.17232,1.17232
"GRB150911A",-10.2632,3.58105,-10.3807,-10.1456,3.50802,3.65408,0.857332496431269,"0.7160033436347992",0.0250554508790338,"1.02","0.26",21.633665358434,0.588489602106457,1.98783,1.7817,1.78179
"GRB151001A",-10.6292,3.33312,-10.6956,-10.5627,3.24586,3.42037,0.951337518795918,"0.11394335230683679",0.0668145356774233,"1.17","0.11",20.9080934412007,1.06650831336257,1.78616,1.32922,1.32922
"GRB151114A",-10.6397,2.97269,-10.8319,-10.4475,2.80238,3.14299,0.686636269262293,"0.4623979978989561",0.0599026871590692,"2.14","0.25",21.3033842936436,0.846990032594533,1.99994,1.1526,1.152615
"GRB151118A",-9.9889,2.92497,-10.1989,-9.77893,2.65367,3.19626,1.36921585741014,"0.07918124604762482",0.036191206825271,"1.80","0.2",22.0168215691157,10.5252009684499,1.90528,1.04554,1.0455365
"GRB151205A",-8.81097,2.28802,-8.90994,-8.71201,2.21763,2.3584,1.7979596437372,"-0.2218487496163564",0.072382413650542,"1.17","0.13",21.8667309200731,12.2822929448992,1.90057,1.71547,1.71547
"GRB151228B",-11.3242,3.50046,-11.4471,-11.2014,3.2802,3.72071,1.68124123737559,"0.",0.0868588963806504,"1.09","0.34",20.7593266620382,16,1.9262,0.889563,0.889562
"GRB160104A",-11.9491,4.59482,-12.099,-11.7992,4.32401,4.86563,1.20951501454263,"0.",0.0868588963806504,"1.76","0.19",21.4334629182211,2.46732650047342,1.95461,0.873724,0.8737255
"GRB160119A",-11.1805,4.32085,-11.2185,-11.1425,4.2805,4.3612,2.06445798922692,"0.4623979978989561",0.0299513435795346,"1.68","0.05",21.3074211530985,14.9228180919667,2.11362,1.279,1.279
"GRB160123A",-11.1607,3.26757,-11.3217,-10.9997,3.01619,3.51895,0.59659709562646,"0.11394335230683679",0.0668145356774233,"1.51","0.16",21.424523931121,0.623246350817473,2.08982,1.15534,1.1553385
"GRB160127A",-10.5862,3.2676,-10.6558,-10.5165,3.20029,3.33492,0.789580712164425,"0.146128035678238",0.0930631032649825,"0.99","1.11",21.0155206996,0.936657860780595,1.85981,1.34532,1.345315
"GRB160412A",-11.7502,4.47886,-11.8268,-11.6736,4.35322,4.60451,1.4996870826184,"0.2041199826559248",0.0542868102379065,"1.88","0.08",21.4377605483086,4.05306009256854,2.30285,0.940394,0.9403925
"GRB160417A",-11.4802,3.65811,-11.54,-11.4203,3.55329,3.76294,1.17609125905568,"0.",0.130288344570976,"1.93","0.24",20.4658328324811,3.1613668309559,2.03026,0.857876,0.857876
"GRB160504A",-11.5015,4.23844,-11.5498,-11.4532,4.1825,4.29437,1.73158876518674,"-0.1549019599857432",0.0620420688433217,"1.88","0.2",21.1438656208972,6.04395397582683,2.00145,1.22333,1.22333
"GRB160630A",-10.3254,3.54193,-10.3576,-10.2931,3.49939,3.58447,1.46982201597816,"0.07918124604762482",0.072382413650542,"1.32","0.14",21.6711930290683,5.51118136655692,1.78526,1.18101,1.181005
"GRB160705B",-11.9322,4.56399,-11.9945,-11.8698,4.43894,4.68903,1.73559889969818,"-0.3010299956639812",0.173717792761301,"1.79","0.27",20.9072667510385,12.4123823520011,2.07099,0.734183,0.734183
"GRB160815A",-10.3999,3.17448,-10.4747,-10.3251,3.06019,3.28876,0.934498451243568,"0.6720978579357175",0.0369612325024044,"0.96","0.41",21.4186081727097,1.8342955655889,1.89874,0.988304,0.9883025
"GRB160824A",-10.3081,3.83339,-10.3566,-10.2596,3.77297,3.89381,1.99694924849538,"0.11394335230683679",0.0668145356774233,"1.64","0.11",22.0075655750078,7.84555718933669,1.93678,1.11257,1.112565
"GRB160905A",-8.9155,3.06527,-8.92382,-8.90718,3.056,3.07455,1.80617997398389,"0.7993405494535817",0.0206806896144406,"1.04","0.03",21.735938059795,16,1.8094,1.26565,1.265645
"GRB161001A",-10.0841,3.39412,-10.1413,-10.0268,3.31568,3.47256,0.414973347970818,"0.5440680443502757",0.0248168275373287,"1.14","0.09",21.8095661111736,0.40051963120828,1.93192,1.28616,1.28616
