"","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","Redshift_crosscheck","log10z"
"GRB060904B",2.23426412437879,-11.11633856,3.87074,1.36265,1.58,2.18877,-5.790484985,1.64,21.59122827,0.387389826,11.3430592104484,0.0866499999999997,0.081295,0.04215,0.136141492,8.66666666666667e-08,0.0848484848484849,0.127272727272727,0.0287243616501434,0.0232338611473106,0.0226532144239483,0.703,0.231214647962601
"GRB060912A",0.698970004336019,-10.1079054,2.455171016,1.045731532,0.63,1.8948,-5.869666232,1.74,21.36738202,0.933487288,0.579999999547827,0.147419953,0.156564864,0.0289377854999999,0.0785,3.75757575757576e-08,0.0545454545454545,0.266666666666667,0.0503781598615019,0.0120881068052489,0.0134978859907368,0.937,0.287129620719111
"GRB061110A",1.60959440922522,-8.33235,2.24983,1.33346,1.98,1.82722,-5.974694135,1.67,21.12149747,-0.27572413,4.02450144817196,0.2103,0.03335,0.11946,0.0015,4.60606060606061e-08,0.0727272727272727,0.0727272727272727,0.0429439501560867,0.0188715726956945,0.0595944400005545,0.7578,0.244969460136198
"GRB061222A",1.85369821177617,-9.954677021,3.92091,1.35061,0.86,1.92748,-5.097453221,1.35,22.56660835,0.930949031,16,0.02311,0.024435,0.018075,0.005,9.57575757575758e-08,0.0242424242424242,0.157575757575758,0.0973208923032497,0.00520487944706068,0.00802277632160302,2.088,0.489677291663699
"GRB070714B",1.80617997398389,-10.74232143,3.22974,1.64623,0.93,2.07429,-6.142667504,1.36,21.64321572,0.431363764,8.40879728265565,0.0993500000000003,0.0946,0.108425,0.00499999999999999,5.45454545454545e-08,0.115151515151515,0.121212121212121,0.0570608478015689,0.0329010971465546,0.0194969464449939,0.923,0.28397928423848
"GRB070721B",2.53147891704225,-10.50863831,3.94739,2.5054,0.52,1.52512,-5.443697499,1.34,21.89473409,0.176091259,21.3202068350191,0.3648,0.10084,0.0914400000000002,0,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.02723308288672,0.0146227098205568,0.0526417553889616,3.626,0.6652056284346
"GRB070810A",1.04139268515823,-10.77728353,3.36583,1.36994,1.02,2.17076,-6.161150909,2.04,21.93100401,0.278753601,4.9906412396737,0.06175,0.07187,0.077915,0.01,3.63636363636364e-08,0.0848484848484849,0.121212121212121,0.197037086504463,0.0228877197175498,0.0277061870402603,2.17,0.501059262217751
"GRB080319B",1.69897000433602,-12.15181088,5.36799912,1.42250979,0.73,1.81426,-4.091514981,1.04,20.8771334,1.394451681,0.179108908319785,0.0977794549999995,0.087626454,0.075139905,0,6.06060606060606e-07,0.0121212121212121,0.303030303030303,0.00155572021085996,0.0032494910720681,0.00530662856463182,0.937,0.287129620719111
"GRB080319C",1.53147891704226,-8.91721463,3.19029,1.45203,1.94,1.61029,-5.443697499,1.37,21.75037415,0.716003344,8.88502944558435,0.0500400000000001,0.04713,0.02854,0.199995173,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.11349174293427,0.00731135491027843,0.0151851217320997,1.95,0.469822015978163
"GRB080905B",2.10720996964787,-10.11125904,3.67820615,1.36946226,0.375,1.86248,-5.744727495,1.78,22.33533151,-0.301029996,28.0583333245587,0.0323645699999995,0.038825489,0.0333017515,0.00558525,1.21212121212121e-07,0.0909090909090909,0.0606060606060606,0.0951998385488904,0.0292454196637412,0.0526417554229419,2.374,0.528145078253106
"GRB080916A",1.77815125038364,-10.75269955,3.60698,0.998947,0.83,1.88453,-5.397940009,1.17,21.7431239,0.431363764,6.3258975691903,0.0591999999999997,0.073495,0.0260505,0.01,6.06060606060606e-08,0.127272727272727,0.121212121212121,0.045788373456409,0.00658021942774567,0.0194969464449939,0.6887,0.227552503379865
"GRB081028A",2.41497334797082,-11.3994,4.75426,2.20023,0.945,2.51,-5.431798276,1.25,20.90308999,-0.301029996,32.5884964277169,0.0572000000000008,0.03025,0.0547150000000001,5e-04,1.21212121212121e-07,0.23030303030303,0.0606060606060606,0.0544346314310819,0.0142275014568467,0.0526417554229419,3.038,0.60616631460762
"GRB081203A",2.46834733041216,-10.9243983,4.02089,1.86904,0.82,2.03508,-5.113509275,1.54,21.66176916,0.462397998,82.9698740507662,0.0569499999999996,0.03932,0.064395,0.0325,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.122562443756652,0.0102548874161921,0.0181523294379188,2.1,0.491361693834273
"GRB090418A",1.7481880270062,-10.04720756,3.52813657,1.52909667,0.98,2.03408,-5.337242168,1.48,22.02365981,0.278753601,4.12921107301137,0.028659405,0.030759021,0.0421545135,0.00353133200000001,1.21212121212121e-07,0.0424242424242424,0.181818181818182,0.0320230997075472,0.0114438598573077,0.0415592805603905,1.608,0.416307587059883
"GRB090516A",2.32221929473392,-11.27490548,4.33113504,1.76098314,0.502,2.09,-5.045757491,1.84,21.19589965,0.204119983,64,0.0377960499999999,0.029715315,0.0533515885,0.4790870845,3.63636363636364e-07,0.0666666666666667,0.121212121212121,0.13235641353242,0.0175472518118213,0.0329010970878163,4.109,0.708335902682263
"GRB091109A",1.68124123737559,-11.14630179,3.37933883,1.06152816,0.89,1.96352,-5.795880017,1.31,21.89596701,0.113943352,16.7081067781536,0.0594103399999995,0.074268877,0.0337195714999999,0.03,1.21212121212121e-07,0.151515151515152,0.242424242424242,0.151171637016717,0.0329010970878164,0.0809873160298532,3.076,0.610234175334389
"GRB091208B",1.17318626841227,-10.18045606,3.31388094,1.1606541,0.86,2.03333,-5.48148606,1.74,21.91211094,1.181843588,2.89772326829494,0.036806415,0.052928177,0.030502454,0.034663611,1.21212121212121e-07,0.0666666666666667,0.606060606060606,0.084460753389473,0.0159520470810336,0.0173163668998415,1.063,0.314499227973151
"GRB100219A",1.27415784926368,-12.13548892,4.7218991,1.81152426,0.46,1.58721,-6.431798276,1.34,20.4247395876785,-0.397940009,6.64771150189809,0.326395625,0.103773463,0.7308534025,0.005,3.63636363636364e-08,0.151515151515152,0.0606060606060606,0.153567256519102,0.0426825043705403,0.0658021942774567,4.6667,0.753330221324521
"GRB100316B",0.57978359661681,-11.1481304,3.5543767,1.36246063,1.08,2.23535,-6.698970004,2.23,21.41315218,0.113943352,0.445223531811273,0.10431242,0.207348761,0.13322096,0.02,1.21212121212121e-08,0.109090909090909,0.0606060606060606,0.0508837165997665,0.0263208776707414,0.0202468290074633,1.18,0.338456493604605
"GRB100418A",0.845098040014257,-12.48811664,5.54363,1.81145,0.84,2.26662,-6.468521083,2.16,20.4247395876785,0,0.963279857831632,0.10745,0.075475,0.16786,0.01,3.03030303030303e-08,0.151515151515152,0.121212121212121,0.0597638752549752,0.0387071730789222,0.0526417553822122,0.6235,0.21045229296202
"GRB100425A",1.568201724067,-11.50168945,3.60199415,0.86819371,1.46,2.17077,-6.327902142,2.42,20.53466438,0.146128036,3.77353995290746,0.0708590650000005,0.115125536,0.0550768945,0.035,5.45454545454545e-08,0.193939393939394,0.121212121212121,0.0442926372645721,0.0504016806776366,0.0376012538165791,1.755,0.440121603187804
"GRB100513A",1.92427928606188,-11.57186521,3.74522911,0.96306136,1.36,2.25722,-5.853871964,1.62,22.05240534,-0.22184875,14.8708607591715,0.0981768900000004,0.128616618,0.0615694365,0.025,6.06060606060606e-08,0.0848484848484849,0.0606060606060606,0.0768849139149974,0.0188006269082896,0.0438681295239288,4.772,0.761326322421457
"GRB100621A",1.80345711564841,-9.804100348,3.64164386,0.94079321,0.27,2.3024,-4.677780705,1.9,22.28454803,1.10720997,1.68360084354133,0.0412824764999993,0.060455075,0.024177265,0.1506797915,0,0.0181818181818182,0.181818181818182,0.0114965181773217,0,0.00616895570385114,0.542,0.188084373714938
"GRB100704A",2.29556709996248,-10.35163999,3.62503495,1.01294211,1.29,2.11575,-5.22184875,1.73,21.52730245,0.633468456,23.2593145938513,0.0476344600000003,0.053639373,0.0181399595,0.01,1.21212121212121e-07,0.0363636363636364,0.121212121212121,0.051146288511197,0.00877362590478576,0.0122422686816868,3.6,0.662757831681574
"GRB100728A",2.29776051109913,-10.17587417,4.03148606,1.5588143,0.96,1.90402,-4.420216403,1.18,21.52592288,0.707570176,12.646583703569,0.0760750999999997,0.053762484,0.034265796,0.005,0,0.0121212121212121,0.121212121212121,0.0276692267878469,0,0.0103219128223693,1.567,0.409425868671443
"GRB100814A",2.2417954312952,-11.49349497,5.22729477,1.76532941,1.1425,1.89414,-5.045757491,1.47,20.89608288,0.397940009,9.46817490453253,0.0436263599999993,0.035347138,0.0840151685,0.01745135,1.21212121212121e-07,0.0242424242424242,0.121212121212121,0.0235643330357211,0.00584908393727375,0.0210567021369837,1.44,0.387389826338729
"GRB100816A",0.462397997898956,-11.5559552,3.97801299,1.04455013,1.09,1.91138,-5.698970004,0.73,21.34783526,1.037426498,0.621173085986678,0.0867492200000006,0.112014005,0.0471751539999999,0.015,6.06060606060606e-08,0.145454545454545,0.242424242424242,0.0930248426037339,0.0131604388353707,0.00965903768348901,0.804,0.256236533205923
"GRB100901A",2.64246452024212,-11.34103516,4.91124,1.50754,1.075,1.98285,-5.677780705,1.52,21.53188109,-0.096910013,22.5629902448915,0.0282999999999998,0.02425,0.036255,5e-04,1.81818181818182e-07,0.127272727272727,0.121212121212121,0.022321143869233,0.0376012538214001,0.0658021942265446,1.408,0.381656482585787
"GRB100906A",2.05842602445701,-10.4698003,3.94074768,1.71220056,0.87,2.02817,-4.920818754,1.78,21.96198081,1.004321374,1.59114548550629,0.0487430849999999,0.039933316,0.0593400839999999,0,0,0.0181818181818182,0.242424242424242,0.0060404344778029,0,0.0104241099714586,1.727,0.43568513794163
"GRB101219B",1.53147891704226,-11.99567863,4.42003952,0.66918137,0.94,1.85684,-5.677780705,1.56,20.49692965,-0.22184875,5.42062428630735,0.0894462749999994,0.166829365,0.0393906275,0.105,2.42424242424242e-07,0.096969696969697,0.181818181818182,0.0692396240004128,0.0501350050952,0.131604388571787,0.55,0.190331698170291
"GRB110106B",1.39445168082622,-10.81530857,3.87203946,1.22519883,1.03,2.05121,-5.698970004,1.76,21.29748256,0.322219295,16.6266176856008,0.0455435550000001,0.058714404,0.049891228,0.005,6.06060606060606e-08,0.0666666666666667,0.181818181818182,0.291163238450461,0.0131604388353707,0.0376012538214001,0.618,0.208978517276253
"GRB110213A",1.68124123737559,-9.896196279,3.84089,1.8412,1.1905,1.96436,-5.229147988,1.83,21.56708403,0.204119983,16,0.0358799999999997,0.023515,0.02785,0.2263626645,2.42424242424242e-07,0.0727272727272727,0.363636363636364,0.144764827301084,0.017844662826724,0.0987032912634493,1.46,0.390935107103379
"GRB110422A",1.41329976408125,-9.681936665,3.50066971,1.42239886,0.778,1.89199,-4.387216143,0.86,22.02088312,1.487138375,0.566646277192499,0.0241374065000004,0.029472713,0.0227797160000001,0.005,6.06060606060606e-07,0.0606060606060606,0.606060606060606,0.00950159657821323,0.00641972626198059,0.00857357580456891,1.77,0.442479769064449
"GRB110503A",1,-9.08249449,2.54166555,1.14649063,0.687,1.90907,-5,0.88,21.13638759,0.130333768,3.40544507260987,0.0289980710000002,0.028887961,0.00628991400000001,0.001,2.42424242424242e-07,0.151515151515152,0.0363636363636364,0.147896600345909,0.0105283510764424,0.0116981678760474,1.613,0.417139409727326
"GRB110715A",1.11394335230684,-9.075720714,2.61109719,0.95853538,0.755,1.85342,-4.928117993,1.25,22.0746007,1.731588765,4,0.0237765295000001,0.035600881,0.00955407599999997,0.0015,1.21212121212121e-07,0.0727272727272727,0.666666666666667,0.133629071354847,0.00446116571350155,0.00537160769437218,0.82,0.260071387985075
"GRB110731A",1.58883172559421,-12.08512818,5.08952072,1.42351927,0.39,1.85145,-5.22184875,1.15,21.95954126,1.041392685,11.6624637198907,0.0974184950000003,0.090702815,0.110855301,0.13,6.06060606060606e-08,0.0303030303030303,0.181818181818182,0.130539784508902,0.00438681295239289,0.0071784211910988,2.83,0.583198773968623
"GRB110808A",1.68124123737559,-12.08440021,4.50711,0.807091,1.4,2.33721,-6.48148606,2.32,22.16619025,-0.397940009,22.6274169979695,0.0837000000000003,0.155655,0.0776,0.025,4.84848484848485e-08,0.260606060606061,0.121212121212121,0.204728382123792,0.0638081883241343,0.131604388554913,1.348,0.370698092575577
"GRB110818A",2.01283722470517,-11.28316228,3.84627415,1.37167718,0.83,1.95985,-5.397940009,1.58,22.06812647,0.204119983,18.0548005975559,0.0551490499999998,0.059648416,0.0673381894999999,0.01,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.0761271871007967,0.0131604388554913,0.0493516456317247,3.36,0.639486489268586
"GRB111008A",1.80250006776439,-10.66756154,3.98993393,1.21584288,0.829,1.94053,-5.27572413,1.86,22.17059025,0.806179974,2.36485690984517,0.0285110849999999,0.035676696,0.0273512905000001,0.001,1.81818181818182e-07,0.0545454545454545,0.424242424242424,0.0161841208073831,0.0148986100001386,0.0287884599735793,4.9898,0.777412321496744
"GRB111123A",2.46239799789896,-11.60730305,4.42202873,1.46723371,1.25,2.55463,-5.13667714,1.68,21.35034301,-0.045757491,88.090862182181,0.0730882700000004,0.070655771,0.1058841465,0.00499999999999999,1.81818181818182e-07,0.0424242424242424,0.0606060606060606,0.131921983971797,0.0108167990541397,0.0292454196863688,3.1516,0.618215503279417
"GRB111209A",3.14612803567824,-9.057000407,4.13326,2.77382,0.2529,1.81212,-4.443697499,1.48,21.14009932,-0.301029996,29.551808977086,0.0209899999999994,0.010455,0.0443499999999999,4.99999999999997e-05,6.06060606060606e-07,0.0181818181818182,0.0606060606060606,0.0091672768350053,0.00731135491027843,0.0526417554229419,0.677,0.224533062606086
"GRB111228A",2.00518051250378,-10.65757732,4.10627835,1.15297662,0.99,2.03824,-5.070581074,2.27,21.41342718,1.093421685,5.41590248878418,0.030118345,0.037264425,0.0232992715,0,1.21212121212121e-07,0.0363636363636364,0.303030303030303,0.0232420609229749,0.00619314768795071,0.0106132571374752,0.714,0.234010817587179
"GRB120118B",1.36660971039243,-10.95467702,3.68307,1.0241,1.01,2.20884,-5.744727495,2.08,21.451745,0.342422681,19.6469605838771,0.1172,0.131765,0.077156,0.005,6.06060606060606e-08,0.0666666666666667,0.181818181818182,0.366834332233384,0.0146227098318706,0.0358921059277238,2.943,0.595826777073223
"GRB120327A",1.79865064544527,-10.15181088,3.48517215,1.44859414,0.63,1.75797,-5.443697499,1.52,22.16619025,0.591064607,7.52171254966162,0.0436249200000001,0.051679097,0.058002882,0.02,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.0519338355291014,0.00731135491027843,0.0134978859962626,2.813,0.581266805273671
"GRB120404A",1.58771096501891,-11.02687215,3.79948,1.90651,0.69,1.89579,-5.795880017,1.85,21.70983536,0.079181246,16,0.11705,0.068285,0.121385,0.005,6.06060606060606e-08,0.0787878787878788,0.121212121212121,0.179553274171887,0.0164505485439082,0.0438681294899875,2.876,0.588383768378728
"GRB120422A",0.728353782021228,-12.73992861,5.23266697,0.86153199,1.1,2.32199,-6.638272164,1.19,20.920544366897,-0.22184875,2.23606797749979,0.11830242,0.217818621,0.2144519325,0.035,2.42424242424242e-08,0.145454545454545,0.121212121212121,0.181516258652098,0.0457754394646476,0.0877362590478575,0.283,0.108226656374928
"GRB120729A",1.85430604180108,-10.29756946,3.52138487,2.26312734,0.645,1.8831,-5.619788758,1.62,21.34792103,0.462397998,36.7435331717259,0.0690683199999995,0.047294772,0.130088482,0.013331067,6.06060606060606e-08,0.0484848484848485,0.121212121212121,0.223182009819715,0.0109670323640116,0.0181523294379188,0.8,0.255272505103306
"GRB120802A",1.69897000433602,-11.17198494,3.53838419,0.54215516,0.91,2.03526,-5.721246399,1.21,22.12127744,0.477121255,31.0246002714191,0.0780322099999999,0.220557212,0.11816229,0.055,1.81818181818182e-07,0.284848484848485,0.121212121212121,0.269476254022629,0.0415592805603905,0.017547251782744,3.796,0.680879174426811
"GRB120811C",1.42813479402879,-10.14327111,3.15909591,1.01613299,0.65,1.92121,-5.522878745,1.4,21.91722026,0.612783857,3.69357928575403,0.0529468600000005,0.084200302,0.03800099,0.090734018,1.81818181818182e-07,0.181818181818182,0.121212121212121,0.0598545187416093,0.026320877674116,0.0128394525239612,2.671,0.564784384503987
"GRB120907A",1.22788670461367,-10.37675071,3.2113827,1.05329104,0.78,1.82021,-6.173925197,1.73,21.0438101,0.462397998,1.37043061304617,0.0413034100000003,0.062296694,0.0286472705,0.005,6.66666666666667e-08,0.151515151515152,0.242424242424242,0.0352171865726179,0.0432133812541372,0.0363046588758376,0.97,0.294466226161593
"GRB120922A",2.2380461031288,-10.59516628,3.59799,1.06622,1.17,2.06954,-5.207608311,1.58,21.0163605,0.301029996,30.2400963128712,0.16365,0.133375,0.0356299999999999,0.00499999999999999,4.24242424242424e-07,0.218181818181818,0.121212121212121,0.0759139130688025,0.0297171200079232,0.0263208776707413,3.1,0.612783856719735
"GRB121024A",1.83884909073726,-11.31158018,4.17178823,1.30353551,0.87,2.00683,-5.958607315,1.41,21.94617755,0.113943352,32.0624390837628,0.0633058950000001,0.065435085,0.06666149,0,6.06060606060606e-08,0.133333333333333,0.121212121212121,0.201804932904889,0.023928070636996,0.0404936580149266,2.298,0.5182506513085
"GRB121027A",1.79657433321043,-11.92081875,5.40919042,1.50995764,1.16,2.37144,-5.698970004,1.82,22.07736427,0.113943352,4.82005846681452,0.0415841549999998,0.037953731,0.0589396935000001,0,6.06060606060606e-08,0.0545454545454545,0.121212121212121,0.0334396932042907,0.0131604388353707,0.0404936580149266,1.773,0.442949869577862
"GRB121128A",1.36735592102602,-9.617982957,3.23392922,1.54546584,0.9455,1.98504,-5.161150909,1.32,22.04029767,1.11058971,1.630612160051,0.0286900235000003,0.029795568,0.0324450009999999,0.0103377205,2.42424242424242e-07,0.109090909090909,0.242424242424242,0.0303933846881756,0.0152584798116998,0.00816151246798215,2.2,0.505149978319906
"GRB121211A",2.26007138798507,-11.2823295,4.20933518,1.15615612,0.95,2.0682,-5.886056648,2.36,21.66138196,0,39.28730733208,0.0542507750000008,0.063247159,0.0746028285,0.00499999999999999,1.61818181818182e-07,0.157575757575758,0.181818181818182,0.0937486856217556,0.0540590334499272,0.0789626330733186,1.023,0.305995882770805
"GRB121229A",2,-12.35951856,4.70907,0.900754,0.99,2.18362,-6.337242168,2.43,22.04094236,-1,39.5546314794679,0.2624,0.38724,0.4243565,0.12,7.87878787878788e-08,0.278787878787879,0,0.171783581852496,0.0743850890724999,0,2.707,0.569022586029564
"GRB130408A",1.44715803134222,-10.32975415,3.58393,1.39277,0.945,2.03183,-5.638272164,1.28,20.06405721,0.69019608,13.0660353517987,0.077,0.070305,0.0643,0.117120218,2.42424242424242e-07,0.157575757575758,0.606060606060606,0.202660966201392,0.0457754394646476,0.0537160769241516,3.757,0.677333151419902
"GRB130418A",2.47712125471966,-9.247183569,2.59006,1.28449,0.198,1.68684,-5.744727495,2.07,21.12149747,-0.22184875,46.0880984824801,0.0604700000000005,0.06867,0.031625,0.003,1.21212121212121e-07,0.103030303030303,0.121212121212121,0.0667193561745158,0.0292454196637412,0.0877362590478575,1.218,0.345961541813141
"GRB130420A",2.09166695759568,-10.8728952,3.56731,0.914676,1.17,2.29559,-5.148741651,1.52,20.79265849,0.531478917,11.7367307263019,0.0550499999999996,0.08535,0.0286905,0.00499999999999999,1.81818181818182e-07,0.151515151515152,0.121212121212121,0.0412728533604636,0.0111214976087664,0.0154828692315688,1.297,0.361160995195026
"GRB130505A",1.94448267215017,-8.91721463,3.24559,1.3304,0.724,1.92439,-4.677780705,1.18,20.71960885,1.477121255,116.258229523501,0.0149749999999997,0.024355,0.0156499999999999,0,6.06060606060606e-07,0.0424242424242424,1.87878787878788,0.573753494976116,0.0125337512738,0.0271982402632532,2.27,0.514547752660286
"GRB130511A",0.734799829588847,-10.51570016,2.65954,1.16497,0.65,2.06879,-6.657577319,1.35,21.01365445,0.113943352,2.21218447342499,0.0838000000000001,0.089385,0.04916,0.01,2.42424242424242e-08,0.187878787878788,0.121212121212121,0.176931769753319,0.0478561412369649,0.0404936580149266,1.3033,0.362350507594848
"GRB130514A",2.3096301674259,-10.7212464,3.68772,1.17745,0.65,2.0604,-5.040958608,1.8,21.19799139,0.447158031,12.8126975867004,0.0780000000000003,0.078365,0.04188,0.08,1.21212121212121e-07,0.0303030303030303,0.181818181818182,0.0272768816676426,0.00578480828803656,0.0282009404055501,3.6,0.662757831681574
"GRB130604A",1.57634135020579,-8.316052869,2.071571247,1.742079764,0.98,2.08823,-5.853871964,1.51,21.35024026,-0.096910013,4.55927186783047,0.166441725,0.100184013,0.041653571,0.015,6.06060606060606e-08,0.0727272727272727,0.121212121212121,0.0525216608407296,0.0188006269082896,0.0658021942265446,1.06,0.313867220369153
"GRB130606A",2.44182077228928,-10.18045606,3.30222,1.37571,0.44,1.86465,-5.537602002,1.52,20.24962877,0.414973348,19.3109676637375,0.0681500000000002,0.07782,0.05186,0.045,1.21212121212121e-07,0.0727272727272727,0.121212121212121,0.0303226795016752,0.0181523294379188,0.0202468289917981,5.913,0.839666556882433
"GRB130831A",1.51188336097887,-9.89279003,3.31959,1.28481,1.01,1.79449,-5.187086643,1.93,21.79728278,1.133538908,1.86433148597529,0.0548150000000005,0.089045,0.0672699999999999,0.009011148,1.21212121212121e-08,0.0303030303030303,0.363636363636364,0.0249128885168479,0.000809873159060338,0.0116121519324457,0.4791,0.16999753706657
"GRB130925A",2.25285303097989,-10.62525165,5.84588,1.38344,1.5915,2.69002,-4.387216143,1.85,21.99154725,0.86332286,3.54089256630188,0.0623499999999995,0.06424,0.12684,0.206936072,6.06060606060606e-07,0.0848484848484849,0.363636363636364,0.00859100615953715,0.00641972626198059,0.0216335981082794,0.347,0.129367595722986
"GRB131030A",1.61384182187607,-9.294136288,2.84594,1.11188,0.693,2.09466,-4.537602002,1.3,20.84178667,1.44870632,4.04266247219712,0.0251749999999999,0.027575,0.00814999999999999,0.0075,0,0.0181818181818182,0.424242424242424,0.0427179076368021,0,0.00655680227037274,1.295,0.36078268987328
"GRB131105A",2.05037975626146,-10.91009489,3.9488,1.19347,0.94,2.24976,-5.148741651,1.45,21.32749584,0.544068044,4.08680221617042,0.0333499999999995,0.047885,0.0454399999999999,0.005,3.03030303030303e-07,0.0666666666666667,0.363636363636364,0.01580476982291,0.018535829347944,0.0451215046497172,1.686,0.429106008332697
"GRB131117A",1.04139268515823,-10.838632,2.87134,0.951056,0.86,2.15896,-6.602059991,2.32,22.01669496,-0.15490196,3.16227766016838,0.0823,0.12461,0.0362555000000001,0.025,2.42424242424242e-08,0.854545454545454,0.0606060606060606,0.124850885277914,0.0421134042739674,0.0376012538456717,4.042,0.702602841340427
"GRB140206A",1.97127584873811,-9.730487056,3.59073,1.22509,0.672,1.88134,-4.795880017,1.04,22.00531353,1.28780173,13.7528238777123,0.0129950000000001,0.021325,0.0155449999999999,0.0219023355,1.81818181818182e-07,0.0909090909090909,0.303030303030303,0.063811704280745,0.00493516456317247,0.00678373136259728,2.73,0.571708831808688
"GRB140213A",1.77815125038364,-10.12551818,3.829176603,1.108879519,0.83,1.96657,-4.920818754,1.8,20.99187128,1.371067862,2.62312485984891,0.0630358199999996,0.068643889,0.021746292,0.005,0,0.0242424242424242,0.484848484848485,0.0189868108662604,0,0.0089602987940681,1.2076,0.343920385393226
"GRB140419A",1.97634997900327,-10.00568285,3.68383,1.36898,0.678,1.87322,-4.795880017,1.21,22.04094236,0.69019608,3.81721576852457,0.0239850000000006,0.02442,0.017885,0.001,0,0.0242424242424242,0.121212121212121,0.0175057628775533,0,0.0107432153848303,3.956,0.695131297704026
"GRB140423A",2.12710479836481,-10.85078089,3.90552,1.18974,0.77,2.06486,-5.026872146,1.33,21.81946365,0.322219295,23.0119829578041,0.0503499999999999,0.05495,0.045115,0.149849463,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.0745819195240745,0.00840028010644005,0.0250675025476,3.26,0.629409599102719
"GRB140430A",2.23954972084047,-11.36251027,4.14388,0.875171,1.03,2.15785,-5.958607315,2,21.67796993,0.397940009,3.69174647045451,0.0861000000000001,0.13071,0.0833725,0.035,1.21212121212121e-07,0.133333333333333,0.121212121212121,0.00923562857548503,0.0478561412739919,0.0210567021369837,1.6,0.414973347970818
"GRB140506A",2.04571405894087,-9.903089987,3.30686,0.948932,0.9,1.74751,-5.552841969,1.68,21.81764402,1.037426498,9.55670993835752,0.0551599999999999,0.06882,0.01557,0.047966029,1.81818181818182e-07,0.096969696969697,0.545454545454546,0.0373575732797357,0.0282009404055501,0.0217328347878503,0.889,0.276231957921834
"GRB140509A",1.3654879848909,-11.09770006,3.58709,1.40649,0.86,1.93407,-5.920818754,1.59,20.90144742,0.204119983,5.17115694874123,0.0839500000000006,0.088715,0.10418,0.22,1.21212121212121e-07,0.121212121212121,0.242424242424242,0.096801936547154,0.0438681294899875,0.0658021941756327,2.4,0.531478917042255
"GRB140512A",2.18977095634687,-9.504455662,3.53686,1.25134,0.871,1.84304,-4.853871964,1.45,21.32824297,0.832508913,4.78706592379787,0.0150399999999999,0.022285,0.0200600000000001,0.002482817,1.81818181818182e-07,0.0242424242424242,0.181818181818182,0.0134302087546028,0.00564018807248688,0.0116121519146922,0.725,0.236789099409293
"GRB140518A",1.78175537465247,-11.31158018,3.77824,1.64981,0.94,1.93772,-6,0.92,22.46148952,0,2.42918916112475,0.0904500000000006,0.070125,0.18819,0,6.06060606060606e-08,0.36969696969697,0.0606060606060606,0.0174377429450524,0.0263208776911062,0.0263208776911062,4.707,0.756407872548958
"GRB140614A",2.85733249643127,-10.9589,3.70006,1.35595,0.83,1.77015,-5.886056648,1.5,22.12570242,-0.602059991,160.05867252182,0.1129,0.098945,0.093145,0.05,2.42424242424242e-07,0.278787878787879,0.181818181818182,0.0965452753569251,0.0809873160298533,0.315850532054756,4.233,0.718750734739665
"GRB140629A",1.6232492903979,-9.847711656,2.85608,1.16056,0.815,1.95996,-5.619788758,1.86,21.74269921,0.62324929,11.5414884203924,0.0427850000000003,0.06161,0.03501,0.0016785515,1.21212121212121e-07,0.0666666666666667,0.242424242424242,0.119342969855398,0.0219340647280231,0.0250675025859251,2.275,0.515211304327802
"GRB141004A",0.593286067020457,-10.61083392,3.30337,1.54959,1.08,1.79496,-6.173925197,1.86,21.49730845,0.785329835,1.07337229135984,0.0852999999999993,0.081935,0.0977399999999999,0.00499999999999999,1.81818181818182e-08,0.0484848484848485,0.181818181818182,0.118918281419752,0.0117854676147647,0.0129446939467666,0.573,0.196728722623287
"GRB141121A",2.74028371968188,-12.65757732,5.76634,2.33322,0.82,1.93447,-5.27572413,1.73,21.59590717,-0.045757491,37.8222135391303,0.1675,0.090095,0.2969,0.01,2.42424242424242e-07,0.0787878787878788,0.181818181818182,0.0298708467601577,0.0198648133335181,0.0877362590591065,1.47,0.392696953259666
"GRB141220A",0.857935264719429,-9.872830386,2.77561,1.42066,1.1,1.80565,-5.585026652,0.62,21.48574413,0.949390007,0.473776347689343,0.0424549999999995,0.057375,0.050735,0.07,6.06060606060606e-08,0.23030303030303,0.424242424242424,0.0285379269705628,0.0101234144958991,0.020701813897427,1.3195,0.365394376854778
"GRB150120B",1.38560627359831,-10.79048499,3.39431,1.17705,0.92,2.01678,-6.26760624,2.2,21.52664292,0.079181246,3.38828572567676,0.0710999999999995,0.090535,0.057705,0.005,4.84848484848485e-08,0.151515151515152,0.121212121212121,0.0605561232005338,0.0389938928598178,0.0438681294899875,3.5,0.653212513775344
