"","log10NH","PhotonIndex","log10PeakFlux","log10Ta","log10Fa","Beta","log10T90","Alpha","Gamma","log10Fluence","log10NHSqr","PhotonIndexSqr","log10PeakFluxSqr","log10TaSqr","log10FaSqr","BetaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Ta_opt","log10Fa_opt","Beta_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"191011A",21.65033473,1.94,0.255272505,3.15321333,-10.8132081,0.94,0.867467488,1.30602449,1.81479,-6.48148606,468.736993921044,3.7636,0.065164051808975,9.94275430448969,116.925469413906,0.8836,0.75249984273703,1.70569996847976,3.2934627441,42.0096615459743,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",0,0,0,0,0,0,0,0,0,0,0,1.722,0.434888120867316
"191221B",22.00531353,1.24,0.681241237,1.95518066,-8.11145684,1.39,1.681241237,1.15734724,1.843,-4.721246399,484.233823553601,1.5376,0.46408962298929,3.82273141323804,65.7957320671828,1.9321,2.82657209698929,1.33945263393562,3.396649,22.2901675600705,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0.022857604,0.05,0.063334612,"191221B",0,0,0,0,0,0,0,0,0,0,0,1.148,0.332034277027518
"200205B",21.89473409,1.36,0.301029996,4.53640048,-11.7337376,0.516,2.660865478,1.56884903,1.90881,-5.26760624,479.379380871808,1.8496,0.09061905849176,20.5789293149442,137.680598065654,0.266256,7.08020509201217,2.46128727893194,3.6435556161,27.7476754996869,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0.016084981,0.22,0.043429448,"200205B",0,0,0,0,0,0,0,0,0,0,0,1.465,0.391816923613249
"200613A",20.9938049880807,1.74656725545063,0.228369899911643,4.19028912864223,-10.8441009881058,0.947679008414683,2.580924976,1.18188977251157,2.00996423348564,-5.23247535249562,440.739847877562,3.05049717781235,0.0521528111856538,17.5585229816173,117.594526240237,0.898095502989837,6.6611737317406,1.39686343436745,4.03995621989152,27.3787983144742,0.035217186540104,0.970753116217478,0.511608725489791,0.269408567853443,0.197634471534988,0.041388018888279,0.176273323751351,0.0694499683839808,"200613A",1,5.24845124702018,0.436641813862657,0.0570924749779107,1.04757228216056,-2.71102524702645,0.236919752103671,0.645231244,0.295472443127893,0.50249105837141,-1.3081188381239,1.2255,0.347427598618541
"200829A",21.08966848,0.83,1.994317153,2.97975,-8.6381,0.64,1.115277591,1.29833,1.88219,-4.292429824,444.774116596306,0.6889,3.97730090675002,8.8789100625,74.61677161,0.4096,1.24384410498676,1.6856607889,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201014A",22.1524657,2.55,-0.522878745,4.20044070636733,-11.3966234965025,0.960099609052374,1.558708571,1.22833427107511,1.97336,-6.508638306,490.731736589677,6.5025,0.273402181972775,17.6437021277077,129.883027121033,0.921791259302521,2.42957240930886,1.50880508149762,3.8941496896,42.3623725983306,0.00378540226960351,0.998656172107323,0.513972122958971,0.27800349792259,0.169631399623066,0.098066496,0.37,0.289529655,"201014A",1,5.538116425,0.6375,-0.13071968625,1.05011017659183,-2.84915587412562,0.240024902263094,0.38967714275,0.307083567768777,0.49334,-1.6271595765,4.56,0.745074791582057
"201015A",21.35536147,3.03,0.255272505,3.8544339046389,-10.982777283469,0.98562804904793,0.990338855,0.969978761672632,2.1574,-6.698970004,456.05146351436,9.1809,0.065164051808975,14.8566607252299,120.621396858283,0.971462651070029,0.980771047722711,0.940858798095973,4.65437476,44.8761991144918,0.153546286600926,0.889111907047862,0.491785649887835,0.262350119926237,0.194548294564257,0.130288345,0.68,0.096509885,"201015A",1,5.3388403675,0.7575,0.06381812625,0.963608476159725,-2.74569432086725,0.246407012261982,0.24758471375,0.242494690418158,0.53935,-1.674742501,0.426,0.154119525515847
"201020A",20.93258486,2.25,0.322219295,3.73351468397012,-10.5603461984664,0.982434227333151,1.15136985,1.05914007756723,2.0761,-6.036212173,438.173108921101,5.0625,0.103825274070297,13.9391318954205,111.520911831464,0.965177011035685,1.32565253148902,1.12177770390912,4.31019121,36.4358573974734,0.0159503209161228,0.843918151104493,0.502095658801522,0.254456154624834,0.173051774228252,0.033044145,0.14,0.041361379,"201020A",1,5.233146215,0.5625,0.08055482375,0.93337867099253,-2.6400865496166,0.245608556833288,0.2878424625,0.264785019391807,0.519025,-1.50905304325,2.903,0.591398551281249
"201021C",20.75199541,1.63,0,3.42585420763981,-10.2249462793744,0.884745891279881,1.387033701,1.21766975855657,1.6168,-6,430.645313496661,2.6569,0,11.7364770520034,104.549526416092,0.782775292136631,1.92386248770976,1.48271964090322,2.61404224,36,0.035217186540104,0.856807223241559,0.490181181317404,0.270675172390129,0.183520183906406,0.043429448,0.15,0.086858896,"201021C",1,5.1879988525,0.4075,0,0.856463551909952,-2.5562365698436,0.22118647281997,0.34675842525,0.304417439639142,0.4042,-1.5,1.07,0.315970345456918
"201104B",21.73058526,1.47,0.612783857,2.72159651,-9.38944702,0.605,0.937517892,1.19537497,1.55046,-5.744727495,472.218335742129,2.1609,0.375504055399796,7.40708756324418,88.1617153413869,0.366025,0.878939797820124,1.4289213189025,2.4039262116,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210204A",21.0584880674433,1.71047871175346,0.493025576197725,3.91773674130315,-10.501362494314,0.888886757555172,2.301029996,1.2324592975534,1.98957333119557,-5.18451228666849,443.459919686652,2.92573742336178,0.243074218785099,15.3486611741566,110.278614236985,0.790119667756947,5.29473904249176,1.51895592012582,3.95840204020464,26.8791676506165,0.091090048181127,0.887764451181095,0.474710152735092,0.271085226372707,0.187094442532469,0.0338538542545085,0.143781575971085,0.0534933364415772,"210204A",1,5.26462201686082,0.427619677938365,0.123256394049431,0.979434185325788,-2.6253406235785,0.222221689388793,0.575257499,0.30811482438835,0.497393332798892,-1.29612807166712,0.876,0.273232834043046
"210210A",21.12319546,1.53,0.84509804,3.72413045,-10.1403778,0.965,0.819543936,1.5451851,1.85188,-6.008773924,446.189386441365,2.3409,0.714190697211842,13.8691476086172,102.827261926733,0.931225,0.671652263034372,2.38759699326201,3.4294595344,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",21.05996459,1.6,0.681241237,2.93128506,-9.72925773,1.21,1.10720997,1.16829405,1.88408,-5.920818754,443.522108532054,2.56,0.46408962298929,8.5924321029792,94.6584559767648,1.4641,1.2259139176674,1.3649109872654,3.5497574464,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",21.15768338,1.85,0.176091259,3.057651,-10.8415194,0.66,0.485721426,1.21043545,1.71079,-6.823908741,447.647566008328,3.4225,0.0310081314962051,9.349229637801,117.538542900576,0.4356,0.235925303675473,1.4651539786167,2.9268024241,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.086858896,0.25,0.057905931,"210517A",0,0,0,0,0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",21.03780485,0.98,1.130333768,2.89514,-9.19036,0.78,1.841234296,1.05139,1.91684,-4.443697499,442.589232906684,0.9604,1.27765442708108,8.3818356196,84.4627169296,0.6084,3.39014373276662,1.1054209321,3.6742755856,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",21.83430305,1.41,2.06069784,2.91049117,-8.55006175,0.745,1.784617293,1.12578835,1.92306,-4.022276395,476.736789679239,1.9881,4.24647558778067,8.47095885064797,73.103555928813,0.555025,3.18485888247465,1.26739940899572,3.6981597636,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.004571521,0.02,0.008308242,"210619B",0,0,0,0,0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",20.54058972,1.62,0.342422681,3.6504,-10.3507,0.81,1.700703717,1.43908,1.83712,-5.602059991,421.91582604537,2.6244,0.117253292463228,13.32542016,107.13699049,0.6561,2.89239313301762,2.0709512464,3.3750098944,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",21.53322281,1.3,1.442479769,2.4985,-8.20842,0.77,2.257198426,1.267456,1.70788,-4.698970004,463.679684585104,1.69,2.08074788397429,6.24250225,67.3781588964,0.5929,5.09494473433688,1.606444711936,2.9168540944,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868589,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",20.98677173,1.63,-0.045757491,3.43921565,-8.56429146,1.07,2.780677274,1.92622006,2.08,-5.167491087,440.444587647127,2.6569,0.00209374798261508,11.8282042872049,73.3470882118289,1.1449,7.73216610214007,3.7103237195464,4.3264,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.096509885,"211024B",0,0,0,0,0,0,0,0,0,0,0,1.1137,0.325043347403704
"220117A",21.99532933,1.84,0.278753601,3.43803362,-10.1070569,1.2,1.697316542,1.68612083,1.78537,-5.795880017,483.794512335158,3.3856,0.0777035700704672,11.8200751722503,102.152599179838,1.44,2.88088344374684,2.84300345335989,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.05428681,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,0,0,0,0,4.961,0.775319121829478
"230116D",20.9997109050585,1.38,-0.22184875,3.79761,-11.1278,0.84,1.612783857,1.57289,1.76412,-6.090443971,440.987858096033,1.9044,0.0492168678765625,14.4218417121,123.82793284,0.7056,2.6010717693998,2.4739829521,3.1121193744,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,"230116D",0,0,0,0,0,0,0,0,0,0,0,3.81,0.682145076373832
"230325A",22.22918251,1.82,0.51851394,3.7823081,-10.9066853,1.025,1.580354661,0.931411844,2.0855,-5.886056648,494.13655506289,3.3124,0.268856705974324,14.3058545633256,118.955784233236,1.050625,2.49752085454443,0.86752802314348,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.066814536,0.18,0.052641755,"230325A",0,0,0,0,0,0,0,0,0,0,0,1.664,0.425534220498263
"230818A",21.31377445,1.36,0.826074803,3.9564,-11.0883,1.02,0.992111488,1.39195,2.00403,-5.721246399,454.276981305473,1.8496,0.682399580151489,15.65310096,122.95039689,1.0404,0.984285204621574,1.9375248025,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"231210B",21.82763844,1.08,0.591064607,3.24045,-10.048,0.84,0.873320602,1.60174,1.66432281,-5.853871964,476.445799867366,1.1664,0.349357369648064,10.5005162025,100.962304,0.7056,0.762688873877642,2.5655710276,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.062042069,0.19,0.077950292,"231210B",0,0,0,0,0,0,0,0,0,0,0,3.13,0.615950051656401
"970508A",20.9147184367958,1.89125935641635,0.329125184024259,4.6687733204265,-11.2918320537687,0.829873836001698,1.120573931,1.46001876558124,1.95905288678887,-6.01308853019273,437.425447290446,3.57686195323239,0.108323386759002,21.7974443175263,127.505471130518,0.688690583680173,1.25568593483679,2.13165479584937,3.8378882132358,36.1572336719354,0.00378540226960351,0.863238170791544,0.590912771130131,0.283032296711227,0.189480076440245,0.0513926781795972,0.291747439511379,0.0729767332031779,"970508A",1,5.22867960919895,0.472814839104088,0.0822812960060647,1.16719333010663,-2.82295801344217,0.207468459000424,0.28014348275,0.36500469139531,0.489763221697217,-1.50327213254818,0.83,0.262451089730429
