"","log10PeakFlux","PhotonIndex","log10Ta","log10NH","log10Fa","log10T90","Alpha","Beta","log10Fluence","Gamma","log10PeakFluxSqr","PhotonIndexSqr","log10TaSqr","log10NHSqr","log10FaSqr","log10T90Sqr","AlphaSqr","BetaSqr","log10FluenceSqr","GammaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"121128A",1.11058971,1.32,3.23392922,22.04029767,-9.617982957,1.367355921,1.54546584,0.9455,-5.161150909,1.98504,1.23340950395788,1.7424,10.4582981999698,485.774721382207,92.5055961611425,1.86966221469376,2.38846466260691,0.89397025,26.6374787054715,3.9403838016,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0.025176492,0.18,0.013466496,"121128A",2.2,0.505149978319906
"121211A",0,2.36,4.20933518,21.66138196,-11.2823295,2.260071388,1.15615612,0.95,-5.886056648,2.0682,0,5.5696,17.7185026575856,469.215468417013,127.29095894657,5.10792267885625,1.33669697381345,0.9025,34.645662863465,4.27745124,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0.089197405,0.26,0.130288345,"121211A",1.023,0.305995882770805
"130408A",0.69019608,1.28,3.58393,20.06405721,-10.32975415,1.447158031,1.39277,0.945,-5.638272164,2.03183,0.476370628847366,1.6384,12.8445542449,402.566391726153,106.703820799442,2.0942663666878,1.9398082729,0.893025,31.7901129953372,4.1283331489,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0.075529475,0.26,0.088631527,"130408A",3.757,0.677333151419902
"130418A",-0.22184875,2.07,2.59006,21.12149747,-9.247183569,2.07200023240372,1.28449,0.198,-5.744727495,1.68684,0.0492168678765625,4.2849,6.7084108036,446.117655375216,85.5104039587836,4.29318496308105,1.6499145601,0.039204,33.001893991809,2.8454291856,0.169579312058568,0.06047,0.06867,0.031625,0.003,0.048254942,0.17,0.144764827,"130418A",1.218,0.345961541813141
"130420A",0.531478917,1.52,3.56731,20.79265849,-10.8728952,2.091666958,0.914676,1.17,-5.148741651,2.29559,0.282469839215493,2.3104,12.7257006361,432.334647081769,118.219850030183,4.37507066318897,0.836632184976,1.3689,26.5095405887422,5.2697334481,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0.018350471,0.25,0.025546734,"130420A",1.297,0.361160995195026
"130511A",0.113943352,1.35,2.65954,21.01365445,-10.51570016,0.73479983,1.16497,0.65,-6.657577319,2.06879,0.0129830874649959,1.8225,7.0731530116,441.573673344005,110.579949855024,0.539930790168029,1.3571551009,0.4225,44.3233357584632,4.2798920641,0.176931769551824,0.0838,0.089385,0.04916,0.01,0.078962633,0.31,0.066814536,"130511A",1.3033,0.362350507594848
"130514A",0.447158031,1.8,3.68772,21.19799139,-10.7212464,2.309630167,1.17745,0.65,-5.040958608,2.0604,0.199950304687797,3.24,13.5992787984,449.354838970514,114.945124369513,5.33439150831645,1.3863885025,0.4225,25.4112636875693,4.24524816,0.0272768817014167,0.078,0.078365,0.04188,0.08,0.009544934,0.05,0.046531552,"130514A",3.6,0.662757831681574
"130604A",-0.096910013,1.51,2.071571247,21.35024026,-8.316052869,1.57634135,1.742079764,0.98,-5.853871964,2.08823,0.00939155061966017,2.2801,4.29140743139714,455.832759159725,69.1567353200031,2.48485205171982,3.0348419041383,0.9604,34.2678169709052,4.3607045329,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0.031021034,0.12,0.10857362,"130604A",1.06,0.313867220369153
"130606A",0.414973348,1.52,3.30222,20.24962877,-10.18045606,2.441820772,1.37571,0.44,-5.537602002,1.86465,0.172202879550329,2.3104,10.9046569284,410.047465322812,103.641685589591,5.96248868257068,1.8925780041,0.1936,30.6650359325544,3.4769196225,0.0303226795160044,0.06815,0.07782,0.05186,0.045,0.029951344,0.12,0.033407268,"130606A",5.913,0.839666556882433
"130831A",1.133538908,1.93,3.31959,21.63012977,-9.89279003,1.511883361,1.28481,1.01,-5.187086643,1.79449,1.28491045594983,3.7249,11.0196777681,467.86251386704,97.8672945776674,2.28579129726866,1.6507367361,1.0201,26.905867841989,3.2201943601,0.0249128885159663,0.054815,0.089045,0.06727,0.009011148,0.001336291,0.05,0.019160051,"130831A",0.4791,0.16999753706657
"131030A",1.44870632,1.3,2.84594,20.84178667,-9.294136288,1.613841822,1.11188,0.693,-4.537602002,2.09466,2.09875000160794,1.69,8.0993744836,434.38007159779,86.3809693399184,2.60448542643628,1.2362771344,0.480249,20.5898319285544,4.3876005156,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0.03,0.010818724,"131030A",1.295,0.36078268987328
"131105A",0.544068044,1.45,3.9488,21.32749584,-10.91009489,2.050379756,1.19347,0.94,-5.148741651,2.24976,0.296010036501986,2.1025,15.59302144,454.862078805217,119.030170508804,4.20405714381462,1.4243706409,0.8836,26.5095405887422,5.0614200576,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0.030584118,0.11,0.074450483,"131105A",1.686,0.429106008332697
"131117A",-0.15490196,1.61,2.87134,22.01669496,-10.838632,1.041392685,0.951056,0.86,-6.602059991,2.15896,0.0239946172118416,2.5921,8.2445933956,484.734856961689,117.475943631424,1.08449872437151,0.904507515136,0.7396,43.5871961247629,4.6611082816,0.124850885316753,0.0823,0.12461,0.0362555,0.025,0.069487117,1.41,0.062042069,"131117A",4.042,0.702602841340427
"140206A",1.28780173,1.04,3.59073,22.00531353,-9.730487056,1.971275849,1.22509,0.672,-4.795880017,1.88134,1.65843329579099,1.0816,12.8933419329,484.233823553601,94.6823783469835,3.88592847285067,1.5008455081,0.451584,23.0004651374599,3.5394401956,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.008143022,0.15,0.011193157,"140206A",2.73,0.571708831808688
"140213A",1.371067862,1.8,3.829176603,20.99187128,-10.12551818,1.77815125,1.108879519,0.83,-4.920818754,1.96657,1.87982708220925,3.24,14.6625934569626,440.658659836089,102.526118413511,3.16182186787656,1.22961378765767,0.6889,24.2144572097181,3.8673975649,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0.04,0.014784493,"140213A",1.2076,0.343920385393226
"140419A",0.69019608,1.21,3.68383,22.04094236,-10.00568285,1.976349979,1.36898,0.678,-4.795880017,1.87322,0.476370628847366,1.4641,13.5706034689,485.803140116842,100.113689294784,3.9059592394933,1.8741062404,0.459684,23.0004651374599,3.5089531684,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0.04,0.017726305,"140419A",3.956,0.695131297704026
"140423A",0.322219295,1.33,3.90552,21.81946365,-10.85078089,2.127104798,1.18974,0.77,-5.026872146,2.06486,0.103825274070297,1.7689,15.2530864704,476.088993973671,117.739445922789,4.52457482167462,1.4154812676,0.5929,25.2694435722306,4.2636468196,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.013860462,0.06,0.041361379,"140423A",3.26,0.629409599102719
"140430A",0.397940009,2,4.14388,21.67796993,-11.36251027,2.239549721,0.875171,1.03,-5.958607315,2.15785,0.15835625076292,4,17.1717414544,469.934380285984,129.106639635855,5.01558295283118,0.765924279241,1.0609,35.5050011343715,4.6563166225,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.078962633,0.22,0.034743559,"140430A",1.6,0.414973347970818
"140506A",1.037426498,1.68,3.30686,21.81764402,-9.903089987,2.045714059,0.948932,0.9,-5.552841969,1.74751,1.07625373875254,2.8224,10.9353230596,476.009590583442,98.0711912906197,4.18494601119025,0.900471940624,0.81,30.8340539326878,3.0537912001,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0.046531552,0.16,0.035859177,"140506A",0.889,0.276231957921834
"140509A",0.204119983,1.59,3.58709,20.90144742,-11.09770006,1.17092730333444,1.40649,0.86,-5.920818754,1.93407,0.0416649674599203,2.5281,12.8672146681,436.870504251025,123.158946621724,1.37107074969407,1.9782141201,0.7396,35.0560947177181,3.7406267649,0.151511196244018,0.08395,0.088715,0.10418,0.22,0.04379136,0.121212121,0.117055576617339,"140509A",2.4,0.531478917042255
"140512A",0.832508913,1.45,3.53686,21.32824297,-9.504455662,2.189770956,1.25134,0.871,-4.853871964,1.84304,0.693071090224441,2.1025,12.5093786596,454.893948187355,90.3346774309239,4.79509683974115,1.5658517956,0.758641,23.5600730429052,3.3967964416,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0.00930631,0.04,0.019160051,"140512A",0.725,0.236789099409293
"140518A",0,0.92,3.77824,22.46148952,-11.31158018,1.781755375,1.64981,0.94,-6,1.93772,0,0.8464,14.2750974976,504.51851145707,127.951846168569,3.17465221634139,2.7218730361,0.8836,36,3.7547587984,0.0174377429302028,0.09045,0.070125,0.18819,0,0.043429448,0.61,0.043429448,"140518A",4.707,0.756407872548958
"140614A",-1.4317581319867,1.5,3.70006,21.01365445,-10.9589,2.857332496,1.35595,0.83,-5.886056648,1.77015,2.04993134851005,2.25,13.6904440036,441.573673344005,120.09748921,8.16434899269759,1.8386004025,0.6889,34.645662863465,3.1334310225,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0.133629071,0.46,0.163321606984505,"140614A",4.233,0.718750734739665
"140629A",0.62324929,1.86,2.85608,21.74269921,-9.847711656,1.62324929,1.16056,0.815,-5.619788758,1.95996,0.388439677485504,3.4596,8.1571929664,472.744968936535,96.9774248597183,2.6349382574855,1.3468995136,0.664225,31.5820256845432,3.8414432016,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0.036191207,0.11,0.041361379,"140629A",2.275,0.515211304327802
"141004A",0.785329835,1.86,3.30337,21.49730845,-10.61083392,0.593286067,1.54959,1.08,-6.173925197,1.79496,0.616742949741127,3.4596,10.9122533569,462.134270594441,112.589796477823,0.351988357296328,2.4012291681,1.1664,38.1173523381515,3.2218814016,0.118918281385487,0.0853,0.081935,0.09774,0.005,0.019446022,0.08,0.021358745,"141004A",0.573,0.196728722623287
"141121A",-0.045757491,1.73,5.76634,21.59590717,-12.65757732,2.74028372,2.33322,0.82,-5.27572413,1.93447,0.00209374798261508,2.9929,33.2506769956,466.383206495257,160.214263611778,7.50915486609704,5.4439155684,0.6724,27.8332650958643,3.7421741809,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0.032776942,0.13,0.144764827,"141121A",1.47,0.392696953259666
"141220A",0.949390007,0.62,2.77561,21.48574413,-9.872830386,0.857935265,1.42066,1.1,-5.585026652,1.80565,0.90134138539146,0.3844,7.7040108721,461.63720081983,97.4727798307249,0.73605291893062,2.0182748356,1.21,31.1925227035503,3.2603719225,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0.016703634,0.38,0.034157993,"141220A",1.3195,0.365394376854778
"150120B",0.079181246,2.2,3.39431,21.52664292,-10.79048499,2.01762288488796,1.17705,0.92,-6.26760624,2.01678,0.00626966971811252,4.84,11.5213403761,463.396355405186,116.434566319415,4.0708021056236,1.3854467025,0.8464,39.2828879796869,4.0674015684,0.0141299769251025,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.0542106768002651,"150120B",3.5,0.653212513775344
"150314A",1.58546073,1.08,2.49217,22.01715025,-8.609064893,1.169968174,1.19079,0.73,-4.657577319,1.84772,2.51368572637213,1.1664,6.2109113089,484.754905131075,74.1159983318851,1.36882552817289,1.4179808241,0.5329,21.6930264824632,3.4140691984,0.07726686575266,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,"150314A",1.758,0.440594261839831
"150403A",1.245512668,1.23,3.19694,21.79039707,-8.821023053,1.611723308,1.24471,0.679,-4.769551079,1.70996,1.55130180614848,1.5129,10.2204253636,474.821404468265,77.8104477015574,2.59765202155046,1.5493029841,0.461041,22.7486174951901,2.9239632016,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766402,0.04,0.014805494,"150403A",2.06,0.48572142648158
"150821A",-1.49776679460977,2.1,2.95174,22.340573,-8.853871964,2.23578087,1.82628,0.848,-6.102372909,2.21622,2.24330537103562,4.41,8.7127690276,499.101201968329,78.3910487549052,4.99871609865796,3.3352986384,0.719104,37.2389551204971,4.9116310884,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647283,"150821A",0.755,0.244277120801843
"151021A",0.986771734,1.57,3.15765,22.33647975,-9.642065153,2.042181595,1.33346,1.27,-4.552841969,1.96079,0.973718455021367,2.4649,9.9707535225,498.91832762216,92.9694204146969,4.17050566695674,1.7781155716,1.6129,20.7283699946878,3.8446974241,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",2.33,0.52244423350632
"151027A",0.832508913,1.72,3.99907,21.65076489,-9.935542011,2.11290649,1.74508,0.9235,-5.107905397,2.00612,0.693071090224441,2.9584,15.9925608649,468.755620322057,98.7149950523459,4.46437383548412,3.0453042064,0.85285225,26.0906975447017,4.0245174544,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0.81,0.257678574869184
"151215A",0.204119983,1.99,3.06337,22.0125926,-10.72815839,1.250420002,1.07478,1.015,-6.508638306,2.20942,0.0416649674599203,3.9601,9.3842357569,484.554232973575,115.093382440927,1.56355018140168,1.1551520484,1.030225,42.3623725983306,4.8815367364,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0.098066496,0.33,0.05428681,"151215A",2.59,0.555094448578319
"160117B",-0.705929807788426,1.73,4.10299,20.95374423,-11.74958,0.697062187810827,0.973333,0.64,-6.4710833,1.83834,0.498336893524204,2.9929,16.8345269401,439.059397256258,138.0526301764,0.485895693675617,0.947377128889,0.4096,41.8749190755389,3.3794939556,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0.87,0.271841606536499
"160121A",0.079181246,1.77,3.8244,21.52730245,-11.17263073,1.079181246,0.798663,1.02,-6.214670165,2.2054,0.00626966971811252,3.1329,14.62603536,463.424750773776,124.82767742894,1.16463216171811,0.637862587569,1.0404,38.6221252597411,4.86378916,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0.035597908,0.13,0.072382414,"160121A",1.96,0.471291711058939
"160203A",0.113943352,1.93,3.66139836,22.0158332,-11.36754271,1.305351369,1.146279559,0.61,-5.920818754,1.75592,0.0129830874649959,3.7249,13.4058379506107,484.696911490222,129.221027263674,1.70394219655017,1.31395682738123,0.3721,35.0560947177181,3.0832550464,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",3.52,0.655138434811382
"160227A",-0.22184875,0.75,4.47751,21.4198963,-10.99567863,2.500373714,1.10229,0.679,-5.508638306,1.72551,0.0492168678765625,0.5625,20.0480958001,458.811957502754,120.904948534239,6.25186870966215,1.2150432441,0.461041,30.3450959863305,2.9773847601,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.072382414,"160227A",2.38,0.528916700277655
"160327A",0.255272505,1.84,3.76407,20.72655851,-11.22402567,1.447158031,1.49693,0.78,-5.853871964,1.93554,0.065164051808975,3.3856,14.1682229649,429.590227668453,125.978752240819,2.0942663666878,2.2407994249,0.6084,34.2678169709052,3.7463150916,0.143091047665439,0.0673,0.06033,0.1004,0.02,0.031021034,0.11,0.048254942,"160327A",4.99,0.777426822389311
"160804A",0.462397998,1.4,4.38419,21.30214687,-11.5214335,2.15896526,0.948229,0.92,-4.943095149,1.87827,0.213811908554408,1.96,19.2211219561,453.781461271051,132.743429894922,4.66113099388687,0.899138236441,0.8464,24.4341896520673,3.5278981929,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.044927015,"160804A",0.736,0.239549720840473
"161108A",-0.22184875,1.85,4.69106,21.16074757,-11.81247928,2.021602716,0.883711,0.84,-5.958607315,2.00325,0.0492168678765625,3.4225,22.0060439236,447.777237721261,139.534666740429,4.08687754133858,0.780945131521,0.7056,35.5050011343715,4.0130105625,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.072382414,"161108A",1.159,0.334252642334231
"161117A",0.832508913,1.19,4.08464,21.87736847,-10.74958,2.099335278,1.141,1.375,-4.698970004,1.92624,0.693071090224441,1.4161,16.6842839296,478.61925117215,115.5534701764,4.40720860945534,1.301881,1.890625,22.0803190984918,3.7104005376,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",1.549,0.406369835469268
"161129A",0.531478917,1.57,3.70506,21.51361441,-10.43651891,1.550595207,2.32574,0.71,-5.443697499,1.74506,0.282469839215493,2.4649,13.7274696036,462.83560498216,108.920926958788,2.40434549597137,5.4090665476,0.5041,29.6338424606189,3.0452344036,0.0255903856698547,0.10625,0.050725,0.10628,0.005,0.012063736,0.06,0.025546734,"161129A",0.645,0.216165902285993
"161219B",0.72427587,1.29,4.0135,21.16590877,-10.13667714,0.84135947,0.871656,0.73,-5.823908741,1.86204,0.524575535864257,1.6641,16.10818225,447.995694059963,102.752223440599,0.707885757758681,0.759784182336,0.5329,33.9179130234962,3.4671929616,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0.1475,0.0597526942092988
"170202A",0.672097858,1.68,3.77629,21.7153121,-10.65364703,1.664641976,1.1958,1.04,-5.48148606,1.99768,0.451715530728188,2.8224,14.2603661641,471.554779600406,113.500195039828,2.77103290826118,1.42993764,1.0816,30.0466894259743,3.9907253824,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",3.645,0.666985718329661
"170405A",-0.0335186812736592,1.59,3.6300738,22.38386741,-10.31069114,2.216693599,1.81152426,0.612,-5.431798276,1.8473,0.00112350199432515,2.5281,13.1774357934464,501.03752022846,106.310351784474,4.91373051184757,3.28162014456855,0.374544,29.5044325111566,3.41251729,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0.035213066,0.12,0.153952769308304,"170405A",3.51,0.65417654187796
"170519A",-0.15490196,1.94,4.1513,21.33992622,-11.06348626,2.335257256,1.37345,0.975,-5.958607315,1.97351,0.0239946172118416,3.7636,17.23329169,455.392451075043,122.400728225209,5.45342645170065,1.8863649025,0.950625,35.5050011343715,3.8947417201,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.078962633,0.26,0.062042069,"170519A",0.818,0.259593878885949
"170531B",-0.096910013,1.95,3.80257,21.19799139,-11.39577395,2.215187969,1.02082,0.99,-5.698970004,2.06685,0.00939155061966017,3.8025,14.4595386049,449.354838970514,129.863663919499,4.90705773800235,1.0420734724,0.9801,32.4782591064918,4.2718689225,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0.043429448,0.14,0.10857362,"170531B",2.366,0.527114111639805
"170705A",1.1430148,1.65,3.63746,21.08891889,-10.18641901,2.337059726,0.774169,0.66,-5.022276395,1.89159,1.30648283301904,2.7225,13.2311152516,444.742499948999,103.763132247289,5.4618481628912,0.599337640561,0.4356,25.2232601877742,3.5781127281,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",2.01,0.478566495593843
"170903A",0.591064607,1.94,4.41384,21.73970839,-11.26042766,1.465382851,0.971187,1.14,-5.619788758,2.20256,0.349357369648064,3.7636,19.4819835456,472.614920882236,126.797231086093,2.14734690000489,0.943204188969,1.2996,31.5820256845432,4.8512705536,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.036191207,0.12,0.05567878,"170903A",0.886,0.27554168840131
"171205A",0,1.41,5.48376,21.4034378764218,-12.42945706,2.277379975,1.13263,0.67,-5.443697499,1.66173,0,1.9881,30.0716237376,458.107152929849,154.491402806384,5.186459550531,1.2828507169,0.4489,29.6338424606189,2.7613465929,0.0806407286915141,0.0719,0.109545,0.115455,0.01,0.036191207,0.14,0.130288345,"171205A",0.0368,0.0156949885265181
"171222A",-0.15490196,2.07,4.78231,20.02880298,-12.10957898,2.242541428,0.718496,1.34,-5.721246399,1.99001,0.0239946172118416,4.2849,22.8704889361,401.152948811657,146.641903072858,5.02899205629628,0.516236502016,1.7956,32.7326603580705,3.9601398001,0.0563106258915239,0.20975,0.378455,0.126956,0.015,0.045715209,0.17,0.124084138,"171222A",2.409,0.532627001228891
"180205A",0.531478917,2.04,3.21372,21.4933967,-10.30627305,1.190331698,1.09633,1.03,-6,1.88733,0.282469839215493,4.1616,10.3279962384,461.966101703571,106.219264181156,1.41688955126356,1.2019394689,1.0609,36,3.5620145289,0.0875106835560367,0.06455,0.088815,0.042095,0.005,0.043429448,0.13,0.038320101,"180205A",1.409,0.381836799998343
"180329B",0.146128036,0.97,4.02296,21.41988474,-11.14935376,2.322219295,1.50063,0.77,-5.48148606,1.86768,0.0213534029052173,0.9409,16.1842071616,458.811462274885,124.308089265626,5.3927024540703,2.2518903969,0.5929,30.0466894259743,3.4882285824,0.091090048181127,0.04825,0.04314,0.069665,0,0.039481317,0.56,0.124084138,"180329B",1.998,0.476831628512261
"180620B",0.556302501,1.3,4.6659,21.21643247,-10.98296666,2.29841638,1.09835,0.9,-5,1.99236,0.309472472618855,1.69,21.77062281,450.13700675407,120.625556654672,5.2827178558523,1.2063727225,0.81,25,3.9694983696,0.0599542916300528,0.0437,0.067125,0.059445,0.005,0.013028834,0.2,0.024127471,"180620B",1.1175,0.325823419002744
"180624A",0.146128036,1.91,4.171185481,21.1034582,-11.54363397,2.686993566,1.243849338,0.95,-5.236572006,2.06008,0.0213534029052173,3.6481,17.3987883169052,445.355947999147,133.255485233338,7.2199344237254,1.54716117564304,0.9025,27.4216863740229,4.2439296064,0.0343795484387942,0.088149935,0.099379055,0.123366444,0,0.022463508,0.1,0.062042069,"180624A",2.855,0.586024382386976
"180720B",1.831869774,1.36,3.62033,21.24271531,-8.847711656,3.06444019010425,1.34127,0.729,-4.065501549,1.8461,3.35574686889481,1.8496,13.1067893089,451.252953741708,78.2820015477183,9.39079367872618,1.7990052129,0.531441,16.5283028449214,3.40808521,0.00138098327707093,0.004975,0.00614,0.005375,0,0.005049936,0.03,0.016629833,"180720B",0.654,0.218535505216528
"180728A",2.120573931,1.97,3.8695,21.58733599,-9.42365865,0.938519725,1.1986,0.8595,-4.528708289,1.70111,4.49683379683679,3.8809,14.97303025,466.013075145149,88.8053423517198,0.880819274214076,1.43664196,0.73874025,20.5091987668573,2.8937752321,0.0148761559757772,0.009885,0.014745,0.0091,0.042486494,0.008803267,0.03,0.009541318,"180728A",0.117,0.0480531731156091
"181010A",0.146128036,1.52,3.15711,22.27837171,-9.928117993,1.214843848,1.07011,1.115,-6.161150909,1.76613,0.0213534029052173,2.3104,9.9673435521,496.325846048928,98.5675268829304,1.47584557502345,1.1451354121,1.243225,37.9597805234715,3.1192151769,0.0580681587793652,0.034615,0.057805,0.033375,0.007041969,0.04405886,0.15,0.062042069,"181010A",1.39,0.378397900948138
"181020A",0.886490725,1.25,4.29043,20.65703194,-10.42365865,2.376576957,2.64643,1.228,-5.091514981,1.93674,0.785865805511026,1.5625,18.4077895849,426.71296857018,108.65265965172,5.64811803254338,7.0035917449,1.507984,25.9235248017474,3.7509618276,0.0211468897196027,0.1418,0.047555,0.091985,0.029531206,0.016084981,0.06,0.016920564,"181020A",2.938,0.595275711802099
"190114A",-0.301029996,2.06,3.74534,21.6447605,-10.75202673,1.823474229,1.18375,0.86,-6.096910013,1.83214,0.09061905849176,4.2436,14.0275717156,468.49565710236,115.606078802635,3.32505826382714,1.4012640625,0.7396,37.1723117066197,3.3567369796,0.0664080102705681,0.03365,0.042215,0.04616,0,0.065144172,0.22,0.173717793,"190114A",3.3765,0.641126932803509
"190719C",0.740362689,1.64,4.88123,20.95382587,-11.257,2.268811904,1.55953,0.915,-5.292429824,1.5415,0.548136911263311,2.6896,23.8264063129,439.062818590281,126.720049,5.14750745573211,2.4321338209,0.837225,28.0098134419647,2.37622225,0.0226602223323686,0.2175,0.1943,0.21085,0.22,0.025546734,0.09,0.02368879,"190719C",2.469,0.54020429984206
"190829A",1.255272505,2.56,4.0838,22.04910001,-9.56068,1.764922985,1.03996,1.16,-5.193820026,2.0913,1.57570906180898,6.5536,16.67742244,486.162811250982,91.4066020624,3.11495314298131,1.0815168016,1.3456,26.9757664624786,4.37353569,0.0660733687520347,0.013585,0.01916,0.009675,0.075,0.047500959,0.21,0.065144172,"190829A",0.0785,0.0328201494385639
"191011A",0.255272505,1.94,3.15321333,21.65033473,-10.8132081,0.867467488,1.30602449,0.94,-6.48148606,1.81479,0.065164051808975,3.7636,9.94275430448969,468.736993921044,116.925469413906,0.75249984273703,1.70569996847976,0.8836,42.0096615459743,3.2934627441,0.0559978453284278,0.05719327,0.06597695,0.05756962,0.19,0.052641755,0.17,0.048254942,"191011A",1.722,0.434888120867316
"191221B",0.681241237,1.24,1.95518066,21.7431239,-8.11145684,1.681241237,1.15734724,1.39,-4.721246399,1.843,0.46408962298929,1.5376,3.82273141323804,472.763436930751,65.7957320671828,2.82657209698929,1.33945263393562,1.9321,22.2901675600705,3.396649,0.14476482742628,0.06184721,0.05366691,0.00551831,0.175,0.022857604,0.05,0.063334612,"191221B",1.148,0.332034277027518
"200205B",0.301029996,1.36,4.53640048,21.24271531,-11.7337376,2.660865478,1.56884903,0.516,-5.26760624,1.90881,0.09061905849176,1.8496,20.5789293149442,451.252953741708,137.680598065654,7.08020509201217,2.46128727893194,0.266256,27.7476754996869,3.6435556161,0.0051064352834946,0.10035241,0.08886983,0.19267266,0.18,0.016084981,0.22,0.043429448,"200205B",1.465,0.391816923613249
"200829A",1.994317153,0.83,2.97975,21.08966848,-8.6381,1.115277591,1.29833,0.64,-4.292429824,1.88219,3.97730090675002,0.6889,8.8789100625,444.774116596306,74.61677161,1.24384410498676,1.6856607889,0.4096,18.4249537939647,3.5426391961,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",1.25,0.352182518111362
"201104B",0.612783857,1.47,2.72159651,21.73058526,-9.38944702,0.937517892,1.19537497,0.605,-5.744727495,1.55046,0.375504055399796,2.1609,7.40708756324418,472.218335742129,88.1617153413869,0.878939797820124,1.4289213189025,0.366025,33.001893991809,2.4039262116,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",1.954,0.470410490975931
"210210A",0.84509804,1.53,3.72413045,21.12319546,-10.1403778,0.819543936,1.5451851,0.965,-6.008773924,1.85188,0.714190697211842,2.3409,13.8691476086172,446.189386441365,102.827261926733,0.671652263034372,2.38759699326201,0.931225,36.1053640697424,3.4294595344,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0.715,0.234264124378789
"210411C",0.681241237,1.6,2.93128506,21.05996459,-9.72925773,1.10720997,1.16829405,1.21,-5.920818754,1.88408,0.46408962298929,2.56,8.5924321029792,443.522108532054,94.6584559767648,1.2259139176674,1.3649109872654,1.4641,35.0560947177181,3.5497574464,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",2.826,0.582744965691277
"210517A",0.176091259,1.85,3.057651,21.15768338,-10.8415194,0.485721426,1.21043545,0.66,-6.823908741,1.71079,0.0310081314962051,3.4225,9.349229637801,447.647566008328,117.538542900576,0.235925303675473,1.4651539786167,0.4356,46.5657305054962,2.9268024241,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.086858896,0.25,0.057905931,"210517A",2.486,0.542327382773974
"210610B",1.130333768,0.98,2.89514,21.03780485,-9.19036,1.841234296,1.05139,0.78,-4.443697499,1.91684,1.27765442708108,0.9604,8.3818356196,442.589232906684,84.4627169296,3.39014373276662,1.1054209321,0.6084,19.7464474626189,3.6742755856,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",1.13,0.328379603438738
