"formula_idx","wins","formula"
2849,2,"Response ~  (AlphaSqr+log10T90Sqr+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr"
2877,2,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10FaSqr+log10T90Sqr"
3000,2,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10TaSqr+log10T90Sqr"
3432,2,"Response ~  (AlphaSqr+log10T90Sqr+PhotonIndexSqr+log10NHSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr"
5145,2,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+Alpha+log10PeakFluxSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
5630,2,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr"
41,1,"Response ~  (log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
145,1,"Response ~  (log10FaSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
195,1,"Response ~  (log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
210,1,"Response ~  (log10TaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
267,1,"Response ~  (log10T90Sqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr"
299,1,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10T90Sqr+AlphaSqr"
302,1,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
392,1,"Response ~  (AlphaSqr+Alpha+log10T90)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
453,1,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
712,1,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
739,1,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
815,1,"Response ~  (PhotonIndexSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
816,1,"Response ~  (log10TaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
850,1,"Response ~  (log10FaSqr+log10TaSqr+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10Fa+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10T90Sqr+AlphaSqr"
868,1,"Response ~  (log10FaSqr+Alpha+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
883,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
978,1,"Response ~  (log10NHSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10T90+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
984,1,"Response ~  (AlphaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
1012,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Ta+PhotonIndex)^2+log10NH+log10PeakFlux+log10Fa+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
1030,1,"Response ~  (log10PeakFluxSqr+Alpha+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr+AlphaSqr"
1082,1,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
1140,1,"Response ~  (AlphaSqr+log10T90Sqr+log10FaSqr+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr"
1318,1,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10Fa)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10T90+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
1460,1,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10TaSqr+log10T90Sqr"
1487,1,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux+log10NH)^2+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
