"","log10Ta","PhotonIndex","log10PeakFlux","log10Fa","log10NH","Alpha","log10T90","Gamma","Beta","log10Fluence","log10TaSqr","PhotonIndexSqr","log10PeakFluxSqr","log10FaSqr","log10NHSqr","AlphaSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10Ta_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Fa_opt","log10NH_opt","Alpha_opt","log10T90_opt","Gamma_opt","Beta_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"130420A",3.56731,1.52,0.531478917,-10.8728952,20.79265849,0.914676,2.091666958,2.29559,1.17,-5.148741651,12.7257006361,2.3104,0.282469839215493,118.219850030183,432.334647081769,0.836632184976,4.37507066318897,5.2697334481,1.3689,26.5095405887422,0.0412728533350444,0.05505,0.08535,0.0286905,0.005,0.018350471,0.25,0.025546734,"130420A",0,0,0,0,0,0,0,0,0,0,0,1.297,0.361160995195026
"130427A",3.95927797395222,1.21,2.519827994,-10.1837581861673,20.99021494,1.34124306142539,2.211734423,1.78644,0.899798897544626,-3.508638306,15.6758820750232,1.4641,6.34953311934606,103.708930794329,440.589123227399,1.79893294982175,4.89176915788314,3.1913678736,0.809638056022524,12.3105427623305,0.0563106258915239,0.810848750296994,0.611747975781305,0.27284143817503,0.199820981022009,0.00420285,0.02,0.006035512,"130427A",1,0.989819493488055,0.3025,0.6299569985,-2.54593954654182,5.247553735,0.335310765356348,0.55293360575,0.44661,0.224949724386157,-0.8771595765,0.34,0.127104798364808
"130511A",2.65954,1.35,0.113943352,-10.51570016,21.01365445,1.16497,0.73479983,2.06879,0.65,-6.657577319,7.0731530116,1.8225,0.0129830874649959,110.579949855024,441.573673344005,1.3571551009,0.539930790168029,4.2798920641,0.4225,44.3233357584632,0.176931769551824,0.0838,0.089385,0.04916,0.01,0.078962633,0.31,0.066814536,"130511A",0,0,0,0,0,0,0,0,0,0,0,1.3033,0.362350507594848
"130514A",3.68772,1.8,0.447158031,-10.7212464,21.19799139,1.17745,2.309630167,2.0604,0.65,-5.040958608,13.5992787984,3.24,0.199950304687797,114.945124369513,449.354838970514,1.3863885025,5.33439150831645,4.24524816,0.4225,25.4112636875693,0.0272768817014167,0.078,0.078365,0.04188,0.08,0.009544934,0.05,0.046531552,"130514A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"130604A",2.071571247,1.51,-0.096910013,-8.316052869,21.35024026,1.742079764,1.57634135,2.08823,0.98,-5.853871964,4.29140743139714,2.2801,0.00939155061966017,69.1567353200031,455.832759159725,3.0348419041383,2.48485205171982,4.3607045329,0.9604,34.2678169709052,0.0525216608675702,0.166441725,0.100184013,0.041653571,0.015,0.031021034,0.12,0.10857362,"130604A",0,0,0,0,0,0,0,0,0,0,0,1.06,0.313867220369153
"130606A",3.30222,1.52,0.414973348,-10.18045606,20.24962877,1.37571,2.441820772,1.86465,0.44,-5.537602002,10.9046569284,2.3104,0.172202879550329,103.641685589591,410.047465322812,1.8925780041,5.96248868257068,3.4769196225,0.1936,30.6650359325544,0.0303226795160044,0.06815,0.07782,0.05186,0.045,0.029951344,0.12,0.033407268,"130606A",0,0,0,0,0,0,0,0,0,0,0,5.913,0.839666556882433
"130702A",4.18662686117008,1.7069931932884,0.697313985603386,-10.5611189764663,21.1002489320261,1.37417766457743,1.770852012,1.95922507826468,0.874726114926412,-5.28621275756824,17.5278444746708,2.91382576193293,0.486246794518079,111.537234035077,445.220504993469,1.88836425382348,3.13591684840445,3.83856290730124,0.765145776134254,27.9440453182772,0.378773543191014,0.789723136746814,0.619739978945659,0.273906056156006,0.20274358986946,0.0328032555071814,0.171786515728631,0.043879736569635,"130702A",1,1.04665671529252,0.4267482983221,0.174328496400846,-2.64027974411658,5.27506223300653,0.343544416144357,0.442713003,0.48980626956617,0.218681528731603,-1.32155318939206,0.15,0.0606978403536116
"130831A",3.31959,1.93,1.133538908,-9.89279003,21.1181965423643,1.28481,1.511883361,1.79449,1.01,-5.187086643,11.0196777681,3.7249,1.28491045594983,97.8672945776674,445.978225201927,1.6507367361,2.28579129726866,3.2201943601,1.0201,26.905867841989,0.0249128885159663,0.054815,0.089045,0.06727,0.009011148,0.001336291,0.05,0.019160051,"130831A",0,0,0,0,0,0,0,0,0,0,0,0.4791,0.16999753706657
"131030A",2.84594,1.3,1.44870632,-9.294136288,20.84178667,1.11188,1.613841822,2.09466,0.693,-4.537602002,8.0993744836,1.69,2.09875000160794,86.3809693399184,434.38007159779,1.2362771344,2.60448542643628,4.3876005156,0.480249,20.5898319285544,0.0427179076225292,0.025175,0.027575,0.00815,0.0075,0,0.03,0.010818724,"131030A",0,0,0,0,0,0,0,0,0,0,0,1.295,0.36078268987328
"131105A",3.9488,1.45,0.544068044,-10.91009489,21.32749584,1.19347,2.050379756,2.24976,0.94,-5.148741651,15.59302144,2.1025,0.296010036501986,119.030170508804,454.862078805217,1.4243706409,4.20405714381462,5.0614200576,0.8836,26.5095405887422,0.0158047698317659,0.03335,0.047885,0.04544,0.005,0.030584118,0.11,0.074450483,"131105A",0,0,0,0,0,0,0,0,0,0,0,1.686,0.429106008332697
"140206A",3.59073,1.04,1.28780173,-9.730487056,22.00531353,1.22509,1.971275849,1.88134,0.672,-4.795880017,12.8933419329,1.0816,1.65843329579099,94.6823783469835,484.233823553601,1.5008455081,3.88592847285067,3.5394401956,0.451584,23.0004651374599,0.063811704252879,0.012995,0.021325,0.015545,0.021902336,0.008143022,0.15,0.011193157,"140206A",0,0,0,0,0,0,0,0,0,0,0,2.73,0.571708831808688
"140213A",3.829176603,1.8,1.371067862,-10.12551818,20.99187128,1.108879519,1.77815125,1.96657,0.83,-4.920818754,14.6625934569626,3.24,1.87982708220925,102.526118413511,440.658659836089,1.22961378765767,3.16182186787656,3.8673975649,0.6889,24.2144572097181,0.0189868108841264,0.06303582,0.068643889,0.021746292,0.005,0,0.04,0.014784493,"140213A",0,0,0,0,0,0,0,0,0,0,0,1.2076,0.343920385393226
"140419A",3.68383,1.21,0.69019608,-10.00568285,22.04094236,1.36898,1.976349979,1.87322,0.678,-4.795880017,13.5706034689,1.4641,0.476370628847366,100.113689294784,485.803140116842,1.8741062404,3.9059592394933,3.5089531684,0.459684,23.0004651374599,0.0175057628798656,0.023985,0.02442,0.017885,0.001,0,0.04,0.017726305,"140419A",0,0,0,0,0,0,0,0,0,0,0,3.956,0.695131297704026
"140423A",3.90552,1.33,0.322219295,-10.85078089,21.81946365,1.18974,2.127104798,2.06486,0.77,-5.026872146,15.2530864704,1.7689,0.103825274070297,117.739445922789,476.088993973671,1.4154812676,4.52457482167462,4.2636468196,0.5929,25.2694435722306,0.0745819195938403,0.05035,0.05495,0.045115,0.149849463,0.013860462,0.06,0.041361379,"140423A",0,0,0,0,0,0,0,0,0,0,0,3.26,0.629409599102719
"140430A",4.14388,2,0.397940009,-11.36251027,21.67796993,0.875171,2.239549721,2.15785,1.03,-5.958607315,17.1717414544,4,0.15835625076292,129.106639635855,469.934380285984,0.765924279241,5.01558295283118,4.6563166225,1.0609,35.5050011343715,0.00923562857095551,0.0861,0.13071,0.0833725,0.035,0.078962633,0.22,0.034743559,"140430A",0,0,0,0,0,0,0,0,0,0,0,1.6,0.414973347970818
"140506A",3.30686,1.68,1.037426498,-9.903089987,21.81764402,0.948932,2.045714059,1.74751,0.9,-5.552841969,10.9353230596,2.8224,1.07625373875254,98.0711912906197,476.009590583442,0.900471940624,4.18494601119025,3.0537912001,0.81,30.8340539326878,0.0373575732732516,0.05516,0.06882,0.01557,0.047966029,0.046531552,0.16,0.035859177,"140506A",0,0,0,0,0,0,0,0,0,0,0,0.889,0.276231957921834
"140509A",3.58709,1.59,0.204119983,-11.09770006,20.90144742,1.40649,1.17092730333444,1.93407,0.86,-5.920818754,12.8672146681,2.5281,0.0416649674599203,123.158946621724,436.870504251025,1.9782141201,1.37107074969406,3.7406267649,0.7396,35.0560947177181,0.151511196244019,0.08395,0.088715,0.10418,0.22,0.04379136,0.121212121,0.117055576617339,"140509A",0,0,0,0,0,0,0,0,0,0,0,2.4,0.531478917042255
"140512A",3.53686,1.45,0.832508913,-9.504455662,21.32824297,1.25134,2.189770956,1.84304,0.871,-4.853871964,12.5093786596,2.1025,0.693071090224441,90.3346774309239,454.893948187355,1.5658517956,4.79509683974115,3.3967964416,0.758641,23.5600730429052,0.0134302087658966,0.01504,0.022285,0.02006,0.002482817,0.00930631,0.04,0.019160051,"140512A",0,0,0,0,0,0,0,0,0,0,0,0.725,0.236789099409293
"140518A",3.77824,0.92,0,-11.31158018,22.46148952,1.64981,1.781755375,1.93772,0.94,-6,14.2750974976,0.8464,0,127.951846168569,504.51851145707,2.7218730361,3.17465221634139,3.7547587984,0.8836,36,0.0174377429302028,0.09045,0.070125,0.18819,0,0.043429448,0.61,0.043429448,"140518A",0,0,0,0,0,0,0,0,0,0,0,4.707,0.756407872548958
"140614A",3.70006,1.5,-1.4317581319867,-10.9589,20.95374423,1.35595,2.857332496,1.77015,0.83,-5.886056648,13.6904440036,2.25,2.04993134851004,120.09748921,439.059397256258,1.8386004025,8.16434899269759,3.1334310225,0.6889,34.645662863465,0.0965452754396361,0.1129,0.098945,0.093145,0.05,0.133629071,0.46,0.163321606984505,"140614A",0,0,0,0,0,0,0,0,0,0,0,4.233,0.718750734739665
"140629A",2.85608,1.86,0.62324929,-9.847711656,21.74269921,1.16056,1.62324929,1.95996,0.815,-5.619788758,8.1571929664,3.4596,0.388439677485504,96.9774248597183,472.744968936535,1.3468995136,2.6349382574855,3.8414432016,0.664225,31.5820256845432,0.119342969960682,0.042785,0.06161,0.03501,0.001678552,0.036191207,0.11,0.041361379,"140629A",0,0,0,0,0,0,0,0,0,0,0,2.275,0.515211304327802
"140801A",3.87718445366434,1.83370502309806,0.574153872694756,-10.8435364146468,20.8744034307407,1.14844235741706,0.84509804,2.01128440967262,0.895029637024638,-6.05905855564194,15.0325592877364,3.36247411173506,0.329652669530386,117.582281975771,435.740718589319,1.31891984830965,0.714190697211842,4.04526497659214,0.801078051152455,36.7121905806978,0.378773543191014,0.788791067073044,0.602014434246052,0.276976720525835,0.201035203648677,0.0466131295127891,0.249571169609986,0.0548014009952138,"140801A",1,0.969296113416085,0.458426255774515,0.143538468173689,-2.7108841036617,5.21860085768517,0.287110589354265,0.21127451,0.502821102418155,0.22375740925616,-1.51476463891048,1.32,0.3654879848909
"140907A",3.87721028456465,1.72,0.397940009,-10.6857139523263,21.4811071,1.21393049427921,1.898725182,2.00735,0.92398213102974,-5.366531544,15.0327595907339,2.9584,0.15835625076292,114.184482670941,461.43796224167,1.47362724494097,3.60515731676093,4.0294540225,0.85374297846226,28.799660812747,0.378773543191014,0.7964958884762,0.603107305107888,0.272323313841089,0.199988768491422,0.020199743,0.07,0.034743559,"140907A",1,0.969302571141162,0.43,0.09948500225,-2.67142848808157,5.370276775,0.303482623569802,0.4746812955,0.5018375,0.230995532757435,-1.341632886,1.21,0.344392273685111
"141004A",3.30337,1.86,0.785329835,-10.61083392,21.49730845,1.54959,0.593286067,1.79496,1.08,-6.173925197,10.9122533569,3.4596,0.616742949741127,112.589796477823,462.134270594441,2.4012291681,0.351988357296328,3.2218814016,1.1664,38.1173523381515,0.118918281385487,0.0853,0.081935,0.09774,0.005,0.019446022,0.08,0.021358745,"141004A",0,0,0,0,0,0,0,0,0,0,0,0.573,0.196728722623287
"141121A",5.76634,1.73,-0.045757491,-12.65757732,21.59590717,2.33322,2.74028372,1.93447,0.82,-5.27572413,33.2506769956,2.9929,0.00209374798261508,160.214263611778,466.383206495257,5.4439155684,7.50915486609704,3.7421741809,0.6724,27.8332650958643,0.0298708467389642,0.1675,0.090095,0.2969,0.01,0.032776942,0.13,0.144764827,"141121A",0,0,0,0,0,0,0,0,0,0,0,1.47,0.392696953259666
"141220A",2.77561,0.62,0.949390007,-9.872830386,21.48574413,1.42066,0.857935265,1.80565,1.1,-5.585026652,7.7040108721,0.3844,0.90134138539146,97.4727798307249,461.63720081983,2.0182748356,0.73605291893062,3.2603719225,1.21,31.1925227035503,0.0285379269708387,0.042455,0.057375,0.050735,0.07,0.016703634,0.38,0.034157993,"141220A",0,0,0,0,0,0,0,0,0,0,0,1.3195,0.365394376854778
"141221A",3.37874017482047,1.74,0.491361694,-10.230793986168,21.46788768,1.33522003210347,1.567026366,2.22288,0.855852532088245,-5.677780705,11.4158851689459,3.0276,0.24143631433055,104.669145587411,460.870201441096,1.78281253413039,2.45557163173917,4.9411954944,0.73248355668186,32.2371937340703,0.378773543191014,0.798027630337047,0.615670884259651,0.271787395803345,0.2068170239764,0.02068069,0.08,0.028018999,"141221A",1,0.844685043705118,0.435,0.1228404235,-2.557698496542,5.36697192,0.333805008025867,0.3917565915,0.55572,0.213963133022061,-1.41944517625,1.45,0.389166084364532
"150120B",3.39431,2.2,0.079181246,-10.79048499,21.52664292,1.17705,2.01762288488796,2.01678,0.92,-6.26760624,11.5213403761,4.84,0.00626966971811252,116.434566319415,463.396355405186,1.3854467025,4.07080210562361,4.0674015684,0.8464,39.2828879796869,0.0141299769251024,0.0711,0.090535,0.057705,0.005,0.039006078,0.151515152,0.0542106768002651,"150120B",0,0,0,0,0,0,0,0,0,0,0,3.5,0.653212513775344
"150314A",2.49217,1.08,1.58546073,-8.609064893,22.01715025,1.19079,1.169968174,1.84772,0.73,-4.657577319,6.2109113089,1.1664,2.51368572637213,74.1159983318851,484.754905131075,1.4179808241,1.36882552817289,3.4140691984,0.5329,21.6930264824632,0.07726686575266,0.015025,0.015855,0.009925,0,0.005922197,0.03,0.010152339,"150314A",0,0,0,0,0,0,0,0,0,0,0,1.758,0.440594261839831
"150323A",3.69305897585595,1.85,0.73239376,-10.9625877671292,21.69269626,1.00734282435901,2.174931594,2.0639,0.935662491321187,-5.214670165,13.6386845991502,3.4225,0.536400619686938,120.178330552011,470.573071028618,1.01473956578759,4.73032743857938,4.25968321,0.87546429766537,27.1927849297411,0.204728382319217,0.784902131855893,0.612173863813585,0.280097936457785,0.204555994876509,0.014239163,0.07,0.024127471,"150323A",1,0.923264743963987,0.4625,0.18309844,-2.7406469417823,5.423174065,0.251835706089752,0.5437328985,0.515975,0.233915622830297,-1.30366754125,0.593,0.202215775801131
"150403A",3.19694,1.23,1.245512668,-8.821023053,21.79039707,1.24471,1.611723308,1.70996,0.679,-4.769551079,10.2204253636,1.5129,1.55130180614848,77.8104477015574,474.821404468265,1.5493029841,2.59765202155046,2.9239632016,0.461041,22.7486174951901,0.127565659236116,0.005105,0.006975,0.00458,0,0.00766402,0.04,0.014805494,"150403A",0,0,0,0,0,0,0,0,0,0,0,2.06,0.48572142648158
"150821A",2.95174,2.1,-1.49776679460977,-8.853871964,22.340573,1.82628,2.23578087,2.21622,0.848,-6.102372909,8.7127690276,4.41,2.24330537103562,78.3910487549052,499.101201968329,3.3352986384,4.99871609865796,4.9116310884,0.719104,37.2389551204971,0.249936990327389,0.021105,0.015485,0.027365,5e-04,0.104450572,0.37,0.188398851647283,"150821A",0,0,0,0,0,0,0,0,0,0,0,0.755,0.244277120801843
"150910A",3.42960924575521,1.42,0.041392685,-10.0234595108317,20.842422,1.33606210314541,2.049992857,1.78547,0.882754954271035,-5.318758763,11.7622195785696,2.0164,0.00171335437150922,100.469740565282,434.406554826084,1.78506194346134,4.20247071375102,3.1879031209,0.779256309290057,28.2891947789893,0.0207895824764161,0.79706514260548,0.610040107232412,0.273494447595604,0.202174994510635,0.036191207,0.12,0.157925266,"150910A",1,0.857402311438803,0.355,0.01034817125,-2.50586487770792,5.2106055,0.334015525786353,0.51249821425,0.4463675,0.220688738567759,-1.32968969075,1.3585,0.372635880581721
"151021A",3.15765,1.57,0.986771734,-9.642065153,22.33647975,1.33346,2.042181595,1.96079,1.27,-4.552841969,9.9707535225,2.4649,0.973718455021367,92.9694204146969,498.91832762216,1.7781155716,4.17050566695674,3.8446974241,1.6129,20.7283699946878,0.0143797213110485,0.06282,0.05208,0.02141,0.04,0.015510517,0.04,0.035818102,"151021A",0,0,0,0,0,0,0,0,0,0,0,2.33,0.52244423350632
"151027A",3.99907,1.72,0.832508913,-9.935542011,21.65076489,1.74508,2.11290649,2.00612,0.9235,-5.107905397,15.9925608649,2.9584,0.693071090224441,98.7149950523459,468.755620322057,3.0453042064,4.46437383548412,4.0245174544,0.85285225,26.0906975447017,0.0183350782696789,0.02221,0.01731,0.02499,0.002440971,0.011135756,0.05,0.038320101,"151027A",0,0,0,0,0,0,0,0,0,0,0,0.81,0.257678574869184
"151215A",3.06337,1.99,0.204119983,-10.72815839,21.61973178,1.07478,1.250420002,2.20942,1.015,-6.508638306,9.3842357569,3.9601,0.0416649674599203,115.093382440927,467.412802239142,1.1551520484,1.56355018140168,4.8815367364,1.030225,42.3623725983306,0.0244827442519859,0.093,0.11588,0.071395,0.35435971,0.098066496,0.33,0.05428681,"151215A",0,0,0,0,0,0,0,0,0,0,0,2.59,0.555094448578319
"160117B",4.10299,1.73,-0.705929807788426,-11.74958,20.95374423,0.973333,0.697062187810827,1.83834,0.64,-6.4710833,16.8345269401,2.9929,0.498336893524204,138.0526301764,439.059397256258,0.947377128889,0.485895693675617,3.3794939556,0.4096,41.8749190755389,0.214744065864423,0.12265,0.162075,0.093958,0.015,0.005627928835757,0.0041822719666068,0.122191721784807,"160117B",0,0,0,0,0,0,0,0,0,0,0,0.87,0.271841606536499
"160121A",3.8244,1.77,0.079181246,-11.17263073,21.49730845,0.798663,1.079181246,2.2054,1.02,-6.214670165,14.62603536,3.1329,0.00626966971811252,124.82767742894,462.134270594441,0.637862587569,1.16463216171811,4.86378916,1.0404,38.6221252597411,0.0862757376305275,0.0694,0.120385,0.106048,0.03,0.035597908,0.13,0.072382414,"160121A",0,0,0,0,0,0,0,0,0,0,0,1.96,0.471291711058939
"160131A",3.80818114790885,1.24,0.806179974,-10.1336129011474,21.680967,1.35745636156938,2.511883361,2.02332,0.925084937806149,-4.690369833,14.5022436552884,1.5376,0.649926150478641,102.690110430301,470.064330055089,1.84268777356518,6.30955801926866,4.0938238224,0.855782142155807,21.9995691703164,0.378773543191014,0.795726721769135,0.609756681412734,0.276993760713762,0.197364230899058,0.010644473,0.05,0.020357554,"160131A",1,0.952045286977212,0.31,0.2015449935,-2.53340322528685,5.42024175,0.339364090392345,0.62797084025,0.50583,0.231271234451537,-1.17259245825,0.972,0.294906910605192
"160203A",3.66139836,1.93,0.113943352,-11.36754271,22.0158332,1.146279559,1.305351369,1.75592,0.61,-5.920818754,13.4058379506107,3.7249,0.0129830874649959,129.221027263674,484.696911490222,1.31395682738123,1.70394219655017,3.0832550464,0.3721,35.0560947177181,0.0695758261024457,0.08458679,0.087010427,0.0601909,0.25,0.036191207,0.2,0.133629071,"160203A",0,0,0,0,0,0,0,0,0,0,0,3.52,0.655138434811382
"160227A",4.47751,0.75,-0.22184875,-10.99567863,21.4198963,1.10229,2.500373714,1.72551,0.679,-5.508638306,20.0480958001,0.5625,0.0492168678765625,120.904948534239,458.811957502754,1.2150432441,6.25186870966215,2.9773847601,0.461041,30.3450959863305,0.103418641469029,0.03055,0.03885,0.03434,0.001,0.028018999,0.51,0.072382414,"160227A",0,0,0,0,0,0,0,0,0,0,0,2.38,0.528916700277655
"160327A",3.76407,1.84,0.255272505,-11.22402567,20.72655851,1.49693,1.447158031,1.93554,0.78,-5.853871964,14.1682229649,3.3856,0.065164051808975,125.978752240819,429.590227668453,2.2407994249,2.0942663666878,3.7463150916,0.6084,34.2678169709052,0.143091047665439,0.0673,0.06033,0.1004,0.02,0.031021034,0.11,0.048254942,"160327A",0,0,0,0,0,0,0,0,0,0,0,4.99,0.777426822389311
"160425A",3.66655177582327,2.2,0.447158031,-10.7114056395816,22.05510681,1.14623922063848,2.483701382,2.51113,0.971073722479406,-5.677780705,13.4436019247928,4.84,0.199950304687797,114.73421077566,486.427736400508,1.31386435092991,6.16877255494871,6.3057738769,0.94298417449001,32.2371937340703,0.204728382319217,0.799582935371628,0.623329394797868,0.293947644726894,0.213632027480805,0.041361379,0.18,0.031021034,"160425A",1,0.916637943955818,0.55,0.11178950775,-2.6778514098954,5.5137767025,0.28655980515962,0.6209253455,0.6277825,0.242768430619852,-1.41944517625,0.555,0.191730393362856
"160804A",4.38419,1.4,0.462397998,-11.5214335,21.30214687,0.948229,2.15896526,1.87827,0.92,-4.943095149,19.2211219561,1.96,0.213811908554408,132.743429894922,453.781461271051,0.899138236441,4.66113099388687,3.5278981929,0.8464,24.4341896520673,0.057915224642575,0.05875,0.095375,0.070062,0.005,0.011428802,0.23,0.044927015,"160804A",0,0,0,0,0,0,0,0,0,0,0,0.736,0.239549720840473
"161014A",3.80361132471834,1.47,0.462397998,-10.798391370304,22.18657496,1.39025459932307,1.26245109,1.83236,0.908995250505066,-5.721246399,14.4674591095256,2.1609,0.213811908554408,116.605256186256,492.244108455699,1.93280785093895,1.59378275464219,3.3575431696,0.826272365440768,32.7326603580705,0.0563106258915239,0.792912868776761,0.609900341350264,0.283989266004151,0.19888078995799,0.045715209,0.15,0.089854031,"161014A",1,0.950902831179585,0.3675,0.1155994995,-2.699597842576,5.54664374,0.347563649830767,0.3156127725,0.45809,0.227248812626267,-1.43031159975,2.823,0.582404298019028
"161023A",3.99924014524184,1.48429488273099,0.588209791507229,-10.4538890190766,21.1872488303853,1.39084738326033,1.643452676,1.95429741445854,0.89411151273787,-5.42056598348586,15.993921739314,2.2031312989014,0.345990758824978,109.28379562317,448.899513000663,1.93445644352211,2.70093669825156,3.81927838415933,0.799435397210402,29.382535581324,0.378773543191014,0.784881242530846,0.602610452720521,0.274782552697361,0.200915613526128,0.0255406174190192,0.159030747217934,0.0451456901736497,"161023A",1,0.99981003631046,0.371073720682748,0.147052447876807,-2.61347225476915,5.29681220759633,0.347711845815083,0.410863169,0.488574353614635,0.223527878184468,-1.35514149587146,2.71,0.569373909615046
"161108A",4.69106,1.85,-0.22184875,-11.81247928,21.16074757,0.883711,2.021602716,2.00325,0.84,-5.958607315,22.0060439236,3.4225,0.0492168678765625,139.534666740429,447.777237721261,0.780945131521,4.08687754133858,4.0130105625,0.7056,35.5050011343715,0.0491496346156657,0.13355,0.18179,0.0812555,0.005,0.039481317,0.17,0.072382414,"161108A",0,0,0,0,0,0,0,0,0,0,0,1.159,0.334252642334231
"161117A",4.08464,1.19,0.832508913,-10.74958,21.87736847,1.141,2.099335278,1.92624,1.375,-4.698970004,16.6842839296,1.4161,0.693071090224441,115.5534701764,478.61925117215,1.301881,4.40720860945534,3.7104005376,1.890625,22.0803190984918,0.00378540226960351,0.03835,0.04019,0.02365,0.674290141,0,0.12,0.019160051,"161117A",0,0,0,0,0,0,0,0,0,0,0,1.549,0.406369835469268
"161219B",4.0135,1.29,0.72427587,-10.13667714,21.16590877,0.871656,0.84135947,1.86204,0.73,-5.823908741,16.10818225,1.6641,0.524575535864257,102.752223440599,447.995694059963,0.759784182336,0.707885757758681,3.4671929616,0.5329,33.9179130234962,0.0495608716177928,0.0277,0.03841,0.008668,0,0.028952965,0.35,0.032776942,"161219B",0,0,0,0,0,0,0,0,0,0,0,0.1475,0.0597526942092988
"170113A",3.75824691304816,0.75,0.041392685,-10.7194181288619,21.4429483,1.26257989769983,1.315130317,1.81917,0.910178404460602,-6.173925197,14.124419859436,0.5625,0.00171335437150922,114.905925021373,459.800031796473,1.59410799807571,1.72956775069252,3.3093794889,0.828424727946447,38.1173523381515,0.0442926372724909,0.799805682921684,0.610427800841427,0.281259510697309,0.199228445128044,0.04537405,0.59,0.039481317,"170113A",1,0.93956172826204,0.1875,0.01034817125,-2.67985453221547,5.360737075,0.315644974424957,0.32878257925,0.4547925,0.22754460111515,-1.54348129925,1.968,0.472463896606989
"170202A",3.77629,1.68,0.672097858,-10.65364703,21.7153121,1.1958,1.664641976,1.99768,1.04,-5.48148606,14.2603661641,2.8224,0.451715530728188,113.500195039828,471.554779600406,1.42993764,2.77103290826118,3.9907253824,1.0816,30.0466894259743,0.10761765896651,0.04485,0.068655,0.059155,0,0.013160439,0.07,0.027720924,"170202A",0,0,0,0,0,0,0,0,0,0,0,3.645,0.666985718329661
"170405A",3.6300738,1.59,-0.0335186812736592,-10.31069114,21.19589965,1.81152426,2.216693599,1.8473,0.612,-5.431798276,13.1774357934464,2.5281,0.00112350199432515,106.310351784474,449.26616197287,3.28162014456855,4.91373051184757,3.41251729,0.374544,29.5044325111566,0.0933217274509788,0.048255345,0.035670699,0.072401387,0.0475,0.035213066,0.12,0.153952769308304,"170405A",0,0,0,0,0,0,0,0,0,0,0,3.51,0.65417654187796
"170519A",4.1513,1.94,-0.15490196,-11.06348626,21.33992622,1.37345,2.335257256,1.97351,0.975,-5.958607315,17.23329169,3.7636,0.0239946172118416,122.400728225209,455.392451075043,1.8863649025,5.45342645170065,3.8947417201,0.950625,35.5050011343715,0.0991498519285518,0.053,0.052235,0.066745,0.224423613,0.078962633,0.26,0.062042069,"170519A",0,0,0,0,0,0,0,0,0,0,0,0.818,0.259593878885949
"170531B",3.80257,1.95,-0.096910013,-11.39577395,20.53466438,1.02082,2.215187969,2.06685,0.99,-5.698970004,14.4595386049,3.8025,0.00939155061966017,129.863663919499,421.672441199241,1.0420734724,4.90705773800235,4.2718689225,0.9801,32.4782591064918,0.0233394026693868,0.08415,0.11435,0.107427,0.035,0.043429448,0.14,0.10857362,"170531B",0,0,0,0,0,0,0,0,0,0,0,2.366,0.527114111639805
"170607A",3.87125531242437,1.61,1.08334542328181,-10.4649372725555,20.90203663,1.20941072318456,1.361727836,1.94001,0.914493981331987,-5.124938737,14.9866176939739,2.5921,1.17363730614564,109.514912118521,436.895135281862,1.4626742973538,1.85430269933724,3.7636388001,0.836299241892429,26.2649970580032,0.378773543191014,0.788999066137072,0.606844839487258,0.273975534925167,0.198736034244263,0.017371779,0.07,0.0231184496675564,"170607A",1,0.967813828106093,0.4025,0.270836355820453,-2.61623431813888,5.2255091575,0.30235268079614,0.340431959,0.4850025,0.228623495332997,-1.28123468425,0.557,0.19228861256812
"170705A",3.63746,1.65,1.1430148,-10.18641901,21.08891889,0.774169,2.337059726,1.89159,0.66,-5.022276395,13.2311152516,2.7225,1.30648283301904,103.763132247289,444.742499948999,0.599337640561,5.4618481628912,3.5781127281,0.4356,25.2232601877742,0.0361306862803674,0.04055,0.06603,0.027333,0.005,0.013714563,0.05,0.012497683,"170705A",0,0,0,0,0,0,0,0,0,0,0,2.01,0.478566495593843
"170714A",3.98238008442486,1.76,-0.397940009,-11.0106671321035,21.06857952,1.62128934672661,3,1.84715,0.91685704098147,-5.552841969,15.8593511368238,3.0976,0.15835625076292,121.234790693984,443.885042990563,2.6285791458092,9,3.4119631225,0.840626833597297,30.8340539326878,0.0563106258915239,0.807372252408941,0.607769605142228,0.382447859392103,0.198661258061709,0.046531552,0.17,0.217147241,"170714A",1,0.995595021106215,0.44,-0.09948500225,-2.75266678302587,5.26714488,0.405322336681653,0.75,0.4617875,0.229214260245368,-1.38821049225,0.793,0.253580289562183
"170903A",4.41384,1.94,0.591064607,-11.26042766,21.73970839,0.971187,1.465382851,2.20256,1.14,-5.619788758,19.4819835456,3.7636,0.349357369648064,126.797231086093,472.614920882236,0.943204188969,2.14734690000489,4.8512705536,1.2996,31.5820256845432,0.0534696645518069,0.04095,0.065935,0.051271,0.005,0.036191207,0.12,0.05567878,"170903A",0,0,0,0,0,0,0,0,0,0,0,0.886,0.27554168840131
