"","PhotonIndex","log10PeakFlux","log10Ta","log10NH","log10Fa","Alpha","log10T90","Beta","Gamma","log10Fluence","PhotonIndexSqr","log10PeakFluxSqr","log10TaSqr","log10NHSqr","log10FaSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","PhotonIndex_opt","log10PeakFlux_opt","log10Ta_opt","log10NH_opt","log10Fa_opt","Alpha_opt","log10T90_opt","Beta_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"090618A",1.42,1.589949601,3.67275453,21.39200012,-9.640164518,1.30942861,2.05388479,0.8945,1.82831,-3.978810701,2.0164,2.52793973372006,13.4891258376355,457.61766913408,92.9327719341062,1.71460328468653,4.21844273059334,0.80013025,3.3427174561,15.8309345943921,0.00227692361547263,0.009695255,0.014245613,0.010591616,0.002482662,0.004136138,0.08,0.008931506,"090618A",0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"090726A",2.25,-0.15490196,3.45991938642615,22.02689264,-10.5476439906609,1.23938142397095,1.773054693,0.96419891146577,2.4288,-6.065501549,5.0625,0.0239946172118416,11.9710421605675,485.183999374086,111.252793753725,1.53606631408426,3.14372294436932,0.929679540871776,5.89906944,36.7903090409214,0.0563106258915239,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.050499358,0.19,0.124084138,"090726A",1,0.5625,-0.03872549,0.864979846606537,5.50672316,-2.63691099766522,0.309845355992737,0.44326367325,0.241049727866442,0.6072,-1.51637538725,2.71,0.569373909615046
"090809A",1.34,0.041392685,4.56066,21.91952315,-11.8559,1.6367,0.73239376,0.96,1.94644,-6.468521083,1.7956,0.00171335437150922,20.7996196356,480.465495123386,140.56236481,2.67878689,0.536400619686938,0.9216,3.7886286736,41.8417650012155,0.0978170519448906,0.338,0.237865,0.319405,0.01,0.063866836,0.24,0.078962633,"090809A",0,0,0,0,0,0,0,0,0,0,0,2.737,0.572523097849638
"090812A",1.24,0.556302501,3.52924,21.77771022,-10.16730017,1.37252,1.824125834,0.53,1.88559,-5.236572006,1.5376,0.309472472618855,12.4555349776,474.268662426292,103.373992746882,1.8838111504,3.3274350582662,0.2809,3.5554496481,27.4216863740229,0.0954430381608785,0.10615,0.13258,0.08412,0.015,0.014975672,0.05,0.024127471,"090812A",0,0,0,0,0,0,0,0,0,0,0,2.452,0.538070787043172
"090927A",1.8,0.301029996,4.20121889,21.01785522,-11.6716204,1.13087741,0.342422681,0.92,2.06549,-6.698970004,3.24,0.09061905849176,17.6502401616928,441.750238048881,136.226722761696,1.27888371644831,0.117253292463228,0.8464,4.2662489401,44.8761991144918,0.0791400972158072,0.076268475,0.093241949,0.074843971,0.01,0.065144172,0.2,0.043429448,"090927A",0,0,0,0,0,0,0,0,0,0,0,1.37,0.374748346010104
"091018A",1.77,1.012837225,2.89655535,21.19187281,-9.627087997,1.18074867,0.639486489,0.91,1.98015,-5.853871964,3.1329,1.0258392443457,8.39003289561362,449.095473195217,92.6808233019815,1.39416742170677,0.408942969613547,0.8281,3.9209940225,34.2678169709052,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",1.53,0.62324929,2.95265011,21.70587483,-9.71219827,1.17417264,1.590061231,0.895,2.08587,-5.431798276,2.3409,0.388439677485504,8.71814267208301,471.145002135627,94.326795235791,1.37868138852457,2.52829471832924,0.801025,4.3508536569,29.5044325111566,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,0,0,0,0,1.71,0.432969290874406
"091024A",1.2,0.301029996,3.80877827871158,22.23512426,-10.1346733131836,1.58453239672165,1.995196292,0.905700019549184,1.49013,-5.214670165,1.44,0.09061905849176,14.5067919763851,494.40075085764,102.711603164956,2.51074291626046,3.98080824361055,0.820292525411392,2.2204874169,27.1927849297411,0.0202577864729536,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.021358745,0.08,0.065144172,"091024A",1,0.3,0.075257499,0.952194569677895,5.558781065,-2.5336683282959,0.396133099180413,0.498799073,0.226425004887296,0.3725325,-1.30366754125,1.09,0.320146286111054
"091029A",1.46,0.255272505,4.30368998,21.45058625,-11.34678749,1.12123368,1.593286067,1.064,2.11535,-5.619788758,2.1316,0.065164051808975,18.5217474439524,460.127650468689,128.74958634322,1.25716496516634,2.53856049129633,1.132096,4.4747056225,31.5820256845432,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,0,0,0,0,2.752,0.574262829707027
"091109A",1.31,0.113943352,3.37933883,21.89596701,-11.14630179,1.06152816,1.681241237,0.89,1.96352,-5.795880017,1.7161,0.0129830874649959,11.4199309279458,479.433371303008,124.240043593757,1.12684203447299,2.82657209698929,0.7921,3.8554107904,33.5922251714599,0.15117163716416,0.05941034,0.074268877,0.033719571,0.03,0.05428681,0.25,0.133629071,"091109A",0,0,0,0,0,0,0,0,0,0,0,3.076,0.610234175334389
"091127A",2.05,1.667452953,3.98466812,20.87872913,-9.844663963,1.39581701,0.84260924,0.758,1.80187,-5.045757491,4.2025,2.78039935046842,15.8775800265443,435.921330083911,96.9174085443909,1.94830512540534,0.709990331333378,0.574564,3.2467354969,25.4596686579826,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",1.74,1.181843588,3.31388094,21.91211094,-10.18045606,1.1606541,1.173186268,0.86,2.03333,-5.48148606,3.0276,1.39675426649671,10.9818068844953,480.140605846868,103.641685589591,1.34711793984681,1.37636601942377,0.7396,4.1344308889,30.0466894259743,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,0,0,0,0,1.063,0.314499227973151
"100219A",1.34,-0.397940009,3.18236502282928,21.38058204,-10.7764298407244,1.52685295616106,1.274157849,0.861664216956449,1.58721,-6.431798276,1.7956,0.15835625076292,10.1274471385272,457.129288369171,116.131440112055,2.33127994973777,1.62347822416831,0.74246522278317,2.5192355841,41.3680290631566,0.199990220376636,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.070426132,0.25,0.10857362,"100219A",1,0.335,-0.09948500225,0.79559125570732,5.34514551,-2.6941074601811,0.381713239040265,0.31853946225,0.215416054239112,0.3968025,-1.607949569,4.67,0.753583058892907
"100316B",2.23,0.113943352,3.5543767,21.41315218,-11.1481304,1.36246063,0.579783597,1.08,2.23535,-6.698970004,4.9729,0.0129830874649959,12.6335937255029,458.523086283839,124.280811415404,1.8562989683,0.336149019350258,1.1664,4.9967896225,44.8761991144918,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,0,0,0,0,1.18,0.338456493604605
"100418A",2.16,0,5.54363,22.10710478,-12.48811664,1.81145,0.84509804,0.84,2.26662,-6.468521083,4.6656,0,30.7318335769,488.724081753899,155.953057214245,3.2813511025,0.714190697211842,0.7056,5.1375662244,41.8417650012155,0.059763875267383,0.10745,0.075475,0.16786,0.01,0.063866836,0.25,0.086858896,"100418A",0,0,0,0,0,0,0,0,0,0,0,0.6235,0.21045229296202
"100425A",2.42,0.146128036,3.60199415,20.53466438,-11.50168945,0.86819371,1.568201724,1.46,2.17077,-6.327902142,5.8564,0.0213534029052173,12.9743618566342,421.672441199241,132.288860204241,0.753760318083564,2.45925664715657,2.1316,4.7122423929,40.0423455187282,0.0442926372724909,0.070859065,0.115125536,0.055076895,0.035,0.083162773,0.32,0.062042069,"100425A",0,0,0,0,0,0,0,0,0,0,0,1.755,0.440121603187804
"100513A",1.62,-0.22184875,3.74522911,22.05240534,-11.57186521,0.96306136,1.924279286,1.36,2.25722,-5.853871964,2.6244,0.0492168678765625,14.0267410863914,486.30858127966,133.908064438408,0.92748718312505,3.70285077052867,1.8496,5.0950421284,34.2678169709052,0.0768849139302361,0.09817689,0.128616618,0.061569437,0.025,0.031021034,0.14,0.072382414,"100513A",0,0,0,0,0,0,0,0,0,0,0,4.772,0.761326322421457
"100704A",1.73,0.633468456,3.62503495,21.52730245,-10.35163999,1.01294211,2.2955671,1.29,2.11575,-5.22184875,2.9929,0.401282284747024,13.1408783887215,463.424750773776,107.156450482567,1.02605171821125,5.26962831060241,1.6641,4.4763980625,27.2677043678766,0.0511462884983093,0.04763446,0.053639373,0.01813996,0.01,0.014476483,0.06,0.020199743,"100704A",0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"100728A",1.18,0.707570176,4.03148606,21.52592288,-10.17587417,1.5588143,2.297760511,0.96,1.90402,-4.420216403,1.3924,0.500655553964671,16.2528798519743,463.365355835707,103.548415123673,2.42990202188449,5.27970336591098,0.9216,3.6252921604,19.5383130493503,0.0276692267863542,0.0760751,0.053762484,0.034265796,0.005,0,0.02,0.017031156,"100728A",0,0,0,0,0,0,0,0,0,0,0,1.567,0.409425868671443
"100814A",1.47,0.397940009,5.22729477,20.89608288,-11.49349497,1.76532941,2.241795431,1.1425,1.89414,-5.045757491,2.1609,0.15835625076292,27.3246106124694,436.646279727829,132.100426625415,3.11638792581095,5.02564675445248,1.30530625,3.5877663396,25.4596686579826,0.0235643330529017,0.04362636,0.035347138,0.084015169,0.01745135,0.009650988,0.04,0.034743559,"100814A",0,0,0,0,0,0,0,0,0,0,0,1.44,0.387389826338729
"100816A",0.73,1.037426498,3.97801299,21.34783526,-11.5559552,1.04455013,0.462397998,1.09,1.91138,-5.698970004,0.5329,1.07625373875254,15.8245873486087,455.730070288099,133.540100584407,1.09108497408302,0.213811908554408,1.1881,3.6533735044,32.4782591064918,0.0930248425840856,0.08674922,0.112014005,0.047175154,0.015,0.021714724,0.24,0.015937412,"100816A",0,0,0,0,0,0,0,0,0,0,0,0.804,0.256236533205923
"100901A",1.52,-0.096910013,4.91124,21.53188109,-11.34103516,1.50754,2.64246452,1.075,1.98285,-5.677780705,2.3104,0.00939155061966017,24.1202783376,463.6219032739,128.619078500356,2.2726768516,6.98261873945883,1.155625,3.9316941225,32.2371937340703,0.0223211438768381,0.0283,0.02425,0.036255,5e-04,0.062042069,0.21,0.10857362,"100901A",0,0,0,0,0,0,0,0,0,0,0,1.408,0.381656482585787
"100906A",1.78,1.004321374,3.94074768,21.96198081,-10.4698003,1.71220056,2.058426024,0.87,2.02817,-4.920818754,3.1684,1.00866142227325,15.5294922774254,482.328601098808,109.61671832188,2.93163075766431,4.23711769628045,0.7569,4.1134735489,24.2144572097181,0.00604043448603348,0.048743085,0.039933316,0.059340084,0,0,0.03,0.017199781,"100906A",0,0,0,0,0,0,0,0,0,0,0,1.727,0.43568513794163
"101219B",1.56,-0.22184875,4.42003952,20.49692965,-11.99567863,0.66918137,1.531478917,0.94,1.85684,-5.677780705,2.4336,0.0492168678765625,19.5367493583618,420.124125077049,143.896305794239,0.447803705955077,2.34542767321549,0.8836,3.4478547856,32.2371937340703,0.0692396240032236,0.089446275,0.166829365,0.039390628,0.105,0.082722758,0.16,0.217147241,"101219B",0,0,0,0,0,0,0,0,0,0,0,0.55,0.190331698170291
"101225A",1.82,-0.338610804708651,4.30087089160906,21.11770968,-11.2927372566098,0.751816972390615,3.036628895,0.908147581251555,1.81612,-5.721246399,3.3124,0.11465727706544,18.4974904262901,445.957662128766,127.525914746823,0.565228759974591,9.22111504594892,0.82473202933305,3.2982918544,32.7326603580705,0.0658325115034435,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.091430417,0.32,0.109322034911467,"101225A",1,0.455,-0.0846527011771628,1.07521772290227,5.27942742,-2.82318431415245,0.187954243097654,0.75915722375,0.227036895312889,0.45403,-1.43031159975,0.33,0.123851640967086
"110205A",1.8,0.556302501,3.80504269179872,21.37042981,-10.8137196917737,1.54499744514626,2.409933123,0.830518906390328,1.93577,-4.769551079,3.24,0.309472472618855,14.4783498864108,456.695270264137,116.936533572254,2.38701710550847,5.80777765733253,0.689761653871786,3.7472054929,22.7486174951901,0.169579312058566,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0,0.04,0.024127471,"110205A",1,0.45,0.13907562525,0.95126067294968,5.3426074525,-2.70342992294343,0.386249361286565,0.60248328075,0.207629726597582,0.4839425,-1.19238776975,2.21,0.506505032404872
"110213A",1.83,0.204119983,3.84089,21.56708403,-9.896196279,1.8412,1.681241237,1.1905,1.96436,-5.229147988,3.3489,0.0416649674599203,14.7524359921,465.139113557081,97.9347007924934,3.39001744,2.82657209698929,1.41729025,3.8587102096,27.3439886804045,0.14476482742628,0.03588,0.023515,0.02785,0.226362665,0.029443694,0.12,0.162860431,"110213A",0,0,0,0,0,0,0,0,0,0,0,1.46,0.390935107103379
"110422A",0.86,1.487138375,3.50066971,22.02088312,-9.681936665,1.42239886,1.413299764,0.778,1.89199,-4.387216143,0.7396,2.21158054639764,12.2546884185115,484.919293384701,93.7398975850713,2.0232185169293,1.99741622292246,0.605284,3.5796261601,19.2476654853998,0.00950159657676303,0.024137407,0.029472713,0.022779716,0.005,0.010592548,0.1,0.0141464,"110422A",0,0,0,0,0,0,0,0,0,0,0,1.77,0.442479769064449
"110503A",0.88,0.130333768,2.54166555,21.13638759,-9.08249449,1.14649063,1,0.687,1.90907,-5,0.7744,0.0169868910810778,6.4600637680568,446.746880354706,82.4917061608804,1.3144407646778,1,0.471969,3.6445482649,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0.017371779,0.25,0.019301977,"110503A",0,0,0,0,0,0,0,0,0,0,0,1.613,0.417139409727326
"110715A",1.25,1.731588765,2.61109719,22.0746007,-9.075720714,0.95853538,1.113943352,0.755,1.85342,-4.928117993,1.5625,2.99839965107422,6.8178285356259,487.287996064441,82.3687064785287,0.918790074711744,1.240869791465,0.570025,3.4351656964,24.2863469529303,0.133629071449258,0.02377653,0.035600881,0.009554076,0.0015,0.007360923,0.12,0.008863153,"110715A",0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"110731A",1.15,1.041392685,5.08952072,21.95954126,-12.08512818,1.42351927,1.588831726,0.39,1.85145,-5.22184875,1.3225,1.08449872437151,25.9032211593093,482.221452349642,146.05032312703,2.02640711206133,2.52438625354414,0.1521,3.4278671025,27.2677043678766,0.130539784388153,0.097418495,0.090702815,0.110855301,0.13,0.007238241,0.05,0.011844395,"110731A",0,0,0,0,0,0,0,0,0,0,0,2.83,0.583198773968623
"110801A",1.84,0.041392685,3.72373157188184,21.39050236,-10.3682628195741,1.47371747403975,2.58546073,0.937282091582539,2.04784,-5.327902142,3.3856,0.00171335437150922,13.8661768194296,457.553591213166,107.500873895763,2.1718431932901,6.68460718637213,0.878497719201339,4.1936486656,28.3865412347282,0.0933217274509788,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.027720924,0.1,0.078962633,"110801A",1,0.46,0.01034817125,0.93093289297046,5.34762559,-2.59206570489353,0.368429368509938,0.6463651825,0.234320522895635,0.51196,-1.3319755355,1.858,0.456062224454951
"110808A",2.32,-0.397940009,4.50711,22.49782636,-12.08440021,0.807091,1.681241237,1.4,2.33721,-6.48148606,5.3824,0.15835625076292,20.3140405521,506.152190924711,146.032728435448,0.651395882281,2.82657209698929,1.96,5.4625505841,42.0096615459743,0.204728382319217,0.0837,0.155655,0.0776,0.025,0.105283511,0.43,0.217147241,"110808A",0,0,0,0,0,0,0,0,0,0,0,1.348,0.370698092575577
"110818A",1.58,0.204119983,3.84627415,22.06812647,-11.28316228,1.37167718,2.012837225,0.83,1.95985,-5.397940009,2.4964,0.0416649674599203,14.7938248369582,487.002205895915,127.309751036815,1.88149828613275,4.0515136943457,0.6889,3.8410120225,29.1377563407629,0.0761271870594219,0.05514905,0.059648416,0.067338189,0.01,0.021714724,0.11,0.081430215,"110818A",0,0,0,0,0,0,0,0,0,0,0,3.36,0.639486489268586
"111107A",1.49,0.079181246,3.46479048832584,21.56675205,-10.6821425475642,1.11124008365827,1.424881637,0.912647557522448,2.11569,-6.055517328,2.2201,0.00626966971811252,12.0047731279932,465.124793986179,114.108169406481,1.23485452352884,2.0302876794598,0.83292556425169,4.4761441761,36.6692901097083,0.0285379269708387,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.039481317,0.14,0.072382414,"111107A",1,0.3725,0.0197953115,0.86619762208146,5.3916880125,-2.67053563689105,0.277810020914568,0.35622040925,0.228161889380612,0.5289225,-1.513879332,2.893,0.590284403718162
"111123A",1.68,-0.045757491,4.42202873,21.35034301,-11.60730305,1.46723371,2.462397998,1.25,2.55463,-5.13667714,2.8224,0.00209374798261508,19.5543380889454,455.837146644656,134.729484094539,2.15277475976036,6.06340390055441,1.5625,6.5261344369,26.3854520405986,0.131921983937837,0.07308827,0.070655771,0.105884147,0.005,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,0,0,0,0,3.1516,0.618215503279417
"111209A",1.48,-0.301029996,4.13326,21.14009932,-9.057000407,2.77382,2.505149978,0.2529,1.81212,-4.443697499,2.1904,0.09061905849176,17.0838382276,446.903799259465,82.0292563723982,7.6940773924,6.2757764122734,0.06395841,3.2837788944,19.7464474626189,0.0401068361866461,0.02099,0.010455,0.04435,5e-05,0.012063736,0.03,0.086858896,"111209A",0,0,0,0,0,0,0,0,0,0,0,0.677,0.224533062606086
"111228A",2.27,1.093421685,4.10627835,21.41342718,-10.65757732,1.15297662,2.005180513,0.99,2.03824,-5.070581074,5.1529,1.19557098122824,16.8615218876787,458.534863593163,113.583954331778,1.32935508626662,4.02074888971494,0.9801,4.1544222976,25.710792428007,0.023242060897345,0.030118345,0.037264425,0.023299272,0,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",2.08,0.342422681,3.68307,21.451745,-10.95467702,1.0241,1.36660971,1.01,2.20884,-5.744727495,4.3264,0.117253292463228,13.5650046249,460.177363545025,120.004948612516,1.04878081,1.86762209946628,1.0201,4.8789741456,33.001893991809,0.366834332492466,0.1172,0.131765,0.077156,0.005,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",1.38,1.012837225,3.44310163879957,22.02202812,-10.4382404294717,1.52810067164272,2.404491618,0.873605836123318,1.61077,-4.769551079,1.9044,1.0258392443457,11.8549488951043,484.969722518071,108.956863263458,2.33509166267493,5.78157994103226,0.763187156908722,2.5945799929,22.7486174951901,0.0777158547080599,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0,0.04,0.012649354,"120119A",1,0.345,0.25320930625,0.860775409699893,5.50550703,-2.60956010736792,0.38202516791068,0.6011229045,0.21840145903083,0.4026925,-1.19238776975,3.1,0.612783856719735
"120327A",1.52,0.591064607,3.48517215,22.16619025,-10.15181088,1.44859414,1.798650645,0.63,1.75797,-5.443697499,2.3104,0.349357369648064,12.1464249151356,491.339990199195,103.059264143286,2.09842498244234,3.23514414275892,0.3969,3.0904585209,29.6338424606189,0.051933835584684,0.04362492,0.051679097,0.058002882,0.02,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",1.85,0.079181246,3.79948,21.70983536,-11.02687215,1.90651,1.587710965,0.69,1.89579,-5.795880017,3.4225,0.00626966971811252,14.4360482704,471.316951358306,121.591909412446,3.6347803801,2.52082610838123,0.4761,3.5940197241,33.5922251714599,0.179553274179706,0.11705,0.068285,0.121385,0.005,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,0,0,0,0,2.876,0.588383768378728
"120422A",1.19,-0.22184875,5.23266697,21.13638759,-12.73992861,0.86153199,0.728353782,1.1,2.32199,-6.638272164,1.4161,0.0492168678765625,27.380803618929,446.746880354706,162.305780987897,0.74223736979336,0.530499231753704,1.21,5.3916375601,44.0666573233372,0.181516258620399,0.11830242,0.217818621,0.214451933,0.035,0.075529475,0.24,0.144764827,"120422A",0,0,0,0,0,0,0,0,0,0,0,0.283,0.108226656374928
"120711A",1.73945067928945,0.15298088503652,3.90556245284658,20.8890204759374,-10.8185671343246,1.19095866636244,2.06069784,0.850838201784462,1.96823823014476,-5.59956740196432,3.02568866568053,0.0234031511865569,15.253418073085,436.351176444132,117.041394839888,1.4183825449838,4.24647558778067,0.723925645615817,3.87396173060338,31.3551550891414,0.0711120769415451,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,0.434862669822362,0.03824522125913,0.976390613211645,5.22225511898435,-2.70464178358115,0.29773966659061,0.51517446,0.212709550446116,0.49205955753619,-1.39989185049108,1.405,0.381115080709851
"120729A",1.62,0.462397998,3.52138487,21.34792103,-10.29756946,2.26312734,1.854306042,0.645,1.8831,-5.619788758,2.6244,0.213811908554408,12.4001514026649,455.733732303116,106.039936783525,5.12174535705548,3.43845089739771,0.416025,3.54606561,31.5820256845432,0.223182009707008,0.06906832,0.047294772,0.130088482,0.013331067,0.018095603,0.08,0.029951344,"120729A",0,0,0,0,0,0,0,0,0,0,0,0.8,0.255272505103306
"120802A",1.21,0.477121255,3.53838419,22.12127744,-11.17198494,0.54215516,1.698970004,0.91,2.03526,-5.721246399,1.4641,0.227644691972775,12.520162676042,489.350915577453,124.813247499587,0.293932217514626,2.88649907449176,0.8281,4.1422832676,32.7326603580705,0.2694762542188,0.07803221,0.220557212,0.11816229,0.055,0.068572813,0.47,0.028952965,"120802A",0,0,0,0,0,0,0,0,0,0,0,3.796,0.680879174426811
"120811C",1.4,0.612783857,3.15909591,21.91722026,-10.14327111,1.01613299,1.428134794,0.65,1.92121,-5.522878745,1.96,0.375504055399796,9.97988696857873,480.364543925354,102.885948810961,1.03252625336634,2.03956898983342,0.4225,3.6910478641,30.5021896319728,0.0598545187495629,0.05294686,0.084200302,0.03800099,0.090734018,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",2.29,0.342422681,3.5742728476774,21.77242733,-10.613999540941,1.10095297748644,0.986771734,0.89862381362281,1.84293,-6.30980392,5.2441,0.117253292463228,12.7754263896439,474.038591840131,112.656986255096,1.21209745863626,0.973718455021367,0.807524758410003,3.3963909849,39.8136255088474,0.0664080102705681,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.062042069,0.23,0.059221975,"120815A",1,0.5725,0.08560567025,0.89356821191935,5.4431068325,-2.65349988523525,0.27523824437161,0.2466929335,0.224655953405702,0.4607325,-1.57745098,2.36,0.526339277389844
"120907A",1.73,0.462397998,3.2113827,21.0438101,-10.37675071,1.05329104,1.227886705,0.78,1.82021,-6.173925197,2.9929,0.213811908554408,10.3129788458593,442.841943524862,107.676955297485,1.10942201494428,1.50770576031576,0.6084,3.3131644441,38.1173523381515,0.035217186540104,0.04130341,0.062296694,0.028647271,0.005,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",1.58,0.301029996,3.59799,21.0163605,-10.59516628,1.06622,2.238046103,1.17,2.06954,-5.207608311,2.4964,0.09061905849176,12.9455320401,441.68740866596,112.257548500849,1.1368250884,5.00885035915349,1.3689,4.2829958116,27.1191843207963,0.075913913084108,0.16365,0.133375,0.03563,0.005,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",1.41,0.113943352,4.17178823,21.94617755,-11.31158018,1.30353551,1.838849091,0.87,2.00683,-5.958607315,1.9881,0.0129830874649959,17.4038170359665,481.634709056124,127.951846168569,1.69920482583096,3.38136597947153,0.7569,4.0273666489,35.5050011343715,0.201804932759115,0.063305895,0.065435085,0.06666149,0,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",1.82,0.113943352,5.40919042,22.07736427,-11.92081875,1.50995764,1.796574333,1.16,2.37144,-5.698970004,3.3124,0.0129830874649959,29.2593409998198,487.410013110273,142.105919670352,2.27997207459437,3.22767933399439,1.3456,5.6237276736,32.4782591064918,0.03343969322178,0.041584155,0.037953731,0.058939694,0,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",1.32,1.11058971,3.23392922,22.04029767,-9.617982957,1.54546584,1.367355921,0.9455,1.98504,-5.161150909,1.7424,1.23340950395788,10.4582981999698,485.774721382207,92.5055961611425,2.38846466260691,1.86966221469376,0.89397025,3.9403838016,26.6374787054715,0.0303933846890459,0.028690024,0.029795568,0.032445001,0.010337721,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",2.36,0,4.20933518,21.66138196,-11.2823295,1.15615612,2.260071388,0.95,2.0682,-5.886056648,5.5696,0,17.7185026575856,469.215468417013,127.29095894657,1.33669697381345,5.10792267885625,0.9025,4.27745124,34.645662863465,0.0937486856135703,0.054250775,0.063247159,0.074602829,0.005,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",1.53,0.255272505,3.64760619366726,21.6003032,-10.5689838964411,1.12333676343069,2.890979597,0.924453074149486,1.96847804960143,-5.207608311,2.3409,0.065164051808975,13.3050309440798,466.57309833193,111.703420603231,1.26188548407494,8.35776303027028,0.854613486304435,3.87490583176265,27.1191843207963,0.366834332492466,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,0.3825,0.06381812625,0.911901548416815,5.4000758,-2.64224597411028,0.280834190857673,0.72274489925,0.231113268537371,0.492119512400358,-1.30190207775,3.1,0.612783856719735
"130215A",1.59,0.397940009,4.2096391857606,21.1575730258515,-11.0457499487813,1.38845069084527,1.81756537,0.891912958868021,1.95045663425091,-5.26760624,2.5281,0.15835625076292,17.7210620742912,447.642896344239,122.008591931002,1.92779532090871,3.30354387422324,0.795508726196708,3.80428108209339,27.7476754996869,0.0937486856135703,0.833297516464585,0.470992604341124,0.244784839849413,0.17402687165464,0.040212452,0.14,0.121602455,"130215A",1,0.3975,0.09948500225,1.05240979644015,5.28939325646288,-2.76143748719532,0.347112672711318,0.4543913425,0.222978239717005,0.487614158562727,-1.31690156,0.6,0.204119982655925
"130408A",1.28,0.69019608,3.58393,20.06405721,-10.32975415,1.39277,1.447158031,0.945,2.03183,-5.638272164,1.6384,0.476370628847366,12.8445542449,402.566391726153,106.703820799442,1.9398082729,2.0942663666878,0.893025,4.1283331489,31.7901129953372,0.202660966333188,0.077,0.070305,0.0643,0.117120218,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,0,0,0,0,3.757,0.677333151419902
"130418A",2.07,-0.22184875,2.59006,21.12149747,-9.247183569,1.28449,2.07200023240372,0.198,1.68684,-5.744727495,4.2849,0.0492168678765625,6.7084108036,446.117655375216,85.5104039587836,1.6499145601,4.29318496308107,0.039204,2.8454291856,33.001893991809,0.169579312058566,0.06047,0.06867,0.031625,0.003,0.048254942,0.17,0.144764827,"130418A",0,0,0,0,0,0,0,0,0,0,0,1.218,0.345961541813141
