"","log10PeakFlux","log10Ta","PhotonIndex","log10NH","log10Fa","Alpha","log10T90","Beta","Gamma","log10Fluence","log10PeakFluxSqr","log10TaSqr","PhotonIndexSqr","log10NHSqr","log10FaSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"100219A",0.243835233588472,3.5550745491874,1.56510192094066,20.5234188661044,-10.9334393435974,1.53357463379648,1.274157849,0.942114320896965,1.98150118200638,-5.89881797615612,0.0594556211391447,12.63855505028,2.44954402293213,421.210721953569,119.540095880123,2.35185115742401,1.62347822416831,0.88757939363915,3.92634693429267,34.7960535158226,0.119457709009036,0.822151956287133,0.641482520744618,0.293124676071266,0.208586164642881,0.417307444309113,0.391684340429483,0.499763962626686,"100219A",4.67,0.753583058892907
"100316D",0.364804498102699,4.66846146620404,1.79050141929259,20.6477888128129,-10.8579131682838,1.75355963791299,2.717570654,0.926569920416175,1.92522471762622,-5.72424015874616,0.133082321835962,21.794532461432,3.20589533248877,426.331182858522,117.89427836999,3.07497140371754,7.38519025948199,0.858531817420036,3.70649021335895,32.7669253950023,0.00430329755216147,0.818778561102085,0.646027282674018,0.29804023577143,0.188997090716444,0.617645534541978,0.339910935809795,0.334363868412542,"100316D",0.06,0.0253058652647703
"100508A",0.303682471670433,3.8328814755778,1.71933626053521,20.9398651420573,-10.8612914243937,1.16053591955701,1.716003344,0.869609100140076,2.00971050945629,-5.63002418960548,0.0922230435998634,14.6909804058275,2.95611717679121,438.477952167546,117.967651405608,1.34684362058204,2.94466747661918,0.756219987046432,4.03893633181906,31.6971723755428,0.043188556271497,0.796620830265322,0.607234309860418,0.308882747368254,0.212233474672427,0.420704398501254,0.354754805907952,0.517205423757709,"100508A",0.5201,0.181872159010334
"101225A",0.312053096062571,4.30533837026906,1.73633052170745,21.0144589014828,-11.4453444190571,1.06841621588844,3.036628895,0.884844013925587,2.02809112311553,-5.79804115477391,0.0973771347622363,18.535938482511,3.01484368061288,441.60748292211,130.995908870841,1.14151321037337,9.22111504594892,0.782948928979945,4.11315360366003,33.617281232452,0.00206415894290363,0.82410854545242,0.662357828439583,0.285695253257142,0.200375461263254,0.549107990425173,0.37041477486358,0.424150434387322,"101225A",0.33,0.123851640967086
"110205A",0.260779723088533,4.12447667765623,1.59685508032815,20.1786351647484,-10.9414959935364,1.66548696307048,2.409933123,0.895777934730225,1.98721347519301,-5.64023684232219,0.0680060639741321,17.0113078645302,2.54994614756981,407.177317112022,119.716334576574,2.77384682415774,5.80777765733253,0.802418108349547,3.94901739598867,31.8122716374886,0.00873854058256627,0.754318547138539,0.581541943084264,0.29068528294933,0.207689479656747,0.437844918636251,0.366973821230822,0.401042626735245,"110205A",2.21,0.506505032404872
"110801A",0.609967050212336,3.79945122167876,1.49056085100504,21.1778087490342,-10.4137429727986,1.50053150005181,2.58546073,0.936567812898905,1.96208883408776,-5.45420627537303,0.372059802344738,14.4358295859162,2.22177165054886,448.499583410671,108.446042703512,2.25159478264773,6.68460718637213,0.877159268158238,3.84979259285187,29.7483660943185,0.00583325954666165,0.798224989661218,0.594043641633318,0.282593371513314,0.206518476204361,0.525837473773488,0.303703774582429,0.478678027215528,"110801A",1.858,0.456062224454951
"111107A",0.321079188573989,3.51009002092789,1.77642796901759,21.0358011885645,-10.7456500455475,1.08283531471763,1.424881637,0.915132186757025,2.02047176910533,-5.81409237992745,0.103091845335331,12.3207319550176,3.15569632910795,442.504931644811,115.468994901374,1.17253231879963,2.0302876794598,0.837466919238694,4.08230616975162,33.8036702023305,0.0844287566202461,0.795220945221138,0.61484531367953,0.280521103009922,0.195759763064699,0.400888965929377,0.444729432140142,0.410514951573168,"111107A",2.893,0.590284403718162
"011211A",0.204019645011823,4.230517003406,1.66586067504588,21.33992622,-11.1556017679022,1.70514534884549,2.431363764,0.872784899366723,1.99400402522466,-5.72796444754908,0.0416240155507503,17.8972741161073,2.77509178866431,455.392451075043,124.447450804023,2.90752066068939,5.91152975289225,0.761753480562581,3.97605205261216,32.8095767123862,0.00831779603269816,0.809873988821759,0.603392395305161,0.273896198207744,0.186034126725646,0.413839725745241,0.412360269468901,0.329469980601932,"011211A",2.14,0.496929648073215
"120119A",0.503369746007798,3.60478989503004,1.50697333094453,21.015403386443,-10.5100924659545,1.45932907066163,2.404491618,0.924798509238243,1.97024763804173,-5.64086524369675,0.253381101195955,12.9945101873107,2.27096862017805,441.647179494922,110.462043642913,2.12964133647815,5.78157994103226,0.855252282689276,3.88187575520903,31.819360697546,0.00884871917556533,0.782521865319912,0.609775585931412,0.288597001845839,0.212987778020553,0.481803578189452,0.351236931803088,0.49594685586243,"120119A",3.1,0.612783856719735
"120711A",0.289068326348141,3.94868708395473,1.67554267701902,20.9110115201011,-10.9060212482064,1.26456792636399,2.06069784,0.883697489430178,2.0040719164319,-5.60614840987717,0.0835604972977156,15.5921296869909,2.80744326251207,437.270402793802,118.941299466329,1.59913204038852,4.24647558778067,0.780921252825199,4.01630424623102,31.4288999935684,0.0195287385203038,0.817157200618843,0.598893967856559,0.291497156350018,0.19229195781084,0.440016555951804,0.342936871160074,0.530807259328999,"120711A",1.405,0.381115080709851
"120815A",0.374146714570648,3.49974291621967,1.77021473426956,21.1455676191977,-10.6405737471681,1.05434694614828,0.986771734,0.905105920688666,2.0138963388086,-5.7918784649273,0.13998576402401,12.2482004796298,3.13366020542504,447.13502993806,113.221809668923,1.11164748285221,0.973718455021367,0.819216727665678,4.0557784634667,33.5458561524886,0.231526281379706,0.803771857728396,0.61759060465579,0.262851365024431,0.194151734967599,0.404724338009472,0.462500517597972,0.408670809470602,"120815A",2.36,0.526339277389844
"121217A",0.386673769048029,3.62635592511988,1.75674152537263,21.1673756496841,-10.6318676827102,1.11033568408378,2.890979597,0.909985911496193,2.01230681700028,-5.70510357241967,0.149516603669809,13.1504572956521,3.08614078696855,448.05779189484,113.036610422657,1.2328453313498,8.35776303027028,0.828074359121557,4.04937872574578,32.5482067720357,0.00288663872487537,0.772543233003998,0.608955613987584,0.284653402473555,0.197166543651574,0.416577219784549,0.406340353543453,0.459673561004585,"121217A",3.1,0.612783856719735
"130215A",0.268958633189554,4.47566872912981,1.80798481241831,20.86562801,-11.228179355626,1.75651920397818,1.81756537,0.917729069050746,1.98680549729582,-5.80883913807627,0.072338746367193,20.0316105729104,3.26880908193528,435.374432251696,126.072011642106,3.08535971394416,3.30354387422324,0.842226644180749,3.94739608408489,33.7426121320467,0.0341827233748845,0.80102769884649,0.604706718140506,0.377133530081475,0.195427526178432,0.542590584451014,0.385300830248446,0.309379881324997,"130215A",0.6,0.204119982655925
"130427A",0.817775383599678,3.95079661430382,1.52638750636592,21.4438740536645,-10.1973351685941,1.35409362082739,2.211734423,0.901404152249152,1.9460619074991,-5.23180027442939,0.668756578021601,15.6087938875945,2.32985881958997,459.839734429427,103.985644540645,1.83356953396542,4.89176915788314,0.812529445692012,3.78715694781904,27.3717341115195,0.0137923289772479,0.823208209661506,0.615892584134049,0.285559024763179,0.196880473119962,0.506039611049655,0.299018934582527,0.525551630630665,"130427A",0.34,0.127104798364808
"130702A",0.535793433292883,4.20648598495872,1.62446782024644,21.3435955323246,-10.545824962906,1.38251632363694,1.770852012,0.874664368986522,1.98888807405535,-5.37021004226079,0.287074603159775,17.6945243416541,2.63889569901621,455.549070247467,111.214424148252,1.91135138512261,3.13591684840445,0.765037758374591,3.9556757711196,28.8391558979986,0.0380644902738276,0.811304404698888,0.590056585799739,0.270710259946931,0.202565480789461,0.517041294465323,0.31049794176237,0.567988481409917,"130702A",0.15,0.0606978403536116
"140801A",0.323143861790352,3.87093375875993,1.73353914007396,20.9340641101778,-10.8898438335152,1.16276287374139,0.84509804,0.899465591105711,2.0218492389769,-5.63420113302579,0.104421955412782,14.9841281647073,3.00515795016837,438.235040169035,118.58869871835,1.35201750055134,0.714190697211842,0.809038349583146,4.08787434515146,31.7442224073891,0.320829275440011,0.777590705099899,0.596124798452059,0.268427202917427,0.197079706400395,0.425309804074433,0.348436390344305,0.496957512130507,"140801A",1.32,0.3654879848909
"140907A",0.429414324566603,3.86888301641837,1.72043636224047,21.2097211356434,-10.6675502245585,1.19695792520182,1.898725182,0.932791245404936,2.02030270730718,-5.56266812290465,0.184396662142992,14.9682557947305,2.95990127651923,449.852270651758,113.796627793479,1.43270827470344,3.60515731676093,0.870099507504091,4.08162302915272,30.9432766455796,0.0283561228015601,0.779614455981657,0.626351214038264,0.282820408006585,0.196499674101842,0.436324934528229,0.344206908089495,0.498317155107225,"140907A",1.21,0.344392273685111
"141221A",0.686403491103087,3.40655032988471,1.4751092443253,21.3337533034989,-10.2134759676048,1.33687036320959,1.567026366,0.864392906044507,1.94208334166005,-5.50882880128303,0.471149752598506,11.6045851500376,2.17594728269397,455.12903001455,104.31509134084,1.78722236802814,2.45557163173917,0.747175096020068,3.77168770595348,30.3471947618454,0.0608619221904846,0.801513827503022,0.613619986977102,0.266627710054679,0.213030184448872,0.515342563764593,0.354168343763921,0.459158420298909,"141221A",1.45,0.389166084364532
"150323A",0.28241991395841,3.67492827464631,1.76498344595031,20.5827785819439,-10.9739260261202,1.00440913019217,2.174931594,0.940599166789692,2.05258838586654,-5.79211686532362,0.0797610078002756,13.5050978237949,3.11516656447864,423.650774153329,120.427052426758,1.00883770081339,4.73032743857938,0.884726792565462,4.21311908179421,33.5486177815663,0.0150120650104803,0.760236915615354,0.603148404528635,0.269392927913526,0.204600138765944,0.351294791635466,0.408084256744685,0.375667667092764,"150323A",0.593,0.202215775801131
"150910A",0.796470159801485,3.42956686333961,1.44349838394679,21.4099453200338,-10.0519667160358,1.35641845691502,2.049992857,0.884878966906934,1.93173107254686,-5.35877090932878,0.634364715454202,11.7619288701171,2.08368758445698,458.385758606836,101.042034860292,1.83987103025973,4.20247071375102,0.783010786074283,3.73158493664305,28.7164256586684,0.0200160866986934,0.788330575104645,0.615730247334606,0.275473546181531,0.197619933030904,0.535704845009378,0.321352033674879,0.437379813380614,"150910A",1.3585,0.372635880581721
"160131A",0.803246847465194,3.75232338430684,1.47216399967136,21.401076539353,-10.1331485075194,1.36119162004146,2.511883361,0.920889072829207,1.94009951929624,-5.29244622866499,0.645205497962772,14.0799307804159,2.16726684192838,458.006077043243,102.680698675442,1.85284262647109,6.30955801926866,0.848036684456237,3.7639861447735,28.0099870833102,0.00691016900891419,0.822297024770114,0.620714482357302,0.267906116331233,0.205718973695338,0.519682741482618,0.2961569228728,0.477805780816116,"160131A",0.972,0.294906910605192
"160314A",0.327905146376927,3.37291088267816,1.77863610829784,20.9248920685539,-10.7213559479983,1.03871216515792,0.941014244,0.924658119768825,2.02254960118935,-5.90788400627894,0.107521785020474,11.3765278224888,3.16354640574088,437.85110808063,114.947473363679,1.07892296204705,0.885507807410892,0.854992638454419,4.09070688927118,34.9030934316465,0.257251423423117,0.755460895452024,0.650017060181139,0.287405364383067,0.190095211680571,0.405090792070979,0.536522521449087,0.358569406699558,"160314A",0.726,0.237040791379191
"160425A",0.378447639010136,3.66402376624325,1.7606195595803,21.1346103386743,-10.6884625623508,1.18190609882058,2.483701382,0.975065476344945,2.03194647835481,-5.71972707823862,0.143222615472346,13.4250701595954,3.09978123357673,446.671754167597,114.243231946775,1.39690202642928,6.16877255494871,0.950752683159794,4.12880649089851,32.715277849536,0.00737344845282604,0.772881918763161,0.610379423568307,0.27999309900213,0.207812103652522,0.434596675616238,0.368053391968816,0.440551327855637,"160425A",0.555,0.191730393362856
"161014A",0.260990496892238,3.76286926224575,1.62213716063174,20.6422770410439,-10.8243351164,1.3889077727368,1.26245109,0.915640869741086,1.98518263271791,-5.69691768597308,0.0681160394680574,14.1591850847539,2.63132896790242,426.103601439208,117.166230712129,1.9290648011687,1.59378275464219,0.838398202340213,3.94095008524481,32.4548711207529,0.1227215806892,0.763636781037765,0.620420617975041,0.280769237615468,0.195230833000052,0.442914530186585,0.351361618036358,0.556737477407713,"161014A",2.823,0.582404298019028
"161023A",0.572627259715329,3.98560092947136,1.57596551428326,21.2058405389751,-10.4650002988299,1.39183974218314,1.643452676,0.892301882712798,1.9702009510849,-5.38743960957522,0.327901978569087,15.885014769003,2.4836673022101,449.68767296444,109.516231254511,1.93721786792044,2.70093669825156,0.796202649892804,3.88169178765584,29.02450554682,0.0510410211481933,0.777410589726627,0.638631321064819,0.272088363879232,0.191308852484248,0.495672965321217,0.311932173275816,0.565104697016233,"161023A",2.71,0.569373909615046
"170113A",0.335141498865158,3.76680133950169,1.69771655318585,20.977989765228,-10.7421911628546,1.25498217765659,1.315130317,0.914479273982707,2.00438910140838,-5.64322531743816,0.112319824261584,14.1887923312717,2.88224149496126,440.076054590013,115.394670979311,1.57498026623569,1.72956775069252,0.836272342543939,4.01757566984471,31.845991983375,0.108703045932032,0.73466578885982,0.616179213557235,0.257728222149647,0.18946727365802,0.437795663707597,0.352130051687496,0.534016049210386,"170113A",1.968,0.472463896606989
"170607A",0.605441253759527,3.8826082802534,1.65008344496116,21.3785061698623,-10.4119099297195,1.21254328168375,1.361727836,0.919467460899354,1.99066464114436,-5.42642914339134,0.366559111753908,15.0746470578923,2.72277537533488,457.04052605484,108.407868384593,1.47026120995639,1.85430269933724,0.845420411652706,3.96274571350239,29.4461332482469,0.0976436925259709,0.785961061671918,0.610410681958188,0.279276240543408,0.208943722217232,0.458974714919323,0.345069276943719,0.527440878433891,"170607A",0.557,0.19228861256812
"170714A",0.201991689034428,3.94551730645095,1.5437287951053,20.2065787399769,-11.0700247039308,1.62604458387889,3,0.933612092093398,1.97887724607714,-5.7392617032538,0.040800642438981,15.567106815504,2.38309859283726,408.305824374886,122.545446945637,2.64402098876186,9,0.871631538503012,3.91595515504186,32.9391248984357,0.00224580492800636,0.827352875630253,0.595679855487994,0.394054489333476,0.194010229417449,0.400639637321655,0.379852623431707,0.415378823741622,"170714A",0.793,0.253580289562183
"180115A",0.595033889003879,3.48681361736081,1.635852964579,21.2483082055301,-10.336360564531,1.20963652693163,1.611723308,0.923859333156446,1.97064693172558,-5.61150724572547,0.354065329063081,12.1578692022128,2.67601492172189,451.490601597198,106.840349719991,1.46322052728722,2.59765202155046,0.853516067460273,3.88344932951943,31.4890135688294,0.0549096559424039,0.764380199711754,0.623203238679162,0.269951350521256,0.203752609182255,0.48195069072845,0.39541563113198,0.470388385162561,"180115A",2.487,0.542451947375977
"180325A",0.297312217398811,3.75219624032856,1.6028302931638,20.6854455894526,-10.7837875026657,1.42522451873374,1.973589623,0.930163512524357,1.98532000640701,-5.69723196515733,0.088394554614598,14.0789766259358,2.56906494868356,427.887659234204,116.290072902648,2.03126492879982,3.89505600001328,0.865204160031649,3.94149552783994,32.4584520648105,0.0238661522870964,0.812245962412652,0.600863285955832,0.283581660015697,0.211017473918601,0.453872772347424,0.351123819544268,0.546725718459128,"180325A",2.248,0.511616020569138
"181201A",0.732128329119708,4.07213208802757,1.60685744833576,21.4510368954044,-10.3393308594863,1.30637263791841,1.283301229,0.880600729829293,1.96944551286205,-5.26409226565475,0.536011890299616,16.5822597423438,2.5819908592721,460.146983888002,106.901762621927,1.70660946910191,1.64686204435291,0.775457645375884,3.87871562813245,27.7106673813262,0.116969006587154,0.790195011305888,0.593146075195411,0.282124910737301,0.204768947327362,0.485741334240604,0.309247345671209,0.573335145772254,"181201A",0.45,0.161368002234975
"200613A",0.455739730103544,4.2748501791616,1.71638469523034,21.4404689873893,-10.800895630958,1.17249219086114,2.580924976,0.921245242046176,2.03892480281455,-5.4649776239435,0.207698701594851,18.274344054278,2.94597642202093,459.693710399203,116.659346430848,1.37473793763036,6.6611737317406,0.848692795992717,4.15721435153236,29.8659804302032,0.00589450111897357,0.796061372728431,0.635956958001147,0.284198757018858,0.201447598680721,0.477301908568966,0.340816562003726,0.453677686006039,"200613A",1.2255,0.347427598618541
"201014A",0.279603069965214,4.12551519286497,1.70483828291443,20.9668547819076,-11.2208770880878,1.25332021979061,1.558708571,0.909959737529345,2.02584171012819,-5.70389764401006,0.0781778767339722,17.0198756065597,2.90647357089062,439.608999445602,125.908082625974,1.57081157333598,2.42957240930886,0.828026723924475,4.10403463449512,32.5344483333435,0.0620388100992343,0.867820460197347,0.597736241555835,0.290538120150241,0.195118585776804,0.477605562387676,0.361438697562178,0.444844354618844,"201014A",4.56,0.745074791582057
"201015A",0.349372627122613,3.86290782658855,1.77513338112545,20.7256961841016,-10.8744534301265,0.97710747153225,0.990338855,0.931358189666251,2.05288387817727,-5.71192158333535,0.122061232582556,14.9220568767191,3.15109852078588,429.554482315685,118.25373740399,0.954739010924148,0.980771047722711,0.867428077458397,4.21433221728015,32.6260481741722,0.229632405614316,0.782303351908868,0.594100997396298,0.281264883908167,0.20598682969823,0.36957040069693,0.38132694010031,0.38934078065675,"201015A",0.426,0.154119525515847
"201020A",0.487114699081779,3.74523813589335,1.74528703254378,21.3129865833495,-10.4939558343666,1.0801678478918,1.15136985,0.928397219905648,2.01341914754817,-5.60393571389193,0.237280730061532,14.0268086945499,3.04602682596549,454.243397102035,110.123109053636,1.1667625796192,1.32565253148902,0.861921397928535,4.05385666371362,31.4040954854335,0.15849011498137,0.836007515371256,0.58473935372231,0.271068695646534,0.204181258398446,0.425870628100847,0.394129847050153,0.458934622834503,"201020A",2.903,0.591398551281249
"201021C",0.720496520743581,3.39860279969865,1.55677320237026,21.3403271524632,-10.1703163878534,1.23328174600482,1.387033701,0.892993537035123,1.94753525556824,-5.50575583696377,0.519115236403606,11.5505009901195,2.42354280361817,455.409562974157,103.43533542904,1.5209838650287,1.92386248770976,0.797437457186499,3.79289357168124,30.3133473362606,0.0921166911183962,0.800870781276215,0.625636889312602,0.283176699822988,0.198882689246876,0.505309696995369,0.366108751005032,0.449738749728422,"201021C",1.07,0.315970345456918
"020124A",0.356030427853048,3.94319258244172,1.55760839963394,20.6826217195379,-10.8083317784885,1.66736924582972,1.661907293,0.94988322427092,1.98829476795623,-5.59905237528228,0.126757665557224,15.5487677422234,2.4261439266102,427.770841193502,116.820035833885,2.78012020193876,2.76193585052659,0.902278139751318,3.95331608428212,31.3493875011542,0.0489175544934962,0.827047190487285,0.592048087087502,0.274868399287968,0.205480516542842,0.482315499083651,0.333316552553454,0.449722319763074,"020124A",3.198,0.623042434246382
"021004A",0.351229203537845,4.32702575418751,1.66303780808451,21.277281242286,-10.856477514141,1.3506804889308,2,0.896534889857964,2.01576557658271,-5.55033276614049,0.123361953417829,18.723151877402,2.76569475111853,452.722697063335,117.86310401505,1.82433778317835,4,0.803774808732632,4.06331085973583,30.8061938148927,0.0224580492800636,0.773255876815631,0.621071583214842,0.272050608772837,0.204755347330682,0.511510503964008,0.341350693751727,0.457569090353398,"021004A",2.34,0.523746466811564
"210204A",0.561442967213425,3.99163391245165,1.65586716500936,21.3539396112845,-10.5010192525423,1.25751522589486,2.301029996,0.903338857950866,1.99575985549209,-5.40621653015694,0.315218205433415,15.933141291034,2.74189606815613,455.990736922385,110.271405342264,1.58134454335739,5.29473904249176,0.816021092283976,3.98305740079382,29.2271771709421,0.0112290246313437,0.774439121700677,0.622892435985763,0.265486834299161,0.20016320343651,0.461182532733288,0.326525793138785,0.549431368651934,"210204A",0.876,0.273232834043046
"030226A",0.293984968063347,4.14553232498341,1.62492902535046,20.38794823133,-10.9084487632826,1.74785148911539,1.344195716,0.881417829667745,1.99712835458822,-5.60917750488444,0.086427161447207,17.1854382574823,2.64039433742641,415.668433083393,118.994254421162,3.05498482800288,1.80686212291275,0.776897390456198,3.98852166470026,31.4628722813016,0.101666135235017,0.796726187310422,0.57640877385438,0.286535165213746,0.203072034957873,0.450101557984629,0.335337194714542,0.390376830827041,"030226A",1.99,0.47567118832443
"030329A",0.683483699153298,4.3699983980086,1.62174950394312,21.5106627111821,-10.3864851345367,1.45313390700951,1.798650645,0.870977015678142,1.97771777781731,-5.25624229201399,0.467149967008277,19.0968859985977,2.63007145353976,462.708610274238,107.879073449952,2.11159815170073,3.23514414275892,0.758600961839602,3.91136760869466,27.6280830323565,0.0357043709111115,0.806815745268984,0.616913898019911,0.281048951948844,0.200747345347066,0.602346754595394,0.293112866851771,0.594487688357918,"030329A",0.17,0.0681858617461616
"050502B",0.286572990813299,3.63036368965925,1.6276714739591,20.7194286066921,-10.7626910741881,1.37475540759348,1.243038049,0.917993764257099,1.98523544804495,-5.75492138161823,0.0821240790636793,13.1795405191964,2.64931442714018,429.294721787811,115.835519158408,1.88995243070752,1.54514359126173,0.842712551214919,3.94115978417423,33.1191201086066,0.128331710079093,0.783015873026614,0.577971324520002,0.285255518020958,0.210846063042181,0.441390161571838,0.37202597067973,0.549139868000446,"050502B",3.793,0.680607428991788
"050502A",0.305836073203199,3.709817945101,1.58509208802492,20.6477978482795,-10.7362101463867,1.41991981222155,1.301029996,0.911423283849173,1.97708096154661,-5.69485610403158,0.0935357036723527,13.7627491857934,2.51251692751921,426.331555983416,115.266208307376,2.01617227313927,1.69267905049176,0.83069240234241,3.90884912851008,32.4313860456257,0.112290246313437,0.770241993309833,0.606444429320719,0.270902966661056,0.196238337183941,0.446774410855377,0.356368564258471,0.561174736136997,"050502A",3.79,0.680335513414563
"050525A",0.56579031255799,3.5661995948462,1.59780415853307,21.2159787615572,-10.3844677348636,1.24726817349991,0.944482672,0.887527848075075,1.96646442981349,-5.57391586263388,0.320118677784468,12.7177795502812,2.55297812902557,450.117754810844,107.837170136423,1.55567789662581,0.89204751770826,0.787705681108773,3.8669823537217,31.0685380437216,0.255205105543512,0.787492769458897,0.60042962486481,0.27276692392261,0.196065926987861,0.474435972807063,0.381328290979584,0.51549433147304,"050525A",0.61,0.20682587603185
"050603A",0.590851235432155,3.95572119646738,1.52334985566506,21.1012161774801,-10.4820759778086,1.63424587879425,1.322219295,0.90833347764695,1.96680892309155,-5.35646856085177,0.349105182411704,15.6477301841813,2.32059478275476,445.261324168749,109.873916804552,2.67075959235598,1.7482638640703,0.825069706614203,3.86833733995253,28.6917554433934,0.106943091744305,0.781305482286903,0.578619876650054,0.289815312423011,0.201801983276413,0.542935945838981,0.294699868877467,0.464511996711811,"050603A",2.82,0.582063362911709
"050801A",0.745164560133873,3.3569897613723,1.51403801218862,21.3473520051778,-10.121843348776,1.31019462141209,1.28780173,0.91781272340908,1.94502848095143,-5.45941516072713,0.555270221679508,11.2693802579584,2.29231110235205,455.709437632967,102.45171277716,1.71660994597716,1.65843329579099,0.842380195251593,3.78313579171221,29.8052138971772,0.115763140600286,0.769065603510117,0.613550566909707,0.275011453778411,0.20181650093352,0.512047574795227,0.347292857939853,0.423249171999089,"050801A",1.56,0.40823996531185
"050904A",0.246441380449691,4.34819637148309,1.74662821901123,20.2571345873532,-11.4141427314807,1.86582572424239,2.259044094,0.926554085547202,2.02133275481043,-5.79470185728787,0.0607333539979491,18.9068116849787,3.05071013544635,410.351501690141,130.282654294613,3.48130563324462,5.10328021863628,0.858502473444211,4.08578610566951,33.5785696148555,0.0123688105183115,0.878640498443869,0.616789116525615,0.291521574494943,0.210993899275735,0.444571784080249,0.345093713004454,0.333494319874358,"050904A",6.295,0.86302529622947
"050908A",0.303694652849644,3.52620642563177,1.80207705024189,20.9258949198963,-10.7987875402066,1.12886369581263,1.239799818,0.988397344695032,2.04754436739843,-5.85168167008854,0.0922304421694657,12.4341317561668,3.24748169500851,437.89307819854,116.613812338521,1.27433324372375,1.53710358871283,0.97692931100019,4.19243793646505,34.2421783680501,0.129292166397143,0.793120118461833,0.648863903961896,0.279105249806342,0.220475336596593,0.416011512549997,0.399858344281426,0.380240575959779,"050908A",3.34,0.637489729512511
"051028A",0.290114432677252,3.78929851504016,1.73357202605197,20.8694584783216,-10.9208140571457,1.22617340379997,1.204119983,0.934325012549839,2.02325848377648,-5.69996633513857,0.0841663840476437,14.3587832360856,3.00527196950993,435.534297178391,119.264179670751,1.5035012161864,1.44990493345992,0.872963229076256,4.09357489217349,32.489616221713,0.140362807889193,0.767005469333688,0.668055659117682,0.292946021139731,0.203493319236535,0.438758741045915,0.346311350047795,0.499191255472037,"051028A",3.6,0.662757831681574
"051111A",0.825929716984722,3.36870224701627,1.52586652627018,21.4017521104829,-9.99915091150366,1.23032638259351,1.776555911,0.896712722568867,1.93441196620274,-5.3809967461254,0.682159897398463,11.3481548290525,2.32826865599184,458.03499339856,99.9830189510245,1.51370300770562,3.15615090490904,0.804093706816869,3.74194965498834,28.9551259818122,0.0375678308208745,0.84167006435997,0.592177227843515,0.274979853078917,0.201523011414935,0.518568819640396,0.333438329016482,0.425553877511182,"051111A",1.55,0.406540180433955
"060512A",0.365849999687287,3.64897866076983,1.75022607192048,21.1394280440868,-10.6758325451871,1.10954659990307,0.92890769,0.892770570057967,2.01100592369279,-5.69482330346564,0.133846222271188,13.3150452667535,3.0632913028302,446.875418031125,113.973400532876,1.23109365735647,0.862869496541136,0.797039290761628,4.04414482512748,32.4310124576953,0.264523548794802,0.793423562686926,0.610439681840417,0.288936716080171,0.208274777232724,0.412461830601374,0.400775863097783,0.471394666049577,"060512A",0.44,0.15836249209525
"060607A",0.550051986714772,3.62054379973058,1.55084046691831,21.1327623594834,-10.4188106089101,1.33679614564696,2.009450896,0.904692753092901,1.96558442175304,-5.56383787295847,0.302557188088868,13.1083374057675,2.40510615383141,446.593644942397,108.551614504338,1.78702393501657,4.0378929034352,0.818468977498812,3.86352211903824,30.956291876567,0.0219746078959429,0.804928981322599,0.600366002881621,0.277395610771954,0.204116646546746,0.478793679411056,0.359107005041359,0.520391155946472,"060607A",3.07,0.60959440922522
"060904B",0.436722011737607,3.7590325669501,1.63807583156271,21.0791952492124,-10.5883534453498,1.30953280753281,2.234264124,0.925945240139644,1.99131444327695,-5.5860321562063,0.190726115536143,14.1303258393915,2.68329242994985,444.332472354419,112.113228683651,1.71487617400476,4.99193617579349,0.857374587737264,3.96533321200337,31.2037552501709,0.0130950724779308,0.775256271187084,0.60612567257617,0.282871268195849,0.196814314741617,0.458151137451974,0.3496056401133,0.538396562818533,"060904B",0.7,0.230448921378274
"061007A",0.701128601837641,3.13344227804525,1.4523144032101,21.8311955075823,-9.06316736281652,1.57334794819469,1.876852648,0.943646757745928,2.02078722367267,-5.20077346880484,0.491581316314806,9.81846050984139,2.10921712577149,476.601097290282,82.1410026464226,2.47542376608844,3.52257586230461,0.890469203404402,4.0835810033587,27.0480446738243,0.0298208063463662,0.890368040482369,0.64774535592478,0.279463885936541,0.19926753083088,0.554716932109611,0.349637436533115,0.982462429835422,"061007A",1.26,0.354108439147401
"061126A",0.377209853416398,3.64132019364013,1.72810144322246,21.1081078968025,-10.6429787860363,1.18575908719508,2.281033367,0.915190937975956,2.00490979996577,-5.68940506803091,0.14228727351442,13.2592127526114,2.98633459806756,445.552218983056,113.272997440019,1.40602461286571,5.20311322136736,0.83757445295331,4.01966330599879,32.3693300281358,0.0117581409910335,0.782289455778941,0.628222359538955,0.274005538608674,0.201378810356391,0.432411992465987,0.385796311272451,0.496891813722725,"061126A",1.1588,0.334212409393176
"070125A",0.267204426921351,4.25845963241837,1.6257222844556,20.2389849611051,-10.9015023731412,1.59147961738547,1.77815125,0.886656876010672,1.98855513549153,-5.62906468693264,0.0713982057663676,18.1344784409368,2.64297294617554,409.616512255837,118.842753991602,2.5328073725534,3.16182186787656,0.786160415777005,3.95435152688974,31.686369249672,0.0374300821665039,0.79625834004854,0.632386001143638,0.26180008590973,0.193472988629488,0.469639550882752,0.380999388307757,0.401877154168623,"070125A",1.55,0.406540180433955
