"formula_idx","wins","formula"
441,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+Alpha+log10T90+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
464,1,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr"
495,1,"Response ~  (PhotonIndexSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
504,1,"Response ~  (log10NHSqr+Alpha+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
861,1,"Response ~  (log10FaSqr+Alpha+log10Fa+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
957,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10TaSqr+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
969,1,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Ta)^2+log10PeakFlux+PhotonIndex+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+log10T90Sqr"
1027,1,"Response ~  (AlphaSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10T90+log10PeakFluxSqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
1318,1,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10NHSqr+log10FaSqr+AlphaSqr"
1327,1,"Response ~  (AlphaSqr+PhotonIndexSqr+log10TaSqr+log10Fa)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
1380,1,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+Alpha)^2+log10PeakFlux+log10Ta+PhotonIndex+log10NH+log10Fa+log10T90+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
