"","log10Ta","PhotonIndex","log10Fa","log10PeakFlux","Alpha","log10NH","log10T90","Beta","Gamma","log10Fluence","log10TaSqr","PhotonIndexSqr","log10FaSqr","log10PeakFluxSqr","AlphaSqr","log10NHSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"070125A",4.25845963241837,1.6257222844556,-10.9015023731412,0.267204426921351,1.59147961738547,20.2389849611051,1.77815125,0.886656876010672,1.98855513549153,-5.62906468693264,18.1344784409368,2.64297294617554,118.842753991603,0.0713982057663676,2.5328073725534,409.616512255838,3.16182186787656,0.786160415777004,3.95435152688974,31.6863692496721,0.0374300821665039,0.79625834004854,0.632386001143638,0.26180008590973,0.193472988629488,0.469639550882752,0.380999388307757,0.401877154168623,"070125A",1.55,0.406540180433955
"070411A",3.54512517275081,1.612287647033,-10.6614707977792,0.377321886206245,1.39074047916452,20.9334973260143,2.089021501,0.939257089700753,1.98821022888972,-5.77706972537739,12.5679124904715,2.59947145677521,113.666959571899,0.142371805810239,1.93415908038676,438.211310298248,4.36401083164029,0.882203880553128,3.95297991426171,33.374534611872,0.018295763152312,0.830512100630995,0.622020566589438,0.30017096914321,0.202638283921516,0.456513536308448,0.384111040532587,0.50689070634906,"070411A",2.95,0.59659709562646
"070612A",4.29490176167059,1.69458071658361,-10.6643135460757,0.390234224069861,2.01750384753001,21.3201870535298,2.566790912,0.928442991651922,2.03193961999534,-5.56324997175843,18.4461811424011,2.87160380501702,113.727583409014,0.152282749635407,4.0703217747984,454.5503759975,6.58841558592579,0.862006388747571,4.12877861930681,30.9497502482702,0.00608949276024844,0.80727012502061,0.584321630046158,0.400005002855115,0.214388055509573,0.458401925045621,0.206449494819642,0.367843197140212,"070612A",0.671,0.222976449893391
"071010A",4.22728014498134,1.67903614537176,-11.0097517059946,0.26805307017551,1.81234833830586,20.4221677246815,0.77815125,0.884516372529736,2.01081508115782,-5.67358581559501,17.8698974241535,2.81916237746486,121.214632627651,0.0718524484305169,3.28460649936001,417.064934575023,0.605519367876562,0.782369213273163,4.04337729061173,32.1895760069209,0.37430082166504,0.796969627900217,0.594489190334362,0.275953286103564,0.195304338134514,0.432953400580841,0.319695095585404,0.356395864256899,"071010A",0.99,0.298853076409707
"071010B",3.50251949809925,1.72730591128159,-10.3620156458001,0.545413374072358,1.03680484017768,21.3095875297451,1.552668216,0.906188744008195,1.98617659031711,-5.68566521081993,12.2676428345654,2.98358571114832,107.371368243806,0.297475748616994,1.07496427661586,454.098520687868,2.41077858897662,0.82117803976715,3.9448974479237,32.326788889528,0.062907701080855,0.841972921086861,0.593402161458891,0.280450720047944,0.215986767651673,0.432749224744972,0.447536567920244,0.431654173808192,"071010B",0.947,0.289365951520032
"071025A",3.57160081672478,1.62213259377256,-10.7844281981506,0.276937507685808,1.39399863015596,20.7019263293266,2.376832349,0.921537869560161,1.98499838360128,-5.8084337226223,12.7563323940291,2.63131415177929,116.303891561066,0.076694383163227,1.94323218087669,428.569753744866,5.64933201525286,0.84923204503348,3.94021858289969,33.737902310096,0.00943060774968575,0.797931933012949,0.622375377666814,0.274894386498469,0.198654774729186,0.436806832346816,0.383597352675689,0.537600814749911,"071025A",5,0.778151250383644
"071112C",3.25373237661387,1.66143589040235,-10.4032286685627,0.524916638941586,1.17533084295455,21.2173050539508,1.176091259,0.879913657174972,1.96939084247101,-5.81127084460966,10.5867743786253,2.76036921791705,108.227166730405,0.275537477837731,1.38140259040025,450.174033752406,1.38319064949621,0.774248044083034,3.87850029040867,33.7708688294103,0.149720328552953,0.812424930997323,0.613956477483681,0.266866321274483,0.19167345663978,0.478306686911359,0.463945260311324,0.427851671184475,"071112C",0.82,0.260071387985075
"080319C",3.53623804698494,1.45423998397367,-10.6684390703431,0.475283785418248,1.69701999520679,20.9058498256637,1.531478917,0.913754040542593,1.97935760017837,-5.74813495009401,12.5049795249439,2.11481393098774,113.815592197623,0.225894676681499,2.87987686413165,437.054556933203,2.34542767321549,0.834946446607915,3.91785650938388,33.0410554044923,0.0660530861242607,0.767351691255829,0.590954141048344,0.397323455738987,0.207004899718235,0.484268108521743,0.348298899430877,0.444585566536265,"080319C",1.95,0.469822015978163
"080330A",3.64042465182194,1.62739603814398,-10.5274185472066,0.443802919010095,1.26531718071842,21.0658685260235,1.783188691,0.877907083627025,1.97507831711918,-5.61280715157895,13.2526916455929,2.64841786496672,110.82654126807,0.196961030921881,1.60102756782121,443.770816755708,3.17976190771029,0.770720847482508,3.90093435875433,31.5036041208158,0.0369984337462195,0.784901545370465,0.599984472469636,0.272340103751185,0.211109545451254,0.451313861287283,0.376070782554668,0.552785371952307,"080330A",1.51,0.399673721481038
"080413B",4.43526683966263,1.75512004870113,-11.1393181743893,0.292069930011085,1.83914729985561,20.2384230666594,0.903089987,0.907784505325222,2.0081307017448,-5.72661713704783,19.6715919390109,3.08044638535266,124.08440939028,0.0853048440166801,3.38246279056618,409.593768225091,0.81557152461966,0.824072708108558,4.03258891529006,32.7941438343299,0.280725615995587,0.844904696161984,0.620293351732969,0.277349693055528,0.192306703165898,0.476704296258771,0.333084662904416,0.334983171768076,"080413B",1.1,0.322219294733919
"080603A",3.73852616692566,1.71533837478236,-10.695921119596,0.358687145553664,1.20604909239641,21.0579372642832,1.77815125,0.90574028184772,2.00530989047766,-5.64056547235667,13.9765779007879,2.94238574000099,114.40272859662,0.128656468385435,1.4545544132702,443.436721826487,3.16182186787656,0.820365458161587,4.02126775684753,31.8159788479422,0.0374300821665039,0.764855445129845,0.649598016777649,0.283762204668398,0.196920393366508,0.431166900508382,0.363719282878789,0.522036411199552,"080603A",1.69,0.429752280002408
"080603B",3.91194960677745,1.61558903002161,-10.6233813083771,0.409359940613537,1.34507228609575,20.9899170942961,1.77815125,0.882738443144279,1.98049450677552,-5.51292813549072,15.3033497259662,2.61012791392617,112.856230423176,0.167575560979119,1.80921945482285,440.576619625424,3.16182186787656,0.779227159004785,3.92235849136801,30.3923766270852,0.0374300821665039,0.744368919529571,0.605201623334486,0.264628858424407,0.197817305138437,0.456045694062283,0.330931466610164,0.576777370027017,"080603B",2.6893,0.566943971856554
"081228A",3.38118395973577,1.7379575131792,-10.8750132016766,0.243908201805814,1.30027915398102,20.8870101480959,0.477121255,0.941183330074743,2.00384693353682,-5.98649017430073,11.4324049695745,3.02049631761603,118.26591213664,0.0594912109081457,1.6907258782776,436.267192926661,0.227644691972775,0.885826060810583,4.01540253304492,35.8380646069992,0.748601642185562,0.762888972612087,0.638676195187086,0.27786112002877,0.210147621136552,0.421350524148758,0.418156116489414,0.442198329531409,"081228A",3.44,0.64738297011462
"090313A",3.63482091771727,1.62142450597004,-10.2916980617426,0.643834929958559,1.18251337653882,21.3335662597489,1.893872679,0.923633879357445,1.9707534977371,-5.50148254474609,13.211923103875,2.62901742856019,105.919048994076,0.414523417034742,1.39833788569324,455.121049359097,3.58675372426264,0.853099543096883,3.88386934884301,30.2663101901459,0.0286747309365001,0.793718806105817,0.605438514527348,0.282073717746858,0.195389757887318,0.47730513513051,0.378488282003861,0.490208210922689,"090313A",3.38,0.6414741105041
"090726A",3.56856366633087,1.71305419661486,-10.6153586557152,0.398440331724461,1.25086987324864,21.104461943154,1.773054693,0.95537769672947,2.00665805448909,-5.7430152657762,12.7346466406568,2.93455468053978,112.685839389468,0.158754697944699,1.56467543980107,445.398313910035,3.14372294436932,0.912746543408107,4.02667654764594,32.9822243429385,0.0378719212460373,0.777195177129161,0.625659349945523,0.287859866692389,0.206002744299082,0.45399106653639,0.383541116608922,0.474023869357208,"090726A",2.71,0.569373909615046
"091024A",3.80119318627547,1.45345991569634,-10.2048321049238,0.737137046937763,1.51753718130589,21.3299499775855,1.995196292,0.892041451449135,1.93954462751294,-5.33766060294917,14.4490696393871,2.11254572653601,104.138598289684,0.543371025968126,2.30291909664583,454.9667660463,3.98080824361055,0.79573795110348,3.76183336211431,28.4906207122757,0.022707835449174,0.801362715979047,0.61216342663035,0.277009331144064,0.185978328458134,0.534772615966786,0.287248481933438,0.454502705947055,"091024A",1.09,0.320146286111054
"000926A",4.23118097454324,1.67202279995712,-10.8605261040488,0.335525179963672,1.75943237017218,20.5707470314311,1.397940009,0.916599497951259,2.01110746587042,-5.60607026177493,17.9028924393367,2.79566024357645,117.951027256725,0.112577146389654,3.09560226520969,423.155633431131,1.95423626876292,0.8401546396445,4.04455323927974,31.4280237799572,0.0898321970524164,0.827660020283902,0.65389439792829,0.293384266877723,0.19416267362819,0.463092755644584,0.318835383125333,0.368602485086581,"000926A",2.04,0.482873583608754
"970508A",4.62003633362784,1.81706113930602,-11.2915218298013,0.24660723661922,1.46015725712989,20.1023373310648,1.120573931,0.868082342816862,1.93822605882503,-5.85672338672758,21.3447357240414,3.30171118397609,127.498465232879,0.060815129152968,2.13205921554908,404.103966171921,1.25568593483679,0.753566953910412,3.75672025510841,34.3012088286418,0.170136737050821,0.80752163501987,0.652792575964957,0.293291217842421,0.210423580194429,0.631233222228462,0.42713008420145,0.327945591007397,"970508A",0.83,0.262451089730429
