"","log10PeakFlux","log10NH","PhotonIndex","log10Ta","log10Fa","Alpha","log10T90","log10PeakFluxSqr","log10NHSqr","PhotonIndexSqr","log10TaSqr","log10FaSqr","AlphaSqr","log10T90Sqr","Response"
"100728A",0.707570176,21.52592288,1.18,4.03148606,-10.17587417,1.5588143,2.297760511,0.500655553964671,463.365355835707,1.3924,16.2528798519743,103.548415123673,2.42990202188449,5.27970336591098,0.409425868671443
"100814A",0.397940009,20.89608288,1.47,5.22729477,-11.49349497,1.76532941,2.241795431,0.15835625076292,436.646279727829,2.1609,27.3246106124694,132.100426625415,3.11638792581095,5.02564675445248,0.387389826338729
"100816A",1.037426498,21.34783526,0.73,3.97801299,-11.5559552,1.04455013,0.462397998,1.07625373875254,455.730070288099,0.5329,15.8245873486087,133.540100584407,1.09108497408302,0.213811908554408,0.256236533205923
"100901A",-0.096910013,21.53188109,1.52,4.91124,-11.34103516,1.50754,2.64246452,0.00939155061966017,463.6219032739,2.3104,24.1202783376,128.619078500356,2.2726768516,6.98261873945883,0.381656482585787
"100906A",1.004321374,21.96198081,1.78,3.94074768,-10.4698003,1.71220056,2.058426024,1.00866142227325,482.328601098808,3.1684,15.5294922774254,109.61671832188,2.93163075766431,4.23711769628045,0.43568513794163
"101219B",-0.22184875,20.49692965,1.56,4.42003952,-11.99567863,0.66918137,1.531478917,0.0492168678765625,420.124125077049,2.4336,19.5367493583618,143.896305794239,0.447803705955077,2.34542767321549,0.190331698170291
"101225A",-0.338610804708651,21.11770968,1.82,4.28937320649496,-11.3986269218493,1.06878551861374,3.036628895,0.11465727706544,445.957662128766,3.3124,18.3987225045968,129.928695703507,1.14230248479844,9.22111504594892,0.123851640967086
"110205A",0.556302501,21.37042981,1.8,4.08764186507059,-10.9294450982402,1.6796173992066,2.409933123,0.309472472618855,456.695270264137,3.24,16.7088160170777,119.452770155447,2.82111460771754,5.80777765733253,0.506505032404872
"110213A",0.204119983,21.56708403,1.83,3.84089,-9.896196279,1.8412,1.681241237,0.0416649674599203,465.139113557081,3.3489,14.7524359921,97.9347007924934,3.39001744,2.82657209698929,0.390935107103379
"110422A",1.487138375,22.02088312,0.86,3.50066971,-9.681936665,1.42239886,1.413299764,2.21158054639764,484.919293384701,0.7396,12.2546884185115,93.7398975850713,2.0232185169293,1.99741622292246,0.442479769064449
"110503A",0.130333768,21.13638759,0.88,2.54166555,-9.08249449,1.14649063,1,0.0169868910810778,446.746880354706,0.7744,6.4600637680568,82.4917061608804,1.3144407646778,1,0.417139409727326
"110715A",1.731588765,22.0746007,1.25,2.61109719,-9.075720714,0.95853538,1.113943352,2.99839965107422,487.287996064441,1.5625,6.8178285356259,82.3687064785287,0.918790074711744,1.240869791465,0.260071387985075
"110731A",1.041392685,21.95954126,1.15,5.08952072,-12.08512818,1.42351927,1.588831726,1.08449872437151,482.221452349642,1.3225,25.9032211593093,146.05032312703,2.02640711206133,2.52438625354414,0.583198773968623
"110801A",0.041392685,21.39050236,1.84,3.81746072880134,-10.4317860371409,1.50766851132653,2.58546073,0.00171335437150922,457.553591213166,3.3856,14.5730064159404,108.822159924689,2.27306434004557,6.68460718637213,0.456062224454951
"110808A",-0.397940009,21.79614607,2.32,4.50711,-12.08440021,0.807091,1.681241237,0.15835625076292,475.071983504776,5.3824,20.3140405521,146.032728435448,0.651395882281,2.82657209698929,0.370698092575577
"110818A",0.204119983,22.06812647,1.58,3.84627415,-11.28316228,1.37167718,2.012837225,0.0416649674599203,487.002205895915,2.4964,14.7938248369582,127.309751036815,1.88149828613275,4.0515136943457,0.639486489268586
"111008A",0.806179974,22.17059025,1.86,3.98993393,-10.66756154,1.21584288,1.802500068,0.649926150478641,491.535072033395,3.4596,15.9195727657652,113.796869209687,1.47827390884669,3.24900649514001,0.777412321496744
"111107A",0.079181246,21.56675205,1.49,3.50002099967664,-10.7349772399854,1.08319297826086,1.424881637,0.00626966971811252,465.124793986179,2.2201,12.2501469981775,115.239736343005,1.17330702815364,2.0302876794598,0.590284403718162
"111123A",-0.045757491,21.35034301,1.68,4.42202873,-11.60730305,1.46723371,2.462397998,0.00209374798261508,455.837146644656,2.8224,19.5543380889454,134.729484094539,2.15277475976036,6.06340390055441,0.618215503279417
"111209A",-0.301029996,21.14009932,1.48,4.13326,-9.057000407,2.77382,2.505149978,0.09061905849176,446.903799259465,2.1904,17.0838382276,82.0292563723982,7.6940773924,6.2757764122734,0.224533062606086
"111228A",1.093421685,21.41342718,2.27,4.10627835,-10.65757732,1.15297662,2.005180513,1.19557098122824,458.534863593163,5.1529,16.8615218876787,113.583954331778,1.32935508626662,4.02074888971494,0.234010817587179
"120118B",0.342422681,21.451745,2.08,3.68307,-10.95467702,1.0241,1.36660971,0.117253292463228,460.177363545025,4.3264,13.5650046249,120.004948612516,1.04878081,1.86762209946628,0.595826777073223
"120119A",1.012837225,22.02202812,1.38,3.60091249974307,-10.5044590759749,1.46266542749052,2.404491618,1.0258392443457,484.969722518071,1.9044,12.9665708308059,110.343660478831,2.13939015277602,5.78157994103226,0.612783856719735
"120327A",0.591064607,22.16619025,1.52,3.48517215,-10.15181088,1.44859414,1.798650645,0.349357369648064,491.339990199195,2.3104,12.1464249151356,103.059264143286,2.09842498244234,3.23514414275892,0.581266805273671
"120404A",0.079181246,21.70983536,1.85,3.79948,-11.02687215,1.90651,1.587710965,0.00626966971811252,471.316951358306,3.4225,14.4360482704,121.591909412446,3.6347803801,2.52082610838123,0.588383768378728
"120422A",-0.22184875,21.79614607,1.19,5.23266697,-12.73992861,0.86153199,0.728353782,0.0492168678765625,475.071983504776,1.4161,27.380803618929,162.305780987897,0.74223736979336,0.530499231753704,0.108226656374928
"120711A",0.15298088503652,20.8890204759374,1.73945067928945,3.93987499964481,-10.9030517122965,1.26061032393654,2.06069784,0.0234031511865569,436.351176444131,3.02568866568052,15.5226150128262,118.876536641011,1.58913838881539,4.24647558778067,0.381115080709851
"120729A",0.462397998,21.34792103,1.62,3.52138487,-10.29756946,2.26312734,1.854306042,0.213811908554408,455.733732303116,2.6244,12.4001514026649,106.039936783525,5.12174535705548,3.43845089739771,0.255272505103306
"120802A",0.477121255,22.12127744,1.21,3.53838419,-11.17198494,0.54215516,1.698970004,0.227644691972775,489.350915577453,1.4641,12.520162676042,124.813247499587,0.293932217514626,2.88649907449176,0.680879174426811
"120811C",0.612783857,21.91722026,1.4,3.15909591,-10.14327111,1.01613299,1.428134794,0.375504055399796,480.364543925354,1.96,9.97988696857873,102.885948810961,1.03252625336634,2.03956898983342,0.564784384503987
"120815A",0.342422681,21.77242733,2.29,3.54024063321074,-10.6626913102765,1.05796028237845,0.986771734,0.117253292463228,474.038591840131,5.2441,12.5333037410364,113.692985978245,1.1192799590903,0.973718455021367,0.526339277389844
"120907A",0.462397998,21.0438101,1.73,3.2113827,-10.37675071,1.05329104,1.227886705,0.213811908554408,442.841943524862,2.9929,10.3129788458593,107.676955297485,1.10942201494428,1.50770576031576,0.294466226161593
"120922A",0.301029996,21.0163605,1.58,3.59799,-10.59516628,1.06622,2.238046103,0.09061905849176,441.68740866596,2.4964,12.9455320401,112.257548500849,1.1368250884,5.00885035915349,0.612783856719735
"121024A",0.113943352,21.94617755,1.41,4.17178823,-11.31158018,1.30353551,1.838849091,0.0129830874649959,481.634709056124,1.9881,17.4038170359665,127.951846168569,1.69920482583096,3.38136597947153,0.5182506513085
"121027A",0.113943352,22.07736427,1.82,5.40919042,-11.92081875,1.50995764,1.796574333,0.0129830874649959,487.410013110273,3.3124,29.2593409998198,142.105919670352,2.27997207459437,3.22767933399439,0.442949869577862
"121128A",1.11058971,22.04029767,1.32,3.23392922,-9.617982957,1.54546584,1.367355921,1.23340950395788,485.774721382207,1.7424,10.4582981999698,92.5055961611425,2.38846466260691,1.86966221469376,0.505149978319906
"121211A",0,21.66138196,2.36,4.20933518,-11.2823295,1.15615612,2.260071388,0,469.215468417013,5.5696,17.7185026575856,127.29095894657,1.33669697381345,5.10792267885625,0.305995882770805
"121217A",0.255272505,21.6003032,1.53,3.60500584007781,-10.5877773237916,1.10833466308563,2.890979597,0.065164051808975,466.57309833193,2.3409,12.9960671069951,112.101028658195,1.22840572539715,8.35776303027028,0.612783856719735
"130215A",0.397940009,21.1575730258515,1.59,4.49925502146849,-11.2156137161972,1.74473426564299,1.81756537,0.15835625076292,447.642896344238,2.5281,20.2432957482094,125.789991030951,3.04409765770879,3.30354387422324,0.204119982655925
"130408A",0.69019608,20.06405721,1.28,3.58393,-10.32975415,1.39277,1.447158031,0.476370628847366,402.566391726153,1.6384,12.8445542449,106.703820799442,1.9398082729,2.0942663666878,0.677333151419902
"130418A",-0.22184875,21.12149747,2.07,2.59006,-9.247183569,1.28449,2.07200023240372,0.0492168678765625,446.117655375216,4.2849,6.7084108036,85.5104039587836,1.6499145601,4.29318496308105,0.345961541813141
"130420A",0.531478917,20.79265849,1.52,3.56731,-10.8728952,0.914676,2.091666958,0.282469839215493,432.334647081769,2.3104,12.7257006361,118.219850030183,0.836632184976,4.37507066318897,0.361160995195026
"130427A",2.519827994,20.99021494,1.21,3.9487762106582,-10.1897791265309,1.35013913071369,2.211734423,6.34953311934606,440.589123227399,1.4641,15.5928335618601,103.831598647484,1.82287567228431,4.89176915788314,0.127104798364808
"130511A",0.113943352,21.01365445,1.35,2.65954,-10.51570016,1.16497,0.73479983,0.0129830874649959,441.573673344005,1.8225,7.0731530116,110.579949855024,1.3571551009,0.539930790168029,0.362350507594848
"130514A",0.447158031,21.19799139,1.8,3.68772,-10.7212464,1.17745,2.309630167,0.199950304687797,449.354838970514,3.24,13.5992787984,114.945124369513,1.3863885025,5.33439150831645,0.662757831681574
"130604A",-0.096910013,21.35024026,1.51,2.071571247,-8.316052869,1.742079764,1.57634135,0.00939155061966017,455.832759159725,2.2801,4.29140743139714,69.1567353200031,3.0348419041383,2.48485205171982,0.313867220369153
"130606A",0.414973348,20.24962877,1.52,3.30222,-10.18045606,1.37571,2.441820772,0.172202879550329,410.047465322812,2.3104,10.9046569284,103.641685589591,1.8925780041,5.96248868257068,0.839666556882433
"130702A",0.697313985603386,21.1002489320261,1.7069931932884,4.19088993150694,-10.5377410582391,1.38007417955102,1.770852012,0.486246794518079,445.220504993469,2.91382576193293,17.5635584180063,111.043986610499,1.90460474106341,3.13591684840445,0.0606978403536116
"130831A",1.133538908,22.44245468,1.93,3.31959,-9.89279003,1.28481,1.511883361,1.28491045594983,503.663772063854,3.7249,11.0196777681,97.8672945776674,1.6507367361,2.28579129726866,0.16999753706657
"131030A",1.44870632,20.84178667,1.3,2.84594,-9.294136288,1.11188,1.613841822,2.09875000160794,434.38007159779,1.69,8.0993744836,86.3809693399184,1.2362771344,2.60448542643628,0.36078268987328
"131105A",0.544068044,21.32749584,1.45,3.9488,-10.91009489,1.19347,2.050379756,0.296010036501986,454.862078805217,2.1025,15.59302144,119.030170508804,1.4243706409,4.20405714381462,0.429106008332697
"131117A",-0.15490196,22.01669496,1.73945067928945,2.87134,-10.838632,0.951056,1.041392685,0.0239946172118416,484.734856961689,3.02568866568052,8.2445933956,117.475943631424,0.904507515136,1.08449872437151,0.702602841340427
"140206A",1.28780173,22.00531353,1.04,3.59073,-9.730487056,1.22509,1.971275849,1.65843329579099,484.233823553601,1.0816,12.8933419329,94.6823783469835,1.5008455081,3.88592847285067,0.571708831808688
"140213A",1.371067862,20.99187128,1.8,3.829176603,-10.12551818,1.108879519,1.77815125,1.87982708220925,440.658659836089,3.24,14.6625934569626,102.526118413511,1.22961378765767,3.16182186787656,0.343920385393226
"140419A",0.69019608,22.04094236,1.21,3.68383,-10.00568285,1.36898,1.976349979,0.476370628847366,485.803140116842,1.4641,13.5706034689,100.113689294784,1.8741062404,3.9059592394933,0.695131297704026
"140423A",0.322219295,21.81946365,1.33,3.90552,-10.85078089,1.18974,2.127104798,0.103825274070297,476.088993973671,1.7689,15.2530864704,117.739445922789,1.4154812676,4.52457482167462,0.629409599102719
"140430A",0.397940009,21.67796993,2,4.14388,-11.36251027,0.875171,2.239549721,0.15835625076292,469.934380285984,4,17.1717414544,129.106639635855,0.765924279241,5.01558295283118,0.414973347970818
"140506A",1.037426498,21.81764402,1.68,3.30686,-9.903089987,0.948932,2.045714059,1.07625373875254,476.009590583442,2.8224,10.9353230596,98.0711912906197,0.900471940624,4.18494601119025,0.276231957921834
"140509A",0.204119983,20.90144742,1.59,3.58709,-11.09770006,1.40649,1.17092730333444,0.0416649674599203,436.870504251025,2.5281,12.8672146681,123.158946621724,1.9782141201,1.37107074969407,0.531478917042255
"140512A",0.832508913,21.32824297,1.45,3.53686,-9.504455662,1.25134,2.189770956,0.693071090224441,454.893948187355,2.1025,12.5093786596,90.3346774309239,1.5658517956,4.79509683974115,0.236789099409293
"140518A",0,22.46148952,0.92,3.77824,-11.31158018,1.64981,1.781755375,0,504.51851145707,0.8464,14.2750974976,127.951846168569,2.7218730361,3.17465221634139,0.756407872548958
"140614A",-1.4317581319867,20.54058972,1.5,3.70006,-10.9589,1.35595,2.857332496,2.04993134851005,421.91582604537,2.25,13.6904440036,120.09748921,1.8386004025,8.16434899269759,0.718750734739665
"140629A",0.62324929,21.74269921,1.86,2.85608,-9.847711656,1.16056,1.62324929,0.388439677485504,472.744968936535,3.4596,8.1571929664,96.9774248597183,1.3468995136,2.6349382574855,0.515211304327802
"140801A",0.574153872694756,20.8744034307407,1.83370502309806,3.87787507440513,-10.8482223391215,1.1409983785241,0.84509804,0.329652669530387,435.740718589319,3.36247411173506,15.0379150926926,117.683927919014,1.30187729979463,0.714190697211842,0.3654879848909
"140907A",0.397940009,21.4811071,1.72,3.87700165408139,-10.7081260728579,1.2057930880019,1.898725182,0.15835625076292,461.43796224167,2.9584,15.0311418257498,114.663963992219,1.45393697107315,3.60515731676093,0.344392273685111
"141004A",0.785329835,21.49730845,1.86,3.30337,-10.61083392,1.54959,0.593286067,0.616742949741127,462.134270594441,3.4596,10.9122533569,112.589796477823,2.4012291681,0.351988357296328,0.196728722623287
"141121A",-0.045757491,21.59590717,1.73,5.76634,-12.65757732,2.33322,2.74028372,0.00209374798261508,466.383206495257,2.9929,33.2506769956,160.214263611778,5.4439155684,7.50915486609704,0.392696953259666
"141220A",0.949390007,21.48574413,0.62,2.77561,-9.872830386,1.42066,0.857935265,0.90134138539146,461.63720081983,0.3844,7.7040108721,97.4727798307249,2.0182748356,0.73605291893062,0.365394376854778
"141221A",0.491361694,21.46788768,1.74,3.38505608304619,-10.2290506125835,1.33926883825149,1.567026366,0.24143631433055,460.870201441096,3.0276,11.458604685368,104.633476434794,1.79364102111151,2.45557163173917,0.389166084364532
"150120B",0.079181246,21.52664292,2.2,3.39431,-10.79048499,1.17705,2.01762288488796,0.00626966971811252,463.396355405186,4.84,11.5213403761,116.434566319415,1.3854467025,4.0708021056236,0.653212513775344
"150314A",1.58546073,22.01715025,1.08,2.49217,-8.609064893,1.19079,1.169968174,2.51368572637213,484.754905131075,1.1664,6.2109113089,74.1159983318851,1.4179808241,1.36882552817289,0.440594261839831
"150323A",0.73239376,21.69269626,1.85,3.68422675116532,-10.9609182361976,0.997008733659542,2.174931594,0.536400619686938,470.573071028618,3.4225,13.5735267540022,120.141728580609,0.994026414993403,4.73032743857938,0.202215775801131
"150403A",1.245512668,21.79039707,1.23,3.19694,-8.821023053,1.24471,1.611723308,1.55130180614848,474.821404468265,1.5129,10.2204253636,77.8104477015574,1.5493029841,2.59765202155046,0.48572142648158
"150821A",-1.49776679460977,22.340573,2.1,2.95174,-8.853871964,1.82628,2.23578087,2.24330537103562,499.101201968329,4.41,8.7127690276,78.3910487549052,3.3352986384,4.99871609865796,0.244277120801843
"150910A",0.041392685,20.842422,1.42,3.44133738832085,-10.0074284260545,1.33333575314577,2.049992857,0.00171335437150922,434.406554826084,2.0164,11.842803020255,100.148623702604,1.7777842306168,4.20247071375102,0.372635880581721
"151021A",0.986771734,22.33647975,1.57,3.15765,-9.642065153,1.33346,2.042181595,0.973718455021367,498.91832762216,2.4649,9.9707535225,92.9694204146969,1.7781155716,4.17050566695674,0.52244423350632
"151027A",0.832508913,21.65076489,1.72,3.99907,-9.935542011,1.74508,2.11290649,0.693071090224441,468.755620322057,2.9584,15.9925608649,98.7149950523459,3.0453042064,4.46437383548412,0.257678574869184
"151215A",0.204119983,20.89722339,1.99,3.06337,-10.72815839,1.07478,1.250420002,0.0416649674599203,436.693945411563,3.9601,9.3842357569,115.093382440927,1.1551520484,1.56355018140168,0.555094448578319
"160117B",-0.705929807788426,20.95374423,1.73,4.10299,-11.74958,0.973333,0.697062187810827,0.498336893524204,439.059397256258,2.9929,16.8345269401,138.0526301764,0.947377128889,0.485895693675617,0.271841606536499
"160121A",0.079181246,21.81764402,1.77,3.8244,-11.17263073,0.798663,1.079181246,0.00626966971811252,476.009590583442,3.1329,14.62603536,124.82767742894,0.637862587569,1.16463216171811,0.471291711058939
"160131A",0.806179974,21.680967,1.24,3.82343293696546,-10.1461251211911,1.36256969768992,2.511883361,0.649926150478641,470.064330055089,1.5376,14.6186394234724,102.943854974864,1.8565961810628,6.30955801926866,0.294906910605192
"160203A",0.113943352,22.0158332,1.93,3.66139836,-11.36754271,1.146279559,1.305351369,0.0129830874649959,484.696911490222,3.7249,13.4058379506107,129.221027263674,1.31395682738123,1.70394219655017,0.655138434811382
"160227A",-0.22184875,21.4198963,0.75,4.47751,-10.99567863,1.10229,2.500373714,0.0492168678765625,458.811957502754,0.5625,20.0480958001,120.904948534239,1.2150432441,6.25186870966215,0.528916700277655
"160314A",-0.045757491,21.14580437,1.53,3.38078571323302,-10.7368849815526,1.02896305161335,0.941014244,0.00209374798261508,447.145042454311,2.3409,11.4297120388005,115.28069910709,1.05876496158546,0.885507807410892,0.237040791379191
"160327A",0.255272505,20.72655851,1.84,3.76407,-11.22402567,1.49693,1.447158031,0.065164051808975,429.590227668453,3.3856,14.1682229649,125.978752240819,2.2407994249,2.0942663666878,0.777426822389311
"160425A",0.447158031,22.05510681,2.2,3.66005073825273,-10.692155194373,1.14500426551992,2.483701382,0.199950304687797,486.427736400508,4.84,13.3959714065844,114.322182700558,1.3110347680588,6.16877255494871,0.191730393362856
"160804A",0.462397998,21.30214687,1.4,4.38419,-11.5214335,0.948229,2.15896526,0.213811908554408,453.781461271051,1.96,19.2211219561,132.743429894922,0.899138236441,4.66113099388687,0.239549720840473
"161014A",0.462397998,22.18657496,1.47,3.80784148976012,-10.7875021746554,1.3901473505127,1.26245109,0.213811908554408,492.244108455699,2.1609,14.4996568111386,116.370203168195,1.93250965613749,1.59378275464219,0.582404298019028
"161023A",0.588209791507229,21.1872488303853,1.48429488273099,4.01506449179133,-10.4601373332812,1.38818553995609,1.643452676,0.345990758824977,448.899513000661,2.2031312989014,16.1207428732435,109.414473031103,1.92705909334319,2.70093669825156,0.569373909615046
"161108A",-0.22184875,21.16074757,1.85,4.69106,-11.81247928,0.883711,2.021602716,0.0492168678765625,447.777237721261,3.4225,22.0060439236,139.534666740429,0.780945131521,4.08687754133858,0.334252642334231
"161117A",0.832508913,21.87736847,1.19,4.08464,-10.74958,1.141,2.099335278,0.693071090224441,478.61925117215,1.4161,16.6842839296,115.5534701764,1.301881,4.40720860945534,0.406369835469268
"161129A",0.531478917,21.51361441,1.57,3.70506,-10.43651891,2.32574,1.550595207,0.282469839215493,462.83560498216,2.4649,13.7274696036,108.920926958788,5.4090665476,2.40434549597137,0.216165902285993
"161219B",0.72427587,21.16590877,1.29,4.0135,-10.13667714,0.871656,0.84135947,0.524575535864257,447.995694059963,1.6641,16.10818225,102.752223440599,0.759784182336,0.707885757758681,0.0597526942092988
"170113A",0.041392685,21.4429483,0.75,3.74447025556124,-10.7257552514396,1.26645759569829,1.315130317,0.00171335437150922,459.800031796473,0.5625,14.0210574947829,115.041825713785,1.60391484170188,1.72956775069252,0.472463896606989
"170202A",0.672097858,21.7153121,1.68,3.77629,-10.65364703,1.1958,1.664641976,0.451715530728188,471.554779600406,2.8224,14.2603661641,113.500195039828,1.42993764,2.77103290826118,0.666985718329661
"170405A",-0.0335186812736592,21.07108335,1.59,3.6300738,-10.31069114,1.81152426,2.216693599,0.00112350199432515,443.990553542647,2.5281,13.1774357934464,106.310351784474,3.28162014456855,4.91373051184757,0.65417654187796
"170519A",-0.15490196,21.33992622,1.94,4.1513,-11.06348626,1.37345,2.335257256,0.0239946172118416,455.392451075043,3.7636,17.23329169,122.400728225209,1.8863649025,5.45342645170065,0.259593878885949
"170531B",-0.096910013,21.70173804,1.95,3.80257,-11.39577395,1.02082,2.215187969,0.00939155061966017,470.965433956783,3.8025,14.4595386049,129.863663919499,1.0420734724,4.90705773800235,0.527114111639805
"170607A",1.08334542328181,20.90203663,1.61,3.86767625455562,-10.4554935150389,1.20516048531744,1.361727836,1.17363730614565,436.895135281862,2.5921,14.9589196100534,109.317344643021,1.45241179537056,1.85430269933724,0.19228861256812
"170705A",1.1430148,21.08891889,1.65,3.63746,-10.18641901,0.774169,2.337059726,1.30648283301904,444.742499948999,2.7225,13.2311152516,103.763132247289,0.599337640561,5.4618481628912,0.478566495593843
"170714A",-0.397940009,21.06857952,1.76,3.97120280314824,-11.0257529043262,1.62632687092528,3,0.15835625076292,443.885042990563,3.0976,15.7704517037324,121.567227107257,2.6449390910936,9,0.253580289562183
"170903A",0.591064607,21.73970839,1.94,4.41384,-11.26042766,0.971187,1.465382851,0.349357369648064,472.614920882236,3.7636,19.4819835456,126.797231086093,0.943204188969,2.14734690000489,0.27554168840131
"171205A",0,22.18657496,1.41,5.48376,-12.42945706,1.13263,2.277379975,0,492.244108455699,1.9881,30.0716237376,154.491402806384,1.2828507169,5.186459550531,0.0156949885265181
"171222A",-0.15490196,20.02880298,2.07,4.78231,-12.10957898,0.718496,2.242541428,0.0239946172118416,401.152948811657,4.2849,22.8704889361,146.641903072858,0.516236502016,5.02899205629628,0.532627001228891
"180115A",-0.22184875,20.61397389,1.66,3.47993800359302,-10.3213167839867,1.20434393660887,1.611723308,0.0492168678765625,424.935919537602,2.7556,12.109968508851,106.529580155407,1.45044431764654,2.59765202155046,0.542451947375977
"180205A",0.531478917,21.4933967,2.04,3.21372,-10.30627305,1.09633,1.190331698,0.282469839215493,461.966101703571,4.1616,10.3279962384,106.219264181156,1.2019394689,1.41688955126356,0.381836799998343
"180325A",0.973127854,22.14319598,1.18,3.76876606008991,-10.8044536880699,1.4280761379409,1.973589623,0.946977820230645,490.321128208688,1.3924,14.2035976156856,116.736219497646,2.03940145575619,3.89505600001328,0.511616020569138
"180329B",0.146128036,21.41988474,0.97,4.02296,-11.14935376,1.50063,2.322219295,0.0213534029052173,458.811462274885,0.9409,16.1842071616,124.308089265626,2.2518903969,5.3927024540703,0.476831628512261
"180620B",0.556302501,21.21643247,1.3,4.6659,-10.98296666,1.09835,2.29841638,0.309472472618855,450.13700675407,1.69,21.77062281,120.625556654672,1.2063727225,5.2827178558523,0.325823419002744
"180624A",0.146128036,21.1034582,1.91,4.171185481,-11.54363397,1.243849338,2.686993566,0.0213534029052173,445.355947999147,3.6481,17.3987883169052,133.255485233338,1.54716117564304,7.2199344237254,0.586024382386976
"180720B",1.831869774,21.24271531,1.36,3.62033,-8.847711656,1.34127,3.06444019010425,3.35574686889481,451.252953741708,1.8496,13.1067893089,78.2820015477183,1.7990052129,9.39079367872618,0.218535505216528
"180728A",2.120573931,21.58733599,1.97,3.8695,-9.42365865,1.1986,0.938519725,4.49683379683679,466.013075145149,3.8809,14.97303025,88.8053423517198,1.43664196,0.880819274214076,0.0480531731156091
"181010A",0.146128036,22.27837171,1.52,3.15711,-9.928117993,1.07011,1.214843848,0.0213534029052173,496.325846048928,2.3104,9.9673435521,98.5675268829304,1.1451354121,1.47584557502345,0.378397900948138
"181020A",0.886490725,20.65703194,1.25,4.29043,-10.42365865,2.64643,2.376576957,0.785865805511026,426.71296857018,1.5625,18.4077895849,108.65265965172,7.0035917449,5.64811803254338,0.595275711802099
"181201A",0.899550776141651,21.1468434832998,1.62357778401957,4.06563006003523,-10.3468375689118,1.28838147748779,1.283301229,0.809191598857047,447.188989307179,2.63600482076189,16.529347785062,107.057047677444,1.65992683153361,1.64686204435291,0.161368002234975
"190114A",-0.301029996,21.6447605,2.06,3.74534,-10.75202673,1.18375,1.823474229,0.09061905849176,468.49565710236,4.2436,14.0275717156,115.606078802635,1.4012640625,3.32505826382714,0.641126932803509
"190719C",0.740362689,20.95382587,1.64,4.88123,-11.257,1.55953,2.268811904,0.548136911263311,439.062818590281,2.6896,23.8264063129,126.720049,2.4321338209,5.14750745573211,0.54020429984206
"190829A",1.255272505,22.04910001,2.56,4.0838,-9.56068,1.03996,1.764922985,1.57570906180898,486.162811250982,6.5536,16.67742244,91.4066020624,1.0815168016,3.11495314298131,0.0328201494385639
"191011A",0.255272505,21.65033473,1.94,3.15321333,-10.8132081,1.30602449,0.867467488,0.065164051808975,468.736993921044,3.7636,9.94275430448969,116.925469413906,1.70569996847976,0.75249984273703,0.434888120867316
"191221B",0.681241237,21.70587483,1.24,1.95518066,-8.11145684,1.15734724,1.681241237,0.46408962298929,471.145002135627,1.5376,3.82273141323804,65.7957320671828,1.33945263393562,2.82657209698929,0.332034277027518
"200205B",0.301029996,21.31611509,1.36,4.53640048,-11.7337376,1.56884903,2.660865478,0.09061905849176,454.376762530126,1.8496,20.5789293149442,137.680598065654,2.46128727893194,7.08020509201217,0.391816923613249
"200613A",0.228369899911643,20.9938049880807,1.74656725545063,4.23991253818709,-10.8313677045803,1.18908813355767,2.580924976,0.0521528111856537,440.73984787756,3.05049717781235,17.9768583314761,117.318526351826,1.41393058936766,6.6611737317406,0.347427598618541
"200829A",1.994317153,21.08966848,0.83,2.97975,-8.6381,1.29833,1.115277591,3.97730090675002,444.774116596306,0.6889,8.8789100625,74.61677161,1.6856607889,1.24384410498676,0.352182518111362
"201014A",-0.522878745,22.1524657,2.55,4.16402931025167,-11.2373523187929,1.23412632497184,1.558708571,0.273402181972775,490.731736589677,6.5025,17.339140096635,126.278087136681,1.52306778598851,2.42957240930886,0.745074791582057
"201015A",0.255272505,21.35536147,3.03,3.91297506566731,-10.8843897709511,0.959681949446484,0.990338855,0.065164051808975,456.05146351436,9.1809,15.3113738645341,118.469940685986,0.920989444093404,0.980771047722711,0.154119525515847
"201020A",0.322219295,20.93258486,2.25,3.73611013555263,-10.5601663383317,1.09122011659017,1.15136985,0.103825274070297,438.173108921101,5.0625,13.9585189449791,111.517113093234,1.19076134285107,1.32565253148902,0.591398551281249
"201021C",0,20.75199541,1.63,3.41341112320137,-10.1205640175262,1.24029196937986,1.387033701,0,430.645313496661,2.6569,11.6513754959948,102.425816032846,1.53832416930818,1.92386248770976,0.315970345456918
"201104B",0.612783857,21.73058526,1.47,2.72159651,-9.38944702,1.19537497,0.937517892,0.375504055399796,472.218335742129,2.1609,7.40708756324418,88.1617153413869,1.4289213189025,0.878939797820124,0.470410490975931
"210204A",0.493025576197725,21.0584880674433,1.71047871175346,3.98060844916141,-10.481216424943,1.25343496799075,2.301029996,0.243074218785099,443.459919686652,2.92573742336179,15.8452436255352,109.855897746494,1.57109921898198,5.29473904249176,0.273232834043046
"210210A",0.84509804,21.12319546,1.53,3.72413045,-10.1403778,1.5451851,0.819543936,0.714190697211842,446.189386441365,2.3409,13.8691476086172,102.827261926733,2.38759699326201,0.671652263034372,0.234264124378789
"210411C",0.681241237,21.05996459,1.6,2.93128506,-9.72925773,1.16829405,1.10720997,0.46408962298929,443.522108532054,2.56,8.5924321029792,94.6584559767648,1.3649109872654,1.2259139176674,0.582744965691277
"210517A",0.176091259,21.15768338,1.85,3.057651,-10.8415194,1.21043545,0.485721426,0.0310081314962051,447.647566008328,3.4225,9.349229637801,117.538542900576,1.4651539786167,0.235925303675473,0.542327382773974
