"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_bias_idx","best_bias_val","n_candidates","n_survivors","minutes","best_r_formula"
90,588,0.5461,588,1.2595,8122,0.0175,17,9,2.9,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
91,1415,0.626,1415,1.2011,5343,-0.2341,17,9,2.8,"Response ~  (AlphaSqr+log10T90Sqr+log10NHSqr+Alpha)^2+log10NH+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr"
92,665,0.6936,3832,1.0088,588,0.0321,17,9,2.8,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
93,497,0.5206,497,1.1288,2019,-0.1485,17,9,2.8,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
94,817,0.4166,817,1.1834,3665,-0.0122,17,9,2.8,"Response ~  (log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+log10NH+PhotonIndex+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
95,2481,0.4014,2481,1.2236,1322,-0.0466,17,9,2.9,"Response ~  (log10FaSqr+log10NHSqr+log10T90+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr+AlphaSqr"
96,1765,0.4798,665,1.154,1765,-0.2467,17,9,2.9,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
97,889,0.4243,889,1.1308,3311,-0.1287,17,9,2.9,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr"
98,5868,0.5812,5868,1.1884,3813,-0.3323,17,9,3.1,"Response ~  (AlphaSqr+log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10NH+log10PeakFlux+log10Ta+log10T90+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr"
99,886,0.4321,2529,1.1614,6865,-0.0452,17,9,3.1,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10PeakFlux)^2+log10NH+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+PhotonIndexSqr+log10T90Sqr+AlphaSqr"
100,3832,0.6181,497,1.2923,3061,-0.3743,17,9,2.9,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux+log10NH)^2+PhotonIndex+log10Ta+log10T90+Alpha+log10NHSqr+log10PeakFluxSqr+log10T90Sqr+AlphaSqr"
