"","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","log10T90Sqr","log10FaSqr","log10TaSqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","PhotonIndexSqr","log10NHSqr","log10PeakFluxSqr","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","log10z","Redshift_crosscheck"
"GRB170531B",2.21518796949713,-11.39577395,3.80257,1.02082,0.99,2.06685,-5.698970004,1.95,22.04094236,-0.096910013,4.90705774020483,129.863663919499,14.4595386049,1.0420734724,0.9801,4.2718689225,32.4782591064918,3.8025,485.803140116842,0.00939155061966017,8.82050386393155,0.0841500000000002,0.11435,0.107427,0.035,1.21212121212121e-07,0.0848484848484849,0.121212121212121,0.0233394026424894,0.0263208776707414,0.0658021942265446,0.527114111639805,2.366
"GRB170705A",2.33705972632052,-10.18641901,3.63746,0.774169,0.66,1.89159,-5.022276395,1.65,21.08891889,1.1430148,5.46184816438937,103.763132247289,13.2311152516,0.599337640561,0.4356,3.5781127281,25.2232601877742,2.7225,444.742499948999,1.30648283301904,18.0780517612736,0.0405499999999996,0.06603,0.027333,0.00499999999999999,1.81818181818182e-07,0.0303030303030303,0.242424242424242,0.0361306862562471,0.00831185611850908,0.00757435329683621,0.478566495593843,2.01
"GRB170714A",3,-10.075204,4.28080232,1.45203,0.6815,1.84715,-5.552841969,1.76,21.06857915,-0.397940009,9,101.509735641616,18.3252685029174,2.1083911209,0.46444225,3.4119631225,30.8340539326878,3.0976,443.885027399815,0.15835625076292,92.5864471189302,0.066395795,0.023936409,0.1495769815,0,1.81818181818182e-07,0.103030303030303,0.121212121212121,0.0402097830827786,0.0282009404055501,0.131604388554913,0.253580289562183,0.793
"GRB170903A",1.46538285144842,-11.26042766,4.41384,0.971187,1.14,2.20256,-5.619788758,1.94,21.73970839,0.591064607,2.1473469013191,126.797231086093,19.4819835456,0.943204188969,1.2996,4.8512705536,31.5820256845432,3.7636,472.614920882236,0.349357369648064,3.59505880999471,0.0409499999999996,0.065935,0.051271,0.005,1.21212121212121e-07,0.0727272727272727,0.303030303030303,0.0534696644965197,0.0219340647280231,0.0337447149906566,0.27554168840131,0.886
"GRB171205A",2.27737997466725,-12.42945706,5.48376,1.13263,0.67,1.66173,-5.443697499,1.41,20.842422,0,5.18645954901543,154.491402806384,30.0716237376,1.2828507169,0.4489,2.7613465929,29.6338424606189,1.9881,434.406554826084,0,35.1681973037813,0.0719000000000003,0.109545,0.115455,0.01,1.81818181818182e-07,0.0848484848484849,0.181818181818182,0.0806407287619695,0.0219340647308353,0.0789626330733186,0.0156949885265181,0.0368
"GRB171222A",2.24254142829838,-12.10957898,4.78231,0.718496,1.34,1.99001,-5.721246399,2.07,20.02880298,-0.15490196,5.02899205763456,146.641903072858,22.8704889361,0.516236502016,1.7956,3.9601398001,32.7326603580705,4.2849,401.152948811657,0.0239946172118416,22.6645693378338,0.209750000000001,0.378455,0.126956,0.015,1.21212121212121e-07,0.103030303030303,0.121212121212121,0.0563106258474534,0.0277061870402603,0.0752025076913433,0.532627001228891,2.409
"GRB180205A",1.19033169817029,-10.30627305,3.21372,1.09633,1.03,1.88733,-6,2.04,21.4933967,0.531478917,1.41688955166897,106.219264181156,10.3279962384,1.2019394689,1.0609,3.5620145289,36,4.1616,461.966101703571,0.282469839215493,3.12326232779722,0.0645499999999997,0.088815,0.042095,0.00499999999999999,6.06060606060606e-08,0.0787878787878788,0.181818181818182,0.0875106835160412,0.0263208776911062,0.0232243038473533,0.381836799998343,1.409
"GRB180329B",2.32221929473392,-11.14935376,4.02296,1.50063,0.77,1.86768,-5.48148606,0.97,21.41988474,0.146128036,5.3927024528345,124.308089265626,16.1842071616,2.2518903969,0.5929,3.4882285824,30.0466894259743,0.9409,458.811462274885,0.0213534029052173,44.0459433119658,0.0482499999999995,0.04314,0.069665,0,1.81818181818182e-07,0.339393939393939,0.242424242424242,0.0910900482410009,0.0239280706215504,0.0752025076331583,0.476831628512261,1.998
"GRB180404A",1.54654266347813,-11.62342304,4.20449,1.17089,0.72,1.62007,-5.886056648,1.95,20.48730103,0.113943352,2.39179420995803,135.103963166803,17.6777361601,1.3709833921,0.5184,2.6246268049,34.645662863465,3.8025,419.729503493839,0.0129830874649959,87.9465810827809,0.0661000000000005,0.1242,0.10229,0.065,6.06060606060606e-08,0.0727272727272727,0.121212121212121,1.08507712688945,0.0202468290074633,0.0404936580149266,0.301029995663981,1
"GRB180620B",2.29841638006129,-10.98296666,4.6659,1.09835,0.9,1.99236,-5,1.3,21.21643247,0.556302501,5.28271785613406,120.625556654672,21.77062281,1.2063727225,0.81,3.9694983696,25,1.69,450.13700675407,0.309472472618855,27.4443117973296,0.0437000000000003,0.067125,0.0594450000000001,0.005,1.81818181818182e-07,0.121212121212121,0.121212121212121,0.0599542916157573,0.00789626330733186,0.0146227098205568,0.325823419002744,1.1175
"GRB180624A",2.68699356626468,-11.54363397,4.171185481,1.243849338,0.95,2.06008,-5.236572006,1.91,21.1034582,0.146128036,7.21993442514778,133.255485233338,17.3987883169052,1.54716117564304,0.9025,4.2439296064,27.4216863740229,3.6481,445.355947999147,0.0213534029052173,38.5043168772254,0.0881499349999997,0.099379055,0.1233664435,0,1.81818181818182e-07,0.0606060606060606,0.121212121212121,0.0343795484153644,0.0136142470679056,0.0376012538165791,0.586024382386976,2.855
"GRB180720B",1.68928221447305,-8.847711656,3.62033,1.34127,0.729,1.8461,-4.065501549,1.36,21.24271531,1.831869774,2.85367440013496,78.2820015477183,13.1067893089,1.7990052129,0.531441,3.40808521,16.5283028449214,1.8496,451.252953741708,3.35574686889481,3.6884533781446,0.00497499999999995,0.00614,0.00537499999999991,0,6.06060606060606e-07,0.0181818181818182,1.57575757575758,0.0327601887413463,0.00306056717510092,0.0100786866039877,0.218535505216528,0.654
"GRB180728A",0.938519725176492,-9.42365865,3.8695,1.1986,0.8595,1.70111,-4.528708289,1.97,21.58733599,2.120573931,0.880819274545358,88.8053423517198,14.97303025,1.43664196,0.73874025,2.8937752321,20.5091987668573,3.8809,466.013075145149,4.49683379683679,0.297321378474679,0.0098849999999997,0.014745,0.0091,0.0424864935,3.63636363636364e-07,0.0181818181818182,1.75757575757576,0.0148761559934817,0.00533531304621856,0.00578261707124149,0.0480531731156091,0.117
"GRB181010A",1.2148438480477,-9.928117993,3.15711,1.07011,1.115,1.76613,-6.161150909,1.52,22.27837171,0.146128036,1.47584557513934,98.5675268829304,9.9673435521,1.1451354121,1.243225,3.1192151769,37.9597805234715,2.3104,496.325846048928,0.0213534029052173,2.19279277929316,0.0346150000000005,0.057805,0.033375,0.007041969,4.24242424242424e-08,0.0909090909090909,0.121212121212121,0.0580681587807509,0.0267023396704747,0.0376012538165791,0.378397900948138,1.39
"GRB181020A",2.37657695705651,-10.42365865,4.29043,2.64643,1.228,1.93674,-5.091514981,1.25,20.65703194,0.886490725,5.64811803281199,108.65265965172,18.4077895849,7.0035917449,1.507984,3.7509618276,25.9235248017474,1.5625,426.71296857018,0.785865805511026,11.58881809789,0.1418,0.047555,0.091985,0.029531206,1.81818181818182e-07,0.0363636363636364,0.181818181818182,0.0211468897130007,0.00974847321620432,0.0102548874161921,0.595275711802099,2.938
"GRB181110A",2.14113609012074,-10.39577395,3.7664,1.92336,1.7505,1.76057,-5.004364805,2.02,20.88432911,0.568201724,4.58446375641752,108.072116019499,14.18576896,3.6993136896,3.06425025,3.0996067249,25.0436671015227,4.0804,436.155202374793,0.322853199156572,10.9277832336458,0.0907,0.05473,0.07443,0.141485526,1.81818181818182e-07,0.0303030303030303,0.181818181818182,0.0342910112558327,0.00797602353536826,0.0213412521852701,0.398807730203264,1.505
"GRB190106A",1.88536122003151,-10.43297363,4.19124,1.26841,1.9365,1.94587,-5.22184875,1.43,20.9708274,0.740362689,3.55458692999871,108.846938764275,17.5664927376,1.6088639281,3.75003225,3.7864100569,27.2677043678766,2.0449,439.775601840591,0.548136911263311,2.25272455297137,0.0285500000000001,0.031095,0.0270050000000001,0.225510462,1.21212121212121e-07,0.127272727272727,0.181818181818182,0.0127388781588989,0.00877362590478576,0.0143568423933057,0.456214155357989,1.859
"GRB190114A",1.8234742291703,-10.75202673,3.74534,1.18375,0.86,1.83214,-6.096910013,2.06,21.6447605,-0.301029996,3.32505826444822,115.606078802635,14.0275717156,1.4012640625,0.7396,3.3567369796,37.1723117066197,4.2436,468.49565710236,0.09061905849176,10.1838122893615,0.0336500000000006,0.042215,0.04616,0,7.27272727272727e-08,0.133333333333333,0.121212121212121,0.0664080102403637,0.0394813165359268,0.105283510845884,0.641126932803509,3.3765
