"","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","log10T90Sqr","log10FaSqr","log10TaSqr","AlphaSqr","BetaSqr","GammaSqr","log10FluenceSqr","PhotonIndexSqr","log10NHSqr","log10PeakFluxSqr","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","log10z","Redshift_crosscheck"
"GRB090424",1.68124123737559,-9.050609993,2.99599056,1.1284106,0.924,1.96315,-4.677780705,1.19,21.63012977,1.851258349,2.8265720982522,81.9135412453915,8.97595943560911,1.27331048219236,0.853776,3.8539579225,21.8816323240703,1.4161,467.86251386704,3.42715747474221,2.27250697020751,0.0112570984999998,0.013394814,0.00554688650000001,0,0,0.0909090909090909,1.21212121212121,0.0205611924426625,0,0.00741433173917757,0.188647295999717,0.544
"GRB090519",1.80617997398389,-11.76000021,3.44619,1.42452,0.63,1.46604,-5.920818754,1.02,22.13069392,-0.22184875,3.26228609842043,138.2976049392,11.8762255161,2.0292572304,0.3969,2.1492732816,35.0560947177181,1.0404,489.767613380725,0.0492168678765625,8.24011648989424,0.21145,0.24029,0.3065,0.03,6.06060606060606e-08,0.121212121212121,0.121212121212121,0.0559162050281416,0.0219340647449938,0.0877362590478575,0.685741738602264,3.85
"GRB090529",2,-12.1873998,4.472757799,0.8815438,0.64,2.22623,-6.167491087,2,21.19187281,-0.397940009,4,148.53271388504,20.0055623285153,0.77711947131844,0.4096,4.9561000129,38.0379463082244,4,449.095473195217,0.15835625076292,10.5274431981955,0.11547934,0.21900534,0.113675222,0.125,1.03030303030303e-07,0.181818181818182,0.0606060606060606,0.0457201048952623,0.0658021941832558,0.0658021942774567,0.559308010907013,2.625
"GRB090530",1.68124123737559,-11.16052195,3.6839464,0.88610581,1.09,2.03975,-5.958607315,1.61,20.90942658,0.397940009,2.8265720982522,124.557250196432,13.571461078073,0.785183506515756,1.1881,4.1605800625,35.5050011343715,2.5921,437.204119904411,0.15835625076292,35.7770876399966,0.0891756250000002,0.115365029,0.0385142015,0.035,6.06060606060606e-08,0.103030303030303,0.181818181818182,0.323703994596241,0.023928070636996,0.0315850532054756,0.355259905527378,1.266
"GRB090618",2.05384642685225,-9.640164518,3.67275453,1.30942861,0.8945,1.82831,-3.978810701,1.42,21.39200012,1.589949601,4.21828514509377,92.9327719341062,13.4891258376355,1.71460328468653,0.80013025,3.3427174561,15.8309345943921,2.0164,457.61766913408,2.52793973372006,0.593538562159812,0.00969525450000042,0.014245613,0.010591616,0.0024826615,6.06060606060606e-07,0.0484848484848485,0.484848484848485,0.00227712475567841,0.00250675025669951,0.00541303397652361,0.187520720836463,0.54
"GRB090812",1.82412583391655,-10.16730017,3.52924,1.37252,0.53,1.88559,-5.236572006,1.24,21.77771022,0.556302501,3.32743505796175,103.373992746882,12.4555349776,1.8838111504,0.2809,3.5554496481,27.4216863740229,1.5376,474.268662426292,0.309472472618855,14.6583733159175,0.10615,0.13258,0.08412,0.015,1.21212121212121e-07,0.0303030303030303,0.121212121212121,0.0954430381526363,0.00907616471193707,0.0146227098205568,0.538070787043172,2.452
"GRB091018",0.643452676486187,-9.627087997,2.89655535,1.18074867,0.91,1.98015,-5.853871964,1.77,21.19187281,1.012837225,0.414031346877238,92.6808233019815,8.39003289561362,1.39416742170677,0.8281,3.9209940225,34.2678169709052,3.1329,449.095473195217,1.0258392443457,0.601065703889731,0.0242886034999996,0.034497878,0.016335114,0.002061639,6.06060606060606e-08,0.145454545454545,0.242424242424242,0.0593271632865009,0.0188006269082896,0.0102217000672768,0.294686624279443,0.971
"GRB091020",1.53907609879278,-9.71219827,2.95265011,1.17417264,0.895,2.08587,-5.431798276,1.53,21.70587483,0.62324929,2.36875523787519,94.326795235791,8.71814267208301,1.37868138852457,0.801025,4.3508536569,29.5044325111566,2.3409,471.145002135627,0.388439677485504,4.87503886377992,0.0344806870000003,0.045271255,0.018244861,0.00218288749999999,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.0611908230521248,0.00711375072842337,0.0188006269394438,0.432969290874406,1.71
"GRB091029",1.59328606702046,-11.34678749,4.30368998,1.12123368,1.064,2.11535,-5.619788758,1.46,21.45058625,0.255272505,2.53856049136152,128.74958634322,18.5217474439524,1.25716496516634,1.132096,4.4747056225,31.5820256845432,2.1316,460.127650468689,0.065164051808975,4.82961031431318,0.0256335199999995,0.034224003,0.0267820245,0.002,6.06060606060606e-08,0.163636363636364,0.0606060606060606,0.0535069670726848,0.0109670323640116,0.0146227098318706,0.574262829707027,2.752
"GRB091127",0.851258348719075,-9.844663963,3.98466812,1.39581701,0.758,1.80187,-5.045757491,2.05,20.87872913,1.667452953,0.724640776263927,96.9174085443909,15.8775800265443,1.94830512540534,0.574564,3.2467354969,25.4596686579826,4.2025,435.921330083911,2.78039935046842,0.150359555029189,0.0185625155000002,0.021935207,0.0135873089999999,0.00244132,1.81818181818182e-07,0.0424242424242424,1.63636363636364,0.00919722888036692,0.00877362590591064,0.0152830902683826,0.173186268412274,0.49
"GRB050820A",1.41497334797082,-10.01818139,3.750945731,1.136499703,0.9,1.96878,-5.463441557,1.25,21.61964524,0.389166084,2.00214957546775,100.363958362942,14.0695938769071,1.29163157491909,0.81,3.8760946884,29.8491936467546,1.5625,467.409060303455,0.151450240935895,22.6761161724926,0.266741013,0.238477529,0.0125257010000001,0.0405,1.46666666666667e-07,0.0727272727272727,0.139393939393939,0.378773543258101,0.0185164313807078,0.0247093954042276,0.558072259099146,2.6147
"GRB051016B",0.602059991327962,-11.59006688,4.25742,1.14771,0.73,1.89482,-6.769551079,2.4,21.71466751,0.113943352,0.362476233157826,134.329650282873,18.1256250564,1.3172382441,0.5329,3.5903428324,45.8268218111901,5.76,471.52678506985,0.0129830874649959,0.469570015426604,0.04535,0.058175,0.04854,0.005,1.33333333333333e-08,0.139393939393939,0.096969696969697,0.0509829166417497,0.0340623123358059,0.0323949264119413,0.286995073968852,0.9364
"GRB051109A",1.5705429398819,-10.51999306,3.91123,1.22299,1.06,2.06584,-5.657577319,1.51,21.97057233,0.595496222,2.46660512601287,110.670253982448,15.2977201129,1.4957045401,1.1236,4.2676949056,32.0081811204632,2.2801,482.706048507762,0.354615750416273,7.08958896788783,0.0481500000000006,0.04637,0.019155,0.0547943805,1.64848484848485e-07,0.121212121212121,0.418181818181818,0.0827679937558025,0.0325421760411363,0.0460949380699723,0.524525936626376,2.346
"GRB060223A",1.05307844348342,-10.9636,2.78682,1.1892,0.81,2.01015,-6.171984936,1.74,22.49782636,0.130333768,1.10897420812946,120.20052496,7.7663657124,1.41419664,0.6561,4.0407030225,38.0933980502109,3.0276,506.152190924711,0.0169868910810778,1.09553641512797,0.1982,0.23477,0.18005,0.045,2.90909090909091e-08,0.0727272727272727,0.109090909090909,0.0421049044083316,0.018772691379267,0.035094503628142,0.733197265106569,4.41
"GRB060502A",1.45331834004704,-10.55284197,3.3865,0.897152,0.87,2.02719,-5.63638802,1.46,21.45692297,0.227886705,2.11213419751708,111.362473643793,11.46838225,0.804881711104,0.7569,4.1094992961,31.7688699119995,2.1316,460.399543340514,0.051932350315757,9.82783800045578,0.0567500000000001,0.075085,0.0205255,0.015,6.18181818181818e-08,0.0484848484848485,0.127272727272727,0.150287880726656,0.0116222057308489,0.0327064160367775,0.398391440229475,1.5026
"GRB060510B",2.43964842956347,-12.2656,4.43617,1.00735,1.38,2.1317,-5.390405591,1.78,22.00215742,-0.244125144,5.95188445987152,150.44494336,19.6796042689,1.0147540225,1.9044,4.54414489,29.0564724354841,3.1684,484.094931134461,0.0595970859330207,21.2895454410942,0.2206,0.31628,0.2313695,0.03,1.06666666666667e-07,0.0484848484848485,0.0666666666666667,0.0335971370177898,0.0113820011696242,0.0507946762076893,0.770852011642144,4.9
"GRB060607A",2.00945089579869,-11.02273379,4.37412,1.10818,0.564,1.61002,-5.59345982,1.47,21.79614607,0.146128036,4.03789290262617,121.500660205208,19.1329257744,1.2280629124,0.318096,2.5921644004,31.2867927579544,2.1609,475.071983504776,0.0213534029052173,31.0697613299411,0.0760999999999994,0.02584,0.163115,0.0120771535,6.78787878787879e-08,0.0484848484848485,0.0787878787878788,0.132029607628615,0.0115605423699981,0.0244408149807765,0.610116955411928,3.0749
"GRB060904B",2.23426412437879,-11.11633856,3.87074,1.36265,1.58,2.18877,-5.790484985,1.64,21.59122827,0.387389826,4.99193617748612,123.572982980543,14.9826281476,1.8568150225,2.4964,4.7907141129,33.5297163615105,2.6896,466.181138207247,0.15007087728831,11.3430592104484,0.0866499999999997,0.081295,0.04215,0.136141492,8.66666666666667e-08,0.0848484848484849,0.127272727272727,0.0287243616501434,0.0232338611473106,0.0226532144239483,0.231214647962601,0.703
"GRB060912A",0.698970004336019,-10.1079054,2.455171016,1.045731532,0.63,1.8948,-5.869666232,1.74,21.36738202,0.933487288,0.488559066961494,102.169751575349,6.02786471780647,1.09355443701907,0.3969,3.59026704,34.4529816750811,3.0276,456.565014388619,0.871398516857595,0.579999999547827,0.147419953,0.156564864,0.0289377854999999,0.0785,3.75757575757576e-08,0.0545454545454545,0.266666666666667,0.0503781598615019,0.0120881068052489,0.0134978859907368,0.287129620719111,0.937
"GRB061110A",1.60959440922522,-8.33235,2.24983,1.45203,1.98,1.82722,-5.974694135,1.67,20.92661714,-0.27572413,2.59079416220909,69.4280565225,5.0617350289,2.1083911209,3.9204,3.3387329284,35.6969700068034,2.7889,437.923304924142,0.0760237958642569,4.02450144817196,0.2103,0.03335,0.11946,0.0015,4.60606060606061e-08,0.0727272727272727,0.0727272727272727,0.0429439501560867,0.0188715726956945,0.0595944400005545,0.244969460136198,0.7578
"GRB061222A",1.85369821177617,-9.954677021,3.92091,1.35061,0.86,1.92748,-5.097453221,1.35,22.56660835,0.930949031,3.43619706034219,99.0955945924254,15.3735352281,1.8241473721,0.7396,3.7151791504,25.9840293402833,1.8225,509.25181242229,0.866666098319839,16,0.02311,0.024435,0.018075,0.005,9.57575757575758e-08,0.0242424242424242,0.157575757575758,0.0973208923032497,0.00520487944706068,0.00802277632160302,0.489677291663699,2.088
"GRB070721B",2.53147891704225,-10.50863831,3.94739,2.5054,0.52,1.52512,-5.443697499,1.34,21.89473409,0.176091259,6.40838550742943,110.4314791304,15.5818878121,6.27702916,0.2704,2.3259910144,29.6338424606189,1.7956,479.379380871808,0.0310081314962051,21.3202068350191,0.3648,0.10084,0.0914400000000002,0,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.02723308288672,0.0146227098205568,0.0526417553889616,0.665205628434601,3.626
"GRB070810A",1.04139268515823,-10.77728353,3.36583,1.36994,1.02,2.17076,-6.161150909,2.04,21.93100401,0.278753601,1.08449872470106,116.149840286009,11.3288115889,1.8767356036,1.0404,4.7121989776,37.9597805234715,4.1616,480.968936886636,0.0777035700704672,4.9906412396737,0.06175,0.07187,0.077915,0.01,3.63636363636364e-08,0.0848484848484849,0.121212121212121,0.197037086504463,0.0228877197175498,0.0277061870402603,0.501059262217751,2.17
"GRB080319B",1.69897000433602,-12.15181088,5.36799912,1.42250979,0.73,1.81426,-4.091514981,1.04,20.8771334,1.394451681,2.88649907563353,147.666507663286,28.8154145523208,2.02353410264584,0.5329,3.2915393476,16.7404948397474,1.0816,435.854699001396,1.94449549064373,0.179108908319785,0.0977794549999995,0.087626454,0.075139905,0,6.06060606060606e-07,0.0121212121212121,0.303030303030303,0.00155572021085996,0.0032494910720681,0.00530662856463182,0.287129620719111,0.937
"GRB080319C",1.53147891704226,-8.91721463,3.19029,1.45203,1.94,1.61029,-5.443697499,1.37,21.75037415,0.716003344,2.34542767334492,79.516716757486,10.1779502841,2.1083911209,3.7636,2.5930338841,29.6338424606189,1.8769,473.078775664988,0.512660788619182,8.88502944558435,0.0500400000000001,0.04713,0.02854,0.199995173,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.11349174293427,0.00731135491027843,0.0151851217320997,0.469822015978163,1.95
"GRB080905B",2.10720996964787,-10.11125904,3.67820615,1.36946226,0.375,1.86248,-5.744727495,1.78,22.33533151,-0.301029996,4.44033385618337,102.237559373982,13.5292004818978,1.87542688156431,0.140625,3.4688317504,33.001893991809,3.1684,498.867033661599,0.09061905849176,28.0583333245587,0.0323645699999995,0.038825489,0.0333017515,0.00558525,1.21212121212121e-07,0.0909090909090909,0.0606060606060606,0.0951998385488904,0.0292454196637412,0.0526417554229419,0.528145078253106,2.374
"GRB081028A",2.41497334797082,-11.3994,4.75426,2.20023,0.945,2.51,-5.431798276,1.25,20.90308999,-0.301029996,5.83209627140938,129.94632036,22.6029881476,4.8410120529,0.893025,6.3001,29.5044325111566,1.5625,436.939171130038,0.09061905849176,32.5884964277169,0.0572000000000008,0.03025,0.0547150000000001,5e-04,1.21212121212121e-07,0.23030303030303,0.0606060606060606,0.0544346314310819,0.0142275014568467,0.0526417554229419,0.60616631460762,3.038
"GRB081203A",2.46834733041216,-10.9243983,4.02089,1.86904,0.82,2.03508,-5.113509275,1.54,21.66176916,0.462397998,6.09273854355282,119.342478217043,16.1675563921,3.4933105216,0.6724,4.1415506064,26.147977105511,2.3716,469.232243141127,0.213811908554408,82.9698740507662,0.0569499999999996,0.03932,0.064395,0.0325,1.81818181818182e-07,0.0363636363636364,0.121212121212121,0.122562443756652,0.0102548874161921,0.0181523294379188,0.491361693834273,2.1
"GRB090418A",1.7481880270062,-10.04720756,3.52813657,1.52909667,0.98,2.03408,-5.337242168,1.48,22.02365981,0.278753601,3.05616137776783,100.946379753721,12.4477476565714,2.33813662620509,0.9604,4.1374814464,28.4861539598773,2.1904,485.041591426609,0.0777035700704672,4.12921107301137,0.028659405,0.030759021,0.0421545135,0.00353133200000001,1.21212121212121e-07,0.0424242424242424,0.181818181818182,0.0320230997075472,0.0114438598573077,0.0415592805603905,0.416307587059883,1.608
"GRB090516A",2.32221929473392,-11.27490548,4.33113504,1.76098314,0.502,2.09,-5.045757491,1.84,21.19589965,0.204119983,5.3927024528345,127.123493582934,18.7587307347158,3.10106161936426,0.252004,4.3681,25.4596686579826,3.3856,449.26616197287,0.0416649674599203,64,0.0377960499999999,0.029715315,0.0533515885,0.4790870845,3.63636363636364e-07,0.0666666666666667,0.121212121212121,0.13235641353242,0.0175472518118213,0.0329010970878163,0.708335902682263,4.109
"GRB091109A",1.68124123737559,-11.14630179,3.37933883,1.06152816,0.89,1.96352,-5.795880017,1.31,21.89596701,0.113943352,2.8265720982522,124.240043593757,11.4199309279458,1.12684203447299,0.7921,3.8554107904,33.5922251714599,1.7161,479.433371303008,0.0129830874649959,16.7081067781536,0.0594103399999995,0.074268877,0.0337195714999999,0.03,1.21212121212121e-07,0.151515151515152,0.242424242424242,0.151171637016717,0.0329010970878164,0.0809873160298532,0.610234175334389,3.076
"GRB091208B",1.17318626841227,-10.18045606,3.31388094,1.1606541,0.86,2.03333,-5.48148606,1.74,21.91211094,1.181843588,1.37636602039112,103.641685589591,10.9818068844953,1.34711793984681,0.7396,4.1344308889,30.0466894259743,3.0276,480.140605846868,1.39675426649671,2.89772326829494,0.036806415,0.052928177,0.030502454,0.034663611,1.21212121212121e-07,0.0666666666666667,0.606060606060606,0.084460753389473,0.0159520470810336,0.0173163668998415,0.314499227973151,1.063
"GRB100219A",1.27415784926368,-12.13548892,4.7218991,0.998947,0.46,1.58721,-6.431798276,1.34,21.75351565,-0.397940009,1.62347822484025,147.270091327443,22.2963311105808,0.997895108809,0.2116,2.5192355841,41.3680290631566,1.7956,473.215443134795,0.15835625076292,6.64771150189809,0.326395625,0.103773463,0.7308534025,0.005,3.63636363636364e-08,0.151515151515152,0.0606060606060606,0.153567256519102,0.0426825043705403,0.0658021942774567,0.753330221324521,4.6667
"GRB100418A",0.845098040014257,-12.48811664,5.54363,1.81145,0.84,2.26662,-6.468521083,2.16,21.06857915,0,0.714190697235938,155.953057214245,30.7318335769,3.2813511025,0.7056,5.1375662244,41.8417650012155,4.6656,443.885027399815,0,0.963279857831632,0.10745,0.075475,0.16786,0.01,3.03030303030303e-08,0.151515151515152,0.121212121212121,0.0597638752549752,0.0387071730789222,0.0526417553822122,0.21045229296202,0.6235
"GRB100425A",1.56820172406699,-11.50168945,3.60199415,0.86819371,1.46,2.17077,-6.327902142,2.42,20.53466438,0.146128036,2.4592566473667,132.288860204241,12.9743618566342,0.753760318083564,2.1316,4.7122423929,40.0423455187282,5.8564,421.672441199241,0.0213534029052173,3.77353995290746,0.0708590650000005,0.115125536,0.0550768945,0.035,5.45454545454545e-08,0.193939393939394,0.121212121212121,0.0442926372645721,0.0504016806776366,0.0376012538165791,0.440121603187804,1.755
"GRB100513A",1.92427928606188,-11.57186521,3.74522911,0.96306136,1.36,2.25722,-5.853871964,1.62,22.05240534,-0.22184875,3.70285077076682,133.908064438408,14.0267410863914,0.92748718312505,1.8496,5.0950421284,34.2678169709052,2.6244,486.308581279661,0.0492168678765625,14.8708607591715,0.0981768900000004,0.128616618,0.0615694365,0.025,6.06060606060606e-08,0.0848484848484849,0.0606060606060606,0.0768849139149974,0.0188006269082896,0.0438681295239288,0.761326322421457,4.772
"GRB100621A",1.80345711564841,-9.804100348,3.64164386,0.94079321,0.27,2.3024,-4.677780705,1.9,22.28454803,1.10720997,3.2524575679829,96.1203836336537,13.2615700030757,0.885091863982104,0.0729,5.30104576,21.8816323240703,3.61,496.601080901377,1.2259139176674,1.68360084354133,0.0412824764999993,0.060455075,0.024177265,0.1506797915,0,0.0181818181818182,0.181818181818182,0.0114965181773217,0,0.00616895570385114,0.188084373714938,0.542
"GRB100704A",2.29556709996248,-10.35163999,3.62503495,1.01294211,1.29,2.11575,-5.22184875,1.73,21.52730245,0.633468456,5.26962831043015,107.156450482567,13.1408783887215,1.02605171821125,1.6641,4.4763980625,27.2677043678766,2.9929,463.424750773776,0.401282284747024,23.2593145938513,0.0476344600000003,0.053639373,0.0181399595,0.01,1.21212121212121e-07,0.0363636363636364,0.121212121212121,0.051146288511197,0.00877362590478576,0.0122422686816868,0.662757831681574,3.6
"GRB100728A",2.29776051109913,-10.17587417,4.03148606,1.5588143,0.96,1.90402,-4.420216403,1.18,21.52592288,0.707570176,5.27970336636655,103.548415123673,16.2528798519743,2.42990202188449,0.9216,3.6252921604,19.5383130493503,1.3924,463.365355835707,0.500655553964671,12.646583703569,0.0760750999999997,0.053762484,0.034265796,0.005,0,0.0121212121212121,0.121212121212121,0.0276692267878469,0,0.0103219128223693,0.409425868671443,1.567
"GRB100814A",2.2417954312952,-11.49349497,5.22729477,1.76532941,1.1425,1.89414,-5.045757491,1.47,20.89608288,0.397940009,5.02564675577603,132.100426625415,27.3246106124694,3.11638792581095,1.30530625,3.5877663396,25.4596686579826,2.1609,436.646279727829,0.15835625076292,9.46817490453253,0.0436263599999993,0.035347138,0.0840151685,0.01745135,1.21212121212121e-07,0.0242424242424242,0.121212121212121,0.0235643330357211,0.00584908393727375,0.0210567021369837,0.387389826338729,1.44
"GRB100901A",2.64246452024212,-11.34103516,4.91124,1.50754,1.075,1.98285,-5.677780705,1.52,21.53188109,-0.096910013,6.98261874073842,128.619078500356,24.1202783376,2.2726768516,1.155625,3.9316941225,32.2371937340703,2.3104,463.6219032739,0.00939155061966017,22.5629902448915,0.0282999999999998,0.02425,0.036255,5e-04,1.81818181818182e-07,0.127272727272727,0.121212121212121,0.022321143869233,0.0376012538214001,0.0658021942265446,0.381656482585787,1.408
"GRB100906A",2.05842602445701,-10.4698003,3.94074768,1.71220056,0.87,2.02817,-4.920818754,1.78,21.96198081,1.004321374,4.23711769816187,109.61671832188,15.5294922774254,2.93163075766431,0.7569,4.1134735489,24.2144572097181,3.1684,482.328601098808,1.00866142227325,1.59114548550629,0.0487430849999999,0.039933316,0.0593400839999999,0,0,0.0181818181818182,0.242424242424242,0.0060404344778029,0,0.0104241099714586,0.43568513794163,1.727
"GRB101219B",1.53147891704226,-11.99567863,4.42003952,0.66918137,0.94,1.85684,-5.677780705,1.56,20.49692965,-0.22184875,2.34542767334492,143.896305794239,19.5367493583618,0.447803705955077,0.8836,3.4478547856,32.2371937340703,2.4336,420.124125077049,0.0492168678765625,5.42062428630735,0.0894462749999994,0.166829365,0.0393906275,0.105,2.42424242424242e-07,0.096969696969697,0.181818181818182,0.0692396240004128,0.0501350050952,0.131604388571787,0.190331698170291,0.55
"GRB110106B",1.39445168082622,-10.81530857,3.87203946,1.22519883,1.03,2.05121,-5.698970004,1.76,21.29748256,0.322219295,1.94449549015906,116.970899464315,14.9926895797971,1.50111217303337,1.0609,4.2074624641,32.4782591064918,3.0976,453.582763393504,0.103825274070297,16.6266176856008,0.0455435550000001,0.058714404,0.049891228,0.005,6.06060606060606e-08,0.0666666666666667,0.181818181818182,0.291163238450461,0.0131604388353707,0.0376012538214001,0.208978517276253,0.618
"GRB110213A",1.68124123737559,-9.896196279,3.84089,1.8412,1.1905,1.96436,-5.229147988,1.83,21.56708403,0.204119983,2.8265720982522,97.9347007924934,14.7524359921,3.39001744,1.41729025,3.8587102096,27.3439886804045,3.3489,465.139113557081,0.0416649674599203,16,0.0358799999999997,0.023515,0.02785,0.2263626645,2.42424242424242e-07,0.0727272727272727,0.363636363636364,0.144764827301084,0.017844662826724,0.0987032912634493,0.390935107103379,1.46
"GRB110422A",1.41329976408125,-9.681936665,3.50066971,1.42239886,0.778,1.89199,-4.387216143,0.86,22.02088312,1.487138375,1.99741622315212,93.7398975850713,12.2546884185115,2.0232185169293,0.605284,3.5796261601,19.2476654853998,0.7396,484.919293384701,2.21158054639764,0.566646277192499,0.0241374065000004,0.029472713,0.0227797160000001,0.005,6.06060606060606e-07,0.0606060606060606,0.606060606060606,0.00950159657821323,0.00641972626198059,0.00857357580456891,0.442479769064449,1.77
"GRB110503A",1,-9.08249449,2.54166555,1.14649063,0.687,1.90907,-5,0.88,21.13638759,0.130333768,1,82.4917061608804,6.4600637680568,1.3144407646778,0.471969,3.6445482649,25,0.7744,446.746880354706,0.0169868910810778,3.40544507260987,0.0289980710000002,0.028887961,0.00628991400000001,0.001,2.42424242424242e-07,0.151515151515152,0.0363636363636364,0.147896600345909,0.0105283510764424,0.0116981678760474,0.417139409727326,1.613
"GRB110715A",1.11394335230684,-9.075720714,2.61109719,0.95853538,0.755,1.85342,-4.928117993,1.25,22.0746007,1.731588765,1.24086979214859,82.3687064785287,6.8178285356259,0.918790074711744,0.570025,3.4351656964,24.2863469529303,1.5625,487.287996064441,2.99839965107422,4,0.0237765295000001,0.035600881,0.00955407599999997,0.0015,1.21212121212121e-07,0.0727272727272727,0.666666666666667,0.133629071354847,0.00446116571350155,0.00537160769437218,0.260071387985075,0.82
"GRB110731A",1.58883172559421,-12.08512818,5.08952072,1.42351927,0.39,1.85145,-5.22184875,1.15,21.95954126,1.041392685,2.52438625225467,146.05032312703,25.9032211593093,2.02640711206133,0.1521,3.4278671025,27.2677043678766,1.3225,482.221452349642,1.08449872437151,11.6624637198907,0.0974184950000003,0.090702815,0.110855301,0.13,6.06060606060606e-08,0.0303030303030303,0.181818181818182,0.130539784508902,0.00438681295239289,0.0071784211910988,0.583198773968623,2.83
"GRB110808A",1.68124123737559,-12.08440021,4.50711,0.807091,1.4,2.33721,-6.48148606,2.32,22.23063027,-0.397940009,2.8265720982522,146.032728435448,20.3140405521,0.651395882281,1.96,5.4625505841,42.0096615459743,5.3824,494.20092220144,0.15835625076292,22.6274169979695,0.0837000000000003,0.155655,0.0776,0.025,4.84848484848485e-08,0.260606060606061,0.121212121212121,0.204728382123792,0.0638081883241343,0.131604388554913,0.370698092575577,1.348
"GRB110818A",2.01283722470517,-11.28316228,3.84627415,1.37167718,0.83,1.95985,-5.397940009,1.58,22.06812647,0.204119983,4.05151369315882,127.309751036815,14.7938248369582,1.88149828613275,0.6889,3.8410120225,29.1377563407629,2.4964,487.002205895915,0.0416649674599203,18.0548005975559,0.0551490499999998,0.059648416,0.0673381894999999,0.01,1.21212121212121e-07,0.0666666666666667,0.181818181818182,0.0761271871007967,0.0131604388554913,0.0493516456317247,0.639486489268586,3.36
"GRB111123A",2.46239799789896,-11.60730305,4.42202873,1.46723371,1.25,2.55463,-5.13667714,1.68,21.35034301,-0.045757491,6.06340390005679,134.729484094539,19.5543380889454,2.15277475976036,1.5625,6.5261344369,26.3854520405986,2.8224,455.837146644656,0.00209374798261508,88.090862182181,0.0730882700000004,0.070655771,0.1058841465,0.00499999999999999,1.81818181818182e-07,0.0424242424242424,0.0606060606060606,0.131921983971797,0.0108167990541397,0.0292454196863688,0.618215503279417,3.1516
"GRB111209A",3.14612803567824,-9.057000407,4.13326,2.77382,0.2529,1.81212,-4.443697499,1.48,21.14009932,-0.301029996,9.89812161688061,82.0292563723982,17.0838382276,7.6940773924,0.06395841,3.2837788944,19.7464474626189,2.1904,446.903799259465,0.09061905849176,29.551808977086,0.0209899999999994,0.010455,0.0443499999999999,4.99999999999997e-05,6.06060606060606e-07,0.0181818181818182,0.0606060606060606,0.0091672768350053,0.00731135491027843,0.0526417554229419,0.224533062606086,0.677
"GRB111228A",2.00518051250378,-10.65757732,4.10627835,1.15297662,0.99,2.03824,-5.070581074,2.27,21.41342718,1.093421685,4.02074888772492,113.583954331778,16.8615218876787,1.32935508626662,0.9801,4.1544222976,25.710792428007,5.1529,458.534863593163,1.19557098122824,5.41590248878418,0.030118345,0.037264425,0.0232992715,0,1.21212121212121e-07,0.0363636363636364,0.303030303030303,0.0232420609229749,0.00619314768795071,0.0106132571374752,0.234010817587179,0.714
"GRB120118B",1.36660971039243,-10.95467702,3.68307,1.0241,1.01,2.20884,-5.744727495,2.08,21.451745,0.342422681,1.86762210053888,120.004948612516,13.5650046249,1.04878081,1.0201,4.8789741456,33.001893991809,4.3264,460.177363545025,0.117253292463228,19.6469605838771,0.1172,0.131765,0.077156,0.005,6.06060606060606e-08,0.0666666666666667,0.181818181818182,0.366834332233384,0.0146227098318706,0.0358921059277238,0.595826777073223,2.943
"GRB120327A",1.79865064544527,-10.15181088,3.48517215,1.44859414,0.63,1.75797,-5.443697499,1.52,22.16619025,0.591064607,3.23514414436068,103.059264143286,12.1464249151356,2.09842498244234,0.3969,3.0904585209,29.6338424606189,2.3104,491.339990199195,0.349357369648064,7.52171254966162,0.0436249200000001,0.051679097,0.058002882,0.02,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.0519338355291014,0.00731135491027843,0.0134978859962626,0.581266805273671,2.813
"GRB120404A",1.58771096501891,-11.02687215,3.79948,1.90651,0.69,1.89579,-5.795880017,1.85,21.70983536,0.079181246,2.52082610844128,121.591909412446,14.4360482704,3.6347803801,0.4761,3.5940197241,33.5922251714599,3.4225,471.316951358306,0.00626966971811252,16,0.11705,0.068285,0.121385,0.005,6.06060606060606e-08,0.0787878787878788,0.121212121212121,0.179553274171887,0.0164505485439082,0.0438681294899875,0.588383768378728,2.876
"GRB120422A",0.728353782021228,-12.73992861,5.23266697,0.86153199,1.1,2.32199,-6.638272164,1.19,21.29748256,-0.22184875,0.530499231784627,162.305780987897,27.380803618929,0.74223736979336,1.21,5.3916375601,44.0666573233372,1.4161,453.582763393504,0.0492168678765625,2.23606797749979,0.11830242,0.217818621,0.2144519325,0.035,2.42424242424242e-08,0.145454545454545,0.121212121212121,0.181516258652098,0.0457754394646476,0.0877362590478575,0.108226656374928,0.283
