"","log10Ta","PhotonIndex","log10Fa","log10PeakFlux","Alpha","log10NH","Beta","log10T90","Gamma","log10Fluence","log10TaSqr","PhotonIndexSqr","log10FaSqr","log10PeakFluxSqr","AlphaSqr","log10NHSqr","BetaSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10Ta_opt","PhotonIndex_opt","log10Fa_opt","log10PeakFlux_opt","Alpha_opt","log10NH_opt","Beta_opt","log10T90_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"200829A",2.97975,0.83,-8.6381,1.994317153,1.29833,21.08966848,0.64,1.115277591,1.88219,-4.292429824,8.8789100625,0.6889,74.61677161,3.97730090675002,1.6856607889,444.774116596306,0.4096,1.24384410498676,3.5426391961,18.4249537939647,0.0969169435192129,0.00955,0.00926,0.00866,0.0195,0.008515578,0.03,0.007040235,"200829A",0,0,0,0,0,0,0,0,0,0,0,1.25,0.352182518111362
"201104B",2.72159651,1.47,-9.38944702,0.612783857,1.19537497,21.73058526,0.605,0.937517892,1.55046,-5.744727495,7.40708756324418,2.1609,88.1617153413869,0.375504055399796,1.4289213189025,472.218335742129,0.366025,0.878939797820124,2.4039262116,33.001893991809,0.00811616012140756,0.02110237,0.02972805,0.02348264,0.175,0.024127471,0.07,0.031777645,"201104B",0,0,0,0,0,0,0,0,0,0,0,1.954,0.470410490975931
"210210A",3.72413045,1.53,-10.1403778,0.84509804,1.5451851,21.12319546,0.965,0.819543936,1.85188,-6.008773924,13.8691476086172,2.3409,102.827261926733,0.714190697211842,2.38759699326201,446.189386441365,0.931225,0.671652263034372,3.4294595344,36.1053640697424,0.038778433249538,0.05799791,0.08857348,0.10645081,0.15,0.035452611,0.58,0.031021034,"210210A",0,0,0,0,0,0,0,0,0,0,0,0.715,0.234264124378789
"210411C",2.93128506,1.6,-9.72925773,0.681241237,1.16829405,21.05996459,1.21,1.10720997,1.88408,-5.920818754,8.5924321029792,2.56,94.6584559767648,0.46408962298929,1.3649109872654,443.522108532054,1.4641,1.2259139176674,3.5497574464,35.0560947177181,0.0202577864729536,0.05048963,0.05901459,0.03209979,0.14,0.036191207,0.4,0.027143405,"210411C",0,0,0,0,0,0,0,0,0,0,0,2.826,0.582744965691277
"210517A",3.057651,1.85,-10.8415194,0.176091259,1.21043545,21.15768338,0.66,0.485721426,1.71079,-6.823908741,9.349229637801,3.4225,117.538542900576,0.0310081314962051,1.4651539786167,447.647566008328,0.4356,0.235925303675473,2.9268024241,46.5657305054962,0.199990220376636,0.25872455,0.32132806,0.08060357,0.22,0.0868588960000001,0.25,0.0579059310000001,"210517A",0,0,0,0,0,0,0,0,0,0,0,2.486,0.542327382773974
"210610B",2.89514,0.98,-9.19036,1.130333768,1.05139,21.03780485,0.78,1.841234296,1.91684,-4.443697499,8.3818356196,0.9604,84.4627169296,1.27765442708108,1.1054209321,442.589232906684,0.6084,3.39014373276662,3.6742755856,19.7464474626189,0.015836913202155,0.0226,0.02831,0.01291,0.029,0.012063736,0.11,0.022518973,"210610B",0,0,0,0,0,0,0,0,0,0,0,1.13,0.328379603438738
"210619B",2.91049117,1.41,-8.55006175,2.06069784,1.12578835,21.83430305,0.745,1.784617293,1.92306,-4.022276395,8.47095885064797,1.9881,73.103555928813,4.24647558778067,1.26739940899572,476.736789679239,0.555025,3.18485888247465,3.6981597636,16.1787073977742,0.00197833385726092,0.01027813,0.01099582,0.00437126,0.07,0.00457152099999999,0.02,0.00830824199999999,"210619B",0,0,0,0,0,0,0,0,0,0,0,1.937,0.4679039465228
"210722A",3.6504,1.62,-10.3507,0.342422681,1.43908,20.54058972,0.81,1.700703717,1.83712,-5.602059991,13.32542016,2.6244,107.13699049,0.117253292463228,2.0709512464,421.91582604537,0.6561,2.89239313301762,3.3750098944,31.3830761427629,0.0911698774157967,0.0364819,0.0395981,0.048071,0.09,0.034743559,0.14,0.098703291,"210722A",0,0,0,0,0,0,0,0,0,0,0,1.145,0.331427296520743
"210822A",2.4985,1.3,-8.20842,1.442479769,1.267456,21.53322281,0.77,2.257198426,1.70788,-4.698970004,6.24250225,1.69,67.3781588964,2.08074788397429,1.606444711936,463.679684585104,0.5929,5.09494473433688,2.9168540944,22.0803190984918,0.102616483810065,0.017735,0.01621,0.008455,0.026,0.00868588999999999,0.4,0.010974951,"210822A",0,0,0,0,0,0,0,0,0,0,0,1.736,0.437116093048079
"211024B",3.43921565,1.63,-8.56429146,-0.045757491,1.92622006,20.98677173,1.07,2.780677274,2.08,-5.167491087,11.8282042872049,2.6569,73.3470882118289,0.00209374798261508,3.7103237195464,440.444587647127,1.1449,7.73216610214007,4.3264,26.7029641342244,0.014863865494915,0.01916437,0.01167528,0.00965772,0.055,0.019160051,0.09,0.0965098849999999,"211024B",0,0,0,0,0,0,0,0,0,0,0,1.1137,0.325043347403704
"220117A",3.43803362,1.84,-10.1070569,0.278753601,1.68612083,21.99532933,1.2,1.697316542,1.78537,-5.795880017,11.8200751722503,3.3856,102.152599179838,0.0777035700704672,2.84300345335989,483.794512335158,1.44,2.88088344374684,3.1875460369,33.5922251714599,0.0299157959274313,0.05084186,0.04500955,0.06200239,0.55,0.0542868100000001,0.18,0.091430417,"220117A",0,0,0,0,0,0,0,0,0,0,0,4.961,0.775319121829478
"230116D",3.79761,1.38,-11.1278,-0.22184875,1.57289,20.90144742,0.84,1.612783857,1.76412,-6.090443971,14.4218417121,1.9044,123.82793284,0.0492168678765625,2.4739829521,436.870504251025,0.7056,2.6010717693998,3.1121193744,37.0935077638903,0.118428290656009,0.1014,0.13824,0.23491,0.22,0.064181451,0.22,0.144764827,"230116D",0,0,0,0,0,0,0,0,0,0,0,3.81,0.682145076373832
"230325A",3.7823081,1.82,-10.9066853,0.51851394,0.931411844,22.22918251,1.025,1.580354661,2.0855,-5.886056648,14.3058545633256,3.3124,118.955784233236,0.268856705974324,0.86752802314348,494.13655506289,1.050625,2.49752085454443,4.34931025,34.645662863465,0.131947893505177,0.1875455,0.20042492,0.05714513,0.18,0.0668145360000001,0.18,0.0526417549999999,"230325A",0,0,0,0,0,0,0,0,0,0,0,1.664,0.425534220498263
"230506C",4.25859,1.89,-11.4531,0.380211242,1.14181,20.96124782,1.11,1.491361694,2.08995,-5.769551079,18.1355887881,3.5721,131.17349961,0.144560588543183,1.3037300761,439.373910171455,1.2321,2.22415970233055,4.3678910025,33.2877196531901,0.0886038540296678,0.1023,0.11841,0.11299,0.29,0.051093469,0.17,0.0904780169999999,"230506C",0,0,0,0,0,0,0,0,0,0,0,3.7,0.672097857935718
"230818A",3.9564,1.36,-11.0883,0.826074803,1.39195,21.31377445,1.02,0.992111488,2.00403,-5.721246399,15.65310096,1.8496,122.95039689,0.682399580151489,1.9375248025,454.276981305473,1.0404,0.984285204621574,4.0161362409,32.7326603580705,0.0552798328138297,0.2044,0.12794,0.19715,0.29,0.022857604,0.1,0.032410036,"230818A",0,0,0,0,0,0,0,0,0,0,0,2.42,0.534026106056135
"231210B",3.24045,1.08,-10.048,0.591064607,1.60174,21.82763844,0.84,0.873320602,1.66432281,-5.853871964,10.5005162025,1.1664,100.962304,0.349357369648064,2.5655710276,476.445799867366,0.7056,0.762688873877642,2.7699704158863,34.2678169709052,0.037615599688349,0.05243,0.04808,0.060675,0.362,0.0620420689999999,0.19,0.077950292,"231210B",0,0,0,0,0,0,0,0,0,0,0,3.13,0.615950051656401
"100219A",3.55933987825814,1.56422733166515,-10.9429945497309,0.245546959211156,1.54431871198977,20.5347839911061,0.946730126211872,1.274157849,1.98232490681045,-5.9034977631759,12.6689003689587,2.44680714512828,119.74912971544,0.0602933091778451,2.38492028420174,421.677353561387,0.896297931877147,1.62347822416831,3.92961203616106,34.8512858398229,0.119457709009036,0.794043600816194,0.647076150375781,0.28851024862743,0.216267594019356,0.417562201799725,0.392520950560915,0.494021614846916,"100219A",1,0.889834969564535,0.391056832916288,-2.73574863743272,0.061386739802789,0.386079677997443,5.13369599777652,0.236682531552968,0.31853946225,0.495581226702613,-1.47587444079398,4.67,0.753583058892907
"100508A",3.8381075428956,1.71531539390388,-10.8332233000404,0.311980628482565,1.1679654099467,20.968992738667,0.868303753826473,1.716003344,2.00786655775113,-5.61745286631118,14.7310695108321,2.94230690056362,117.358727068538,0.0973319125483763,1.36414319883196,439.698656474269,0.753951408909144,2.94466747661918,4.03152811373537,31.5557767052277,0.043188556271497,0.81515079813283,0.614442293918395,0.31912424343179,0.211314181475378,0.421812237215489,0.353709834086147,0.523095622409969,"100508A",1,0.9595268857239,0.42882884847597,-2.7083058250101,0.0779951571206413,0.291991352486675,5.24224818466675,0.217075938456618,0.429000836,0.501966639437783,-1.4043632165778,0.5201,0.181872159010334
"101225A",4.31844811447873,1.73404823881151,-11.392693880805,0.317013532489418,1.067697317774,21.0372537433742,0.886890745624236,3.036628895,2.02805487715068,-5.76788702537992,18.6489941174449,3.0069232945253,129.793473861732,0.100497579781419,1.13997756238179,442.566045063112,0.786575194673913,9.22111504594892,4.11300658473466,33.268520737546,0.00206415894290363,0.82508211377356,0.653584889909425,0.285730089969694,0.196040325100106,0.546005796097446,0.374296277724446,0.416645309980044,"101225A",1,1.07961202861968,0.433512059702877,-2.84817347020125,0.0792533831223545,0.2669243294435,5.25931343584355,0.221722686406059,0.75915722375,0.50701371928767,-1.44197175634498,0.33,0.123851640967086
"110205A",4.12148742458754,1.59426077936304,-10.9370170261005,0.26132841600354,1.65691051637297,20.1981590703873,0.898163898425051,2.409933123,1.9868068350731,-5.63895466487725,16.9866585910332,2.54166743261525,119.618341429212,0.0682925410109193,2.74535245926734,407.965629832669,0.806698388434085,5.80777765733253,3.94740139989319,31.7978097125409,0.00873854058256627,0.798032714305524,0.611202736546655,0.28589749268112,0.20650247328241,0.438645355248675,0.366606887714674,0.404633916452169,"110205A",1,1.03037185614689,0.39856519484076,-2.73425425652513,0.065332104000885,0.414227629093243,5.04953976759683,0.224540974606263,0.60248328075,0.496701708768275,-1.40973866621931,2.21,0.506505032404872
"110801A",3.79401329843203,1.48571453850809,-10.4083248683044,0.61514939642631,1.51171029190379,21.1835013230368,0.936824636414872,2.58546073,1.96132853768207,-5.45280670375565,14.3945369086791,2.20734768993431,108.333226564164,0.378408779923653,2.28526800664784,448.740728303102,0.877640399393857,6.68460718637213,3.84680963272609,29.7331009485226,0.00583325954666165,0.807034545502624,0.599455755164074,0.27932125100504,0.206518484544174,0.528290077502442,0.302080989228599,0.472352767937713,"110801A",1,0.948503324608007,0.371428634627023,-2.6020812170761,0.153787349106577,0.377927572975947,5.2958753307592,0.234206159103718,0.6463651825,0.490332134420517,-1.36320167593891,1.858,0.456062224454951
"111107A",3.51474113246307,1.77737550658492,-10.735288885265,0.324981700308769,1.08784703386143,21.0426631134719,0.917484200032387,1.424881637,2.02027933254512,-5.8102140076698,12.3534052282278,3.159063691408,115.246427450094,0.105613105535579,1.18341116908111,442.793670907071,0.841777257309069,2.0302876794598,4.08152858150896,33.7585868149224,0.0844287566202461,0.809228212922907,0.628116158111643,0.279557198210047,0.196522388748652,0.402601876957763,0.440546081659401,0.413409890512297,"111107A",1,0.878685283115768,0.44434387664623,-2.68382222131625,0.0812454250771922,0.271961758465357,5.26066577836797,0.229371050008097,0.35622040925,0.50506983313628,-1.45255350191745,2.893,0.590284403718162
"011211A",4.23273896602637,1.66350999255785,-11.1351903598869,0.208280182453687,1.7047492503466,20.79066861,0.871543299333658,2.431363764,1.99379352897411,-5.72025090289411,17.916079154518,2.76726549533982,123.992464350918,0.0433806344029412,2.90617000655729,432.251901250839,0.759587722613398,5.91152975289225,3.97521263617904,32.7212703920609,0.00831779603269816,0.826123645809832,0.622806332825651,0.278031585151224,0.191045324330728,0.4161544644816,0.409370475487351,0.332654123726101,"011211A",1,1.05818474150659,0.415877498139463,-2.78379758997173,0.0520700456134218,0.42618731258665,5.1976671525,0.217885824833415,0.607840941,0.498448382243527,-1.43006272572353,2.14,0.496929648073215
"120119A",3.60657359887828,1.50569801713727,-10.5000356499302,0.509401313144231,1.45568840492666,21.0247439092354,0.923540815608303,2.404491618,1.96946036812022,-5.63329401541346,13.0073731241258,2.26712651881111,110.250748649805,0.259489697833067,2.11902873223792,442.039856448931,0.85292763809445,5.78157994103226,3.87877414159623,31.7340014640931,0.00884871917556533,0.773657891883282,0.616359914257558,0.289342011216123,0.210875572178401,0.482287299496556,0.35020660307913,0.495918545924886,"120119A",1,0.90164339971957,0.376424504284318,-2.62500891248255,0.127350328286058,0.363922101231665,5.25618597730885,0.230885203902076,0.6011229045,0.492365092030055,-1.40832350385337,3.1,0.612783856719735
"120711A",3.93133213913006,1.67606727412868,-10.9243643302221,0.27718577504676,1.26444750931726,20.8732419120394,0.883973783477139,2.06069784,2.00329949224024,-5.61994326640139,15.4553723881569,2.80920150740514,119.341736019429,0.076831953888273,1.59882750381862,435.692227918518,0.781409649874888,4.24647558778067,4.01320885561,31.5837623175703,0.0195287385203038,0.80457310881246,0.608752994545842,0.296102100763354,0.197277493767505,0.438796797093541,0.344156004238501,0.531422519136125,"120711A",1,0.982833034782515,0.41901681853217,-2.73109108255552,0.06929644376169,0.316111877329315,5.21831047800985,0.220993445869285,0.51517446,0.50082487306006,-1.40498581660035,1.405,0.381115080709851
"120815A",3.48310771050816,1.76604962027331,-10.6221664072895,0.383677404589963,1.05672322876634,21.1563853323943,0.902096547762678,0.986771734,2.01084040234088,-5.7951350040035,12.1320393230014,3.1189312612675,112.83041918415,0.14720835079289,1.11666398221436,447.592640332749,0.813778181485342,0.973718455021367,4.04347912368643,33.5835897146266,0.231526281379706,0.80821831239611,0.617044740351842,0.277681425775773,0.195441996535333,0.408718828795341,0.467626940066282,0.410549507526887,"120815A",1,0.87077692762704,0.441512405068328,-2.65554160182237,0.0959193511474908,0.264180807191585,5.28909633309858,0.22552413694067,0.2466929335,0.50271010058522,-1.44878375100087,2.36,0.526339277389844
"121217A",3.63697766629521,1.75482215662972,-10.6233943074412,0.392886197022955,1.10702853166193,21.1799589654225,0.907923703618421,2.890979597,2.01194217212743,-5.69546395883788,13.2276065451302,3.07940080139858,112.856506611374,0.15435956381116,1.22551216991357,448.590661776981,0.82432545159219,8.35776303027028,4.04791130398484,32.4383097064213,0.00288663872487537,0.773537482798418,0.622264045418378,0.284619501584912,0.201646041360637,0.416398863388872,0.405179562810604,0.461465782738391,"121217A",1,0.909244416573803,0.43870553915743,-2.6558485768603,0.0982215492557388,0.276757132915482,5.29498974135563,0.226980925904605,0.72274489925,0.502985543031857,-1.42386598970947,3.1,0.612783856719735
"130215A",4.47497518596177,1.80014800446658,-11.1716420559663,0.277570336271122,1.76129735105376,20.90308999,0.912420978343548,1.81756537,1.98753106617156,-5.78424565417612,20.0254029149736,3.24053283798501,124.805586226635,0.0770452915776637,3.10216835882899,436.939171130038,0.832512041721397,3.30354387422324,3.95027973899706,33.4574977878553,0.0341827233748845,0.800929701589408,0.627984681943515,0.378805751736233,0.196679868285468,0.533234565924395,0.377780061479005,0.313367621058206,"130215A",1,1.11874379649044,0.450037001116645,-2.79291051399158,0.0693925840677805,0.44032433776344,5.2257724975,0.228105244585887,0.4543913425,0.49688276654289,-1.44606141354403,0.6,0.204119982655925
"130427A",3.94560310009182,1.52358959819532,-10.1891751649507,0.823054205693238,1.35402428889427,21.4460087798936,0.901409476542756,2.211734423,1.94493849200132,-5.22902183044042,15.5677838234542,2.32132526372898,103.819290542048,0.677418225509327,1.83338177491563,459.931292587273,0.812539044401085,4.89176915788314,3.78278573766837,27.3426693032225,0.0137923289772479,0.816756473079868,0.631802938630171,0.283242517032827,0.195471130082047,0.506169183447172,0.298544643711293,0.523416589617315,"130427A",1,0.986400775022955,0.38089739954883,-2.54729379123768,0.20576355142331,0.338506072223567,5.3615021949734,0.225352369135689,0.55293360575,0.48623462300033,-1.3072554576101,0.34,0.127104798364808
"140801A",3.87583700058723,1.73143262874101,-10.8711037528679,0.328741312172381,1.16104719956115,20.9604103159501,0.895218168997354,0.84509804,2.02044356261919,-5.62400270365991,15.022112455121,2.997858947869,118.180896805619,0.108070850328819,1.34803059960879,439.338800612987,0.801415570102975,0.714190697211842,4.08219218972933,31.629406410774,0.320829275440011,0.800137243527483,0.61267336485722,0.282262059698191,0.198715940684679,0.424855480071704,0.348665803323885,0.49968938979819,"140801A",1,0.968959250146808,0.432858157185253,-2.71777593821697,0.0821853280430953,0.290261799890287,5.24010257898752,0.223804542249338,0.21127451,0.505110890654798,-1.40600067591498,1.32,0.3654879848909
"140907A",3.88141374064179,1.72352585693276,-10.6874426859218,0.420097906547618,1.18892498774447,21.1934229723639,0.925623304300448,1.898725182,2.02063189426189,-5.5620727134641,15.0653726260429,2.9705413795158,114.221431164863,0.176482251085691,1.41354262648319,449.161177285522,0.85677850146408,3.60515731676093,4.08295325210839,30.9366528698619,0.0283561228015601,0.763096706116417,0.624835157834815,0.280729062684967,0.195977225038515,0.433906534798426,0.34404461860485,0.500024954223601,"140907A",1,0.970353435160447,0.43088146423319,-2.67186067148045,0.105024476636905,0.297231246936118,5.29835574309098,0.231405826075112,0.4746812955,0.505157973565473,-1.39051817836602,1.21,0.344392273685111
"141221A",3.39199785878006,1.47841710675137,-10.2166166980343,0.682767513849809,1.33936330050304,21.3338064361285,0.870397254858911,1.567026366,1.94352280140523,-5.51974071972235,11.5056494739685,2.18571714153509,104.379256754553,0.466171477968649,1.7938940507344,455.131297054198,0.757591381265928,2.45557163173917,3.77728087958203,30.467537612961,0.0608619221904846,0.801091351777214,0.604279841144782,0.272077793165615,0.211803629827628,0.513729517943443,0.356332671250677,0.453257340382958,"141221A",1,0.847999464695015,0.369604276687843,-2.55415417450858,0.170691878462452,0.33484082512576,5.33345160903213,0.217599313714728,0.3917565915,0.485880700351307,-1.37993517993059,1.45,0.389166084364532
"150323A",3.65969237780955,1.76603404172799,-10.9439486126683,0.286505472202687,1.0029856198958,20.674295169428,0.92957347916523,2.174931594,2.04786170290227,-5.78708504720573,13.3933483001973,3.1188762365421,119.770011236724,0.0820853856020847,1.00598015371776,427.426480752634,0.86410685316735,4.73032743857938,4.19373755421378,33.4903533435921,0.0150120650104803,0.765237810642944,0.604093620818257,0.274043610049834,0.204643814384701,0.353272377912242,0.413569710630253,0.377222656333218,"150323A",1,0.914923094452388,0.441508510431998,-2.73598715316708,0.0716263680506718,0.25074640497395,5.168573792357,0.232393369791308,0.5437328985,0.511965425725567,-1.44677126180143,0.593,0.202215775801131
"150910A",3.41185411696956,1.4452788178959,-10.0623787605713,0.787190313476067,1.35617832910743,21.4097206111969,0.882565110036004,2.049992857,1.93255534111484,-5.37549725179161,11.6407485154821,2.08883086145857,101.251466321196,0.619668589630549,1.83921966034062,458.376136649509,0.778921173452864,4.20247071375102,3.7347701464715,28.8959707040192,0.0200160866986934,0.810280784310446,0.603247016480165,0.270760231119373,0.202577627381776,0.534334548765903,0.324835824603813,0.435311430824636,"150910A",1,0.85296352924239,0.361319704473975,-2.51559469014283,0.196797578369017,0.339044582276858,5.35243015279922,0.220641277509001,0.51249821425,0.48313883527871,-1.3438743129479,1.3585,0.372635880581721
"160131A",3.76488305912579,1.474895517387,-10.142569375248,0.799977837256674,1.36263766203814,21.3987634533017,0.918907684357477,2.511883361,1.94049045495227,-5.29303226079103,14.1743444488924,2.17531678720827,102.871713531719,0.639964540101866,1.85678139800477,457.907077330361,0.844391332371221,6.30955801926866,3.76550320576087,28.0161905137746,0.00691016900891419,0.809636022245126,0.619278285423217,0.274276126954305,0.20871344919984,0.518577546631482,0.29652307921478,0.481168022979672,"160131A",1,0.941220764781447,0.36872387934675,-2.535642343812,0.199994459314169,0.340659415509535,5.34969086332543,0.229726921089369,0.62797084025,0.485122613738067,-1.32325806519776,0.972,0.294906910605192
"160314A",3.34254010109739,1.77818760779512,-10.7237107890104,0.325324597478981,1.03598728988001,20.8640572930833,0.928571609019114,0.941014244,2.02341006076828,-5.93337111183454,11.1725743274442,3.16195116851613,114.997973086338,0.105836093724861,1.07326966479293,435.308886729062,0.862245233076346,0.885507807410892,4.09418827401829,35.2048927507526,0.257251423423117,0.776586458368445,0.626745416677008,0.27943698835235,0.186580247025589,0.408156883621934,0.55844423312265,0.350044485194954,"160314A",1,0.835635025274348,0.44454690194878,-2.6809276972526,0.0813311493697453,0.258996822470002,5.21601432327082,0.232142902254778,0.235253561,0.50585251519207,-1.48334277795864,0.726,0.237040791379191
"160425A",3.66954349558029,1.75942631290152,-10.6845509861129,0.380766128488561,1.17979245164014,21.1389840369055,0.973422810158921,2.483701382,2.0314009282224,-5.71400975139224,13.4655494659556,3.09558095053024,114.159629774846,0.144982844604167,1.39191022894705,446.856646112546,0.947551967337691,6.16877255494871,4.12658973118283,32.6499074390056,0.00737344845282604,0.785953438105391,0.610519804840431,0.284329991952957,0.215421361612123,0.433569138560455,0.368171247985576,0.442129930026815,"160425A",1,0.917385873895073,0.43985657822538,-2.67113774652822,0.0951915321221403,0.294948112910035,5.28474600922638,0.24335570253973,0.6209253455,0.5078502320556,-1.42850243784806,0.555,0.191730393362856
"161014A",3.75663849301186,1.62682199579729,-10.8159619852426,0.271018236920114,1.38729371594048,20.6797594002147,0.921686466158579,1.26245109,1.9878458888774,-5.69935148727638,14.1123327671784,2.64654980600988,116.985033666213,0.073450884743287,1.92458385428794,427.652448850768,0.849505941899889,1.59378275464219,3.95153127792678,32.4826073755195,0.1227215806892,0.803891406636418,0.617736276802437,0.281284763663469,0.188195533941402,0.445916220058892,0.35147967447397,0.552721886117914,"161014A",1,0.939159623252965,0.406705498949323,-2.70399049631065,0.0677545592300285,0.34682342898512,5.16993985005367,0.230421616539645,0.3156127725,0.49696147221935,-1.4248378718191,2.823,0.582404298019028
"161023A",3.96393269147295,1.58154829075703,-10.4752253913776,0.559521267933875,1.37787022233874,21.1944522091804,0.893998225967679,1.643452676,1.97209996095806,-5.40420464778126,15.712762382528,2.50129499599648,109.730347000162,0.313064049270331,1.89852634960781,449.204804447232,0.799232828033357,2.70093669825156,3.88917825601078,29.2054278751006,0.0510410211481933,0.805849554808949,0.6317923096631,0.274867544689739,0.189852052320395,0.488861352878271,0.315237726964531,0.565394545470649,"161023A",1,0.990983172868237,0.395387072689257,-2.6188063478444,0.139880316983469,0.344467555584685,5.2986130522951,0.22349955649192,0.410863169,0.493024990239515,-1.35105116194531,2.71,0.569373909615046
"170113A",3.76995050841743,1.6947619887698,-10.7561986712555,0.326313717684793,1.26275923565991,20.9537991160326,0.914550660334771,1.315130317,2.00391049068341,-5.64703751540365,14.2125268359168,2.87221819857897,115.695809855519,0.106480642349271,1.5945608872444,439.061697395048,0.836402910318766,1.72956775069252,4.01565725467103,31.8890327003762,0.108703045932032,0.751159263505695,0.600874301927367,0.254101264471883,0.185786291823817,0.438085315704817,0.350830562054316,0.536213708460984,"170113A",1,0.942487627104358,0.42369049719245,-2.68904966781388,0.0815784294211983,0.315689808914977,5.23844977900815,0.228637665083693,0.32878257925,0.500977622670853,-1.41175937885091,1.968,0.472463896606989
"170607A",3.89455054827134,1.64978080351225,-10.402772094293,0.616177390356971,1.20880206912319,21.3918680385967,0.918173960852197,1.361727836,1.99026420431313,-5.41499453872389,15.1675239730406,2.72177669963753,108.217667245801,0.379674576387127,1.46120244231651,457.612018180735,0.843043422387012,1.85430269933724,3.96115160297018,29.3221658544096,0.0976436925259709,0.815537003964565,0.631302149414893,0.281766566119364,0.203453853948278,0.458855628274847,0.344023040587837,0.528235161452974,"170607A",1,0.973637637067835,0.412445200878063,-2.60069302357325,0.154044347589243,0.302200517280797,5.34796700964918,0.229543490213049,0.340431959,0.497566051078283,-1.35374863468097,0.557,0.19228861256812
"170714A",3.94328233952788,1.54553674831056,-11.0298840772931,0.214318243548586,1.61472938693698,20.2610942670779,0.934935062180201,3,1.97908199945603,-5.72459954237045,15.5494756092325,2.38868384037838,121.658342758524,0.045932309517751,2.60735099303788,410.511940899417,0.874103570493896,9,3.91676556057088,32.771039920508,0.00224580492800636,0.817807317491646,0.605939227391981,0.389594659247903,0.19130796215324,0.411494512506268,0.3726458090419,0.429917383519549,"170714A",1,0.98582058488197,0.38638418707764,-2.75747101932328,0.0535795608871465,0.403682346734245,5.06527356676948,0.23373376554505,0.75,0.494770499864008,-1.43114988559261,0.793,0.253580289562183
"180115A",3.4775295121618,1.63402463483588,-10.316357425792,0.609241121292457,1.20674224284236,21.2539286782665,0.92758277532962,1.611723308,1.9689318545037,-5.60443050830501,12.0932115079563,2.67003650725053,106.427230536694,0.37117474387369,1.45622684066021,451.729484260839,0.8604098050882,2.59765202155046,3.87669264767938,31.40964132242,0.0549096559424039,0.762450505946199,0.632100929935041,0.264384957135951,0.205028211175561,0.484376643869632,0.394160151013331,0.464827151714271,"180115A",1,0.86938237804045,0.40850615870897,-2.579089356448,0.152310280323114,0.30168556071059,5.31348216956663,0.231895693832405,0.402930827,0.492232963625925,-1.40110762707625,2.487,0.542451947375977
"180325A",3.74991497820616,1.60093536610769,-10.7743838066741,0.303608332128606,1.42684734851131,20.695654564934,0.930896855778988,1.973589623,1.98518253187647,-5.69489696913963,14.0618623437749,2.56299404645436,116.087346413521,0.0921780193379139,2.03589335595376,428.310117871073,0.866568956099206,3.89505600001328,3.94094968486747,32.4318514891157,0.0238661522870964,0.805660522098782,0.584418879915326,0.281996198912889,0.210199624164789,0.454919768563897,0.350968516174344,0.546347378690304,"180325A",1,0.93747874455154,0.400233841526922,-2.69359595166853,0.0759020830321515,0.356711837127828,5.1739136412335,0.232724213944747,0.49339740575,0.496295632969117,-1.42372424228491,2.248,0.511616020569138
"181201A",4.08165413135022,1.61073399643619,-10.3323060015641,0.742433885374972,1.30065820430526,21.4778345152562,0.889619948590977,1.283301229,1.97266939422695,-5.25633934596993,16.6599004479683,2.5944640072753,106.756547309958,0.551208074152977,1.69171176442658,461.29737546473,0.791423652931013,1.64686204435291,3.89142453891972,27.6291033199916,0.116969006587154,0.799132063610798,0.59644912030008,0.270647132756146,0.208419986454369,0.487764830576111,0.308456726380244,0.567910430478316,"181201A",1,1.02041353283755,0.402683499109047,-2.58307650039103,0.185608471343743,0.325164551076315,5.36945862881405,0.222404987147744,0.32082530725,0.493167348556737,-1.31408483649248,0.45,0.161368002234975
"200613A",4.293082366656,1.71414125937595,-10.7939110205939,0.459391815847787,1.16838204600095,21.45786346029,0.918572952800897,2.580924976,2.03823145205143,-5.45773165555741,18.4305562068927,2.93828025709497,116.508515120498,0.211040840467927,1.36511660541737,460.439904280449,0.843776269617359,6.6611737317406,4.15438745213168,29.7868348240734,0.00589450111897357,0.79352382285736,0.653239799345471,0.290666836504376,0.202995292972914,0.480185885578469,0.342738417227596,0.452788553196531,"200613A",1,1.073270591664,0.428535314843987,-2.69847775514847,0.114847953961947,0.292095511500237,5.3644658650725,0.229643238200224,0.645231244,0.509557863012858,-1.36443291388935,1.2255,0.347427598618541
"201014A",4.13535435050054,1.71014497700161,-11.2439119282619,0.280165279560517,1.25251227353929,20.9709310092468,0.915850397694547,1.558708571,2.02848166169777,-5.71250956574558,17.1011556042037,2.92459584236384,126.42555545051,0.0784925838712227,1.56878699536656,439.779947394589,0.83878195095726,2.42957240930886,4.11473785184415,32.6327655387348,0.0620388100992343,0.850691560929453,0.600014541706565,0.285473385197161,0.197175391652953,0.479616684998038,0.361449184159319,0.439618962909537,"201014A",1,1.03383858762514,0.427536244250402,-2.81097798206548,0.0700413198901293,0.313128068384822,5.2427327523117,0.228962599423637,0.38967714275,0.507120415424443,-1.4281273914364,4.56,0.745074791582057
