"","log10NH","log10PeakFlux","log10T90","log10Fa","log10Ta","Alpha","Beta","log10NHSqr","log10PeakFluxSqr","log10T90Sqr","log10FaSqr","log10TaSqr","AlphaSqr","BetaSqr","Gamma","log10Fluence","PhotonIndex","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","FluenceErr","PhotonIndexErr","PeakFluxErr","log10T90Err","log10FluenceErr","log10PeakFluxErr","Redshift_crosscheck","log10z"
"160327A",20.72655851,0.255272505,0.964986183142604,-11.22402567,3.76407,1.49693,0.78,429.590227668453,0.065164051808975,0.931198333656131,125.978752240819,14.1682229649,2.2407994249,0.6084,1.93554,-5.853871964,1.84,9.22542076482328,0.0673000000000004,0.06033,0.1004,0.02,6.06060606060606e-08,0.0666666666666667,0.121212121212121,0.434294481903252,0.0188006269082896,0.0292454196637412,4.99,0.777426822389311
"160804A",21.30214687,0.462397998,1.2839736940175,-11.5214335,4.38419,0.948229,0.92,453.781461271051,0.213811908554408,1.64858844692894,132.743429894922,19.2211219561,0.899138236441,0.8464,1.87827,-4.943095149,1.4,19.2297524738119,0.0587499999999999,0.095375,0.070062,0.0049999999999999,1.81818181818182e-07,0.139393939393939,0.181818181818182,0.434294481903252,0.00692654676618381,0.0272284941568783,0.736,0.239549720840473
"161108A",21.16074757,-0.22184875,1.07533869836223,-11.81247928,4.69106,0.883711,0.84,447.777237721261,0.0492168678765625,1.15635331619537,139.534666740429,22.0060439236,0.780945131521,0.7056,2.00325,-5.958607315,1.85,11.8942948022011,0.133550000000001,0.18179,0.0812555,0.0049999999999999,6.06060606060606e-08,0.103030303030303,0.0606060606060606,0.434294481903252,0.023928070636996,0.0438681295239288,1.159,0.334252642334231
"161129A",21.51361441,0.531478917,0.320887726911369,-10.43651891,3.70506,2.32574,0.71,462.83560498216,0.282469839215493,0.102968933282345,108.920926958788,13.7274696036,5.4090665476,0.5041,1.74506,-5.443697499,1.57,2.09357115934511,0.106249999999999,0.050725,0.10628,0.005,6.06060606060606e-08,0.0363636363636364,0.121212121212121,0.434294481903252,0.00731135491027843,0.0154828692315688,0.645,0.216165902285993
"170202A",21.7153121,0.672097858,1.05874120534931,-10.65364703,3.77629,1.1958,1.04,471.554779600406,0.451715530728188,1.12093293990452,113.500195039828,14.2603661641,1.42993764,1.0816,1.99768,-5.48148606,1.68,11.4483053739976,0.0448500000000003,0.068655,0.059155,0,6.06060606060606e-08,0.0424242424242424,0.181818181818182,0.434294481903252,0.00797602354051679,0.0168005602258789,3.645,0.666985718329661
"170519A",21.33992622,-0.15490196,1.69376501464644,-11.06348626,4.1513,1.37345,0.975,455.392451075043,0.0239946172118416,2.86883992484024,122.400728225209,17.23329169,1.8863649025,0.950625,1.97351,-5.958607315,1.94,49.4043300783148,0.0529999999999999,0.052235,0.0667449999999999,0.2244236125,1.21212121212121e-07,0.157575757575758,0.0606060606060606,0.434294481903252,0.0478561412739919,0.0376012538456717,0.818,0.259593878885949
"170705A",21.08891889,1.1430148,1.25715162553545,-10.18641901,3.63746,0.774169,0.66,444.742499948999,1.30648283301904,1.58043020958641,103.763132247289,13.2311152516,0.599337640561,0.4356,1.89159,-5.022276395,1.65,18.0780517612736,0.0405499999999996,0.06603,0.027333,0.0049999999999999,1.81818181818182e-07,0.0303030303030303,0.242424242424242,0.434294481903252,0.00831185611850908,0.00757435329683621,2.01,0.478566495593843
"170903A",21.73970839,0.591064607,0.555705999210494,-11.26042766,4.41384,0.971187,1.14,472.614920882236,0.349357369648064,0.308809157558534,126.797231086093,19.4819835456,0.943204188969,1.2996,2.20256,-5.619788758,1.94,3.59505880999471,0.0409499999999996,0.065935,0.051271,0.005,1.21212121212121e-07,0.0727272727272727,0.303030303030303,0.434294481903252,0.0219340647280231,0.0337447149906566,0.886,0.27554168840131
"171222A",20.02880298,-0.15490196,1.35534747120061,-12.10957898,4.78231,0.718496,1.34,401.152948811657,0.0239946172118416,1.83696676768988,146.641903072858,22.8704889361,0.516236502016,1.7956,1.99001,-5.721246399,2.07,22.6645693378338,0.209750000000001,0.378455,0.126956,0.015,1.21212121212121e-07,0.103030303030303,0.121212121212121,0.434294481903252,0.0277061870402603,0.0752025076913433,2.409,0.532627001228891
"180205A",21.4933967,0.531478917,0.49460846285017,-10.30627305,3.21372,1.09633,1.03,461.966101703571,0.282469839215493,0.244637531523008,106.219264181156,10.3279962384,1.2019394689,1.0609,1.88733,-6,2.04,3.12326232779722,0.0645499999999997,0.088815,0.042095,0.0049999999999999,6.06060606060606e-08,0.0787878787878788,0.181818181818182,0.434294481903252,0.0263208776911062,0.0232243038473533,1.409,0.381836799998343
"180329B",21.41988474,0.146128036,1.64390591550953,-11.14935376,4.02296,1.50063,0.77,458.811462274885,0.0213534029052173,2.70242665904723,124.308089265626,16.1842071616,2.2518903969,0.5929,1.86768,-5.48148606,0.97,44.0459433119658,0.0482499999999995,0.04314,0.069665,0,1.81818181818182e-07,0.339393939393939,0.242424242424242,0.434294481903252,0.0239280706215504,0.0752025076331583,1.998,0.476831628512261
"180404A",20.48730103,0.113943352,1.94421896095388,-11.62342304,4.20449,1.17089,0.72,419.729503493839,0.0129830874649959,3.77998736813258,135.103963166803,17.6777361601,1.3709833921,0.5184,1.62007,-5.886056648,1.95,87.9465810827809,0.0661000000000005,0.1242,0.10229,0.065,6.06060606060606e-08,0.0727272727272727,0.121212121212121,0.434294481903252,0.0202468290074633,0.0404936580149266,1,0.301029995663981
"180620B",21.21643247,0.556302501,1.43845234474162,-10.98296666,4.6659,1.09835,0.9,450.13700675407,0.309472472618855,2.06914514809268,120.625556654672,21.77062281,1.2063727225,0.81,1.99236,-5,1.3,27.4443117973296,0.0437000000000003,0.067125,0.0594450000000001,0.005,1.81818181818182e-07,0.121212121212121,0.121212121212121,0.434294481903252,0.00789626330733186,0.0146227098205568,1.1175,0.325823419002744
"180624A",21.1034582,0.146128036,1.58550942277755,-11.54363397,4.171185481,1.243849338,0.95,445.355947999147,0.0213534029052173,2.51384012971641,133.255485233338,17.3987883169052,1.54716117564304,0.9025,2.06008,-5.236572006,1.91,38.5043168772254,0.0881499349999997,0.099379055,0.1233664435,0,1.81818181818182e-07,0.0606060606060606,0.121212121212121,0.434294481903252,0.0136142470679056,0.0376012538165791,2.855,0.586024382386976
"180720B",21.24271531,1.831869774,0.566844298369836,-8.847711656,3.62033,1.34127,0.729,451.252953741708,3.35574686889481,0.321312458594391,78.2820015477183,13.1067893089,1.7990052129,0.531441,1.8461,-4.065501549,1.36,3.6884533781446,0.0049749999999999,0.00614,0.0053749999999999,0,6.06060606060606e-07,0.0181818181818182,1.57575757575758,0.434294481903252,0.00306056717510092,0.0100786866039877,0.654,0.218535505216528
"181010A",22.27837171,0.146128036,0.340997592433713,-9.928117993,3.15711,1.07011,1.115,496.325846048928,0.0213534029052173,0.116279358045589,98.5675268829304,9.9673435521,1.1451354121,1.243225,1.76613,-6.161150909,1.52,2.19279277929316,0.0346150000000005,0.057805,0.033375,0.007041969,4.24242424242424e-08,0.0909090909090909,0.121212121212121,0.434294481903252,0.0267023396704747,0.0376012538165791,1.39,0.378397900948138
"181020A",20.65703194,0.886490725,1.0640391460811,-10.42365865,4.29043,2.64643,1.228,426.71296857018,0.785865805511026,1.132179304393,108.65265965172,18.4077895849,7.0035917449,1.507984,1.93674,-5.091514981,1.25,11.58881809789,0.1418,0.047555,0.091985,0.029531206,1.81818181818182e-07,0.0363636363636364,0.181818181818182,0.434294481903252,0.00974847321620432,0.0102548874161921,2.938,0.595275711802099
"181110A",20.88432911,0.568201724,1.03853207164445,-10.39577395,3.7664,1.92336,1.7505,436.155202374793,0.322853199156572,1.07854886383411,108.072116019499,14.18576896,3.6993136896,3.06425025,1.76057,-5.004364805,2.02,10.9277832336458,0.0907,0.05473,0.07443,0.141485526,1.81818181818182e-07,0.0303030303030303,0.181818181818182,0.434294481903252,0.00797602353536826,0.0213412521852701,1.505,0.398807730203264
"190114A",21.6447605,-0.301029996,1.00791038569216,-10.75202673,3.74534,1.18375,0.86,468.49565710236,0.09061905849176,1.01588334558612,115.606078802635,14.0275717156,1.4012640625,0.7396,1.83214,-6.096910013,2.06,10.1838122893615,0.0336500000000006,0.042215,0.04616,0,7.27272727272727e-08,0.133333333333333,0.121212121212121,0.434294481903252,0.0394813165359268,0.105283510845884,3.3765,0.641126932803509
