"","log10Ta","log10PeakFlux","log10NH","log10Fa","Alpha","PhotonIndex","log10T90","Gamma","Beta","log10Fluence","log10TaSqr","log10PeakFluxSqr","log10NHSqr","log10FaSqr","AlphaSqr","PhotonIndexSqr","log10T90Sqr","GammaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"060906A",4.33479,0.294466226,22.41960057,-11.8827287,1.71887,2.03,1.63848925695464,2.07859,1.06,-5.655607726,18.7904043441,0.0867103582546831,502.638489718344,141.199241357804,2.9545140769,4.1209,2.68464704515576,4.3205363881,1.1236,31.9858987503909,0.0815374132522222,0.08845,0.072145,0.169635,0.005,0.0161974631827828,0.066666667,0.0374103846163063,"060906A",3.686,0.670802284260944
"060908A",2.81918,0.481442629,21.80952201,-9.627087997,1.38309,1,1.28555730900777,2.13395,1.185,-5.552841969,7.9477758724,0.231787005018432,475.655250304674,92.6808233019815,1.9129379481,1,1.65265759474331,4.5537426025,1.404225,30.8340539326878,0.0299356101984998,0.045185,0.05993,0.04964,0.003474954,0.0104343479500535,0.181818182,0.0217168958293479,"060908A",1.8836,0.459935016851525
"060912A",2.455171016,0.933487288,21.36738202,-10.1079054,1.045731532,1.74,0.698970004336019,1.8948,0.63,-5.869666232,6.02786471780647,0.871398516857595,456.565014388619,102.169751575349,1.09355443701907,3.0276,0.488559066961494,3.59026704,0.3969,34.4529816750811,0.0503781599007772,0.147419953,0.156564864,0.028937785,0.0785,0.0120881068052489,0.054545455,0.0134978860076092,"060912A",0.937,0.287129620719111
"060926A",3.351,0.037426498,22.50004427,-10.84771166,1.45111,2.54,0.903089986991944,2.00443,1.357,-6.659555885,11.229201,0.001400742752544,506.25199215196,117.6728482585,2.1057202321,6.4516,0.815571524605109,4.0177396249,1.841449,44.3496845854381,0.0658325115046647,0.08245,0.09927,0.11561,0.009157091,0.0300466640198818,0.139393939,0.0338066319525806,"060926A",3.2,0.6232492903979
"060927A",3.15198,0.431363764,22.10710478,-10.77728353,1.39098,0.9,1.35218251811136,1.94856,0.83,-5.946921557,9.9349779204,0.186074696892248,488.724081753899,116.149840286009,1.9348253604,0.81,1.82839756228599,3.7968860736,0.6889,35.3658760051113,0.0249820977867784,0.08115,0.108435,0.118785,0.178498106,0.0158391122565265,0.242424242,0.0165724044733706,"060927A",5.47,0.8109042806687
"061007A",3.1507090753905,1.371067862,22.16619025,-9.23258152972228,1.65212804577664,1.3,1.80617997398389,2.03333,0.936139317673308,-4.853871964,9.92696767774803,1.87982708220925,491.339990199195,85.240561702969,2.72952707964174,1.69,3.26228609842043,4.1344308889,0.876356822093846,23.5600730429052,0.0148761559697317,1.85536630840152,0.698571503848509,0.494416770024245,0.260645392348026,0.0924030812423339,0.18,0.0579059309278577,"061007A",1.26,0.354108439147401
"061021A",3.23849,0.78604121,20.87141063,-10.04095861,1.01707,1.3,1.66464197555613,1.99282,0.785,-5.528708289,10.4878174801,0.617860783818264,435.615781686077,100.820849807733,1.0344313849,1.69,2.7710329067834,3.9713315524,0.616225,30.5666153448573,0.0507507175232146,0.0264,0.03399,0.010415,0.016800037,0.0089811102944679,0.036363636,0.0116311571135192,"061021A",0.3463,0.129141845792285
"061110A",2.24983,-0.27572413,21.35034301,-8.33235,0.948932,1.67,1.60959440922522,1.82722,1.98,-5.974694135,5.0617350289,0.0760237958642569,455.837146644656,69.4280565225,0.900471940624,2.7889,2.59079416220908,3.3387329284,3.9204,35.6969700068034,0.0429439501542518,0.2103,0.03335,0.11946,0.0015,0.0188715726956945,0.072727273,0.0595944402240336,"061110A",0.7578,0.244969460136198
"061121A",3.78753,1.324282455,21.75351565,-10.03011836,1.35185,1.41,1.91009054559407,1.90181,0.9485,-4.863279433,14.3453835009,1.75372402062083,473.215443134795,100.603274315609,1.8274984225,1.9881,3.64844589236784,3.6168812761,0.89965225,23.6514868434408,0.246407281884026,0.01265,0.01703,0.01585,0.002358211,0.00382325157840621,0.018181818,0.00573820083195282,"061121A",1.314,0.364363354615731
"061126A",3.67490675553937,0.204119983,20.93258486,-10.6571594568704,1.26407727977115,1.8,1.15533603746506,1.8557,0.896157640576576,-5.886056648,13.5049396619089,0.0416649674599203,438.173108921101,113.575047689162,1.59789136923362,3.24,1.33480135946547,3.44362249,0.803098516763776,34.645662863465,0.223182009809232,2.08894705567095,0.733528812224285,0.47132867097001,0.249468953980475,0.00533531304621856,0.066666667,0.0226686984976336,"061126A",1.1588,0.334212409393176
"061222A",3.92091,0.930949031,22.56660835,-9.954677021,1.35061,1.35,1.85369821177617,1.92748,0.86,-5.097453221,15.3735352281,0.866666098319839,509.25181242229,99.0955945924254,1.8241473721,1.8225,3.43619706034219,3.7151791504,0.7396,25.9840293402833,0.0973208923032497,0.02311,0.024435,0.018075,0.005,0.00520487944706068,0.024242424,0.00802277634320278,"061222A",2.088,0.489677291663699
"070110A",4.26825,-0.22184875,21.3989672,-11.04866248,1.42725,1.58,1.94645226501307,2.08596,1.186,-5.790484985,18.2179580625,0.0492168678765625,457.915797226676,122.07294259696,2.0370425625,2.4964,3.78867641997452,4.3512291216,1.406596,33.5297163615105,0.0711281657171841,0.05475,0.053995,0.046555,0.12166788,0.0175472517755912,0.072727273,0.0526417556261212,"070110A",2.352,0.525304009958239
"070125A",4.29580721629422,0.740362689,21.67796993,-10.8337600263516,1.66600329326001,1.91,0.937517892017347,1.89331,0.859374497647583,-6.173925197,18.4539596395655,0.548136911263311,469.934380285984,117.370356308573,2.7755669731532,3.6481,0.87893979785265,3.5846227561,0.738524527207036,38.1173523381515,0.00950159657498538,2.12097103812578,0.790824906648122,0.496085665942531,0.242614555625251,0.0032494910720681,0.13,0.0198648132987547,"070125A",1.55,0.406540180433955
"070208A",3.44468,-0.045757491,21.8647258,-10.86327943,1.2125,1.94,1.67851837904011,2.20341,1.14,-6.351639989,11.8658203024,0.00209374798261508,478.066234309186,118.010839974261,1.47015625,3.7636,2.81742394877545,4.8550156281,1.2996,40.3433305498639,0.20601598202985,0.1619,0.14114,0.06357,0.015,0.0597395201502247,0.218181818,0.0643399231491616,"070208A",1.165,0.335457900689384
"070223A",4.22335,-0.161150909,21.70173804,-11.86327943,0.991734,1.85,1.94694327069783,2.25837,1.03,-5.769551079,17.8366852225,0.0259696154715263,470.965433956783,140.737398834261,0.983536326756,3.4225,3.79058809931555,5.1002350569,1.0609,33.2877196531901,0.039676879658603,0.16615,0.203105,0.079308,0.06,0.0185794430922578,0.072727273,0.0572192993510938,"070223A",1.6295,0.419873175149476
"070306A",4.86926,0.609594409,22.44245468,-11.2737,1.89982,1.66,2.32118402730231,1.94468,0.831,-5.269217724,23.7096929476,0.371605343484059,503.663772063854,127.09631169,3.6093160324,2.7556,5.38789528860339,3.7817803024,0.690561,27.7646554229157,0.134263479547411,0.0335,0.02824,0.06188,0.001,0.0139921394309921,0.060606061,0.013580796821018,"070306A",1.4959,0.397227181043161
"070318A",3.46315706361,0.688419822,22.7516324,-10.198038158374,1.3002609397511,1.53,1.68124123737559,2.102,0.900955441828184,-5.366531544,11.9934568472319,0.473921851322512,517.63677686473,103.999982279651,1.6906785114424,2.3409,2.8265720982522,4.418404,0.811720708159818,28.799660812747,0.179553274171887,2.00819192630121,0.718012118031099,0.475401424356901,0.266520203520228,0.00951357025803561,0.018181818,0.0363046589885454,"070318A",0.836,0.263872676865224
"070411A",3.5778772110437,0.397940009,21.67796993,-10.7192007035778,1.45578082322931,2.2,2.05842602445701,1.94053,0.939337851841046,-6.161150909,12.8012053373059,0.15835625076292,469.934380285984,114.901263723583,2.11929780528222,4.84,4.23711769816187,3.7656566809,0.882355599901351,37.9597805234715,0.00916727683590926,2.10045751206499,0.726187072556562,0.491840244812265,0.260342016448971,0.0101234144958991,0.03030303,0.0166587833050111,"070411A",2.95,0.59659709562646
"070419A",3.55962861880143,0.004321374,21.34792103,-10.8037037747084,1.48804044545295,0.92,2.00518051250378,2.07429,0.860973764731452,-5.698970004,12.6709559037902,1.8674273247876e-05,455.733732303116,116.720015251648,2.21426436730381,0.8464,4.02074888772492,4.3026790041,0.74127582355585,32.4782591064918,0.149214122903764,2.11595828585597,0.724257240283435,0.483527345668396,0.249091006159305,0,0.042424242,0.0168005602426795,"070419A",0.97,0.294466226161593
"070508A",3.02525,1.382017043,21.89306622,-9.161150909,1.37377,1.1,1.32014628611105,1.82568,0.764,-4.707743929,9.1521375625,1.90997110714246,479.306348513305,83.9266859774715,1.8872440129,1.21,1.74278621673281,3.3331074624,0.583696,22.1628529010364,0.0152922340419372,0.010795,0.01189,0.013355,5e-04,0.00366612225284185,0.060606061,0.00666213086681254,"070508A",0.82,0.260071387985075
"070521A",3.55243,0.814913181,22.27524914,-10.01233374,1.44502,1.1,1.57863920996807,2.00022,0.98,-5.096367484,12.6197589049,0.664083492567539,496.186724249071,100.246826921142,2.0880828004,1.21,2.49210175524862,4.0008800484,0.9604,25.9729615319725,0.032307204598357,0.04901,0.04844,0.0562,0.147518075,0.00581622391039878,0.121212121,0.0108830581881966,"070521A",2.0865,0.489466281303128
"070529A",3.09323,0.155336037,22.56252244,-10.24641694,1.21432,1.34,2.03822263836872,1.97999,0.76,-5.590066877,9.5680718329,0.0241292843908654,509.067418855503,104.989060108319,1.4745730624,1.7956,4.15435152355874,3.9203604001,0.5776,31.2488476893325,0.0794726286049195,0.0552,0.068045,0.03501,0.015,0.0250918873122187,0.096969697,0.0662623494478934,"070529A",2.4996,0.544018407858776
"070612A",4.28248684804013,0.113943352,21.81792086,-10.6855682401749,2.09482701501565,1.52,2.09166695759568,2.20942,0.940937118924916,-5.522878745,18.3396936036367,0.0129830874649959,476.021670653223,114.181368615434,4.38830022283938,2.3104,4.37507066149759,4.8815367364,0.885362661770721,30.5021896319728,0.179553274171887,2.09865393458745,0.791216741492073,0.590858571632477,0.265595211353587,0.00464486077306445,0.187878788,0.075202507501554,"070612A",0.617,0.208710019906401
"070714B",3.22974,0.431363764,21.64321572,-10.74232143,1.64623,1.36,1.80617997398389,2.07429,0.93,-6.142667504,10.4312204676,0.186074696892248,468.428786702455,115.397469705437,2.7100732129,1.8496,3.26228609842043,4.3026790041,0.8649,37.7323640646976,0.0570608478039056,0.09935,0.0946,0.108425,0.005,0.0329010971465546,0.115151515,0.0194969464108742,"070714B",0.923,0.28397928423848
"070721B",3.94739,0.176091259,21.89473409,-10.50863831,2.5054,1.34,2.53147891704225,1.52512,0.52,-5.443697499,15.5818878121,0.0310081314962051,479.379380871808,110.4314791304,6.27702916,1.7956,6.40838550742943,2.3259910144,0.2704,29.6338424606189,0.0272330828930823,0.3648,0.10084,0.09144,0,0.0146227098205568,0.066666667,0.0526417554416033,"070721B",3.626,0.6652056284346
"070802A",3.92184,-0.397940009,21.91375294,-11.6716204,1.16348,1.79,1.2148438480477,1.99014,0.78,-6.552841969,15.3808289856,0.15835625076292,480.212567915359,136.226722761696,1.3536857104,3.2041,1.47584557513934,3.9606572196,0.6084,42.9397378706878,0.0799687771394852,0.17395,0.236245,0.2088785,0.045,0.0470015673425834,0.163636364,0.065802194705171,"070802A",2.45,0.537819095073274
"070810A",3.36583,0.278753601,21.93100401,-10.77728353,1.36994,2.04,1.04139268515823,2.17076,1.02,-6.161150909,11.3288115889,0.0777035700704672,480.968936886636,116.149840286009,1.8767356036,4.1616,1.08449872470106,4.7121989776,1.0404,37.9597805234715,0.197037086517346,0.06175,0.07187,0.077915,0.01,0.0228877197175498,0.084848485,0.0277061869917745,"070810A",2.17,0.501059262217751
"071003A",4.78411,0.799340549,20.86974084,-11.67760082,1.97901,1.36,2.17609125905568,1.91015,0.837,-5.080921908,22.8877084921,0.638945313275621,435.546082728764,136.366360911265,3.9164805801,1.8496,4.73537316773854,3.6486730225,0.700569,25.8157674351944,0.0130126209875294,0.1359,0.098505,0.183105,0.032,0.00951357025803561,0.042424242,0.0167116683635139,"071003A",1.60435,0.415699348887829
"071010A",4.26684307328939,0.255272505,21.52664292,-11.0048154584975,1.88831433121741,1.34,1.22788670461367,1.70111,0.862573031815322,-5.958607315,18.2059498120776,0.065164051808975,463.396355405186,121.105963275586,3.56573101348107,1.7956,1.50770575936703,2.8937752321,0.744032235215076,35.5050011343715,0.0303226794958065,2.15291687192053,0.787801415412721,0.517845008780769,0.243367154270957,0.00877362590591064,0.042424242,0.0166587833050111,"071010A",0.99,0.298853076409707
"071010B",3.5191121269502,1.851258349,21.34755638,-10.4624367356632,1.12874626581504,1.83,2.04571405894087,2.04425,0.873767901402406,-4.443697499,12.384150162048,3.42715747474221,455.718163397279,109.462582447754,1.2740681325914,3.3489,4.18494601094832,4.1789580625,0.763470345521165,19.7464474626189,0.0794726286049195,2.05399273462361,0.724449473375401,0.466989137884552,0.245587624498283,0.0394813165061122,0.036363636,0.065802194060479,"071010B",0.947,0.289365951520032
"071020A",2.311950854,0.924279286,20.99642367,-9.169411331,1.119196934,1.11,0.6232492903979,1.59788,0.844,-5.638272164,5.34511675131133,0.85429219852867,440.849806930136,84.0781041570712,1.252601777075,1.2321,0.388439677981486,2.5532204944,0.712336,31.7901129953372,0.0601790284455221,0.035099822,0.039262062,0.011153209,0.001,0.0114438598661619,0.03030303,0.00940031347184909,"071020A",2.145,0.497620649781288
"071025A",3.59680312274788,0.28780173,21.41315218,-10.7675398355655,1.49272866260506,1.58,0.938519725176492,1.88453,0.913749578499138,-6.395773947,12.9369927038089,0.0828298357909929,458.523086283839,115.939914110489,2.22823886016268,2.4964,0.880819274545358,3.5514533209,0.834938292207352,40.905924381124,0.0249128885171781,2.10880866876275,0.72658146179058,0.48327637715036,0.253224217536828,0.0188006269082896,0.024242424,0.0363643704117435,"071025A",5,0.778151250383644
"071031A",3.66209976718478,0.301029996,21.53322281,-10.6677273635311,1.19916281861795,1.52,1.3541084391474,2.4947,0.819392820550851,-5.677780705,13.4109747048148,0.09061905849176,463.679684585104,113.800407102629,1.43799146555574,2.3104,1.83360966497021,6.22352809,0.67140459437028,32.2371937340703,0.0335671166680867,2.09060319268598,0.731568124358247,0.468637360349594,0.241774589540966,0.00658021942774567,0.115151515,0.096509884965017,"071031A",2.69,0.56702636615906
"071112C",3.29568964078165,-0.22184875,21.15768338,-10.4259915214381,1.26300602215189,0.6,2.23578087032756,1.98504,0.835385491389544,-5.721246399,10.8615702083555,0.0492168678765625,447.647566008328,108.701299205098,1.59518421199194,0.36,4.99871610012266,3.9403838016,0.69786891922415,32.7326603580705,0.543566918166863,2.04746451139101,0.706419760612293,0.471126233672604,0.239343850709563,0.0165270627330643,0.13,0.0507946764616626,"071112C",0.82,0.260071387985075
"071117A",3.901990464,1.053078443,22.04291793,-11.23542972,1.104952391,1.57,0.819543935541869,2.0457,0.94,-5.619788758,15.2255295811469,1.1089742071113,485.890230868716,126.234880993059,1.22091978637662,2.4649,0.671652262283455,4.18488849,0.8836,31.5820256845432,0.120079755769867,0.101024385,0.117162967,0.089387802,0.01,0.0109670323640116,0.036363636,0.00931712484047533,"071117A",1.331,0.367542273520577
"080310A",4.32608056,0.113943352,21.45058625,-11.3990271,1.59590648,2.32,2.56229286445647,2.09352,0.878,-5.638272164,18.7149730116099,0.0129830874649959,460.127650468689,129.937818826534,2.54691749290599,5.3824,6.56534472324456,4.3828259904,0.770884,31.7901129953372,0.0207018675137275,0.04247343,0.03798676,0.065276352,0.0375,0.0228877197323238,0.096969697,0.0404936579440628,"080310A",2.42,0.534026106056135
"080319B",5.36799912,1.394451681,20.8771334,-12.15181088,1.42250979,1.04,1.69897000433602,1.81426,0.73,-4.091514981,28.8154145523208,1.94449549064373,435.854699001396,147.666507663286,2.02353410264584,1.0816,2.88649907563353,3.2915393476,0.5329,16.7404948397474,0.00155572020808234,0.097779455,0.087626454,0.075139905,0,0.0032494910720681,0.012121212,0.00530662856410116,"080319B",0.937,0.287129620719111
"080319C",3.19029,0.716003344,21.75037415,-8.91721463,1.45203,1.37,1.53147891704226,1.61029,1.94,-5.443697499,10.1779502841,0.512660788619182,473.078775664988,79.516716757486,2.1083911209,1.8769,2.34542767334492,2.5930338841,3.7636,29.6338424606189,0.11349174293958,0.05004,0.04713,0.02854,0.199995173,0.00731135491027843,0.042424242,0.0151851217472848,"080319C",1.95,0.469822015978163
"080330A",3.65256487866756,0.285557309,21.21643247,-10.5264469079461,1.3614585823461,0.8,1.97127584873811,2.01678,0.832186957221806,-5.27572413,13.3412301928757,0.0815429767233215,450.13700675407,110.806084505808,1.85356947144386,0.64,3.88592847181814,4.0674015684,0.692535131770087,27.8332650958643,0.0361306862537016,2.06523901529757,0.730818473882988,0.475735414090303,0.23952036691,0.0117854676147647,0.066666667,0.0434294481567233,"080330A",1.51,0.399673721481038
"080411A",4.20932562,1.635483747,21.57289018,-10.11350927,1.28909841,1.75,1.7481880270062,1.97674,0.91,-4.578396073,17.7184221751884,2.67480708670116,465.38959071834,102.283069754376,1.66177471066453,3.0625,3.05616137776783,3.9075010276,0.8281,20.9617106012618,0.00776276208179474,0.06043543,0.049275581,0.010296793,0,0.000997002942546105,0.018181818,0.00548351617874055,"080411A",1.03,0.307496037913213
"080413A",3.04662046434044,0.079181246,21.35024026,-9.86745957245323,1.27707067360821,0.6,1.58771096501891,1.97999,0.848179628060498,-5.958607315,9.28189625373795,0.00626966971811252,455.832759159725,97.3667584139989,1.63090950539012,0.36,2.52082610844128,3.9203604001,0.719408681456845,35.5050011343715,0.0148761559697317,1.95295248102003,0.693928990703865,0.472102022892423,0.247563551601448,0.0263208776707414,0.024242424,0.0526417552900893,"080413A",2.43,0.535294120042771
"080413B",4.43322946154298,0.255272505,21.41315218,-11.1532885197564,1.90529177199033,1.87,0.938519725176492,2.20942,0.883363503905622,-6.468521083,19.6535234586927,0.065164051808975,458.523086283839,124.39584480493,3.63013673641406,3.4969,0.880819274545358,4.8815367364,0.780331080032418,41.8417650012155,0.0427179076347192,2.18095708633289,0.805970583982917,0.518401569637256,0.246478816947644,0.00464486077306445,0.066666667,0.0358921059636159,"080413B",1.1,0.322219294733919
"080430A",4.21762911,0.414973348,21.51787914,-11.17198494,0.99269763,1.73,1.20951501454263,2.03541,0.99,-5.920818754,17.7883953095194,0.172202879550329,463.019122683647,124.813247499587,0.985448584607617,2.9929,1.46292657040406,4.1428938681,0.9801,35.0560947177181,0.0585255609478052,0.028180965,0.038388523,0.020935069,0.0755,0.0219340647449938,0.054545455,0.0202468289563662,"080430A",0.767,0.247236549506764
"080516A",3.77452827,0.255272505,22.03528962,-11.12090412,0.94016916,1.82,0.763427993562937,2.3315,1.48,-6.585026652,14.2470636610292,0.065164051808975,485.55398863728,123.674508446233,0.883918049415106,3.3124,0.582822301355532,5.43589225,2.1904,43.3625760075503,0.0159503209321748,0.077803665,0.111057696,0.084888358,0.03,0.0404936579835962,0.163636364,0.04386812953948,"080516A",3.2,0.6232492903979
"080603A",3.75665348971761,0.462397998,21.70983536,-10.6952119572797,1.29113532506452,1.76,1.27875360095283,2.07429,0.900955441828184,-6.086186148,14.1124454418075,0.213811908554408,471.316951358306,114.387558811138,1.66703042762947,3.0976,1.63521077194983,4.3026790041,0.811720708159818,37.0416618281071,0.0361306862537016,2.09561968565527,0.739279714034186,0.472444215863465,0.254978580192019,0.0155321080197879,0.036363636,0.0376012540900799,"080603A",1.69,0.429752280002408
"080603B",3.90524369944196,0.832508913,21.61964524,-10.6353807290755,1.4252511531348,1.4,1.61278385671974,2.06549,0.864356214613836,-5.318758763,15.2509283520311,0.693071090224441,467.409060303455,113.11132325239,2.03134084951208,1.96,2.60107176849578,4.2662489401,0.747111665741559,28.2891947789893,0.0944541322659323,2.08476529577117,0.752112843144362,0.479362286888498,0.243153565125967,0.00358921059277238,0.066666667,0.0404936579440628,"080603B",2.6893,0.566943971856554
"080605A",3.65625630690944,-0.397940009,22.0746007,-10.7516277023426,1.15053381738602,0.6,1.57634135020579,1.62007,0.85693881387885,-6.468521083,13.368210181815,0.15835625076292,487.287996064441,115.597498249781,1.32372806494885,0.36,2.48485205236862,2.6246268049,0.734344130732091,41.8417650012155,0.0611908230548872,2.10586910373464,0.73114810000245,0.467004842183741,0.248217499327803,0.00974847321620432,0.024242424,0.0292454197184288,"080605A",1.6403,0.421653275711644
"080607A",3.46298403,1.36361198,22.38386741,-10.0540393,1.7256074,1.31,1.89762709129044,2.03418,1.06,-4.619788758,11.992258392035,1.85943763199952,501.03752022846,101.083706245944,2.97772089893476,1.7161,3.60098857759942,4.1378882724,1.1236,21.3424481685432,0.0180592945376601,0.11042072,0.069659314,0.037637388,0.02,0,0.024242424,0.0125337512846333,"080607A",3.036,0.605951157564873
"080710A",4.09266933,0,20.89722339,-11.23284413,1.52133785,1.47,2.07918124604762,2.00149,1.3,-5.853871964,16.7499422447226,0,436.693945411563,126.176787248875,2.31446885384262,2.1609,4.32299465391615,4.0059622201,1.69,34.2678169709052,0.0631067762093961,0.06269498,0.054210787,0.06401643,0.150517844,0.0376012538165791,0.139393939,0.0526417552900893,"080710A",0.845,0.265996370495079
"080721A",2.87876286,1.320146286,21.79728278,-8.714442691,1.33437559,1.11,1.20951501454263,1.9433,0.735,-4.920818754,8.28727560411538,1.74278621643959,475.121536591284,75.9415114147233,1.78055821518785,1.2321,1.46292657040406,3.77641489,0.540225,24.2144572097181,3.86039539469557,0.007019299,0.007554816,0.006435673,0,0.0219340647449938,0.048484848,0.0226686984976336,"080721A",2.591,0.555215405126073
"080810A",3.2687548,0.301029996,21.45079548,-9.931814138,1.44529526,1.34,2.02530586526477,2.11482,1.079,-5.337242168,10.684757942523,0.09061905849176,460.136626724788,98.6409320717767,2.08887838857847,1.7956,4.10186384787588,4.4724636324,1.164241,28.4861539598773,0.0177699795108654,0.031830706,0.039738688,0.036139295,0.0015,0.0114438598573077,0.036363636,0.0263208776246799,"080810A",3.35,0.638489256954637
"080905B",3.67820615,-0.301029996,22.33533151,-10.11125904,1.36946226,1.78,2.10720996964787,1.86248,0.375,-5.744727495,13.5292004818978,0.09061905849176,498.867033661599,102.237559373982,1.87542688156431,3.1684,4.44033385618337,3.4688317504,0.140625,33.001893991809,0.095199838533423,0.03236457,0.038825489,0.033301752,0.00558525,0.0292454196637412,0.090909091,0.0526417557651133,"080905B",2.374,0.528145078253106
"080913A",4.40348985838582,0.28780173,20.95382587,-11.5430554194077,1.33332927943347,2.16,2.25719842613934,1.85684,0.950532721428131,-5.603800653,19.3907229329068,0.0828298357909929,439.062818590281,133.242128415518,1.77776696739458,4.6656,5.09494473496593,3.4478547856,0.903512454505569,31.4025817585632,0.143091047552685,2.25718526440114,0.804532476547603,0.484436705556798,0.264328124940913,0.00731135491027843,0.19,0.0202468291390677,"080913A",6.73,0.888179493918325
"080916A",3.60698,0.431363764,21.7431239,-10.75269955,0.998947,1.17,1.77815125038364,1.88453,0.83,-5.397940009,13.0103047204,0.186074696892248,472.763436930751,115.62054761257,0.997895108809,1.3689,3.16182186924092,3.5514533209,0.6889,29.1377563407629,0.0457883734550316,0.0592,0.073495,0.0260505,0.01,0.00658021942774567,0.127272727,0.0194969464108742,"080916A",0.6887,0.227552503379865
"080928A",4.08450503,0.322219295,21.51035195,-11.1260984,1.76031774,1.77,2.44715803134222,2.13864,0.99,-5.602059991,16.6831813400953,0.103825274070297,462.695241012869,123.790065606483,3.09871854575871,3.1329,5.98858243036273,4.5737810496,0.9801,31.3830761427629,0.0322625499166263,0.064484035,0.047916769,0.075970735,0,0.0210567021369837,0.072727273,0.0125337513552694,"080928A",1.692,0.430075055551939
"081007A",3.58176278,0.414973348,21.69605744,-10.58502665,1.00469263,2.51,1,2.102,0.92,-6.148741651,12.8290246121933,0.172202879550329,470.718908439779,112.04278918121,1.00940728077632,6.3001,1,4.418404,0.8464,37.8070238907422,0.127558078741005,0.053161115,0.084284398,0.039134851,0.005,0.0296573269567103,0.121212121,0.0404936579127324,"081007A",0.5295,0.184549481320698
"081008A",3.85550833,0.113943352,21.1376737,-10.79317412,1.47398467,1.69,2.26834391395106,1.98207,0.84,-5.366531544,14.8649444826994,0.0129830874649959,446.801249447672,116.492607584638,2.17263080739501,2.8561,5.14538411195884,3.9286014849,0.7056,28.799660812747,0.0944541322659323,0.06052989,0.056285684,0.063988679,0.025,0.0122422686816868,0.042424242,0.0202468291390677,"081008A",1.9685,0.472537053262077
"081028A",4.75426,-0.301029996,20.90308999,-11.3994,2.20023,1.25,2.41497334797082,2.51,0.945,-5.431798276,22.6029881476,0.09061905849176,436.939171130038,129.94632036,4.8410120529,1.5625,5.83209627140938,6.3001,0.893025,29.5044325111566,0.0544346314348955,0.0572,0.03025,0.054715,5e-04,0.0142275014568467,0.23030303,0.0526417557651133,"081028A",3.038,0.60616631460762
"081029A",4.48156171,-0.301029996,21.49704581,-11.86327943,2.51960373,1.43,2.43136376415899,1.95818,0.87,-5.677780705,20.0843953605381,0.09061905849176,462.122978557239,140.737398834261,6.34840295622991,2.0449,5.91152975366536,3.8344689124,0.7569,32.2371937340703,0.0734806588231774,0.083250805,0.04285341,0.169198521,0.001,0.0250675025476,0.109090909,0.105283510661638,"081029A",3.8479,0.685553652846326
"081109A",3.99085286458024,-0.602059991,21.19187281,-10.8800498684545,1.95686216066349,1.84,2.47450763911698,2.02817,0.916948112666877,-6.336299075,15.9269065867283,0.36247623276292,449.095473195217,118.375485140057,3.82930951583659,3.3856,6.12318805604827,4.1134735489,0.840793841323347,40.1486859678459,0.0933217274145018,2.13716442028416,0.768685669146029,0.707421890134774,0.254061681288363,0.00382325157840621,0.018181818,0.0350945035988966,"081109A",2.1,0.491361693834273
"081203A",4.02089,0.462397998,21.66176916,-10.9243983,1.86904,1.54,2.46834733041216,2.03508,0.82,-5.113509275,16.1675563921,0.213811908554408,469.232243141127,119.342478217043,3.4933105216,2.3716,6.09273854355282,4.1415506064,0.6724,26.147977105511,0.12256244375552,0.05695,0.03932,0.064395,0.0325,0.0102548874161921,0.036363636,0.0181523294061522,"081203A",2.1,0.491361693834273
"081221A",2.93195749,1.260071388,21.57331844,-9.354577731,1.23586126,1.21,1.53147891704226,2.4947,0.991,-4.742321425,8.5963747231671,1.58777990285625,465.408068513644,87.5081245253211,1.52735305396879,1.4641,2.34542767334492,6.22352809,0.982081,22.489612498014,0.0102431891779573,0.0249855,0.031176651,0.012861856,5e-04,0.00436257641157646,0.078787879,0.00723101035372789,"081221A",2.26,0.513217600067939
"081228A",3.38536197920127,0.113943352,20.67248024,-10.9313222977282,1.38652647945841,1.8,1.68124123737559,1.80565,0.963326858099085,-5.853871964,11.4606757302215,0.0129830874649959,427.35143927319,119.49380717681,1.92245567823934,3.24,2.8265720982522,3.2603719225,0.927998635535055,34.2678169709052,0.20601598202985,2.13912167082836,0.712085262134295,0.477350968678009,0.270616609805045,0.00951357025803561,0.066666667,0.0329010970302395,"081228A",3.44,0.64738297011462
"081230A",3.66959365,-0.15490196,20.67248024,-11.32975415,0.99376498,1.97,1.78318869107526,2.08621,1.02,-6.086186148,13.4659175561203,0.0239946172118416,427.35143927319,128.363329099442,0.9875688354744,3.8809,3.17976190797869,4.3522721641,1.0404,37.0416618281071,0.0985519956259729,0.0701444,0.08735027,0.040381418,0.02,0.0256789050871822,0.096969697,0.0376012540900799,"081230A",2.1,0.491361693834273
"090102A",3.15380077,0.740362689,21.72376179,-9.457174573,1.42487631,1.36,1.43136376415899,1.76997,0.667,-7.167491087,9.94645929685259,0.548136911263311,471.921826308664,89.4381509041977,2.03027249879922,1.8496,2.04880222534738,3.1327938009,0.444889,51.3729284822244,0.0360303570814986,0.036239983,0.041590346,0.021786596,0.002673458,0.0116121519146922,0.048484848,0.0382849130607791,"090102A",1.547,0.406028944963615
