"split","best_r_idx","best_r_val","best_rmse_idx","best_rmse_val","best_mad_idx","best_mad_val","n_candidates","minutes","best_r_formula"
34,597,0.4854,597,0.1581,1883,0.1094,17,5.2,"Response ~  (log10FaSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
35,1770,0.4757,145,0.1632,5654,0.111,16,5.2,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr"
36,497,0.5839,497,0.1613,1361,0.104,17,5.2,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
37,872,0.6365,1044,0.1555,3836,0.0942,16,5.2,"Response ~  (log10TaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+Alpha+log10T90+PhotonIndexSqr+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
38,202,0.6184,202,0.1632,6643,0.1103,16,5.2,"Response ~  (log10FaSqr+log10NH+PhotonIndex)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
39,1879,0.6447,1879,0.1464,1487,0.0997,17,5.2,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
40,1310,0.5684,1310,0.1545,648,0.1107,17,5.2,"Response ~  (log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10NHSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
41,247,0.3536,247,0.1886,47,0.1272,17,5.2,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+log10T90Sqr"
42,1361,0.3173,1361,0.192,9161,0.1072,17,5.2,"Response ~  (AlphaSqr+log10NHSqr+log10T90+Alpha)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
43,1759,0.4712,1759,0.151,508,0.0868,17,5.2,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
44,1400,0.601,1400,0.1625,3150,0.1144,17,5.2,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+log10Fa+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr"
45,372,0.5262,372,0.1541,3998,0.0912,17,5.2,"Response ~  (log10NHSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
46,374,0.4589,374,0.1758,3381,0.102,15,5.2,"Response ~  (AlphaSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
47,1879,0.4755,1879,0.1501,6410,0.1069,17,5.2,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
48,772,0.6057,1008,0.1591,3237,0.1203,17,5.2,"Response ~  (log10FaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
49,552,0.5191,552,0.1533,6335,0.1185,17,5.2,"Response ~  (log10FaSqr+log10Fa+log10Ta+log10PeakFlux)^2+PhotonIndex+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
50,1182,0.4948,663,0.1526,663,0.0961,17,5.2,"Response ~  (AlphaSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
51,1361,0.5175,1361,0.1639,1380,0.1163,17,5.1,"Response ~  (AlphaSqr+log10NHSqr+log10T90+Alpha)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+log10Fa+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr"
52,497,0.5717,497,0.1635,497,0.1177,14,5.1,"Response ~  (log10FaSqr+log10Fa+PhotonIndex+log10PeakFlux)^2+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
53,771,0.608,771,0.1655,5148,0.1243,17,5.1,"Response ~  (log10NHSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr"
54,451,0.5601,451,0.1703,168,0.1263,17,5.1,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndexSqr)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
55,145,0.579,156,0.155,156,0.1091,17,5.2,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
56,597,0.5459,33,0.1577,156,0.1052,15,5.1,"Response ~  (log10FaSqr+log10Fa+log10NH+log10PeakFlux)^2+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
57,772,0.5503,772,0.1474,5316,0.1029,17,5.2,"Response ~  (log10FaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
58,241,0.4584,241,0.1731,1399,0.122,17,5.1,"Response ~  (log10FaSqr+log10TaSqr+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+log10Fa+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
59,8214,0.3908,372,0.1812,3266,0.1035,17,5.1,"Response ~  (log10FaSqr+log10NHSqr+Alpha+log10Fa+log10NH+log10Ta+PhotonIndex)^2+log10PeakFlux+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
60,145,0.565,145,0.1374,145,0.1127,17,5.1,"Response ~  (log10FaSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
61,670,0.3694,145,0.1597,145,0.091,16,5.1,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr"
62,659,0.5369,1532,0.1764,9389,0.1078,17,5.1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
63,666,0.6307,666,0.1487,3016,0.1046,17,5.1,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr"
64,1327,0.376,1327,0.1494,352,0.0933,17,5.2,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr+log10Fa)^2+log10PeakFlux+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
65,670,0.5811,670,0.1482,670,0.0951,17,5.1,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr"
66,670,0.6569,670,0.1653,3114,0.1031,17,5.1,"Response ~  (log10T90Sqr+log10FaSqr+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10NHSqr+AlphaSqr"
67,883,0.5508,30,0.1672,1879,0.1044,17,5.1,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10Ta+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
68,2016,0.5662,2016,0.1535,1188,0.0962,14,5.1,"Response ~  (log10FaSqr+log10TaSqr+log10T90+log10Fa+log10PeakFlux)^2+PhotonIndex+log10Ta+log10NH+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
