"log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","log10Fa_native","log10Ta_native","Alpha_native","Beta_native","Redshift_crosscheck","is_optical","GRB"
2.257198426,-8.20842,2.4985,1.267456,0.77,1.70788,-4.698970004,1.3,21.53322281,1.442479769,-6.64611290096652,0.369468447965991,1.10573847444813,-0.658932018014153,1.736,0,"210822A"
2.780677274,-8.56429146,3.43921565,1.92622006,1.07,2.08,-5.167491087,1.63,20.98677173,-0.045757491,-7.47692828127189,2.9866531919274,2.47402453411763,2.55788119236543,1.1137,0,"211024B"
2.238948898,-8.69262974,3.04134881,1.20052929,0.491,1.62241,-4.602059991,1.13,21.90370028,0.86332286,-7.7765460615399,1.87973951001285,0.966728334288776,-3.65056830366717,4.618,0,"220101A"
1.697316542,-10.1070569,3.43803362,1.68612083,1.2,1.78537,-5.795880017,1.84,21.99532933,0.278753601,-11.0786592426577,2.98336464146807,1.97532636690677,3.95183358352992,4.961,0,"220117A"
1.131939295,-10.6276115,3.30131796,1.71067512,1.1,2.02179,-6.091514981,1.97,21.85427081,0.672097858,-12.2939428958304,2.60300513579532,2.02632686124474,2.87956251340339,5.57,0,"220521A"
1.612783857,-11.1278,3.79761,1.57289,0.84,1.76412,-6.090443971,1.38,21.0163605,-0.22184875,-13.4616799738525,3.98374963136897,1.74014024243331,0.0916577310744156,3.81,0,"230116D"
1.580354661,-10.9066853,3.7823081,0.931411844,1.025,2.0855,-5.886056648,1.82,22.22918251,0.51851394,-12.9454669188028,3.94117789437956,0.407757874097522,2.07535921080849,1.664,0,"230325A"
1.491361694,-11.4531,4.25859,1.14181,1.11,2.08995,-5.769551079,1.89,20.96124782,0.380211242,-14.2211234066396,5.26625175969152,0.844765417944053,2.98678962041604,3.7,0,"230506C"
0.992111488,-11.0883,3.9564,1.39195,1.02,2.00403,-5.721246399,1.36,21.31377445,0.826074803,-13.3694635102956,4.42552262142567,1.36431876905694,2.02174565730217,2.42,0,"230818A"
0.873320602,-10.048,3.24045,1.60174,0.84,1.66432281,-5.853871964,1.08,21.82763844,0.591064607,-10.9407853574263,2.43366310740656,1.80006314232779,0.0916577310744156,3.13,0,"231210B"
1.120573931,-11.2937572488029,4.61110254362181,1.45084161863317,0.865180405625054,1.95905288678887,-6.01308853019273,1.89125935641635,20.9147184367958,0.329125184024259,-13.8798,6.247263,1.487567,0.32,0.83,1,"970508A"
