"formula_idx","wins","formula","r","rmse","bias"
4984,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.51,0.17,-0.11
4991,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.43,0.17,0.083
4993,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.21,0.18,-0.2
4999,0,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.31,0.18,-0.27
5015,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.35,0.2,-0.25
5019,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+Alpha+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr",0.6,0.17,-0.33
5033,0,"Response ~  (log10T90Sqr+log10FaSqr+log10PeakFluxSqr+log10T90+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.36,0.23,-0.055
5043,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10T90+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.6,0.17,-0.2
5052,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.38,0.2,-0.42
5063,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10PeakFluxSqr+PhotonIndex+log10NH)^2+log10PeakFlux+log10Ta+log10Fa+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.47,0.17,-0.26
5168,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.39,0.19,-0.53
5187,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.44,0.18,-0.16
5194,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+Alpha+log10Ta+log10NH)^2+log10PeakFlux+PhotonIndex+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.36,0.19,0.056
5313,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.44,0.16,-0.45
5314,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10T90+Alpha+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.43,0.18,-0.28
5328,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.32,0.21,-0.12
5385,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.44,0.19,-0.3
5388,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.39,0.18,-0.17
5422,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr",0.24,0.19,-0.36
5429,0,"Response ~  (AlphaSqr+log10NHSqr+log10PeakFluxSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.52,0.17,-0.3
5452,0,"Response ~  (AlphaSqr+log10TaSqr+PhotonIndexSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10FaSqr+log10T90Sqr",0.44,0.18,-0.22
5454,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.49,0.18,-0.11
5455,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.21,0.21,-0.094
5476,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr",0.29,0.19,-0.21
5494,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.5,0.18,-0.3
5527,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+AlphaSqr",0.5,0.19,-0.1
5529,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+log10T90+log10NH)^2+log10PeakFlux+PhotonIndex+log10Ta+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.31,0.18,-0.21
5560,0,"Response ~  (PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.46,0.18,-0.23
5571,0,"Response ~  (log10FaSqr+PhotonIndexSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.4,0.18,-0.45
5572,0,"Response ~  (AlphaSqr+PhotonIndexSqr+Alpha+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.21,0.2,-0.24
5599,0,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.57,0.16,-0.21
5629,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.5,0.17,-0.2
5633,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.35,0.22,0.12
5635,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10Fa+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr",0.3,0.18,-0.07
5640,0,"Response ~  (AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.44,0.18,-0.19
5663,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.36,0.22,-0.14
5664,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.29,0.21,-0.2
5724,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+log10Ta+PhotonIndex)^2+log10PeakFlux+log10NH+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.54,0.18,-0.19
5771,0,"Response ~  (AlphaSqr+log10NHSqr+log10T90+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.54,0.15,-0.095
5772,0,"Response ~  (log10T90Sqr+log10NHSqr+log10T90+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.41,0.17,0.012
5775,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10T90+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.52,0.19,-0.51
5782,0,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.4,0.17,-0.085
5789,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10NHSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.48,0.17,-0.2
5790,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.36,0.2,-0.069
5800,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.34,0.16,0.14
5807,0,"Response ~  (log10T90Sqr+AlphaSqr+log10NHSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.5,0.18,-0.14
5813,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.6,0.16,-0.31
5820,0,"Response ~  (log10FaSqr+log10NHSqr+log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+PhotonIndexSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.49,0.17,0.042
5822,0,"Response ~  (log10T90Sqr+log10NHSqr+log10PeakFluxSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+PhotonIndexSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.45,0.17,0.033
5836,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.44,0.19,-0.11
5850,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10T90+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+AlphaSqr",0.56,0.16,-0.27
5856,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10TaSqr+log10FaSqr+AlphaSqr",0.57,0.16,-0.26
5861,0,"Response ~  (log10T90Sqr+log10FaSqr+log10NHSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+PhotonIndexSqr+log10TaSqr+AlphaSqr",0.45,0.17,-0.17
5868,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+log10TaSqr+log10FaSqr",0.37,0.18,-0.3
5869,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10NHSqr+PhotonIndexSqr+log10T90Sqr",0.54,0.17,-0.56
5880,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+log10NHSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr",0.32,0.21,0.14
5883,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+log10T90Sqr",0.38,0.18,-0.19
5887,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10TaSqr+log10Fa+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr",0.41,0.18,-0.35
5888,0,"Response ~  (PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10TaSqr+log10FaSqr+AlphaSqr+log10T90Sqr",0.34,0.19,-0.34
5895,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10NHSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.21,0.21,-0.33
5900,0,"Response ~  (AlphaSqr+log10FaSqr+log10PeakFluxSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10T90Sqr",0.38,0.19,-0.1
5905,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+log10TaSqr+log10FaSqr+log10T90Sqr",0.35,0.2,-0.27
5922,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10T90+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr",0.52,0.2,-0.42
5938,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr",0.34,0.19,-0.077
5948,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10NHSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.46,0.2,-0.0043
5957,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10TaSqr+Alpha+PhotonIndex)^2+log10PeakFlux+log10NH+log10Ta+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr",0.54,0.17,-0.25
6065,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+Alpha+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10FaSqr",0.35,0.18,-0.15
6078,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10NHSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.44,0.19,-0.49
6088,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.56,0.17,-0.34
6089,0,"Response ~  (log10FaSqr+log10TaSqr+log10NHSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr",0.18,0.23,0.3
6097,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+log10FaSqr+AlphaSqr",0.55,0.17,-0.23
6099,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10T90+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10PeakFluxSqr+log10NHSqr+log10TaSqr+AlphaSqr",0.57,0.16,-0.29
6118,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10NHSqr+log10TaSqr+log10T90Sqr",0.44,0.19,-0.096
6129,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.31,0.21,0.15
6136,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10Fa+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+Alpha+log10T90+log10PeakFluxSqr+log10NHSqr+AlphaSqr",0.35,0.22,0.13
6154,0,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+log10T90+Alpha+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+log10NHSqr+PhotonIndexSqr+log10TaSqr+log10FaSqr",0.17,0.25,0.057
6168,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10T90+Alpha+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.32,0.19,-0.14
6190,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+log10T90+log10NHSqr+log10TaSqr+log10FaSqr",0.31,0.19,-0.4
6208,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.42,0.18,0.035
6241,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10T90+log10Ta)^2+log10PeakFlux+log10NH+PhotonIndex+log10Fa+Alpha+log10PeakFluxSqr+log10NHSqr+AlphaSqr",0.53,0.18,-0.21
6282,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10T90+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+log10TaSqr+AlphaSqr+log10T90Sqr",0.43,0.18,0.12
6284,0,"Response ~  (log10T90Sqr+PhotonIndexSqr+log10NHSqr+log10T90+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+log10TaSqr+log10FaSqr+AlphaSqr",0.31,0.18,-0.22
6294,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10T90+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+log10NHSqr+log10TaSqr+log10T90Sqr",0.36,0.19,-0.021
6300,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+log10T90+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10PeakFluxSqr+log10NHSqr+PhotonIndexSqr+log10TaSqr",0.47,0.17,-0.2
6316,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10T90+log10NHSqr+log10TaSqr+log10FaSqr",0.53,0.19,-0.49
6326,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10NHSqr+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.5,0.18,-0.27
6331,0,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10T90Sqr",0.38,0.18,-0.34
6333,0,"Response ~  (log10T90Sqr+AlphaSqr+log10TaSqr+PhotonIndexSqr+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10FaSqr",0.31,0.19,-0.15
6334,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+Alpha+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10T90+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.58,0.19,-0.24
6337,0,"Response ~  (log10FaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10TaSqr+AlphaSqr+log10T90Sqr",0.42,0.16,-0.2
6358,0,"Response ~  (log10T90Sqr+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10FaSqr+AlphaSqr",0.39,0.19,-0.44
6360,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+AlphaSqr",0.54,0.16,-0.21
6361,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10NHSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10TaSqr+log10FaSqr",0.31,0.18,-0.21
6367,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+AlphaSqr",0.55,0.15,-0.13
6368,0,"Response ~  (log10T90Sqr+AlphaSqr+log10TaSqr+PhotonIndexSqr+log10T90+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10PeakFluxSqr+log10NHSqr+log10FaSqr",0.5,0.16,-0.07
6374,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10TaSqr+log10T90Sqr",0.51,0.16,-0.23
6375,0,"Response ~  (log10T90Sqr+log10FaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10TaSqr+AlphaSqr",0.5,0.17,-0.31
6382,0,"Response ~  (log10T90Sqr+log10FaSqr+log10TaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10Fa)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+Alpha+log10T90+log10NHSqr+AlphaSqr",0.54,0.17,0.022
6394,0,"Response ~  (AlphaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10TaSqr+log10FaSqr+log10T90Sqr",0.36,0.2,-0.23
6405,0,"Response ~  (AlphaSqr+log10FaSqr+PhotonIndexSqr+log10PeakFluxSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10NHSqr+log10TaSqr+log10T90Sqr",0.37,0.2,-0.1
6425,0,"Response ~  (log10T90Sqr+AlphaSqr+log10FaSqr+PhotonIndexSqr+log10T90+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10PeakFluxSqr+log10NHSqr+log10TaSqr",0.49,0.2,-0.4
6432,0,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10NHSqr+log10PeakFluxSqr+Alpha)^2+log10PeakFlux+log10NH+PhotonIndex+log10Ta+log10Fa+log10T90+log10TaSqr+log10FaSqr",0.22,0.19,-0.21
