"","log10Ta","log10NH","log10PeakFlux","log10Fa","PhotonIndex","Gamma","log10T90","Alpha","Beta","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","log10FaSqr","PhotonIndexSqr","GammaSqr","log10T90Sqr","AlphaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"070208A",3.44468,21.8647258,-0.045757491,-10.86327943,1.94,2.20341,1.67851837904011,1.2125,1.14,-6.351639989,11.8658203024,478.066234309186,0.00209374798261508,118.010839974261,3.7636,4.8550156281,2.81742394877545,1.47015625,1.2996,40.3433305498639,0.20601598202985,0.1619,0.14114,0.06357,0.015,0.0597395201502247,0.218181818,0.0643399231491616,"070208A",1.165,0.335457900689384
"070223A",4.22335,21.70173804,-0.161150909,-11.86327943,1.85,2.25837,1.94694327069783,0.991734,1.03,-5.769551079,17.8366852225,470.965433956783,0.0259696154715263,140.737398834261,3.4225,5.1002350569,3.79058809931555,0.983536326756,1.0609,33.2877196531901,0.039676879658603,0.16615,0.203105,0.079308,0.06,0.0185794430922578,0.072727273,0.0572192993510938,"070223A",1.6295,0.419873175149476
"070306A",4.86926,22.44245468,0.609594409,-11.2737,1.66,1.94468,2.32118402730231,1.89982,0.831,-5.269217724,23.7096929476,503.663772063854,0.371605343484059,127.09631169,2.7556,3.7817803024,5.38789528860339,3.6093160324,0.690561,27.7646554229157,0.134263479547411,0.0335,0.02824,0.06188,0.001,0.0139921394309921,0.060606061,0.013580796821018,"070306A",1.4959,0.397227181043161
"070411A",3.61326181785572,21.33992622,0.595496222,-10.6868535271196,1.94,1.82021,1.50514997831991,1.42157762392941,0.945191085469901,-5.721246399,13.055660964374,455.392451075043,0.354615750416273,114.208838310109,3.7636,3.3131644441,2.26547645723641,2.02088294085678,0.89338618805177,32.7326603580705,0.202660966173494,0.78730439975211,0.607822069969847,0.342361104286151,0.227507477549647,0.0894135698123102,0.278787879,0.144764827428965,"070411A",2.95,0.59659709562646
"070508A",3.02525,21.89306622,1.382017043,-9.161150909,1.1,1.82568,1.32014628611105,1.37377,0.764,-4.707743929,9.1521375625,479.306348513305,1.90997110714246,83.9266859774715,1.21,3.3331074624,1.74278621673281,1.8872440129,0.583696,22.1628529010364,0.0152922340419372,0.010795,0.01189,0.013355,5e-04,0.00366612225284185,0.060606061,0.00666213086681254,"070508A",0.82,0.260071387985075
"070521A",3.55243,22.27524914,0.814913181,-10.01233374,1.1,2.00022,1.57863920996807,1.44502,0.98,-5.096367484,12.6197589049,496.186724249071,0.664083492567539,100.246826921142,1.21,4.0008800484,2.49210175524862,2.0880828004,0.9604,25.9729615319725,0.032307204598357,0.04901,0.04844,0.0562,0.147518075,0.00581622391039878,0.121212121,0.0108830581881966,"070521A",2.0865,0.489466281303128
"070529A",3.09323,22.56252244,0.155336037,-10.24641694,1.34,1.97999,2.03822263836872,1.21432,0.76,-5.590066877,9.5680718329,509.067418855503,0.0241292843908654,104.989060108319,1.7956,3.9203604001,4.15435152355874,1.4745730624,0.5776,31.2488476893325,0.0794726286049195,0.0552,0.068045,0.03501,0.015,0.0250918873122187,0.096969697,0.0662623494478934,"070529A",2.4996,0.544018407858776
"070612A",4.22988576684122,21.53188109,-0.22184875,-10.6669099472395,1.53,1.80187,2.0618293072947,2.14574510401394,0.941368575162617,-5.886056648,17.8919336005259,463.6219032739,0.0492168678765625,113.782967822518,2.3409,3.2467354969,4.25114009241934,4.6042220513998,0.886174794303695,34.645662863465,0.0734806588231774,0.803246467405364,0.611375568843011,0.451139146362215,0.232129729684827,0.0868588963917867,0.224242424,0.144764827428965,"070612A",0.671,0.222976449893391
"070714B",3.22974,21.64321572,0.431363764,-10.74232143,1.36,2.07429,1.80617997398389,1.64623,0.93,-6.142667504,10.4312204676,468.428786702455,0.186074696892248,115.397469705437,1.8496,4.3026790041,3.26228609842043,2.7100732129,0.8649,37.7323640646976,0.0570608478039056,0.09935,0.0946,0.108425,0.005,0.0329010971465546,0.115151515,0.0194969464108742,"070714B",0.923,0.28397928423848
"070721B",3.94739,21.89473409,0.176091259,-10.50863831,1.34,1.52512,2.53147891704225,2.5054,0.52,-5.443697499,15.5818878121,479.379380871808,0.0310081314962051,110.4314791304,1.7956,2.3259910144,6.40838550742943,6.27702916,0.2704,29.6338424606189,0.0272330828930823,0.3648,0.10084,0.09144,0,0.0146227098205568,0.066666667,0.0526417554416033,"070721B",3.626,0.6652056284346
"070802A",3.92184,21.91375294,-0.397940009,-11.6716204,1.79,1.99014,1.2148438480477,1.16348,0.78,-6.552841969,15.3808289856,480.212567915359,0.15835625076292,136.226722761696,3.2041,3.9606572196,1.47584557513934,1.3536857104,0.6084,42.9397378706878,0.0799687771394852,0.17395,0.236245,0.2088785,0.045,0.0470015673425834,0.163636364,0.065802194705171,"070802A",2.45,0.537819095073274
"070810A",3.36583,21.93100401,0.278753601,-10.77728353,2.04,2.17076,1.04139268515823,1.36994,1.02,-6.161150909,11.3288115889,480.968936886636,0.0777035700704672,116.149840286009,4.1616,4.7121989776,1.08449872470106,1.8767356036,1.0404,37.9597805234715,0.197037086517346,0.06175,0.07187,0.077915,0.01,0.0228877197175498,0.084848485,0.0277061869917745,"070810A",2.17,0.501059262217751
"071003A",4.78411,20.86974084,0.799340549,-11.67760082,1.36,1.91015,2.17609125905568,1.97901,0.837,-5.080921908,22.8877084921,435.546082728764,0.638945313275621,136.366360911265,1.8496,3.6486730225,4.73537316773854,3.9164805801,0.700569,25.8157674351944,0.0130126209875294,0.1359,0.098505,0.183105,0.032,0.00951357025803561,0.042424242,0.0167116683635139,"071003A",1.60435,0.415699348887829
"071010A",4.21174165801431,21.34755638,0.499687083,-10.9910874363292,1.55,2.28823,1.69897000433602,1.91921000610868,0.862210283333921,-5.790484985,17.7387677938532,455.718163397279,0.249687180917049,120.804003033034,2.4025,5.2359965329,2.88649907563353,3.68336704754767,0.743406572686761,33.5297163615105,0.0734806588231774,0.798355123978732,0.605780762501721,0.345781345168677,0.225810432653429,0.0438681294899875,0.133333333,0.065802194705171,"071010A",0.99,0.298853076409707
"071010B",3.56246011656424,21.45058625,0.806179974,-10.4498329271865,1.59,1.96436,1.13417710757677,1.04960813626529,0.873384376005635,-5.677780705,12.6911220821109,460.127650468689,0.649926150478641,109.199008206111,2.5281,3.8587102096,1.2863577113512,1.10167723971429,0.762800268250753,32.2371937340703,0.120079755769867,0.788671839187802,0.600015212431426,0.320522473190248,0.225056470865122,0.0404936579835962,0.218181818,0.0526417553674108,"071010B",0.947,0.289365951520032
"071020A",2.311950854,20.99642367,0.924279286,-9.169411331,1.11,1.59788,0.6232492903979,1.119196934,0.844,-5.638272164,5.34511675131133,440.849806930136,0.85429219852867,84.0781041570712,1.2321,2.5532204944,0.388439677981486,1.252601777075,0.712336,31.7901129953372,0.0601790284455221,0.035099822,0.039262062,0.011153209,0.001,0.0114438598661619,0.03030303,0.00940031347184909,"071020A",2.145,0.497620649781288
"071025A",3.61440097904878,22.16619025,-0.15490196,-10.7381236388163,1.4,1.94468,2.12710479836481,1.4597331984278,0.915241936844329,-5.744727495,13.0638944373488,491.339990199195,0.0239946172118416,115.307299282506,1.96,3.7817803024,4.52457482322659,2.13082101059227,0.837667802958558,33.001893991809,0.118918281379886,0.795102009777365,0.605314656275723,0.327157331441729,0.219264157846473,0.0394813165204961,0.339393939,0.100638650276148,"071025A",5,0.778151250383644
"071112C",3.37607204469714,21.51361441,-0.050609993,-10.4125664736815,1.84,2.00022,1.7481880270062,1.19893081401824,0.836441689463917,-7.167491087,11.3978624509855,462.83560498216,0.00256137139146005,108.421540568835,3.3856,4.0008800484,3.05616137776783,1.43743509680243,0.699634699873251,51.3729284822244,0.00197833385893328,0.778472307157665,0.621568697501113,0.317633407212822,0.221029278360359,0.0868588963917867,0.224242424,0.144764827428965,"071112C",0.82,0.260071387985075
"071117A",3.901990464,22.04291793,1.053078443,-11.23542972,1.57,2.0457,0.819543935541869,1.104952391,0.94,-5.619788758,15.2255295811469,485.890230868716,1.1089742071113,126.234880993059,2.4649,4.18488849,0.671652262283455,1.22091978637662,0.8836,31.5820256845432,0.120079755769867,0.101024385,0.117162967,0.089387802,0.01,0.0109670323640116,0.036363636,0.00931712484047533,"071117A",1.331,0.367542273520577
"080310A",4.32608056,21.70173804,0.113943352,-11.3990271,2.32,2.09352,2.56229286445647,1.59590648,0.878,-5.638272164,18.7149730116099,470.965433956783,0.0129830874649959,129.937818826534,5.3824,4.3828259904,6.56534472324456,2.54691749290599,0.770884,31.7901129953372,0.0207018675137275,0.04247343,0.03798676,0.065276352,0.0375,0.0228877197323238,0.096969697,0.0404936579440628,"080310A",2.42,0.534026106056135
"080319B",5.36799912,20.8771334,1.394451681,-12.15181088,1.04,1.81426,1.69897000433602,1.42250979,0.73,-4.091514981,28.8154145523208,435.854699001396,1.94449549064373,147.666507663286,1.0816,3.2915393476,2.88649907563353,2.02353410264584,0.5329,16.7404948397474,0.00155572020808234,0.097779455,0.087626454,0.075139905,0,0.0032494910720681,0.012121212,0.00530662856410116,"080319B",0.937,0.287129620719111
"080319C",3.19029,21.75037415,0.716003344,-8.91721463,1.37,1.61029,1.53147891704226,1.45203,1.94,-5.443697499,10.1779502841,473.078775664988,0.512660788619182,79.516716757486,1.8769,2.5930338841,2.34542767334492,2.1083911209,3.7636,29.6338424606189,0.11349174293958,0.05004,0.04713,0.02854,0.199995173,0.00731135491027843,0.042424242,0.0151851217472848,"080319C",1.95,0.469822015978163
"080330A",3.66033637905197,22.46148952,0.255272505,-10.5242885426649,0.9,1.84304,1.69897000433602,1.32640432500462,0.825214515801981,-5.638272164,13.3980624078113,504.51851145707,0.065164051808975,110.760649329268,0.81,3.3967964416,2.88649907563353,1.75934843339095,0.680978997090298,31.7901129953372,0.145589617977987,0.788129647631827,0.584240141056392,0.328885643197831,0.223936627891558,0.0394813165204961,0.066666667,0.0526417553674108,"080330A",1.51,0.399673721481038
"080411A",4.20932562,21.57289018,1.635483747,-10.11350927,1.75,1.97674,1.7481880270062,1.28909841,0.91,-4.578396073,17.7184221751884,465.38959071834,2.67480708670116,102.283069754376,3.0625,3.9075010276,3.05616137776783,1.66177471066453,0.8281,20.9617106012618,0.00776276208179474,0.06043543,0.049275581,0.010296793,0,0.000997002942546105,0.018181818,0.00548351617874055,"080411A",1.03,0.307496037913213
"080413B",4.35626284710485,21.16590877,0.861534411,-11.1493112474637,2.41,2.09,1,1.94008675501454,0.886271551722984,-5.59345982,18.9770259930661,447.995694059963,0.742241541337117,124.30714129282,5.8081,4.3681,1,3.76393661698284,0.785477263393466,31.2867927579544,0.0563106258528354,0.819963680273033,0.614545995770791,0.341402046788411,0.217119866915748,0.0394813165204961,0.066666667,0.065802194705171,"080413B",1.1,0.322219294733919
"080430A",4.21762911,21.51787914,0.414973348,-11.17198494,1.73,2.03541,1.20951501454263,0.99269763,1.46,-5.920818754,17.7883953095194,463.019122683647,0.172202879550329,124.813247499587,2.9929,4.1428938681,1.46292657040406,0.985448584607617,2.1316,35.0560947177181,0.0585255609478052,0.028180965,0.038388523,0.020935069,0.0755,0.0219340647449938,0.054545455,0.0202468289563662,"080430A",0.767,0.247236549506764
"080516A",3.77452827,22.03528962,0.255272505,-11.12090412,1.82,2.3315,0.763427993562937,0.94016916,1.48,-6.585026652,14.2470636610292,485.55398863728,0.065164051808975,123.674508446233,3.3124,5.43589225,0.582822301355532,0.883918049415106,2.1904,43.3625760075503,0.0159503209321748,0.077803665,0.111057696,0.084888358,0.03,0.0404936579835962,0.163636364,0.04386812953948,"080516A",3.2,0.6232492903979
"080603A",3.76535805493642,20.90308999,0.204119983,-10.6753382220583,1.75,2.4947,0.857935264719429,1.24033686935117,0.907002577493535,-5.59345982,14.1779212818746,436.939171130038,0.0416649674599203,113.96284615534,3.0625,6.22352809,0.736052918449197,1.53843554947186,0.822653675579915,31.2867927579544,0.150287880719686,0.785887968126397,0.619599052392912,0.321975506307321,0.233525750045239,0.0457754394646476,0.151515152,0.065802194705171,"080603A",1.69,0.429752280002408
"080603B",3.88816810323739,21.74269921,0.595496222,-10.6324804558565,2.04,1.95996,1.77815125038364,1.38644875080278,0.871063962647279,-5.59345982,15.1178511990326,472.744968936535,0.354615750416273,113.049640644171,4.1616,3.8414432016,3.16182186924092,1.9222401386026,0.75875242702278,31.2867927579544,0.120079755769867,0.789261632353492,0.613350625779826,0.324232521254066,0.223032487210885,0.0668145357246291,0.17,0.0579059309278577,"080603B",2.6893,0.566943971856554
"080607A",3.46298403,22.38386741,1.36361198,-10.0540393,1.31,2.03418,1.89762709129044,1.7256074,1.06,-4.619788758,11.992258392035,501.03752022846,1.85943763199952,101.083706245944,1.7161,4.1378882724,3.60098857759942,2.97772089893476,1.1236,21.3424481685432,0.0180592945376601,0.11042072,0.069659314,0.037637388,0.02,0,0.024242424,0.0125337512846333,"080607A",3.036,0.605951157564873
"080710A",4.09266933,20.89722339,0,-11.23284413,1.47,2.00149,2.07918124604762,1.52133785,1.3,-5.853871964,16.7499422447226,436.693945411563,0,126.176787248875,2.1609,4.0059622201,4.32299465391615,2.31446885384262,1.69,34.2678169709052,0.0631067762093961,0.06269498,0.054210787,0.06401643,0.150517844,0.0376012538165791,0.139393939,0.0526417552900893,"080710A",0.845,0.265996370495079
"080721A",2.87876286,21.79728278,1.320146286,-8.714442691,1.11,1.9433,1.20951501454263,1.33437559,0.735,-4.920818754,8.28727560411538,475.121536591284,1.74278621643959,75.9415114147233,1.2321,3.77641489,1.46292657040406,1.78055821518785,0.540225,24.2144572097181,3.86039539469557,0.007019299,0.007554816,0.006435673,0,0.0219340647449938,0.048484848,0.0226686984976336,"080721A",2.591,0.555215405126073
"080810A",3.2687548,21.45079548,0.301029996,-9.931814138,1.34,2.11482,2.02530586526477,1.44529526,1.079,-5.337242168,10.684757942523,460.136626724788,0.09061905849176,98.6409320717767,1.7956,4.4724636324,4.10186384787588,2.08887838857847,1.164241,28.4861539598773,0.0177699795108654,0.031830706,0.039738688,0.036139295,0.0015,0.0114438598573077,0.036363636,0.0263208776246799,"080810A",3.35,0.638489256954637
"080905B",3.67820615,22.33533151,-0.301029996,-10.11125904,1.78,1.86248,2.10720996964787,1.36946226,0.375,-5.744727495,13.5292004818978,498.867033661599,0.09061905849176,102.237559373982,3.1684,3.4688317504,4.44033385618337,1.87542688156431,0.140625,33.001893991809,0.095199838533423,0.03236457,0.038825489,0.033301752,0.00558525,0.0292454196637412,0.090909091,0.0526417557651133,"080905B",2.374,0.528145078253106
"080916A",3.60698,21.7431239,0.431363764,-10.75269955,1.17,1.88453,1.77815125038364,0.998947,0.83,-5.397940009,13.0103047204,472.763436930751,0.186074696892248,115.62054761257,1.3689,3.5514533209,3.16182186924092,0.997895108809,0.6889,29.1377563407629,0.0457883734550316,0.0592,0.073495,0.0260505,0.01,0.00658021942774567,0.127272727,0.0194969464108742,"080916A",0.6887,0.227552503379865
"080928A",4.08450503,21.51035195,0.322219295,-11.1260984,1.77,2.13864,2.44715803134222,1.76031774,0.99,-5.602059991,16.6831813400953,462.695241012869,0.103825274070297,123.790065606483,3.1329,4.5737810496,5.98858243036273,3.09871854575871,0.9801,31.3830761427629,0.0322625499166263,0.064484035,0.047916769,0.075970735,0,0.0210567021369837,0.072727273,0.0125337513552694,"080928A",1.692,0.430075055551939
"081007A",3.58176278,21.69605744,0.414973348,-10.58502665,2.51,2.102,1,1.00469263,0.92,-6.148741651,12.8290246121933,470.718908439779,0.172202879550329,112.04278918121,6.3001,4.418404,1,1.00940728077632,0.8464,37.8070238907422,0.127558078741005,0.053161115,0.084284398,0.039134851,0.005,0.0296573269567103,0.121212121,0.0404936579127324,"081007A",0.5295,0.184549481320698
"081008A",3.85550833,21.1376737,0.113943352,-10.79317412,1.69,1.98207,2.26834391395106,1.47398467,0.84,-5.366531544,14.8649444826994,446.801249447672,0.0129830874649959,116.492607584638,2.8561,3.9286014849,5.14538411195884,2.17263080739501,0.7056,28.799660812747,0.0944541322659323,0.06052989,0.056285684,0.063988679,0.025,0.0122422686816868,0.042424242,0.0202468291390677,"081008A",1.9685,0.472537053262077
"081028A",4.75426,20.90308999,-0.301029996,-11.3994,1.25,2.51,2.41497334797082,2.20023,0.945,-5.431798276,22.6029881476,436.939171130038,0.09061905849176,129.94632036,1.5625,6.3001,5.83209627140938,4.8410120529,0.893025,29.5044325111566,0.0544346314348955,0.0572,0.03025,0.054715,5e-04,0.0142275014568467,0.23030303,0.0526417557651133,"081028A",3.038,0.60616631460762
"081029A",4.48156171,21.49704581,-0.301029996,-11.86327943,1.43,1.95818,2.43136376415899,2.51960373,0.87,-5.677780705,20.0843953605381,462.122978557239,0.09061905849176,140.737398834261,2.0449,3.8344689124,5.91152975366536,6.34840295622991,0.7569,32.2371937340703,0.0734806588231774,0.083250805,0.04285341,0.169198521,0.001,0.0250675025476,0.109090909,0.105283510661638,"081029A",3.8479,0.685553652846326
"081109A",3.96499326533079,21.74269921,-0.15490196,-10.8689813814671,1.47,1.84304,1.9804578922761,1.97298433644785,0.914310628344417,-5.795880017,15.7211715941185,472.744968936535,0.0239946172118416,118.134756270678,2.1609,3.3967964416,3.92221346307869,3.89266719186856,0.835963925103562,33.5922251714599,0.0447672759398327,0.836854832587962,0.61250046900445,0.638859423523218,0.222344200439718,0.0421134042739674,0.072727273,0.144764827428965,"081109A",0.98,0.296665190261531
"081203A",4.02089,21.66176916,0.462397998,-10.9243983,1.54,2.03508,2.46834733041216,1.86904,0.82,-5.113509275,16.1675563921,469.232243141127,0.213811908554408,119.342478217043,2.3716,4.1415506064,6.09273854355282,3.4933105216,0.6724,26.147977105511,0.12256244375552,0.05695,0.03932,0.064395,0.0325,0.0102548874161921,0.036363636,0.0181523294061522,"081203A",2.1,0.491361693834273
"081221A",2.93195749,21.57331844,1.260071388,-9.354577731,1.21,2.4947,1.53147891704226,1.23586126,0.991,-4.742321425,8.5963747231671,465.408068513644,1.58777990285625,87.5081245253211,1.4641,6.22352809,2.34542767334492,1.52735305396879,0.982081,22.489612498014,0.0102431891779573,0.0249855,0.031176651,0.012861856,5e-04,0.00436257641157646,0.078787879,0.00723101035372789,"081221A",2.26,0.513217600067939
"081228A",3.44631404249949,21.89473409,-0.397940009,-10.9091791650288,1.79,1.70111,1,1.34092331210993,0.967323158391518,-6.823908741,11.8770804795292,479.379380871808,0.15835625076292,119.010190054698,3.2041,2.8937752321,1,1.79807532895988,0.935714092760542,46.5657305054962,0.0342910112443923,0.805426886880923,0.601485252719809,0.325604893413178,0.237634720461755,0.0501350050952,0.066666667,0.144764827428965,"081228A",3.44,0.64738297011462
"081230A",3.66959365,20.67248024,-0.15490196,-11.32975415,1.97,2.08621,1.78318869107526,0.99376498,1.02,-6.086186148,13.4659175561203,427.35143927319,0.0239946172118416,128.363329099442,3.8809,4.3522721641,3.17976190797869,0.9875688354744,1.0404,37.0416618281071,0.0985519956259729,0.0701444,0.08735027,0.040381418,0.02,0.0256789050871822,0.096969697,0.0376012540900799,"081230A",2.1,0.491361693834273
"090102A",3.15380077,21.72376179,0.740362689,-9.457174573,1.36,1.76997,1.43136376415899,1.42487631,0.667,-7.167491087,9.94645929685259,471.921826308664,0.548136911263311,89.4381509041977,1.8496,3.1327938009,2.04880222534738,2.03027249879922,0.444889,51.3729284822244,0.0360303570814986,0.036239983,0.041590346,0.021786596,0.002673458,0.0116121519146922,0.048484848,0.0382849130607791,"090102A",1.547,0.406028944963615
"090205A",3.70655,21.81792086,-0.301029996,-11.3419886,2.15,2.03416,0.944482672150169,1.29089,1.01,-6.721246399,13.7385129025,476.021670653223,0.09061905849176,128.64070540253,4.6225,4.1378069056,0.892047517991923,1.6663969921,1.0201,45.1751531560705,0.0885407573811254,0.13445,0.114585,0.084185,0.025,0.0415592805603905,0.139393939,0.0526417557651133,"090205A",4.6497,0.752025387323213
"090313A",3.64882199212366,22.16619025,0.204119983,-10.2867173932678,1.58,1.89482,1.82412583391655,1.21160319035423,0.929841362294683,-5.079354999,13.3139019302052,491.339990199195,0.0416649674599203,105.816554728959,2.4964,3.5903428324,3.32743505796175,1.46798229087654,0.864604959034032,25.7998472058663,0.0515724807439485,0.794591071132196,0.601674260406383,0.322081250531029,0.227474511051932,0.0457754394646476,0.218181818,0.065802194705171,"090313A",3.38,0.6414741105041
"090418A",3.52813657,22.02365981,0.278753601,-10.04720756,1.48,2.03408,1.7481880270062,1.52909667,0.98,-5.337242168,12.4477476565714,485.041591426609,0.0777035700704672,100.946379753721,2.1904,4.1374814464,3.05616137776783,2.33813662620509,0.9604,28.4861539598773,0.032023099707459,0.028659405,0.030759021,0.042154514,0.003531332,0.0114438598573077,0.042424242,0.0415592806019498,"090418A",1.608,0.416307587059883
"090423A",3.91521772,22.7516324,0.230448921,-11.2798407,0.8,1.8158,1.01283722470517,1.43267533,0.77,-6.229147988,15.328929795002,517.63677686473,0.0531067051900642,127.234806217376,0.64,3.29712964,1.02583924374848,2.05255860119061,0.5929,38.8022846564045,0.0447672759398327,0.08569564,0.077643595,0.064053366,0.005,0.017844662826724,0.303030303,0.0309657384329063,"090423A",8.26,0.966610986681934
"090424A",2.99599056,21.63012977,1.851258349,-9.050609993,1.19,1.96315,1.68124123737559,1.1284106,0.924,-4.677780705,8.97595943560911,467.86251386704,3.42715747474221,81.9135412453915,1.4161,3.8539579225,2.8265720982522,1.27331048219236,0.853776,21.8816323240703,0.020561192440785,0.011257098,0.013394814,0.005546887,0,0,0.090909091,0.00741433173843615,"090424A",0.544,0.188647295999717
"090516A",4.33113504,21.19589965,0.204119983,-11.27490548,1.84,2.09,2.32221929473392,1.76098314,0.502,-5.045757491,18.7587307347158,449.26616197287,0.0416649674599203,127.123493582934,3.3856,4.3681,5.3927024528345,3.10106161936426,0.252004,25.4596686579826,0.13235641353242,0.03779605,0.029715315,0.053351589,0.479087085,0.0175472518118213,0.066666667,0.0329010970302395,"090516A",4.109,0.708335902682263
"090519A",3.44619,22.13069392,-0.22184875,-11.76000021,1.02,1.46604,1.80617997398389,1.42452,0.63,-5.920818754,11.8762255161,489.767613380725,0.0492168678765625,138.2976049392,1.0404,2.1492732816,3.26228609842043,2.0292572304,0.3969,35.0560947177181,0.0559162050288593,0.21145,0.24029,0.3065,0.03,0.0219340647449938,0.121212121,0.0877362588943192,"090519A",3.85,0.685741738602264
"090529A",4.472757799,21.82763844,-0.397940009,-12.1873998,2,2.22623,2,0.8815438,0.64,-6.167491087,20.0055623285153,476.445799867366,0.15835625076292,148.53271388504,4,4.9561000129,4,0.77711947131844,0.4096,38.0379463082244,0.0457201049030991,0.11547934,0.21900534,0.113675222,0.125,0.0658021941832558,0.181818182,0.065802194705171,"090529A",2.625,0.559308010907013
"090530A",3.6839464,20.90942658,0.397940009,-11.16052195,1.61,2.03975,1.68124123737559,0.88610581,1.09,-5.958607315,13.571461078073,437.204119904411,0.15835625076292,124.557250196432,2.5921,4.1605800625,2.8265720982522,0.785183506515756,1.1881,35.5050011343715,0.323703994596272,0.089175625,0.115365029,0.038514202,0.035,0.023928070636996,0.103030303,0.0315850532370607,"090530A",1.266,0.355259905527378
"090618A",3.67275453,21.39200012,1.589949601,-9.640164518,1.42,1.82831,2.05384642685225,1.30942861,0.8945,-3.978810701,13.4891258376355,457.61766913408,2.52793973372006,92.9327719341062,2.0164,3.3427174561,4.21828514509377,1.71460328468653,0.80013025,15.8309345943921,0.00227712475506529,0.009695255,0.014245613,0.010591616,0.002482662,0.00250675025669951,0.048484848,0.00541303397821518,"090618A",0.54,0.187520720836463
"090726A",3.62974039992479,21.91683806,0.556302501,-10.5926884628159,1.52,1.89482,2.07918124604762,1.29563854869437,0.981005573570855,-5.079354999,13.1750153708462,480.347790548265,0.309472472618855,112.205048870273,2.3104,3.5903428324,4.32299465391615,1.67867924886286,0.962371935377082,25.7998472058663,0.00919722887858148,0.780144946125671,0.608587976064674,0.334272806951055,0.232776962067937,0.0620420687973556,0.18,0.0579059309278577,"090726A",2.71,0.569373909615046
"090809A",4.56066,21.91952315,0.041392685,-11.8559,1.34,1.94644,0.732393759822969,1.6367,0.96,-6.468521083,20.7996196356,480.465495123386,0.00171335437150922,140.56236481,1.7956,3.7886286736,0.536400619427624,2.67878689,0.9216,41.8417650012155,0.0978170519847638,0.338,0.237865,0.319405,0.01,0.0387071730789222,0.145454545,0.0478561411902437,"090809A",2.737,0.572523097849638
"090812A",3.52924,21.77771022,0.556302501,-10.16730017,1.24,1.88559,1.82412583391655,1.37252,0.53,-5.236572006,12.4555349776,474.268662426292,0.309472472618855,103.373992746882,1.5376,3.5554496481,3.32743505796175,1.8838111504,0.2809,27.4216863740229,0.0954430381792181,0.10615,0.13258,0.08412,0.015,0.00907616471193707,0.03030303,0.0146227097949671,"090812A",2.452,0.538070787043172
"090927A",4.20121889,21.01785522,0.301029996,-11.6716204,1.8,2.06549,0.342422680822206,1.13087741,0.92,-6.698970004,17.6502401616928,441.750238048881,0.09061905849176,136.226722761696,3.24,4.2662489401,0.117253292341467,1.27888371644831,0.8464,44.8761991144918,0.079140097248206,0.076268475,0.093241949,0.074843971,0.01,0.0394813165061122,0.121212121,0.0263208776246799,"090927A",1.37,0.374748346010104
"091018A",2.89655535,21.19187281,1.012837225,-9.627087997,1.77,1.98015,0.643452676486187,1.18074867,0.91,-5.853871964,8.39003289561362,449.095473195217,1.0258392443457,92.6808233019815,3.1329,3.9209940225,0.414031346877238,1.39416742170677,0.8281,34.2678169709052,0.0593271632973848,0.024288603,0.034497878,0.016335114,0.002061639,0.0188006269082896,0.145454545,0.0102217000493888,"091018A",0.971,0.294686624279443
"091020A",2.95265011,21.70587483,0.62324929,-9.71219827,1.53,2.08587,1.53907609879278,1.17417264,0.895,-5.431798276,8.71814267208301,471.145002135627,0.388439677485504,94.326795235791,2.3409,4.3508536569,2.36875523787519,1.37868138852457,0.801025,29.5044325111566,0.0611908230548872,0.034480687,0.045271255,0.018244861,0.002182887,0.00711375072842337,0.042424242,0.0188006269582444,"091020A",1.71,0.432969290874406
"091024A",3.8281158133451,21.16590877,1.255272505,-10.1877582378422,1.59,1.82568,0.57978359661681,1.58411773162242,0.871685512688608,-5.602059991,14.6544706803828,447.995694059963,1.57570906180898,103.790417912723,2.5281,3.3331074624,0.336149018905924,2.50942898764057,0.7598356330312,31.3830761427629,0.0249708024012773,0.794487421348384,0.611420714788114,0.327673074234099,0.228086512184102,0.0594342399249789,0.121212121,0.0579059309278577,"091024A",1.09,0.320146286111054
"091029A",4.30368998,21.45058625,0.255272505,-11.34678749,1.46,2.11535,1.59328606702046,1.12123368,1.064,-5.619788758,18.5217474439524,460.127650468689,0.065164051808975,128.74958634322,2.1316,4.4747056225,2.53856049136152,1.25716496516634,1.132096,31.5820256845432,0.0535069670692151,0.02563352,0.034224003,0.026782025,0.002,0.0109670323640116,0.163636364,0.0146227099269182,"091029A",2.752,0.574262829707027
"091109A",3.37933883,21.89596701,0.113943352,-11.14630179,1.31,1.96352,1.68124123737559,1.06152816,0.89,-5.795880017,11.4199309279458,479.433371303008,0.0129830874649959,124.240043593757,1.7161,3.8554107904,2.8265720982522,1.12684203447299,0.7921,33.5922251714599,0.151171637033423,0.05941034,0.074268877,0.033719571,0.03,0.0329010970878164,0.151515152,0.0809873158881255,"091109A",3.076,0.610234175334389
