"","log10Ta","log10NH","log10PeakFlux","log10Fa","PhotonIndex","Gamma","log10T90","Alpha","Beta","log10Fluence","log10TaSqr","log10NHSqr","log10PeakFluxSqr","log10FaSqr","PhotonIndexSqr","GammaSqr","log10T90Sqr","AlphaSqr","BetaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"191011A",3.15321333,21.65033473,0.255272505,-10.8132081,1.94,1.81479,0.867467487859051,1.30602449,0.94,-6.48148606,9.94275430448969,468.736993921044,0.065164051808975,116.925469413906,3.7636,3.2934627441,0.752499842492494,1.70569996847976,0.8836,42.0096615459743,0.0559978453466017,0.05719327,0.06597695,0.05756962,0.19,0.0526417553674108,0.17,0.0482549424451731,"191011A",1.722,0.434888120867316
"191221B",1.95518066,21.0438101,0.681241237,-8.11145684,1.24,1.843,1.68124123737559,1.15734724,1.39,-4.721246399,3.82273141323804,442.841943524862,0.46408962298929,65.7957320671828,1.5376,3.396649,2.8265720982522,1.33945263393562,1.9321,22.2901675600705,0.144764827301084,0.06184721,0.05366691,0.00551831,0.175,0.0228576043082148,0.05,0.0633346119989973,"191221B",1.148,0.332034277027518
"200205B",4.53640048,21.82763844,0.301029996,-11.7337376,1.36,1.90881,2.66086547800387,1.56884903,0.516,-5.26760624,20.5789293149442,476.445799867366,0.09061905849176,137.680598065654,1.8496,3.6435556161,7.08020509203276,2.46128727893194,0.266256,27.7476754996869,0.0051064352834491,0.10035241,0.08886983,0.19267266,0.18,0.0160849808046748,0.22,0.0434294481567233,"200205B",1.465,0.391816923613249
"200613A",4.23050237176922,21.19589965,0.924279286,-10.8412621388574,2.56,2.02719,0.728353782021228,1.19648439516506,0.915271024454747,-5.853871964,17.897150317545,449.26616197287,0.85429219852867,117.532964763422,6.5536,4.1094992961,0.530499231784627,1.43157490787351,0.837721048206442,34.2678169709052,0.0515724807439485,0.798730573540897,0.629122803687448,0.33434531184882,0.219862616917607,0.0868588963917867,0.14,0.144764827428965,"200613A",1.2255,0.347427598618541
"200829A",2.97975,21.08966848,1.994317153,-8.6381,0.83,1.88219,1.1152775913959,1.29833,0.64,-4.292429824,8.8789100625,444.774116596306,3.97730090675002,74.61677161,0.6889,3.5426391961,1.24384410586984,1.6856607889,0.4096,18.4249537939647,0.0969169434308637,0.0095499999999999,0.00926,0.00866,0.0195,0.00851557807845467,0.03,0.00704023475700731,"200829A",1.25,0.352182518111362
"201015A",3.92503107403216,21.52664292,0.499687083,-10.8980289768499,1.59,2.11591,2.02160271602824,0.973313044012171,0.944784117758058,-5.744727495,15.4058689321181,463.396355405186,0.249687180917049,118.767035580259,2.5281,4.4770751281,4.08687754145277,0.947338281644238,0.892617029167872,33.001893991809,0.033597137016063,0.809029727320062,0.605477828538578,0.332605235945483,0.229261983646066,0.0394813165204961,0.066666667,0.0478561411902437,"201015A",0.426,0.154119525515847
"201020A",3.96908872,20.93258486,0.322219295,-11.0900559,2.25,2.0761,1.15136985024746,1.55158826,0.99,-6.036212173,15.7536652672312,438.173108921101,0.103825274070297,122.989339865125,5.0625,4.31019121,1.32565253205886,2.40742612856983,0.9801,36.4358573974734,0.145589617977987,0.04915322,0.04826492,0.08306159,1.04,0.0330441453884962,0.14,0.0413613792035401,"201020A",2.903,0.591398551281249
"201021C",3.47011435872642,21.20847898,0.556302501,-10.1626983314603,1.51,1.95996,0.845098040014257,1.26562122449561,0.857701059919293,-5.958607315,12.0416936626393,449.799580645102,0.309472472618855,103.280437376266,2.2801,3.8414432016,0.714190697235938,1.60179708389377,0.735651108186679,35.5050011343715,0.148833498099688,0.804504294083271,0.604686106503155,0.326996567642592,0.226252246054326,0.0594342399249789,0.157575758,0.0579059309278577,"201021C",1.07,0.315970345456918
"201104B",2.72159651,21.73058526,0.612783857,-9.38944702,1.47,1.55046,0.937517892017347,1.19537497,0.605,-5.744727495,7.40708756324418,472.218335742129,0.375504055399796,88.1617153413869,2.1609,2.4039262116,0.87893979785265,1.4289213189025,0.366025,33.001893991809,0.00811616012108338,0.02110237,0.02972805,0.02348264,0.175,0.0241274712225866,0.07,0.0317776449968039,"201104B",1.954,0.470410490975931
"201221A",3.69587,22.86332108,0,-10.8802,1.4,1.45068,1.64836001098093,1.06263,0.4,-5.744727495,13.6594550569,522.731450807172,0,118.37875204,1.96,2.1044724624,2.71709072580106,1.1291825169,0.16,33.001893991809,0.0600613222120642,0.08575,0.223272,0.0994399,0.525,0.0482549424451731,0.15,0.130288344570976,"201221A",5.7,0.826074802700826
"210204A",3.98655307272395,20.79066861,0.814913181,-10.5131044212221,2.05,2.45742,1.7481880270062,1.28921079911204,0.88861697311601,-5.148741651,15.8926054016448,432.251901250839,0.664083492567539,110.52536457152,4.2025,6.0389130564,3.05616137776783,1.6620644845471,0.78964012490986,26.5095405887422,0.176931769719328,0.789731758960436,0.609941982610111,0.319711357872194,0.225213002907765,0.0510934685037089,0.096969697,0.144764827428965,"210204A",0.876,0.273232834043046
"210210A",3.72413045,21.12319546,0.84509804,-10.1403778,1.53,1.85188,0.819543935541869,1.5451851,0.965,-6.008773924,13.8691476086172,446.189386441365,0.714190697211842,102.827261926733,2.3409,3.4294595344,0.671652262283455,2.38759699326201,0.931225,36.1053640697424,0.0387784332904449,0.05799791,0.08857348,0.10645081,0.15,0.0354526107425099,0.58,0.0310210344226792,"210210A",0.715,0.234264124378789
"210222B",3.24642494,21.14612804,0.146128036,-10.4520599,2.37,1.98,1.1078880251828,1.37828029,0.56,-6.468521083,10.539274891054,447.158731084074,0.0213534029052173,109.245556153188,5.6169,3.9204,1.22741587634344,1.89965655780248,0.3136,41.8417650012155,0.043498889845402,0.04184217,0.04927183,0.005516005,0.64,0.0894135698123102,0.33,0.0930631031960335,"210222B",2.198,0.504878459410216
"210411C",2.93128506,21.05996459,0.681241237,-9.72925773,1.6,1.88408,1.10720996964787,1.16829405,1.21,-5.920818754,8.5924321029792,443.522108532054,0.46408962298929,94.6584559767648,2.56,3.5497574464,1.22591391688763,1.3649109872654,1.4641,35.0560947177181,0.0202577864893789,0.05048963,0.05901459,0.03209979,0.14,0.0361912068292397,0.4,0.0271434051424274,"210411C",2.826,0.582744965691277
"210517A",3.057651,21.15768338,0.176091259,-10.8415194,1.85,1.71079,0.48572142648158,1.21043545,0.66,-6.823908741,9.349229637801,447.647566008328,0.0310081314962051,117.538542900576,3.4225,2.9268024241,0.235925304143301,1.4651539786167,0.4356,46.5657305054962,0.199990220154871,0.25872455,0.32132806,0.08060357,0.22,0.0868588963917867,0.25,0.0579059309278577,"210517A",2.486,0.542327382773974
"210610A",3.15453451,21.35337952,0.380211242,-10.4044334,1.41,1.83562,1.13417710757677,1.0816785,0.88,-6,9.95108797478094,455.966816925155,0.144560588543183,108.252234375036,1.9881,3.3695007844,1.2863577113512,1.17002837736225,0.7744,36,0.100484314152503,0.85146569,1.28215864,0.07850685,0.195,0.0434294481903252,0.19,0.0723824136024763,"210610A",3.54,0.657055852857104
"210610B",2.89514,21.03780485,1.130333768,-9.19036,0.98,1.91684,1.84123429550604,1.05139,0.78,-4.443697499,8.3818356196,442.589232906684,1.27765442708108,84.4627169296,0.9604,3.6742755856,3.39014373094763,1.1054209321,0.6084,19.7464474626189,0.0158369132201676,0.0225999999999997,0.0283100000000001,0.01291,0.029,0.0120637356019594,0.11,0.0225189731613911,"210610B",1.13,0.328379603438738
"210619B",2.91049117,21.83430305,2.06069784,-8.55006175,1.41,1.92306,1.78461729263288,1.12578835,0.745,-4.022276395,8.47095885064797,476.736789679239,4.24647558778067,73.103555928813,1.9881,3.6981597636,3.18485888116429,1.26739940899572,0.555025,16.1787073977742,0.00197833385893328,0.01027813,0.01099582,0.00437126,0.07,0.00457152086517999,0.02,0.00830824226926174,"210619B",1.937,0.4679039465228
"210722A",3.6504,20.54058972,0.342422681,-10.3507,1.62,1.83712,1.70070371714502,1.43908,0.81,-5.602059991,13.32542016,421.91582604537,0.117253292463228,107.13699049,2.6244,3.3750098944,2.89239313351089,2.0709512464,0.6561,31.3830761427629,0.0911698773853533,0.0364819,0.0395981,0.048071,0.09,0.0347435585260231,0.14,0.0987032913012404,"210722A",1.145,0.331427296520743
"210731A",4.80200435,20.92054437,0.204119983,-11.9404653,1.36,2.06317,1.35237549500052,1.74153741,1.525,-5.657577319,23.0592457774189,437.669176737139,0.0416649674599203,142.574711580504,1.8496,4.2566704489,1.8289194794779,3.03295255042951,2.325625,32.0081811204632,0.0513907268812215,0.16085961,0.11699725,0.27863334,0.235,0.0394813165204961,0.59,0.0814302152923456,"210731A",1.2525,0.352664799651101
"210822A",2.4985,21.53322281,1.442479769,-8.20842,1.3,1.70788,2.25719842613934,1.267456,0.77,-4.698970004,6.24250225,463.679684585104,2.08074788397429,67.3781588964,1.69,2.9168540944,5.09494473496593,1.606444711936,0.5929,22.0803190984918,0.10261648377714,0.017735,0.01621,0.008455,0.026,0.00868588963134467,0.4,0.010974950807848,"210822A",1.736,0.437116093048079
"211024B",3.43921565,20.98677173,-0.045757491,-8.56429146,1.63,2.08,2.78067727443337,1.92622006,1.07,-5.167491087,11.8282042872049,440.444587647127,0.00209374798261508,73.3470882118289,2.6569,4.3264,7.73216610455018,3.7103237195464,1.1449,26.7029641342244,0.0148638654800828,0.01916437,0.01167528,0.00965772,0.055,0.0191600506592421,0.09,0.096509884965017,"211024B",1.1137,0.325043347403704
"220101A",3.04134881,21.90370028,0.86332286,-8.69262974,1.13,1.62241,2.23894889831176,1.20052929,0.491,-4.602059991,9.24980258408842,479.772085956072,0.74532636059858,75.5618117967325,1.2769,2.6322142081,5.01289216925145,1.4412705761479,0.241081,21.1789561607629,0.0313174061528694,0.01431841,0.02317526,0.01255481,0.016,0,0.13,0.0178477184393304,"220101A",4.618,0.749581734865559
"220117A",3.43803362,21.99532933,0.278753601,-10.1070569,1.84,1.78537,1.69731654173238,1.68612083,1.2,-5.795880017,11.8200751722503,483.794512335158,0.0777035700704672,102.152599179838,3.3856,3.1875460369,2.88088344283838,2.84300345335989,1.44,33.5922251714599,0.0299157959458657,0.05084186,0.04500955,0.06200239,0.55,0.0542868101948971,0.18,0.0914304172328591,"220117A",4.961,0.775319121829478
"220611A",5.53,20.42473959,-0.397940009,-12.4941008,1.87,1.90103,1.75587485567249,2.26249671,0.32,-6.173925197,30.5809,417.169987319313,0.15835625076292,156.102554800561,3.4969,3.6139150609,3.08309650878289,5.11889136276082,0.1024,38.1173523381515,0.0942443169455569,0.22640221,0.81046481,0.50304248,0.35,0.0842660934455674,0.29,0.144764827428965,"220611A",2.3608,0.526442668529935
"230116D",3.79761,21.81764402,-0.22184875,-11.1278,1.38,1.76412,1.61278385671974,1.57289,0.84,-6.090443971,14.4218417121,476.009590583442,0.0492168678765625,123.82793284,1.9044,3.1121193744,2.60107176849578,2.4739829521,0.7056,37.0935077638903,0.118428290732434,0.1014,0.13824,0.23491,0.22,0.0641814505632158,0.22,0.144764827428965,"230116D",3.81,0.682145076373832
"230325A",3.7823081,22.22918251,0.51851394,-10.9066853,1.82,2.0855,1.58035466110659,0.931411844,1.025,-5.886056648,14.3058545633256,494.13655506289,0.268856705974324,118.955784233236,3.3124,4.34931025,2.49752085488133,0.86752802314348,1.050625,34.645662863465,0.131947893472792,0.1875455,0.20042492,0.05714513,0.18,0.0668145357246291,0.18,0.0526417553674108,"230325A",1.664,0.425534220498263
"230414B",4.8792574,21.69224395,-0.22184875,-11.9505263,1.6,2.02038,1.41463914673701,2.06160972,0.37,-6.327902142,23.8071527754548,470.553447586312,0.0492168678765625,142.815078846992,2.56,4.0819353444,2.00120391548081,4.25023463759848,0.1369,40.0423455187282,0.148027729903839,0.11074106,0.069549,0.21988187,2.19,0.0924030812423339,0.3,0.144764827428965,"230414B",3.568,0.659726095237792
"230506C",4.25859,20.96124782,0.380211242,-11.4531,1.89,2.08995,1.49136169383427,1.14181,1.11,-5.769551079,18.1355887881,439.373910171455,0.144560588543183,131.17349961,3.5721,4.3678910025,2.22415970183623,1.3037300761,1.2321,33.2877196531901,0.0886038540634792,0.1023,0.11841,0.11299,0.29,0.0510934685037089,0.17,0.0904780170030954,"230506C",3.7,0.672097857935718
"230818A",3.9564,21.31377445,0.826074803,-11.0883,1.36,2.00403,0.99211148778695,1.39195,1.02,-5.721246399,15.65310096,454.276981305473,0.682399580151489,122.95039689,1.8496,4.0161362409,0.984285204198835,1.9375248025,1.0404,32.7326603580705,0.0552798328409481,0.2044,0.12794,0.19715,0.29,0.0228576043082148,0.1,0.0324100359406028,"230818A",2.42,0.534026106056135
"231210B",3.24045,21.82763844,0.591064607,-10.048,1.08,1.66432281,0.873320601815399,1.60174,0.84,-5.853871964,10.5005162025,476.445799867366,0.349357369648064,100.962304,1.1664,2.7699704158863,0.76268887355521,2.5655710276,0.7056,34.2678169709052,0.0376155997043379,0.05243,0.04808,0.060675,0.362,0.0620420687973556,0.19,0.0779502916284169,"231210B",3.13,0.615950051656401
"970508A",4.54940416511074,21.03780485,-0.259637311,-11.2986860046154,1.73,2.13864,1.82412583391655,1.51630780559616,0.823197587722628,-5.744727495,20.6970782575269,442.589232906684,0.0674115332633107,127.660305430891,2.9929,4.5737810496,3.32743505796175,2.29918936131185,0.677654268432353,33.001893991809,0.0402097830832432,0.81585958695431,0.629145823125843,0.334637011333923,0.227249234282535,0.0248403283013014,0.090909091,0.0914304172328591,"970508A",0.83,0.262451089730429
