"GRB","Redshift_crosscheck","log10T90","log10Fa","log10Ta","Alpha","Beta","Gamma","log10Fluence","PhotonIndex","log10NH","log10PeakFlux","T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","is_optical"
"080411A",1.03,1.748188027,-10.11350927,4.20932562,1.28909841,0.91,1.97674,-4.578396073,1.75,21.57289018,1.635483747,1.000967534,0.06043543,0.049275581,0.010296793,0,0.001645055,0.03,0.009047802,0
"080413B",1.1,0.903089987,-11.1731675618723,4.38638978469957,1.83516772013769,0.902968629765236,1.93206,-5.494850022,1.26,21.31329763,1.271841607,NA,0.804601373861806,0.623978971059655,0.291018791251908,0.199103169917752,0.013571703,0.27,0.018579443,1
"080516A",3.2,0.763427994,-11.12090412,3.77452827,0.94016916,1.48,2.3315,-6.585026652,1.82,22.03528962,0.255272505,0.213016433,0.077803665,0.111057696,0.084888358,0.03,0.066814536,0.27,0.072382414,0
"080603A",1.69,1.77815125,-10.6644526630363,3.73173351788558,1.20648726128049,0.913805347408734,2.0146549872069,-5.70558194498092,1.8144820875664,20.9181675200872,0.365016103959771,NA,0.797387099205818,0.604761569453748,0.276377786257921,0.204512220511363,0.0419982454796969,0.181989441665926,0.0645822859728094,1
"080603B",2.6893,1.77815125,-10.612878786063,3.88118127765263,1.34218817738978,0.89279441070083,1.83449,-5.619788758,1.21,21.31611509,0.544068044,NA,0.794275611570876,0.609597231529871,0.276140683734534,0.198704659881993,0.018095603,0.3,0.024816828,1
"080607A",3.036,1.899984563,-10.0540393,3.46298403,1.7256074,1.06,2.03418,-4.619788758,1.31,22.38386741,1.36361198,3.285061929,0.11042072,0.069659314,0.037637388,0.02,0,0.04,0.02068069,0
"080710A",0.845,2.077948999,-11.23284413,4.09266933,1.52133785,1.3,2.00149,-5.853871964,1.47,20.89722339,0,17.43704666,0.06269498,0.054210787,0.06401643,0.150517844,0.062042069,0.23,0.086858896,0
"080810A",3.35,2.03666881,-9.931814138,3.2687548,1.44529526,1.079,2.11482,-5.337242168,1.34,21.45079548,0.301029996,4.337190332,0.031830706,0.039738688,0.036139295,0.0015,0.018882369,0.06,0.043429448,0
"080905B",2.374,2.10720997,-10.11125904,3.67820615,1.36946226,0.375,1.86248,-5.744727495,1.78,22.33533151,-0.301029996,28.05833332,0.03236457,0.038825489,0.033301752,0.00558525,0.048254942,0.15,0.086858896,0
"080916A",0.6887,1.77815125,-10.75269955,3.60698,0.998947,0.83,1.88453,-5.397940009,1.17,21.7431239,0.431363764,6.325897569,0.0592,0.073495,0.0260505,0.01,0.010857362,0.21,0.032169962,0
"080928A",1.692,2.368584372,-11.1260984,4.08450503,1.76031774,0.99,2.13864,-5.602059991,1.77,21.51035195,0.322219295,20.80043462,0.064484035,0.047916769,0.075970735,0,0.034743559,0.12,0.02068069,0
