"formula_idx","wins","formula"
2545,1,"Response ~  (log10FaSqr+log10NHSqr+PhotonIndexSqr+log10Fa+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+AlphaSqr+log10T90Sqr"
2600,1,"Response ~  (log10T90Sqr+AlphaSqr+log10PeakFluxSqr+Alpha+log10PeakFlux)^2+log10Ta+PhotonIndex+log10NH+log10Fa+log10T90+log10TaSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
2695,1,"Response ~  (log10T90Sqr+log10T90+log10Fa+log10NH+PhotonIndex)^2+log10Ta+log10PeakFlux+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+AlphaSqr"
2699,1,"Response ~  (log10FaSqr+log10TaSqr+log10Fa+log10NH+PhotonIndex)^2+log10Ta+log10PeakFlux+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
2764,1,"Response ~  (log10T90Sqr+log10FaSqr+log10T90+log10NH+PhotonIndex)^2+log10Ta+log10PeakFlux+log10Fa+Alpha+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr"
2797,1,"Response ~  (AlphaSqr+log10FaSqr+log10NHSqr+log10NH+PhotonIndex)^2+log10Ta+log10PeakFlux+log10Fa+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10T90Sqr"
2828,1,"Response ~  (log10T90Sqr+AlphaSqr+Alpha+log10Fa+PhotonIndex)^2+log10Ta+log10PeakFlux+log10NH+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
2862,1,"Response ~  (AlphaSqr+log10FaSqr+log10TaSqr+log10Fa+PhotonIndex)^2+log10Ta+log10PeakFlux+log10NH+Alpha+log10T90+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10T90Sqr"
3115,1,"Response ~  (log10T90Sqr+AlphaSqr+log10T90+Alpha+log10NH)^2+log10Ta+log10PeakFlux+PhotonIndex+log10Fa+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr"
3304,1,"Response ~  (log10T90Sqr+log10NHSqr+PhotonIndexSqr+log10T90+log10Fa)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+Alpha+log10TaSqr+log10PeakFluxSqr+log10FaSqr+AlphaSqr"
3407,1,"Response ~  (log10T90Sqr+AlphaSqr+PhotonIndexSqr+log10PeakFluxSqr+Alpha)^2+log10Ta+log10PeakFlux+PhotonIndex+log10NH+log10Fa+log10T90+log10TaSqr+log10NHSqr+log10FaSqr"
3541,1,"Response ~  (log10FaSqr+log10PeakFluxSqr+log10Fa+PhotonIndex+log10PeakFlux+log10Ta)^2+log10NH+Alpha+log10T90+log10TaSqr+PhotonIndexSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
3548,1,"Response ~  (log10FaSqr+log10NHSqr+log10Fa+PhotonIndex+log10PeakFlux+log10Ta)^2+log10NH+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+AlphaSqr+log10T90Sqr"
3665,1,"Response ~  (log10FaSqr+PhotonIndexSqr+log10Fa+log10NH+log10PeakFlux+log10Ta)^2+PhotonIndex+Alpha+log10T90+log10TaSqr+log10PeakFluxSqr+log10NHSqr+AlphaSqr+log10T90Sqr"
3679,1,"Response ~  (AlphaSqr+log10T90+Alpha+log10NH+log10PeakFlux+log10Ta)^2+PhotonIndex+log10Fa+log10TaSqr+log10PeakFluxSqr+PhotonIndexSqr+log10NHSqr+log10FaSqr+log10T90Sqr"
