"","log10NH","PhotonIndex","log10PeakFlux","log10Fa","log10Ta","Beta","log10T90","Alpha","Gamma","log10Fluence","log10NHSqr","PhotonIndexSqr","log10PeakFluxSqr","log10FaSqr","log10TaSqr","BetaSqr","log10T90Sqr","AlphaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","PhotonIndex_opt","log10PeakFlux_opt","log10Fa_opt","log10Ta_opt","Beta_opt","log10T90_opt","Alpha_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"050904A",22.3938856786211,1.25,-0.207608310501746,-11.4141427314807,4.34819637148309,0.926554085547202,2.25904409357523,1.86582572424239,2.02133275481043,-5.31605286924849,501.486115787151,1.5625,0.0431012105893894,130.282654294614,18.9068116849787,0.858502473444212,5.10328021671713,3.48130563324464,4.08578610566952,28.2604181086451,0.012368810530409,0.878640498443869,0.616789116525615,0.291521574494943,0.210993899275735,0.147670215123919,0.345093713004454,0.948720166553914,"050904A",1,5.59847141965527,0.3125,-0.0519020776254365,-2.85353568287018,1.08704909287077,0.2316385213868,0.564761023393808,0.466456431060597,0.505333188702607,-1.32901321731212,6.295,0.86302529622947
"051028A",21.7418619678783,1.79,0.041392685158225,-10.9208140571457,3.78929851504016,0.934325012549839,1.20411998265592,1.22617340379997,2.02325848377648,-6.161150909,472.708561830273,3.2041,0.00171335438460794,119.264179670751,14.3587832360856,0.872963229076257,1.44990493263129,1.5035012161864,4.0935748921735,37.9597805234715,0.140362808000399,0.767005469333688,0.668055659117682,0.292946021139731,0.203493319236534,0.260815969599073,0.346311350047795,0.153450272015873,"051028A",1,5.43546549196958,0.4475,0.0103481712895563,-2.73020351428642,0.94732462876004,0.23358125313746,0.30102999566398,0.306543350949993,0.50581462094412,-1.54028772725,3.6,0.662757831681574
"051111A",21.7919655917565,1.32,0.424881636631067,-9.99915091150366,3.36870224701627,0.896712722568867,1.77655591070326,1.23032638259351,1.93441196620274,-5.38933983691012,474.889764352299,1.7424,0.180524405146294,99.9830189510245,11.3481548290525,0.80409370681687,3.15615090385469,1.51370300770563,3.74194965498835,29.0449838777064,0.0375678308465434,0.841670064359969,0.592177227843515,0.274979853078917,0.201523011414935,0.528627182100935,0.333438329016482,1.07152580002482,"051111A",1,5.44799139793913,0.33,0.106220409157767,-2.49978772787592,0.842175561754067,0.224178180642217,0.444138977675815,0.307581595648378,0.483602991550685,-1.34733495922753,1.55,0.406540180433955
"060607A",21.7961460714919,1.47,0.146128035678238,-10.4188106089101,3.62054379973058,0.904692753092901,1.99694924849538,1.33679614564696,1.96558442175304,-5.59345981956604,475.071983569812,2.1609,0.0213534028111804,108.551614504338,13.1083374057675,0.818468977498813,3.98780630106626,1.78702393501657,3.86352211903823,31.2867927530998,0.0226163638268516,0.804928981322599,0.600366002881621,0.277395610771954,0.204116646546746,0.512590266564192,0.359107005041359,1.31902752440654,"060607A",1,5.44903651787298,0.3675,0.0365320089195595,-2.60470265222752,0.905135949932645,0.226173188273225,0.499237312123845,0.33419903641174,0.49139610543826,-1.39836495489151,3.07,0.60959440922522
"060904B",21.5912282717963,1.64,0.387389826338729,-10.5883534453498,3.7590325669501,0.925945240139644,2.2341881478532,1.30953280753281,1.99131444327695,-5.79048498545737,466.181138284816,2.6896,0.150070877550751,112.113228683651,14.1303258393915,0.857374587737263,4.99159668000771,1.71487617400476,3.96533321200339,33.5297163668072,0.0130973635505124,0.775256271187084,0.60612567257617,0.282871268195849,0.196814314741617,0.733603844093384,0.3496056401133,0.603162682530028,"060904B",1,5.39780706794908,0.41,0.0968474565846822,-2.64708836133745,0.939758141737525,0.231486310034911,0.5585470369633,0.327383201883203,0.497828610819238,-1.44762124636434,0.7,0.230448921378274
"061007A",21.7418619678783,1.03,1.16435285578444,-9.06316736281652,3.13344227804525,0.943646757745928,1.87685264760134,1.57334794819469,2.02078722367267,-4.35261702988538,472.708561830273,1.0609,1.35571757277338,82.1410026464225,9.81846050984141,0.890469203404402,3.52257586080816,2.47542376608844,4.0835810033587,18.9452750088482,0.0298208063737402,0.890368040482369,0.64774535592478,0.279463885936541,0.19926753083088,0.0786891734501726,0.349637436533115,0.338136223301282,"061007A",1,5.43546549196958,0.2575,0.29108821394611,-2.26579184070413,0.783360569511312,0.235911689436482,0.469213161900335,0.393336987048672,0.505196805918168,-1.08815425747134,1.26,0.354108439147401
"061126A",21.3805820432409,1.32,0.989449817666692,-10.6429787860363,3.64132019364013,0.915190937975956,2.28103336724773,1.18575908719508,2.00490979996577,-5.16941133131486,457.129288507755,1.7424,0.97901094168065,113.272997440019,13.2592127526114,0.83757445295331,5.20311322249752,1.40602461286571,4.01966330599878,26.7228135123265,0.0117581409843264,0.782289455778941,0.628222359538955,0.274005538608674,0.201378810356391,0.130588217353305,0.385796311272451,0.121344997641618,"061126A",1,5.34514551081022,0.33,0.247362454416673,-2.66074469650908,0.910330048410033,0.228797734493989,0.570258341811932,0.29643977179877,0.501227449991443,-1.29235283282872,1.1588,0.334212409393176
"070125A",21.91683806,2.25,-0.0969100130080563,-10.9015023731412,4.25845963241837,0.886656876010672,1.77815125038364,1.59147961738547,1.98855513549153,-5.769551079,480.347790548265,5.0625,0.00939155062122164,118.842753991603,18.1344784409368,0.786160415777004,3.1618218692409,2.5328073725534,3.95435152688974,33.2877196531901,0.0374300821334396,0.79625834004854,0.632386001143638,0.26180008590973,0.193472988629488,1.33378176753185,0.380999388307757,2.60186974372363,"070125A",1,5.479209515,0.5625,-0.0242275032520141,-2.7253755932853,1.06461490810459,0.221664219002668,0.44453781259591,0.397869904346367,0.497138783872883,-1.44238776975,1.55,0.406540180433955
"070411A",22.3213954223232,1.72,-0.0409586076789063,-10.6614707977792,3.54512517275081,0.939257089700753,2.08902150079501,1.39074047916452,1.98821022888972,-5.56863623584101,498.244693599711,2.9584,0.00167760754299456,113.666959571899,12.5679124904715,0.882203880553128,4.36401083078384,1.93415908038676,3.95297991426171,31.0097095271215,0.0182957631609477,0.830512100630995,0.622020566589438,0.30017096914321,0.202638283921516,0.282501117429572,0.384111040532587,1.32799005450619,"070411A",1,5.5803488555808,0.43,-0.0102396519197266,-2.6653676994448,0.886281293187703,0.234814272425188,0.522255375198753,0.34768511979113,0.49705255722243,-1.39215905896025,2.95,0.59659709562646
"070612A",21.82763844,1.69,0.178976947293169,-10.6643135460757,4.29490176167059,0.928442991651922,2.56253076886226,2.01750384753001,2.03193961999534,-4.97469413473523,476.445799867366,2.8561,0.0320327476623818,113.727583409014,18.4461811424011,0.862006388747571,6.5665639413658,4.0703217747984,4.12877861930681,24.7475817341691,0.00614952061337996,0.80727012502061,0.584321630046158,0.400005002855115,0.214388055509573,0.11821990220372,0.206449494819642,0.598301381197268,"070612A",1,5.45690961,0.4225,0.0447442368232922,-2.66607838651893,1.07372544041765,0.23211074791298,0.640632692215565,0.504375961882503,0.507984904998835,-1.24367353368381,0.671,0.222976449893391
"071010A",22.1395485191724,2.33,-0.0969100130080563,-11.0097517059946,4.22728014498134,0.884516372529736,0.792391689498254,1.81234833830586,2.01081508115782,-6.69897000433602,490.159608632789,5.4289,0.00939155062122164,121.214632627651,17.8698974241535,0.782369213273163,0.627884589585897,3.28460649936001,4.04337729061173,44.8761991189937,0.362226601291347,0.796969627900217,0.594489190334362,0.275953286103564,0.195304338134514,4.5901337859344,0.319695095585404,0.825839666349278,"071010A",1,5.5348871297931,0.5825,-0.0242275032520141,-2.75243792649865,1.05682003624534,0.221129093132434,0.198097922374564,0.453087084576465,0.502703770289455,-1.674742501084,0.99,0.298853076409707
"071010B",21.3004715683883,1.53,0.886490725172482,-10.3620156458001,3.50251949809925,0.906188744008195,1.55266821611219,1.03680484017768,1.98617659031711,-5.35654732351381,453.710089035718,2.3409,0.785865805816833,107.371368243806,12.2676428345654,0.82117803976715,2.41077858932501,1.07496427661586,3.9448974479237,28.692599229043,0.0629077010646042,0.841972921086861,0.593402161458891,0.280450720047944,0.215986767651673,0.202823564645649,0.447536567920244,0.196815180801234,"071010B",1,5.32511789209707,0.3825,0.22162268129312,-2.59050391145002,0.875629874524812,0.226547186002049,0.388167054028048,0.25920121004442,0.496544147579278,-1.33913683087845,0.947,0.289365951520032
"071112C",20.5643192002043,1.09,0.903089986991944,-10.4032286685627,3.25373237661387,0.879913657174972,1.17609125905568,1.17533084295455,1.96939084247101,-5.52287874528034,422.891224167891,1.1881,0.81557152460511,108.227166730405,10.5867743786253,0.774248044083034,1.38319064962717,1.38140259040025,3.87850029040867,30.5021896350693,0.149720328533757,0.812424930997323,0.613956477483681,0.266866321274483,0.19167345663978,0.246214912432337,0.463945260311324,0.179110020926572,"071112C",1,5.14107980005107,0.2725,0.225772496747986,-2.60080716714068,0.813433094153468,0.219978414293743,0.29402281476392,0.293832710738637,0.492347710617753,-1.38071968632009,0.82,0.260071387985075
"080319C",21.7503741516549,1.37,0.716003343634799,-10.6684390703431,3.53623804698494,0.913754040542593,1.53071183798166,1.69701999520679,1.97935760017837,-5.44369749923271,473.078775736978,1.8769,0.512660788096212,113.815592197623,12.5049795249439,0.834946446607915,2.34307873093719,2.87987686413165,3.91785650938388,29.6338424631525,0.0661698564527501,0.767351691255829,0.590954141048344,0.397323455738987,0.207004899718235,0.240241714550001,0.348298899430877,0.255408767300021,"080319C",1,5.43759353791372,0.3425,0.1790008359087,-2.66710976758577,0.884059511746235,0.228438510135648,0.382677959495415,0.424254998801697,0.494839400044592,-1.36092437480818,1.95,0.469822015978163
"080330A",21.6909072086586,2.53,-0.0457574905606751,-10.5274185472066,3.64042465182194,0.877907083627025,1.78318869107526,1.26531718071842,1.97507831711918,-6.46852108295774,470.495455534638,6.4009,0.00209374794241027,110.82654126807,13.2526916455929,0.770720847482508,3.1797619079787,1.60102756782121,3.90093435875433,41.8417650006688,0.036998433739808,0.784901545370465,0.599984472469636,0.272340103751185,0.211109545451254,3.23737198124161,0.376070782554668,1.7065418835159,"080330A",1,5.42272680216465,0.6325,-0.0114393726401688,-2.63185463680165,0.910106162955485,0.219476770906756,0.445797172768815,0.316329295179605,0.493769579279795,-1.61713027073944,1.51,0.399673721481038
"080413B",21.3132976260869,1.26,1.2718416065365,-11.1393181743893,4.43526683966263,0.907784505325222,0.843855422623161,1.83914729985561,2.0081307017448,-5.49485002168009,454.256655698161,1.5876,1.61758107211735,124.08440939028,19.6715919390109,0.824072708108558,0.712091974290514,3.38246279056618,4.03258891529006,30.1933767607577,0.321748557020968,0.844904696161984,0.620293351732969,0.277349693055528,0.192306703165898,0.279564453753164,0.333084662904416,0.0350954902787356,"080413B",1,5.32832440652173,0.315,0.317960401634125,-2.78482954359733,1.10881670991566,0.226946126331306,0.21096385565579,0.459786824963902,0.5020326754362,-1.37371250542002,1.1,0.322219294733919
"080603A",21.12319546,1.97,0.51851394,-10.695921119596,3.73852616692566,0.90574028184772,1.77815125038364,1.20604909239641,2.00530989047766,-5.76700389,446.189386441365,3.8809,0.268856705974324,114.40272859662,13.9765779007879,0.820365458161587,3.1618218692409,1.4545544132702,4.02126775684753,33.2583338672751,0.0374300821334396,0.764855445129845,0.649598016777649,0.283762204668398,0.196920393366508,1.40881777674231,0.363719282878789,2.36296249723959,"080603A",1,5.280798865,0.4925,0.129628485,-2.673980279899,0.934631541731415,0.22643507046193,0.44453781259591,0.301512273099103,0.501327472619415,-1.4417509725,1.69,0.429752280002408
"080603B",21.3161150861621,1.21,0.544068044350276,-10.6233813083771,3.91194960677745,0.882738443144279,1.77815125038364,1.34507228609575,1.98049450677552,-5.61978875828839,454.376762366507,1.4641,0.296010036883134,112.856230423176,15.3033497259662,0.779227159004785,3.1618218692409,1.80921945482285,3.92235849136801,31.5820256877846,0.0374300821334396,0.744368919529571,0.605201623334486,0.264628858424407,0.197817305138437,0.583269117470234,0.330931466610164,0.422960790110245,"080603B",1,5.32902877154052,0.3025,0.136017011087569,-2.65584532709428,0.977987401694362,0.22068461078607,0.44453781259591,0.336268071523938,0.49512362669388,-1.4049471895721,2.6893,0.566943971856554
"081228A",21.1693602061994,2.1,-0.221848749616356,-10.8750132016766,3.38118395973577,0.941183330074743,0.477121254719662,1.30027915398102,2.00384693353682,-7.05060999335509,448.141811539819,4.41,0.0492168677063406,118.26591213664,11.4324049695745,0.885826060810583,0.227644691705265,1.6907258782776,4.01540253304492,49.7111012783987,0.748601642668786,0.762888972612087,0.638676195187086,0.27786112002877,0.210147621136552,4.88386170405397,0.418156116489414,1.29233185372245,"081228A",1,5.29234005154985,0.525,-0.055462187404089,-2.71875330041915,0.845295989933943,0.235295832518686,0.119280313679915,0.325069788495255,0.500961733384205,-1.76265249833877,3.44,0.64738297011462
"090313A",22.4411576287856,1.91,-0.0969100130080563,-10.2916980617426,3.63482091771727,0.923633879357445,1.89387267879508,1.18251337653882,1.9707534977371,-5.85387196432176,503.605555720002,3.6481,0.00939155062122164,105.919048994076,13.211923103875,0.853099543096883,3.58675372348645,1.39833788569324,3.88386934884301,34.2678169746723,0.0286747309500302,0.793718806105817,0.605438514527348,0.282073717746858,0.195389757887318,1.07444830814599,0.378488282003861,2.6985192739134,"090313A",1,5.6102894071964,0.4775,-0.0242275032520141,-2.57292451543565,0.908705229429318,0.230908469839361,0.47346816969877,0.295628344134705,0.492688374434275,-1.46346799108044,3.38,0.6414741105041
"090726A",22.0268926446161,2.25,-0.154901959985743,-10.6153586557152,3.56856366633087,0.95537769672947,1.77305469336426,1.25086987324864,2.00665805448909,-6.06550154875643,485.183999577443,5.0625,0.0239946172074247,112.685839389468,12.7346466406568,0.912746543408107,3.14372294566103,1.56467543980107,4.02667654764594,36.7903090379667,0.0378719212142727,0.777195177129161,0.625659349945523,0.287859866692389,0.206002744299082,0.953967523580576,0.383541116608922,1.69489384568003,"090726A",1,5.50672316115403,0.5625,-0.0387254899964357,-2.6538396639288,0.892140916582718,0.238844424182368,0.443263673341065,0.31271746831216,0.501664513622272,-1.51637538718911,2.71,0.569373909615046
"091024A",22.2351242640195,1.2,0.301029995663981,-10.2048321049238,3.80119318627547,0.892041451449135,1.99519629159718,1.51753718130589,1.93954462751294,-5.21467016498923,494.400751036389,1.44,0.0906190582894564,104.138598289684,14.4490696393871,0.79573795110348,3.98080824200314,2.30291909664583,3.76183336211431,27.1927849296288,0.0227078354702361,0.801362715979047,0.61216342663035,0.277009331144064,0.185978328458134,0.402882795909424,0.287248481933438,1.24063355862468,"091024A",1,5.55878106600488,0.3,0.0752574989159952,-2.55120802623095,0.950298296568868,0.223010362862284,0.498799072899295,0.379384295326472,0.484886156878235,-1.30366754124731,1.09,0.320146286111054
"000926A",21.13638759,1.42,0.688419822,-10.8605261040488,4.23118097454324,0.916599497951259,1.39794000867204,1.75943237017218,2.01110746587042,-5.38933983691012,446.746880354706,2.0164,0.473921851322512,117.951027256725,17.9028924393367,0.8401546396445,1.95423626784598,3.09560226520969,4.04455323927974,29.0449838777064,0.0898321971202537,0.827660020283902,0.65389439792829,0.293384266877723,0.19416267362819,0.13249523362508,0.318835383125333,0.229885031006277,"000926A",1,5.2840968975,0.355,0.1721049555,-2.7151315260122,1.05779524363581,0.229149874487815,0.34948500216801,0.439858092543045,0.502776866467605,-1.34733495922753,2.04,0.482873583608754
"970508A",22.33647975,0.8,0.681241237,-11.2915218298013,4.62003633362784,0.868082342816862,1.12057393120585,1.46015725712989,1.93822605882503,-5.463441557,498.91832762216,0.64,0.46408962298929,127.498465232879,21.3447357240414,0.753566953910412,1.25568593529813,2.13205921554908,3.75672025510841,29.8491936467546,0.170136736970178,0.80752163501987,0.652792575964957,0.293291217842421,0.210423580194429,0.282501117429572,0.42713008420145,0.255408767300021,"970508A",1,5.5841199375,0.2,0.17031030925,-2.82288045745032,1.15500908340696,0.217020585704216,0.280143482801463,0.365039314282472,0.484556514706257,-1.36586038925,0.83,0.262451089730429
