"row","GRB","y","z","pred","z_pred"
46,"060708A",0.465382851448418,1.92,0.423782415487359,1.65327591949875
47,"060714A",0.569490954348783,2.711,0.551688221758372,2.5619533043873
48,"060729A",0.187520720836463,0.54,0.319069481594122,1.08482440180849
50,"060904B",0.230448921378274,0.7,0.477955124911577,2.00576570468989
51,"060906A",0.670802284260944,3.686,0.603429648698555,3.01263492381593
52,"060908A",0.459935016851525,1.8836,0.561947679893992,2.64710007118692
53,"060912A",0.287129620719111,0.937,0.399578593732186,1.50945027047005
54,"060926A",0.6232492903979,3.2,0.552315775441993,2.56710403229238
55,"060927A",0.8109042806687,5.47,0.651761675810164,3.4849920319316
56,"061007A",0.354108439147401,1.26,0.369342541181525,1.34068267794641
57,"061021A",0.129141845792285,0.3463,0.369277655272709,1.34033299360995
59,"061126A",0.334212409393176,1.1588,0.399218231503233,1.5073688808793
60,"061222A",0.489677291663699,2.088,0.514815196096347,2.27201432300768
61,"070110A",0.525304009958239,2.352,0.496232386177114,2.1349627595167
62,"070125A",0.406540180433955,1.55,0.330382229351537,1.13984457158369
63,"070208A",0.335457900689384,1.165,0.596003870173004,2.94460817258795
64,"070223A",0.419873175149476,1.6295,0.541142300691849,2.47650053609239
65,"070306A",0.397227181043161,1.4959,0.577187045511852,2.77734841838854
66,"070411A",0.59659709562646,2.95,0.632902905550536,3.29440406799305
67,"070508A",0.260071387985075,0.82,0.434866773195774,1.72186620384042
69,"070529A",0.544018407858776,2.4996,0.663875265967186,3.61185098230766
70,"070612A",0.222976449893391,0.671,0.436838241989076,1.73425013348766
71,"070721B",0.665205628434601,3.626,0.590641333502229,2.89620082078679
72,"070802A",0.537819095073274,2.45,0.614527221391713,3.11649148486087
73,"070810A",0.501059262217751,2.17,0.521186847321344,2.32037279842489
75,"071010A",0.298853076409707,0.99,0.516771928102162,2.28678978152209
76,"071010B",0.289365951520032,0.947,0.339200803791945,1.18373936926184
77,"071020A",0.497620649781288,2.145,0.339620932450241,1.18585290152089
79,"071112C",0.260071387985075,0.82,0.347384535124516,1.22527933623707
80,"071117A",0.367542273520577,1.331,0.46819296773698,1.9389552120945
81,"080310A",0.534026106056135,2.42,0.448057623102434,1.80580589346416
82,"080319B",0.287129620719111,0.937,0.229126208570299,0.694830256683601
83,"080319C",0.469822015978163,1.95,0.543278366744143,2.49364173277556
84,"080330A",0.399673721481038,1.51,0.390053751956556,1.45501275001443
85,"080411A",0.307496037913213,1.03,0.258994006033389,0.815490605892097
86,"080413B",0.322219294733919,1.1,0.328108724549279,1.12867188702367
87,"080516A",0.6232492903979,3.2,0.532989687865185,2.41184810239853
88,"080603A",0.429752280002408,1.69,0.37045639198069,1.34669361659204
90,"080607A",0.605951157564873,3.036,0.528474476606452,2.37656004087973
91,"080710A",0.265996370495079,0.845,0.500380961586326,2.1650528159685
