"","log10NH","log10PeakFlux","PhotonIndex","log10T90","Gamma","log10Fluence","log10NHSqr","log10PeakFluxSqr","PhotonIndexSqr","log10T90Sqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","log10NH_opt","log10PeakFlux_opt","PhotonIndex_opt","log10T90_opt","Gamma_opt","log10Fluence_opt","Redshift_crosscheck","log10z"
"071010A",22.13954852,-0.096910013,2.33,0.77815125,2.33496,-6.698970004,490.159608669434,0.00939155061966017,5.4289,0.605519367876562,5.4520382016,44.8761991144918,0.14476482742628,0.086858896,0.37,0.162860431,"071010A",1,5.53488713,-0.02422750325,0.5825,0.1945378125,0.58374,-1.674742501,0.99,0.298853076409707
"071010B",21.30047157,0.886490725,1.53,1.552668216,2.04061,-5.356547324,453.710089104378,0.785865805511026,2.3409,2.41077858897662,4.1640891721,28.6925992342516,0.0412728533350444,0.009870329,0.22,0.016920564,"071010B",1,5.3251178925,0.22162268125,0.3825,0.388167054,0.5101525,-1.339136831,0.947,0.289365951520032
"071020A",20.99642367,0.924279286,1.11,0.62324929,1.59788,-5.638272164,440.849806930136,0.85429219852867,1.2321,0.388439677485504,2.5532204944,31.7901129953372,0.0601790285006581,0.018882369,0.05,0.015510517,"071020A",0,0,0,0,0,0,0,2.145,0.497620649781288
"071112C",20.5643192,0.903089987,1.09,1.176091259,1.67267,-5.522878745,422.891224159489,0.81557152461966,1.1881,1.38319064949621,2.7978249289,30.5021896319728,0.0174377429302028,0.057905931,0.07,0.05428681,"071112C",1,5.1410798,0.22577249675,0.2725,0.29402281475,0.4181675,-1.38071968625,0.82,0.260071387985075
"071117A",22.04291793,1.053078443,1.57,0.819543936,2.0457,-5.619788758,485.890230868716,1.1089742071113,2.4649,0.671652263034372,4.18488849,31.5820256845432,0.120079755643196,0.018095603,0.06,0.015373256,"071117A",0,0,0,0,0,0,0,1.331,0.367542273520577
"080310A",20.51216256,0.113943352,2.32,2.560456622,2.09352,-5.638272164,420.748812887866,0.0129830874649959,5.3824,6.55593811314365,4.3828259904,31.7901129953372,0.0207895824764161,0.037764738,0.16,0.066814536,"080310A",0,0,0,0,0,0,0,2.42,0.534026106056135
"080319B",20.8771334,1.394451681,1.04,1.68090255756894,1.81426,-4.091514981,435.854699001396,1.94449549064373,1.0816,2.8254334080418,3.2915393476,16.7404948397474,0.00162180613819455,0.00536166,0.02,0.008755937,"080319B",0,0,0,0,0,0,0,0.937,0.287129620719111
"080319C",21.75037415,0.716003344,1.37,1.531478917,1.61029,-5.443697499,473.078775664988,0.512660788619182,1.8769,2.34542767321549,2.5930338841,29.6338424606189,0.136485588124709,0.012063736,0.07,0.025055451,"080319C",1,5.4375935375,0.179000836,0.3425,0.38286972925,0.4025725,-1.36092437475,1.95,0.469822015978163
"080330A",21.69090721,-0.045757491,2.53,1.783188691,2.25433,-6.468521083,470.49545559283,0.00209374798261508,6.4009,3.17976190771029,5.0820037489,41.8417650012155,0.0401068361866461,0.102186937,0.45,0.096509885,"080330A",1,5.4227268025,-0.01143937275,0.6325,0.44579717275,0.5635825,-1.61713027075,1.51,0.399673721481038
"080411A",21.57289018,1.635483747,1.75,1.748188027,1.97674,-4.578396073,465.38959071834,2.67480708670116,3.0625,3.05616137774615,3.9075010276,20.9617106012618,0.00776276208190557,0.001645055,0.03,0.009047802,"080411A",0,0,0,0,0,0,0,1.03,0.307496037913213
"080413B",21.31329763,1.271841607,1.26,0.903089987,1.93206,-5.494850022,454.256655864964,1.61758107329634,1.5876,0.81557152461966,3.7328558436,30.1933767642734,0.063811704252879,0.013571703,0.27,0.018579443,"080413B",1,5.3283244075,0.31796040175,0.315,0.22577249675,0.483015,-1.3737125055,1.1,0.322219294733919
"080516A",22.03528962,0.255272505,1.82,0.763427994,2.3315,-6.585026652,485.55398863728,0.065164051808975,3.3124,0.582822302022864,5.43589225,43.3625760075503,0.0159503209161228,0.066814536,0.27,0.072382414,"080516A",0,0,0,0,0,0,0,3.2,0.6232492903979
"080603A",20.9181675200872,0.365016103959771,1.8144820875664,1.77815125,2.0146549872069,-5.70558194498092,437.569732398431,0.13323675614997,3.29234524609932,3.16182186787656,4.05883471747763,32.5536653308923,0.0660733687520347,0.0419982454796969,0.181989441665926,0.0645822859728094,"080603A",1,5.2295418800218,0.0912540259899428,0.4536205218916,0.4445378125,0.503663746801725,-1.42639548624523,1.69,0.429752280002408
"080603B",21.31611509,0.544068044,1.21,1.77815125,1.83449,-5.619788758,454.376762530126,0.296010036501986,1.4641,3.16182186787656,3.3653535601,31.5820256845432,0.147896600362852,0.018095603,0.3,0.024816828,"080603B",1,5.3290287725,0.136017011,0.3025,0.4445378125,0.4586225,-1.4049471895,2.6893,0.566943971856554
"080607A",22.38386741,1.36361198,1.31,1.899984563,2.03418,-4.619788758,501.03752022846,1.85943763199952,1.7161,3.6099413396383,4.1378882724,21.3424481685432,0.0179615292332226,0,0.04,0.02068069,"080607A",0,0,0,0,0,0,0,3.036,0.605951157564873
"080710A",20.89722339,0,1.47,2.077948999,2.00149,-5.853871964,436.693945411563,0,2.1609,4.3178720424451,4.0059622201,34.2678169709052,0.063286086716648,0.062042069,0.23,0.086858896,"080710A",0,0,0,0,0,0,0,0.845,0.265996370495079
"080810A",21.45079548,0.301029996,1.34,2.03666881,2.11482,-5.337242168,460.136626724788,0.09061905849176,1.7956,4.14801984162682,4.4724636324,28.4861539598773,0.0173110727824034,0.018882369,0.06,0.043429448,"080810A",0,0,0,0,0,0,0,3.35,0.638489256954637
"080905B",22.33533151,-0.301029996,1.78,2.10720997,1.86248,-5.744727495,498.867033661599,0.09061905849176,3.1684,4.4403338576674,3.4688317504,33.001893991809,0.0951998384562338,0.048254942,0.15,0.086858896,"080905B",0,0,0,0,0,0,0,2.374,0.528145078253106
"080916A",21.7431239,0.431363764,1.17,1.77815125,1.88453,-5.397940009,472.763436930751,0.186074696892248,1.3689,3.16182186787656,3.5514533209,29.1377563407629,0.0457883734954798,0.010857362,0.21,0.032169962,"080916A",0,0,0,0,0,0,0,0.6887,0.227552503379865
"080928A",21.51035195,0.322219295,1.77,2.368584372,2.13864,-5.602059991,462.695241012869,0.103825274070297,3.1329,5.61019192728263,4.5737810496,31.3830761427629,0.0386609346233468,0.034743559,0.12,0.02068069,"080928A",0,0,0,0,0,0,0,1.692,0.430075055551939
"081007A",21.69605744,0.414973348,2.51,0.958563883,2.102,-6.148741651,470.718908439779,0.172202879550329,6.3001,0.918844717792038,4.418404,37.8070238907422,0.140327919478768,0.048934589,0.2,0.066814536,"081007A",0,0,0,0,0,0,0,0.5295,0.184549481320698
"081008A",21.1376737,0.113943352,1.69,2.268297087,1.98207,-5.366531544,446.801249447672,0.0129830874649959,2.8561,5.14517167489269,3.9286014849,28.799660812747,0.0944643171466364,0.020199743,0.07,0.033407268,"081008A",0,0,0,0,0,0,0,1.9685,0.472537053262077
"081028A",20.90308999,-0.301029996,1.25,2.414973348,2.51,-5.431798276,436.939171130038,0.09061905849176,1.5625,5.83209627155033,6.3001,29.5044325111566,0.0544346314312377,0.023475377,0.38,0.086858896,"081028A",0,0,0,0,0,0,0,3.038,0.60616631460762
"081029A",21.49704581,-0.301029996,1.43,2.431283332,1.95818,-5.677780705,462.122978557239,0.09061905849176,2.0449,5.91113864046102,3.8344689124,32.2371937340703,0.0734942688403521,0.041361379,0.18,0.173717793,"081029A",0,0,0,0,0,0,0,3.8479,0.685553652846326
"081203A",21.66176916,0.462397998,1.54,2.46834733,2.03508,-5.113509275,469.232243141127,0.213811908554408,2.3716,6.09273854151813,4.1415506064,26.147977105511,0.122562443871835,0.016920564,0.06,0.029951344,"081203A",0,0,0,0,0,0,0,2.1,0.491361693834273
"081221A",21.57331844,1.260071388,1.21,1.531478917,2.4947,-4.742321425,465.408068513644,1.58777990285625,1.4641,2.34542767321549,6.22352809,22.489612498014,0.0102431891789539,0.007198251,0.13,0.011931167,"081221A",0,0,0,0,0,0,0,2.26,0.513217600067939
"081228A",21.16936021,-0.22184875,2.1,0.477121255,2.11824052948599,-7.050609993,448.141811700731,0.0492168678765625,4.41,0.227644691972775,4.48694294075709,49.7111012733915,0.014863865494915,0.0674679414874554,0.31,0.103319586082909,"081228A",1,5.2923400525,-0.0554621875,0.525,0.11928031375,0.529560132371497,-1.76265249825,3.44,0.64738297011462
"081230A",20.67248024,-0.15490196,1.97,0.907209226455443,2.08621,-6.086186148,427.35143927319,0.0239946172118416,3.8809,0.823028580565883,4.3522721641,37.0416618281071,0.740704337003766,0.02568693,0.096969697,0.142225970771007,"081230A",0,0,0,0,0,0,0,2.1,0.491361693834273
"090102A",21.72376179,0.740362689,1.36,1.432006687,1.76997,-7.167491087,471.921826308664,0.548136911263311,1.8496,2.05064315161272,3.1327938009,51.3729284822244,0.0359770577590371,0.019160051,0.08,0.063170107,"090102A",0,0,0,0,0,0,0,1.547,0.406028944963615
"090205A",21.81792086,-0.301029996,2.15,0.944482672,2.03416,-6.721246399,476.021670653223,0.09061905849176,4.6225,0.89204751770826,4.1378069056,45.1751531560705,0.0885407574117407,0.068572813,0.23,0.086858896,"090205A",0,0,0,0,0,0,0,4.6497,0.752025387323213
"090313A",22.44115763,-0.096910013,1.91,1.893872679,2.07619,-5.853871964,503.605555774507,0.00939155061966017,3.6481,3.58675372426264,4.3105649161,34.2678169709052,0.0386609346233468,0.062042069,0.29,0.162860431,"090313A",1,5.6102894075,-0.02422750325,0.4775,0.47346816975,0.5190475,-1.463467991,3.38,0.6414741105041
"090418A",22.02365981,0.278753601,1.48,1.748188027,2.03408,-5.337242168,485.041591426609,0.0777035700704672,2.1904,3.05616137774615,4.1374814464,28.4861539598773,0.0320230997079162,0.018882369,0.07,0.068572813,"090418A",0,0,0,0,0,0,0,1.608,0.416307587059883
"090423A",22.7516324,0.230448921,0.8,0.989894564,1.8158,-6.229147988,517.63677686473,0.0531067051900642,0.64,0.97989124783675,3.29712964,38.8022846564045,0.047195797531391,0.029443694,0.5,0.051093469,"090423A",0,0,0,0,0,0,0,8.26,0.966610986681934
"090424A",21.63012977,1.851258349,1.19,1.681241237,1.96315,-4.677780705,467.86251386704,3.42715747474221,1.4161,2.82657209698929,3.8539579225,21.8816323240703,0.0205611924585667,0,0.15,0.012233647,"090424A",0,0,0,0,0,0,0,0.544,0.188647295999717
"090519A",22.13069392,-0.22184875,1.02,1.806179974,1.46604,-5.920818754,489.767613380725,0.0492168678765625,1.0404,3.26228609847864,2.1492732816,35.0560947177181,0.0559162050267847,0.036191207,0.2,0.144764827,"090519A",0,0,0,0,0,0,0,3.85,0.685741738602264
"090529A",21.90370028,-0.397940009,2,1.837651558,2.22623,-6.167491087,479.772085956072,0.15835625076292,4,3.37696324861983,4.9561000129,38.0379463082244,0.0664439832683159,0.10857362,0.3,0.108573621,"090529A",0,0,0,0,0,0,0,2.625,0.559308010907013
"090530A",20.90942658,0.397940009,1.61,1.681241237,2.03975,-5.958607315,437.204119904411,0.15835625076292,2.5921,2.82657209698929,4.1605800625,35.5050011343715,0.323703994876218,0.039481317,0.17,0.052115338,"090530A",0,0,0,0,0,0,0,1.266,0.355259905527378
"090618A",21.39200012,1.589949601,1.42,2.05388479,1.82831,-3.978810701,457.61766913408,2.52793973372006,2.0164,4.21844273059334,3.3427174561,15.8309345943921,0.00227692361547263,0.004136138,0.08,0.008931506,"090618A",0,0,0,0,0,0,0,0.54,0.187520720836463
"090726A",22.02689264,-0.15490196,2.25,1.773054693,2.4288,-6.065501549,485.183999374086,0.0239946172118416,5.0625,3.14372294436932,5.89906944,36.7903090409214,0.0563106258915239,0.050499358,0.19,0.124084138,"090726A",1,5.50672316,-0.03872549,0.5625,0.44326367325,0.6072,-1.51637538725,2.71,0.569373909615046
"090809A",21.91952315,0.041392685,1.34,0.73239376,1.94644,-6.468521083,480.465495123386,0.00171335437150922,1.7956,0.536400619686938,3.7886286736,41.8417650012155,0.0978170519448906,0.063866836,0.24,0.078962633,"090809A",0,0,0,0,0,0,0,2.737,0.572523097849638
"090812A",21.77771022,0.556302501,1.24,1.824125834,1.88559,-5.236572006,474.268662426292,0.309472472618855,1.5376,3.3274350582662,3.5554496481,27.4216863740229,0.0954430381608785,0.014975672,0.05,0.024127471,"090812A",0,0,0,0,0,0,0,2.452,0.538070787043172
"090927A",21.01785522,0.301029996,1.8,0.342422681,2.06549,-6.698970004,441.750238048881,0.09061905849176,3.24,0.117253292463228,4.2662489401,44.8761991144918,0.0791400972158072,0.065144172,0.2,0.043429448,"090927A",0,0,0,0,0,0,0,1.37,0.374748346010104
"091018A",21.19187281,1.012837225,1.77,0.639486489,1.98015,-5.853871964,449.095473195217,1.0258392443457,3.1329,0.408942969613547,3.9209940225,34.2678169709052,0.0598714492362227,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",21.70587483,0.62324929,1.53,1.590061231,2.08587,-5.431798276,471.145002135627,0.388439677485504,2.3409,2.52829471832924,4.3508536569,29.5044325111566,0.0544128110188212,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,1.71,0.432969290874406
"091029A",21.45058625,0.255272505,1.46,1.593286067,2.11535,-5.619788758,460.127650468689,0.065164051808975,2.1316,2.53856049129633,4.4747056225,31.5820256845432,0.0535069670717355,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,2.752,0.574262829707027
"091109A",21.89596701,0.113943352,1.31,1.681241237,1.96352,-5.795880017,479.433371303008,0.0129830874649959,1.7161,2.82657209698929,3.8554107904,33.5922251714599,0.15117163716416,0.05428681,0.25,0.133629071,"091109A",0,0,0,0,0,0,0,3.076,0.610234175334389
"091127A",20.87872913,1.667452953,2.05,0.84260924,1.80187,-5.045757491,435.921330083911,2.78039935046842,4.2025,0.709990331333378,3.2467354969,25.4596686579826,0.0093822306004846,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",21.91211094,1.181843588,1.74,1.173186268,2.03333,-5.48148606,480.140605846868,1.39675426649671,3.0276,1.37636601942377,4.1344308889,30.0466894259743,0.0844607534610546,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,1.063,0.314499227973151
"100219A",22.340573,-0.397940009,1.34,1.274157849,1.58721,-6.431798276,499.101201968329,0.15835625076292,1.7956,1.62347822416831,2.5192355841,41.3680290631566,0.0794726286723922,0.070426132,0.25,0.10857362,"100219A",1,5.58514325,-0.09948500225,0.335,0.31853946225,0.3968025,-1.607949569,4.67,0.753583058892907
"100316B",21.41315218,0.113943352,2.23,0.579783597,2.23535,-6.698970004,458.523086283839,0.0129830874649959,4.9729,0.336149019350258,4.9967896225,44.8761991144918,0.0508837165764397,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,1.18,0.338456493604605
"100316D",21.60728985,-1,2.29,2.717570654,2.49431,-6.522878745,466.874974661913,1,5.2441,7.38519025948199,6.2215823761,42.5479471219728,0.00776276208190557,0.115811862,0.41,0,"100316D",1,5.4018224625,-0.25,0.5725,0.6793926635,0.6235775,-1.63071968625,0.06,0.0253058652647703
"100418A",21.16074757,0,2.16,0.84509804,2.26662,-6.468521083,447.777237721261,0,4.6656,0.714190697211842,5.1375662244,41.8417650012155,0.059763875267383,0.063866836,0.25,0.086858896,"100418A",0,0,0,0,0,0,0,0.6235,0.21045229296202
"100425A",20.53466438,0.146128036,2.42,1.568201724,2.17077,-6.327902142,421.672441199241,0.0213534029052173,5.8564,2.45925664715657,4.7122423929,40.0423455187282,0.0442926372724909,0.083162773,0.32,0.062042069,"100425A",0,0,0,0,0,0,0,1.755,0.440121603187804
"100508A",20.84356974,-0.397940009,1.23,1.716003344,1.9368495003839,-6.15490196,434.454399506244,0.15835625076292,1.5129,2.94466747661918,3.75138598713736,37.8828181372118,0.153546286600926,0.0580980942149184,0.25,0.101108910335356,"100508A",1,5.210892435,-0.09948500225,0.3075,0.429000836,0.484212375095975,-1.53872549,0.5201,0.181872159010334
"100513A",22.05240534,-0.22184875,1.62,1.924279286,2.25722,-5.853871964,486.30858127966,0.0492168678765625,2.6244,3.70285077052867,5.0950421284,34.2678169709052,0.0768849139302361,0.031021034,0.14,0.072382414,"100513A",0,0,0,0,0,0,0,4.772,0.761326322421457
"100704A",21.52730245,0.633468456,1.73,2.2955671,2.11575,-5.22184875,463.424750773776,0.401282284747024,2.9929,5.26962831060241,4.4763980625,27.2677043678766,0.0511462884983093,0.014476483,0.06,0.020199743,"100704A",0,0,0,0,0,0,0,3.6,0.662757831681574
"100728A",21.52592288,0.707570176,1.18,2.297760511,1.90402,-4.420216403,463.365355835707,0.500655553964671,1.3924,5.27970336591098,3.6252921604,19.5383130493503,0.0276692267863542,0,0.02,0.017031156,"100728A",0,0,0,0,0,0,0,1.567,0.409425868671443
"100814A",20.89608288,0.397940009,1.47,2.241795431,1.89414,-5.045757491,436.646279727829,0.15835625076292,2.1609,5.02564675445248,3.5877663396,25.4596686579826,0.0235643330529017,0.009650988,0.04,0.034743559,"100814A",0,0,0,0,0,0,0,1.44,0.387389826338729
"100816A",21.34783526,1.037426498,0.73,0.462397998,1.91138,-5.698970004,455.730070288099,1.07625373875254,0.5329,0.213811908554408,3.6533735044,32.4782591064918,0.0930248425840856,0.021714724,0.24,0.015937412,"100816A",0,0,0,0,0,0,0,0.804,0.256236533205923
"100901A",21.53188109,-0.096910013,1.52,2.64246452,1.98285,-5.677780705,463.6219032739,0.00939155061966017,2.3104,6.98261873945883,3.9316941225,32.2371937340703,0.0223211438768381,0.062042069,0.21,0.10857362,"100901A",0,0,0,0,0,0,0,1.408,0.381656482585787
"100906A",21.96198081,1.004321374,1.78,2.058426024,2.02817,-4.920818754,482.328601098808,1.00866142227325,3.1684,4.23711769628045,4.1134735489,24.2144572097181,0.00604043448603348,0,0.03,0.017199781,"100906A",0,0,0,0,0,0,0,1.727,0.43568513794163
"101219B",20.49692965,-0.22184875,1.56,1.531478917,1.85684,-5.677780705,420.124125077049,0.0492168678765625,2.4336,2.34542767321549,3.4478547856,32.2371937340703,0.0692396240032236,0.082722758,0.16,0.217147241,"101219B",0,0,0,0,0,0,0,0.55,0.190331698170291
"101225A",21.11770968,-0.338610804708651,1.82,3.036628895,1.81612,-5.721246399,445.957662128766,0.11465727706544,3.3124,9.22111504594892,3.2982918544,32.7326603580705,0.0223211438768381,0.091430417,0.32,0.109322034911467,"101225A",1,5.27942742,-0.0846527011771628,0.455,0.75915722375,0.45403,-1.43031159975,0.33,0.123851640967086
"110205A",21.37042981,0.556302501,1.8,2.409933123,1.93577,-4.769551079,456.695270264137,0.309472472618855,3.24,5.80777765733253,3.7472054929,22.7486174951901,0.051933835584684,0,0.04,0.024127471,"110205A",1,5.3426074525,0.13907562525,0.45,0.60248328075,0.4839425,-1.19238776975,2.21,0.506505032404872
"110213A",21.56708403,0.204119983,1.83,1.681241237,1.96436,-5.229147988,465.139113557081,0.0416649674599203,3.3489,2.82657209698929,3.8587102096,27.3439886804045,0.14476482742628,0.029443694,0.12,0.162860431,"110213A",0,0,0,0,0,0,0,1.46,0.390935107103379
"110422A",22.02088312,1.487138375,0.86,1.413299764,1.89199,-4.387216143,484.919293384701,2.21158054639764,0.7396,1.99741622292246,3.5796261601,19.2476654853998,0.00950159657676303,0.010592548,0.1,0.0141464,"110422A",0,0,0,0,0,0,0,1.77,0.442479769064449
"110503A",21.13638759,0.130333768,0.88,1,1.90907,-5,446.746880354706,0.0169868910810778,0.7744,1,3.6445482649,25,0.147896600362852,0.017371779,0.25,0.019301977,"110503A",0,0,0,0,0,0,0,1.613,0.417139409727326
"110715A",22.0746007,1.731588765,1.25,1.113943352,1.85342,-4.928117993,487.287996064441,2.99839965107422,1.5625,1.240869791465,3.4351656964,24.2863469529303,0.133629071449258,0.007360923,0.12,0.008863153,"110715A",0,0,0,0,0,0,0,0.82,0.260071387985075
"110731A",21.95954126,1.041392685,1.15,1.588831726,1.85145,-5.22184875,482.221452349642,1.08449872437151,1.3225,2.52438625354414,3.4278671025,27.2677043678766,0.130539784388153,0.007238241,0.05,0.011844395,"110731A",0,0,0,0,0,0,0,2.83,0.583198773968623
"110801A",21.39050236,0.041392685,1.84,2.58546073,2.04784,-5.327902142,457.553591213166,0.00171335437150922,3.3856,6.68460718637213,4.1936486656,28.3865412347282,0.063286086716648,0.027720924,0.1,0.078962633,"110801A",1,5.34762559,0.01034817125,0.46,0.6463651825,0.51196,-1.3319755355,1.858,0.456062224454951
"110808A",21.48574413,-0.397940009,2.32,1.681241237,2.33721,-6.48148606,461.63720081983,0.15835625076292,5.3824,2.82657209698929,5.4625505841,42.0096615459743,0.204728382319217,0.105283511,0.43,0.217147241,"110808A",0,0,0,0,0,0,0,1.348,0.370698092575577
"110818A",22.06812647,0.204119983,1.58,2.012837225,1.95985,-5.397940009,487.002205895915,0.0416649674599203,2.4964,4.0515136943457,3.8410120225,29.1377563407629,0.0761271870594219,0.021714724,0.11,0.081430215,"110818A",0,0,0,0,0,0,0,3.36,0.639486489268586
"111008A",22.17059025,0.806179974,1.86,1.802500068,1.94053,-5.27572413,491.535072033395,0.649926150478641,3.4596,3.24900649514,3.7656566809,27.8332650958643,0.0161841207996628,0.024582707,0.09,0.047500959,"111008A",0,0,0,0,0,0,0,4.9898,0.777412321496744
"111107A",21.56675205,0.079181246,1.49,1.424881637,2.11569,-6.055517328,465.124793986179,0.00626966971811252,2.2201,2.0302876794598,4.4761441761,36.6692901097083,0.0862757376305275,0.039481317,0.14,0.072382414,"111107A",1,5.3916880125,0.0197953115,0.3725,0.35622040925,0.5289225,-1.513879332,2.893,0.590284403718162
"111123A",21.35034301,-0.045757491,1.68,2.462397998,2.55463,-5.13667714,455.837146644656,0.00209374798261508,2.8224,6.06340390055441,6.5261344369,26.3854520405986,0.131921983937837,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,3.1516,0.618215503279417
"111209A",21.14009932,-0.301029996,1.48,2.505149978,1.81212,-4.443697499,446.903799259465,0.09061905849176,2.1904,6.2757764122734,3.2837788944,19.7464474626189,0.0401068361866461,0.012063736,0.03,0.086858896,"111209A",0,0,0,0,0,0,0,0.677,0.224533062606086
"111228A",21.41342718,1.093421685,2.27,2.005180513,2.03824,-5.070581074,458.534863593163,1.19557098122824,5.1529,4.02074888971494,4.1544222976,25.710792428007,0.023242060897345,0.010218694,0.06,0.017511874,"111228A",0,0,0,0,0,0,0,0.714,0.234010817587179
"120118B",21.451745,0.342422681,2.08,1.36660971,2.20884,-5.744727495,460.177363545025,0.117253292463228,4.3264,1.86762209946628,4.8789741456,33.001893991809,0.366834332492466,0.024127471,0.11,0.059221975,"120118B",0,0,0,0,0,0,0,2.943,0.595826777073223
"120119A",22.02202812,1.012837225,1.38,2.404491618,1.61077,-4.769551079,484.969722518071,1.0258392443457,1.9044,5.78157994103226,2.5945799929,22.7486174951901,0.07726686575266,0,0.04,0.012649354,"120119A",1,5.50550703,0.25320930625,0.345,0.6011229045,0.4026925,-1.19238776975,3.1,0.612783856719735
"120327A",22.16619025,0.591064607,1.52,1.798650645,1.75797,-5.443697499,491.339990199195,0.349357369648064,2.3104,3.23514414275892,3.0904585209,29.6338424606189,0.051933835584684,0.012063736,0.06,0.022271512,"120327A",0,0,0,0,0,0,0,2.813,0.581266805273671
"120404A",21.70983536,0.079181246,1.85,1.587710965,1.89579,-5.795880017,471.316951358306,0.00626966971811252,3.4225,2.52082610838123,3.5940197241,33.5922251714599,0.179553274179706,0.027143405,0.13,0.072382414,"120404A",0,0,0,0,0,0,0,2.876,0.588383768378728
"120711A",20.8890204759374,0.15298088503652,1.73945067928945,2.06069784,1.96823823014476,-5.59956740196432,436.351176444132,0.0234031511865569,3.02568866568053,4.24647558778067,3.87396173060338,31.3551550891414,0.14763173580347,0.0445850499081247,0.1906576904457,0.0796645497755468,"120711A",1,5.22225511898435,0.03824522125913,0.434862669822362,0.51517446,0.49205955753619,-1.39989185049108,1.405,0.381115080709851
"120729A",21.34792103,0.462397998,1.62,1.854306042,1.8831,-5.619788758,455.733732303116,0.213811908554408,2.6244,3.43845089739771,3.54606561,31.5820256845432,0.223182009707008,0.018095603,0.08,0.029951344,"120729A",0,0,0,0,0,0,0,0.8,0.255272505103306
"120802A",22.12127744,0.477121255,1.21,1.698970004,2.03526,-5.721246399,489.350915577453,0.227644691972775,1.4641,2.88649907449176,4.1422832676,32.7326603580705,0.2694762542188,0.068572813,0.47,0.028952965,"120802A",0,0,0,0,0,0,0,3.796,0.680879174426811
"120811C",21.91722026,0.612783857,1.4,1.428134794,1.92121,-5.522878745,480.364543925354,0.375504055399796,1.96,2.03956898983342,3.6910478641,30.5021896319728,0.0598545187495629,0.043429448,0.3,0.021185097,"120811C",0,0,0,0,0,0,0,2.671,0.564784384503987
"120815A",21.77242733,0.342422681,2.29,0.986771734,1.84293,-6.30980392,474.038591840131,0.117253292463228,5.2441,0.973718455021367,3.3963909849,39.8136255088474,0.0311909396976911,0.062042069,0.23,0.059221975,"120815A",1,5.4431068325,0.08560567025,0.5725,0.2466929335,0.4607325,-1.57745098,2.36,0.526339277389844
"120907A",21.0438101,0.462397998,1.73,1.227886705,1.82021,-6.173925197,442.841943524862,0.213811908554408,2.9929,1.50770576031576,3.3131644441,38.1173523381515,0.035217186540104,0.071302079,0.25,0.059902687,"120907A",0,0,0,0,0,0,0,0.97,0.294466226161593
"120922A",21.0163605,0.301029996,1.58,2.238046103,2.06954,-5.207608311,441.68740866596,0.09061905849176,2.4964,5.00885035915349,4.2829958116,27.1191843207963,0.075913913084108,0.049033248,0.36,0.043429448,"120922A",0,0,0,0,0,0,0,3.1,0.612783856719735
"121024A",21.94617755,0.113943352,1.41,1.838849091,2.00683,-5.958607315,481.634709056124,0.0129830874649959,1.9881,3.38136597947153,4.0273666489,35.5050011343715,0.201804932759115,0.039481317,0.22,0.066814536,"121024A",0,0,0,0,0,0,0,2.298,0.5182506513085
"121027A",22.07736427,0.113943352,1.82,1.796574333,2.37144,-5.698970004,487.410013110273,0.0129830874649959,3.3124,3.22767933399439,5.6237276736,32.4782591064918,0.03343969322178,0.021714724,0.09,0.066814536,"121027A",0,0,0,0,0,0,0,1.773,0.442949869577862
"121128A",22.04029767,1.11058971,1.32,1.367355921,1.98504,-5.161150909,485.774721382207,1.23340950395788,1.7424,1.86966221469376,3.9403838016,26.6374787054715,0.0303933846890459,0.025176492,0.18,0.013466496,"121128A",0,0,0,0,0,0,0,2.2,0.505149978319906
"121211A",21.66138196,0,2.36,2.260071388,2.0682,-5.886056648,469.215468417013,0,5.5696,5.10792267885625,4.27745124,34.645662863465,0.0937486856135703,0.089197405,0.26,0.130288345,"121211A",0,0,0,0,0,0,0,1.023,0.305995882770805
"121217A",21.6003032,0.255272505,1.53,2.890979597,1.96847804960143,-5.207608311,466.57309833193,0.065164051808975,2.3409,8.35776303027028,3.87490583176265,27.1191843207963,0.00923562857095551,0.0302144713479088,0.08,0.0649371985063369,"121217A",1,5.4000758,0.06381812625,0.3825,0.72274489925,0.492119512400358,-1.30190207775,3.1,0.612783856719735
"130215A",21.1575730258515,0.397940009,1.59,1.81756537,1.95045663425091,-5.26760624,447.642896344239,0.15835625076292,2.5281,3.30354387422324,3.80428108209339,27.7476754996869,0.0525216608675702,0.040212452,0.14,0.121602455,"130215A",1,5.28939325646288,0.09948500225,0.3975,0.4543913425,0.487614158562727,-1.31690156,0.6,0.204119982655925
"130408A",20.06405721,0.69019608,1.28,1.447158031,2.03183,-5.638272164,402.566391726153,0.476370628847366,1.6384,2.0942663666878,4.1283331489,31.7901129953372,0.202660966333188,0.075529475,0.26,0.088631527,"130408A",0,0,0,0,0,0,0,3.757,0.677333151419902
