"","log10PeakFlux","log10NH","log10Ta","PhotonIndex","log10Fa","Alpha","log10T90","Beta","Gamma","log10Fluence","log10PeakFluxSqr","log10NHSqr","log10TaSqr","PhotonIndexSqr","log10FaSqr","AlphaSqr","log10T90Sqr","BetaSqr","GammaSqr","log10FluenceSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","Redshift_crosscheck","log10z"
"090726A",0.204119983,20.842422,3.60947823575364,2.15,-10.5918054408492,1.27532560586562,1.27415784926368,0.908246165062252,1.78711,-5.966576245,0.0416649674599203,434.406554826084,13.0283331343792,4.6225,112.186342496804,1.62645540097651,1.62347822484025,0.824911096350287,3.1937621521,35.6000320873983,0.0544346314348955,0.780625946850463,0.60432317375099,0.287280810367701,0.219129491779162,0.0219340647449938,0.036363636,0.0877362588943192,"090726A",2.71,0.569373909615046
"090809A",0.041392685,21.91952315,4.56066,1.34,-11.8559,1.6367,0.732393759822969,0.96,1.94644,-6.468521083,0.00171335437150922,480.465495123386,20.7996196356,1.7956,140.56236481,2.67878689,0.536400619427624,0.9216,3.7886286736,41.8417650012155,0.0978170519847638,0.338,0.237865,0.319405,0.01,0.0387071730789222,0.145454545,0.0478561411902437,"090809A",2.737,0.572523097849638
"090812A",0.556302501,21.77771022,3.52924,1.24,-10.16730017,1.37252,1.82412583391655,0.53,1.88559,-5.236572006,0.309472472618855,474.268662426292,12.4555349776,1.5376,103.373992746882,1.8838111504,3.32743505796175,0.2809,3.5554496481,27.4216863740229,0.0954430381792181,0.10615,0.13258,0.08412,0.015,0.00907616471193707,0.03030303,0.0146227097949671,"090812A",2.452,0.538070787043172
"090927A",0.301029996,21.01785522,4.20121889,1.8,-11.6716204,1.13087741,0.342422680822206,0.92,2.06549,-6.698970004,0.09061905849176,441.750238048881,17.6502401616928,3.24,136.226722761696,1.27888371644831,0.117253292341467,0.8464,4.2662489401,44.8761991144918,0.079140097248206,0.076268475,0.093241949,0.074843971,0.01,0.0394813165061122,0.121212121,0.0263208776246799,"090927A",1.37,0.374748346010104
"091018A",1.012837225,21.19187281,2.89655535,1.77,-9.627087997,1.18074867,0.643452676486187,0.91,1.98015,-5.853871964,1.0258392443457,449.095473195217,8.39003289561362,3.1329,92.6808233019815,1.39416742170677,0.414031346877238,0.8281,3.9209940225,34.2678169709052,0.0593271632973848,0.024288603,0.034497878,0.016335114,0.002061639,0.0188006269082896,0.145454545,0.0102217000493888,"091018A",0.971,0.294686624279443
"091020A",0.62324929,21.70587483,2.95265011,1.53,-9.71219827,1.17417264,1.53907609879278,0.895,2.08587,-5.431798276,0.388439677485504,471.145002135627,8.71814267208301,2.3409,94.326795235791,1.37868138852457,2.36875523787519,0.801025,4.3508536569,29.5044325111566,0.0611908230548872,0.034480687,0.045271255,0.018244861,0.002182887,0.00711375072842337,0.042424242,0.0188006269582444,"091020A",1.71,0.432969290874406
"091024A",0.380211242,21.96198081,3.83408271503285,1.61,-10.185408931214,1.52080758171885,2.04571405894087,0.87599284053492,1.88134,-5.552841969,0.144560588543183,482.328601098808,14.7001902657136,2.5921,103.742555096055,2.31285570061355,4.18494601094832,0.767363456668437,3.5394401956,30.8340539326878,0.0322625499166263,0.788639073423456,0.607197030213559,0.28893963386331,0.205936441623345,0.0540590334499272,0.151515152,0.144764827428965,"091024A",1.09,0.320146286111054
"091029A",0.255272505,21.45058625,4.30368998,1.46,-11.34678749,1.12123368,1.59328606702046,1.064,2.11535,-5.619788758,0.065164051808975,460.127650468689,18.5217474439524,2.1316,128.74958634322,1.25716496516634,2.53856049136152,1.132096,4.4747056225,31.5820256845432,0.0535069670692151,0.02563352,0.034224003,0.026782025,0.002,0.0109670323640116,0.163636364,0.0146227099269182,"091029A",2.752,0.574262829707027
"091109A",0.113943352,21.89596701,3.37933883,1.31,-11.14630179,1.06152816,1.68124123737559,0.89,1.96352,-5.795880017,0.0129830874649959,479.433371303008,11.4199309279458,1.7161,124.240043593757,1.12684203447299,2.8265720982522,0.7921,3.8554107904,33.5922251714599,0.151171637033423,0.05941034,0.074268877,0.033719571,0.03,0.0329010970878164,0.151515152,0.0809873158881255,"091109A",3.076,0.610234175334389
"091127A",1.667452953,20.87872913,3.98466812,2.05,-9.844663963,1.39581701,0.851258348719075,0.758,1.80187,-5.045757491,2.78039935046842,435.921330083911,15.8775800265443,4.2025,96.9174085443909,1.94830512540534,0.724640776263927,0.574564,3.2467354969,25.4596686579826,0.00919722887858148,0.018562516,0.021935207,0.013587309,0.00244132,0.00877362590591064,0.042424242,0.0152830902649864,"091127A",0.49,0.173186268412274
"091208B",1.181843588,21.91211094,3.31388094,1.74,-10.18045606,1.1606541,1.17318626841227,0.86,2.03333,-5.48148606,1.39675426649671,480.140605846868,10.9818068844953,3.0276,103.641685589591,1.34711793984681,1.37636602039112,0.7396,4.1344308889,30.0466894259743,0.0844607533808763,0.036806415,0.052928177,0.030502454,0.034663611,0.0159520470810336,0.066666667,0.0173163668981098,"091208B",1.063,0.314499227973151
"100219A",-0.397940009,21.06857915,4.7218991,1.34,-12.13548892,1.50754,1.27415784926368,0.46,1.58721,-6.431798276,0.15835625076292,443.885027399815,22.2963311105808,1.7956,147.270091327443,2.2726768516,1.62347822484025,0.2116,2.5192355841,41.3680290631566,0.153567256521456,0.326395625,0.103773463,0.730853403,0.005,0.0426825043705403,0.151515152,0.065802194705171,"100219A",4.6667,0.753330221324521
"100316B",0.113943352,21.41315218,3.5543767,2.23,-11.1481304,1.36246063,0.57978359661681,1.08,2.23535,-6.698970004,0.0129830874649959,458.523086283839,12.6335937255029,4.9729,124.280811415404,1.8562989683,0.336149018905924,1.1664,4.9967896225,44.8761991144918,0.0508837166213357,0.10431242,0.207348761,0.13322096,0.02,0.0263208776707414,0.109090909,0.0202468291390677,"100316B",1.18,0.338456493604605
"100316D",0.861534411,21.45058625,4.71439951836865,1.73,-10.8931820150329,1.73686167586583,2.02160271602824,0.8897631891164,1.88453,-4.928117993,0.742241541337117,460.127650468689,22.2255628187945,2.9929,118.661414412636,3.01668848109145,4.08687754145277,0.791678532706587,3.5514533209,24.2863469529303,0.0343795484178418,0.803229321746618,0.62749844364534,0.306855747339305,0.207868504691968,0.0633033767677802,0.18,0.0579059309278577,"100316D",0.06,0.0253058652647703
"100418A",0,21.08966848,5.54363,2.16,-12.48811664,1.81145,0.845098040014257,0.84,2.26662,-6.468521083,0,444.774116596306,30.7318335769,4.6656,155.953057214245,3.2813511025,0.714190697235938,0.7056,5.1375662244,41.8417650012155,0.0597638752654211,0.10745,0.075475,0.16786,0.01,0.0387071730789222,0.151515152,0.0526417552900893,"100418A",0.6235,0.21045229296202
"100425A",0.146128036,20.53466438,3.60199415,2.42,-11.50168945,0.86819371,1.568201724067,1.46,2.17077,-6.327902142,0.0213534029052173,421.672441199241,12.9743618566342,5.8564,132.288860204241,0.753760318083564,2.4592566473667,2.1316,4.7122423929,40.0423455187282,0.0442926372656583,0.070859065,0.115125536,0.055076895,0.035,0.0504016806776366,0.193939394,0.037601253750777,"100425A",1.755,0.440121603187804
"100508A",1.037426498,20.79066861,3.84992957126231,1.2,-10.8614237607099,1.18102514083632,1.3541084391474,0.86223804724096,2.05121,-5.721246399,1.07625373875254,432.251901250839,14.82195770368,1.44,117.970526109714,1.39482038328745,1.83360966497021,0.743454450109903,4.2074624641,32.7326603580705,0.020561192440785,0.795909189464465,0.613020901603352,0.322057104095514,0.210965111829538,0.0868588963917867,0.224242424,0.144764827428965,"100508A",0.5201,0.181872159010334
"100513A",-0.22184875,22.05240534,3.74522911,1.62,-11.57186521,0.96306136,1.92427928606188,1.36,2.25722,-5.853871964,0.0492168678765625,486.30858127966,14.0267410863914,2.6244,133.908064438408,0.92748718312505,3.70285077076682,1.8496,5.0950421284,34.2678169709052,0.0768849139192809,0.09817689,0.128616618,0.061569437,0.025,0.0188006269082896,0.084848485,0.0438681298090717,"100513A",4.772,0.761326322421457
"100704A",0.633468456,21.52730245,3.62503495,1.73,-10.35163999,1.01294211,2.29556709996248,1.29,2.11575,-5.22184875,0.401282284747024,463.424750773776,13.1408783887215,2.9929,107.156450482567,1.02605171821125,5.26962831043015,1.6641,4.4763980625,27.2677043678766,0.0511462885027281,0.04763446,0.053639373,0.01813996,0.01,0.00877362590478576,0.036363636,0.0122422686602628,"100704A",3.6,0.662757831681574
"100728A",0.707570176,21.52592288,4.03148606,1.18,-10.17587417,1.5588143,2.29776051109913,0.96,1.90402,-4.420216403,0.500655553964671,463.365355835707,16.2528798519743,1.3924,103.548415123673,2.42990202188449,5.27970336636655,0.9216,3.6252921604,19.5383130493503,0.0276692267800383,0.0760751,0.053762484,0.034265796,0.005,0,0.012121212,0.0103219128043059,"100728A",1.567,0.409425868671443
"100814A",0.397940009,20.89608288,5.22729477,1.47,-11.49349497,1.76532941,2.2417954312952,1.1425,1.89414,-5.045757491,0.15835625076292,436.646279727829,27.3246106124694,2.1609,132.100426625415,3.11638792581095,5.02564675577603,1.30530625,3.5877663396,25.4596686579826,0.0235643330368845,0.04362636,0.035347138,0.084015169,0.01745135,0.00584908393727375,0.024242424,0.0210567021001345,"100814A",1.44,0.387389826338729
"100816A",1.037426498,21.34783526,3.97801299,0.73,-11.5559552,1.04455013,0.462397997898956,1.09,1.91138,-5.698970004,1.07625373875254,455.730070288099,15.8245873486087,0.5329,133.540100584407,1.09108497408302,0.213811908460963,1.1881,3.6533735044,32.4782591064918,0.093024842605729,0.08674922,0.112014005,0.047175154,0.015,0.0131604388353707,0.145454545,0.00965903766658571,"100816A",0.804,0.256236533205923
"100901A",-0.096910013,21.53188109,4.91124,1.52,-11.34103516,1.50754,2.64246452024212,1.075,1.98285,-5.677780705,0.00939155061966017,463.6219032739,24.1202783376,2.3104,128.619078500356,2.2726768516,6.98261874073842,1.155625,3.9316941225,32.2371937340703,0.0223211438643939,0.0283,0.02425,0.036255,5e-04,0.0376012538214001,0.127272727,0.0658021941113909,"100901A",1.408,0.381656482585787
"100906A",1.004321374,21.96198081,3.94074768,1.78,-10.4698003,1.71220056,2.05842602445701,0.87,2.02817,-4.920818754,1.00866142227325,482.328601098808,15.5294922774254,3.1684,109.61671832188,2.93163075766431,4.23711769816187,0.7569,4.1134735489,24.2144572097181,0.00604043447967716,0.048743085,0.039933316,0.059340084,0,0,0.018181818,0.0104241099532164,"100906A",1.727,0.43568513794163
"101219B",-0.22184875,20.49692965,4.42003952,1.56,-11.99567863,0.66918137,1.53147891704226,0.94,1.85684,-5.677780705,0.0492168678765625,420.124125077049,19.5367493583618,2.4336,143.896305794239,0.447803705955077,2.34542767334492,0.8836,3.4478547856,32.2371937340703,0.0692396239964869,0.089446275,0.166829365,0.039390628,0.105,0.0501350050952,0.096969697,0.131604388703391,"101219B",0.55,0.190331698170291
"110106B",0.322219295,21.29748256,3.87203946,1.76,-10.81530857,1.22519883,1.39445168082622,1.03,2.05121,-5.698970004,0.103825274070297,453.582763393504,14.9926895797971,3.0976,116.970899464315,1.50111217303337,1.94449549015906,1.0609,4.2074624641,32.4782591064918,0.2911632385275,0.045543555,0.058714404,0.049891228,0.005,0.0131604388353707,0.066666667,0.0376012538590013,"110106B",0.618,0.208978517276253
"110205A",0.62324929,21.0151543,4.13050484091492,1,-10.9482154800939,1.67248360983068,1.68124123737559,0.883217113899089,2.01015,-5.026872146,0.388439677485504,441.636710252808,17.0610702408216,1,119.863422198568,2.79720142515227,2.8265720982522,0.780072470284236,4.0407030225,25.2694435722306,0.0299157959458657,0.798016679122198,0.600996623875636,0.301552892237697,0.207245889464768,0.0354526107425099,0.060606061,0.0329010970302395,"110205A",2.21,0.506505032404872
"110213A",0.204119983,21.56708403,3.84089,1.83,-9.896196279,1.8412,1.68124123737559,1.1905,1.96436,-5.229147988,0.0416649674599203,465.139113557081,14.7524359921,3.3489,97.9347007924934,3.39001744,2.8265720982522,1.41729025,3.8587102096,27.3439886804045,0.144764827301084,0.03588,0.023515,0.02785,0.226362665,0.017844662826724,0.072727273,0.0987032913621525,"110213A",1.46,0.390935107103379
"110422A",1.487138375,22.02088312,3.50066971,0.86,-9.681936665,1.42239886,1.41329976408125,0.778,1.89199,-4.387216143,2.21158054639764,484.919293384701,12.2546884185115,0.7396,93.7398975850713,2.0232185169293,1.99741622315212,0.605284,3.5796261601,19.2476654853998,0.00950159657498538,0.024137407,0.029472713,0.022779716,0.005,0.00641972626198059,0.060606061,0.00857357580371156,"110422A",1.77,0.442479769064449
"110503A",0.130333768,21.13638759,2.54166555,0.88,-9.08249449,1.14649063,1,0.687,1.90907,-5,0.0169868910810778,446.746880354706,6.4600637680568,0.7744,82.4917061608804,1.3144407646778,1,0.471969,3.6445482649,25,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0.0105283510764424,0.151515152,0.0116981677590657,"110503A",1.613,0.417139409727326
"110715A",1.731588765,22.0746007,2.61109719,1.25,-9.075720714,0.95853538,1.11394335230684,0.755,1.85342,-4.928117993,2.99839965107422,487.287996064441,6.8178285356259,1.5625,82.3687064785287,0.918790074711744,1.24086979214859,0.570025,3.4351656964,24.2863469529303,0.133629071354847,0.02377653,0.035600881,0.009554076,0.0015,0.00446116571350155,0.072727273,0.00537160769705798,"110715A",0.82,0.260071387985075
"110726A",0.499687083,21.81946365,3.55603221733074,1.74,-10.7228546763162,1.10530981371259,1.82412583391655,0.870189954095076,1.99768,-5.886056648,0.249687180917049,476.088993973671,12.6453651306942,3.0276,114.979612409397,1.22170978428936,3.32743505796175,0.75723055620799,3.9907253824,34.645662863465,0.131947893472792,0.790856229849923,0.589865418304303,0.287874724170444,0.208335101478388,0.0219340647449938,0.042424242,0.131604388703391,"110726A",1.036,0.308777773664721
"110731A",1.041392685,21.95954126,5.08952072,1.15,-12.08512818,1.42351927,1.58883172559421,0.39,1.85145,-5.22184875,1.08449872437151,482.221452349642,25.9032211593093,1.3225,146.05032312703,2.02640711206133,2.52438625225467,0.1521,3.4278671025,27.2677043678766,0.130539784510126,0.097418495,0.090702815,0.110855301,0.13,0.00438681295239289,0.03030303,0.00717842119827721,"110731A",2.83,0.583198773968623
"110801A",0.004321374,22.46148952,3.86001423005687,1.53,-10.4215307385148,1.51328097638969,2.26007138798507,0.896580881822482,2.03408,-5.744727495,1.8674273247876e-05,504.51851145707,14.8997098562416,2.3409,108.60830293381,2.29001931350295,5.10792267878878,0.803857277649579,4.1374814464,33.001893991809,0.0563106258528354,0.797350031205785,0.606993742848402,0.283984821509989,0.210652818517229,0.0169812114071368,0.018181818,0.0263208776246799,"110801A",1.858,0.456062224454951
"110808A",-0.397940009,21.82763844,4.50711,2.32,-12.08440021,0.807091,1.68124123737559,1.4,2.33721,-6.48148606,0.15835625076292,476.445799867366,20.3140405521,5.3824,146.032728435448,0.651395882281,2.8265720982522,1.96,5.4625505841,42.0096615459743,0.204728382142163,0.0837,0.155655,0.0776,0.025,0.0638081883241343,0.260606061,0.131604388324606,"110808A",1.348,0.370698092575577
"110818A",0.204119983,22.06812647,3.84627415,1.58,-11.28316228,1.37167718,2.01283722470517,0.83,1.95985,-5.397940009,0.0416649674599203,487.002205895915,14.7938248369582,2.4964,127.309751036815,1.88149828613275,4.05151369315882,0.6889,3.8410120225,29.1377563407629,0.0761271871111022,0.05514905,0.059648416,0.067338189,0.01,0.0131604388554913,0.066666667,0.0493516456810763,"110818A",3.36,0.639486489268586
"111107A",0.591064607,22.05240534,3.52592231258943,1.6,-10.7421846733749,1.11574022267444,1.05307844348342,0.894701947910949,1.77015,-5.853871964,0.349357369648064,486.30858127966,12.432128154416,2.56,115.394531556892,1.24487624449362,1.10897420812946,0.800491575595647,3.1334310225,34.2678169709052,0.0442926372656583,0.811557253043054,0.601549209914339,0.293203291199212,0.202236226075981,0.0219340647449938,0.072727273,0.131604388703391,"111107A",2.893,0.590284403718162
"111123A",-0.045757491,21.35034301,4.42202873,1.68,-11.60730305,1.46723371,2.46239799789896,1.25,2.55463,-5.13667714,0.00209374798261508,455.837146644656,19.5543380889454,2.8224,134.729484094539,2.15277475976036,6.06340390005679,1.5625,6.5261344369,26.3854520405986,0.131921983968531,0.07308827,0.070655771,0.105884147,0.005,0.0108167990541397,0.042424242,0.029245419876464,"111123A",3.1516,0.618215503279417
"111209A",-0.301029996,21.14009932,4.13326,1.48,-9.057000407,2.77382,3.14612803567824,0.2529,1.81212,-4.443697499,0.09061905849176,446.903799259465,17.0838382276,2.1904,82.0292563723982,7.6940773924,9.89812161688061,0.06395841,3.2837788944,19.7464474626189,0.00916727683590926,0.02099,0.010455,0.04435,4.99999999999997e-05,0.00731135491027843,0.018181818,0.0526417557651133,"111209A",0.677,0.224533062606086
"111228A",1.093421685,21.41342718,4.10627835,2.27,-10.65757732,1.15297662,2.00518051250378,0.99,2.03824,-5.070581074,1.19557098122824,458.534863593163,16.8615218876787,5.1529,113.583954331778,1.32935508626662,4.02074888772492,0.9801,4.1544222976,25.710792428007,0.023242060923901,0.030118345,0.037264425,0.023299272,0,0.00619314768795071,0.036363636,0.0106132571364139,"111228A",0.714,0.234010817587179
"120118B",0.342422681,21.451745,3.68307,2.08,-10.95467702,1.0241,1.36660971039243,1.01,2.20884,-5.744727495,0.117253292463228,460.177363545025,13.5650046249,4.3264,120.004948612516,1.04878081,1.86762210053888,1.0201,4.8789741456,33.001893991809,0.366834332160994,0.1172,0.131765,0.077156,0.005,0.0146227098318706,0.066666667,0.0358921059636159,"120118B",2.943,0.595826777073223
"120119A",-0.161150909,22.3877421,3.63701617209658,1.45,-10.5036489766674,1.46647921863326,1.2148438480477,0.890802499958007,1.76412,-6.306273051,0.0259696154715263,501.210996336112,13.2278866360921,2.1025,110.326641825046,2.15056129868321,1.47584557513934,0.793529093931435,3.1121193744,39.7690797937688,0.100484314152503,0.783047730781615,0.599053472943226,0.288534906687274,0.207352285120906,0.0842660934455674,0.14,0.144764827428965,"120119A",3.1,0.612783856719735
"120327A",0.591064607,22.16619025,3.48517215,1.52,-10.15181088,1.44859414,1.79865064544527,0.63,1.75797,-5.443697499,0.349357369648064,491.339990199195,12.1464249151356,2.3104,103.059264143286,2.09842498244234,3.23514414436068,0.3969,3.0904585209,29.6338424606189,0.0519338355314378,0.04362492,0.051679097,0.058002882,0.02,0.00731135491027843,0.036363636,0.0134978859726414,"120327A",2.813,0.581266805273671
"120404A",0.079181246,21.70983536,3.79948,1.85,-11.02687215,1.90651,1.58771096501891,0.69,1.89579,-5.795880017,0.00626966971811252,471.316951358306,14.4360482704,3.4225,121.591909412446,3.6347803801,2.52082610844128,0.4761,3.5940197241,33.5922251714599,0.179553274171887,0.11705,0.068285,0.121385,0.005,0.0164505485439082,0.078787879,0.0438681294132183,"120404A",2.876,0.588383768378728
"120422A",-0.22184875,21.20847898,5.23266697,1.19,-12.73992861,0.86153199,0.728353782021228,1.1,2.32199,-6.638272164,0.0492168678765625,449.799580645102,27.380803618929,1.4161,162.305780987897,0.74223736979336,0.530499231784627,1.21,5.3916375601,44.0666573233372,0.181516258611527,0.11830242,0.217818621,0.214451933,0.035,0.0457754394646476,0.145454545,0.0877362588943192,"120422A",0.283,0.108226656374928
"120711A",-0.045757491,21.51361441,3.98363374356666,1.38,-10.891104750252,1.28469773393439,2.15896526038341,0.871747490531636,2.03975,-5.958607315,0.00209374798261508,462.83560498216,15.8693378028829,1.9044,118.616162680961,1.65044826757617,4.66113099554241,0.759943687248204,4.1605800625,35.5050011343715,0.100484314152503,0.79466888844038,0.599685390868933,0.300378793824873,0.206330890568335,0.0842660934455674,0.181818182,0.144764827428965,"120711A",1.405,0.381115080709851
"120729A",0.462397998,21.34792103,3.52138487,1.62,-10.29756946,2.26312734,1.85430604180108,0.645,1.8831,-5.619788758,0.213811908554408,455.733732303116,12.4001514026649,2.6244,106.039936783525,5.12174535705548,3.43845089665999,0.416025,3.54606561,31.5820256845432,0.223182009809232,0.06906832,0.047294772,0.130088482,0.013331067,0.0109670323640116,0.048484848,0.0181523294061522,"120729A",0.8,0.255272505103306
"120802A",0.477121255,22.12127744,3.53838419,1.21,-11.17198494,0.54215516,1.69897000433602,0.91,2.03526,-5.721246399,0.227644691972775,489.350915577453,12.520162676042,1.4641,124.813247499587,0.293932217514626,2.88649907563353,0.8281,4.1422832676,32.7326603580705,0.269476254010303,0.07803221,0.220557212,0.11816229,0.055,0.0415592805603905,0.284848485,0.0175472517520363,"120802A",3.796,0.680879174426811
"120811C",0.612783857,21.91722026,3.15909591,1.4,-10.14327111,1.01613299,1.42813479402879,0.65,1.92121,-5.522878745,0.375504055399796,480.364543925354,9.97988696857873,1.96,102.885948810961,1.03252625336634,2.03956898991565,0.4225,3.6910478641,30.5021896319728,0.0598545187455953,0.05294686,0.084200302,0.03800099,0.090734018,0.026320877674116,0.181818182,0.0128394525014921,"120811C",2.671,0.564784384503987
"120815A",0.612783857,21.49730845,3.58015331034352,1.35,-10.6445460862547,1.07658500917026,0.698970004336019,0.882653401161335,1.82831,-5.698970004,0.375504055399796,462.134270594441,12.8174977255637,1.8225,113.3063613824,1.15903528197014,0.488559066961494,0.779077026581673,3.3427174561,32.4782591064918,0.323703994596272,0.777563979278706,0.588852937309455,0.289363845259329,0.2050859110672,0.0248403283013014,0.303030303,0.131604388703391,"120815A",2.36,0.526339277389844
"120907A",0.462397998,21.0438101,3.2113827,1.73,-10.37675071,1.05329104,1.22788670461367,0.78,1.82021,-6.173925197,0.213811908554408,442.841943524862,10.3129788458593,2.9929,107.676955297485,1.10942201494428,1.50770575936703,0.6084,3.3131644441,38.1173523381515,0.0352171865714314,0.04130341,0.062296694,0.028647271,0.005,0.0432133812541372,0.151515152,0.0363046588123045,"120907A",0.97,0.294466226161593
"120922A",0.301029996,21.0163605,3.59799,1.58,-10.59516628,1.06622,2.2380461031288,1.17,2.06954,-5.207608311,0.09061905849176,441.68740866596,12.9455320401,2.4964,112.257548500849,1.1368250884,5.00885035972999,1.3689,4.2829958116,27.1191843207963,0.0759139130615947,0.16365,0.133375,0.03563,0.005,0.0297171200079232,0.218181818,0.0263208776246799,"120922A",3.1,0.612783856719735
"121024A",0.113943352,21.94617755,4.17178823,1.41,-11.31158018,1.30353551,1.83884909073726,0.87,2.00683,-5.958607315,0.0129830874649959,481.634709056124,17.4038170359665,1.9881,127.951846168569,1.69920482583096,3.38136597850523,0.7569,4.0273666489,35.5050011343715,0.201804932881205,0.063305895,0.065435085,0.06666149,0,0.023928070636996,0.133333333,0.0404936579440628,"121024A",2.298,0.5182506513085
"121027A",0.113943352,22.07736427,5.40919042,1.82,-11.92081875,1.50995764,1.79657433321043,1.16,2.37144,-5.698970004,0.0129830874649959,487.410013110273,29.2593409998198,3.3124,142.105919670352,2.27997207459437,3.2276793347505,1.3456,5.6237276736,32.4782591064918,0.0334396932055774,0.041584155,0.037953731,0.058939694,0,0.0131604388353707,0.054545455,0.0404936579440628,"121027A",1.773,0.442949869577862
"121128A",1.11058971,22.04029767,3.23392922,1.32,-9.617982957,1.54546584,1.36735592102602,0.9455,1.98504,-5.161150909,1.23340950395788,485.774721382207,10.4582981999698,1.7424,92.5055961611425,2.38846466260691,1.86966221476491,0.89397025,3.9403838016,26.6374787054715,0.030393384687225,0.028690024,0.029795568,0.032445001,0.010337721,0.0152584798116998,0.109090909,0.00816151245369952,"121128A",2.2,0.505149978319906
"121211A",0,21.66138196,4.20933518,2.36,-11.2823295,1.15615612,2.26007138798507,0.95,2.0682,-5.886056648,0,469.215468417013,17.7185026575856,5.5696,127.29095894657,1.33669697381345,5.10792267878878,0.9025,4.27745124,34.645662863465,0.0937486856167922,0.054250775,0.063247159,0.074602829,0.005,0.0540590334499272,0.157575758,0.0789626331522811,"121211A",1.023,0.305995882770805
"121217A",0.69019608,22.05240534,3.64610169452512,1.59,-10.5913861045894,1.12723213191556,1.05307844348342,0.884891165364543,1.82831,-5.397940009,0.476370628847366,486.30858127966,13.294057566819,2.5281,112.17745961649,1.27065227922291,1.10897420812946,0.78303237454022,3.3427174561,29.1377563407629,0.131947893472792,0.8022660674968,0.604478029284457,0.286103330643468,0.208256945909694,0.0219340647449938,0.042424242,0.131604388703391,"121217A",3.1,0.612783856719735
"130215A",-0.096910013,21.52664292,4.53815322761838,1.78,-11.2104686057617,1.73037154744369,1.68124123737559,0.894160783751845,1.79496,-5.148741651,0.00939155061966017,463.396355405186,20.5948347173432,3.1684,125.674606360769,2.99418569220268,2.8265720982522,0.799523507199714,3.2218814016,26.5095405887422,0.0457883734550316,0.806190964371146,0.618283003093165,0.377965211901811,0.208773269304567,0.0457754394646476,0.151515152,0.144764827428965,"130215A",0.6,0.204119982655925
"130408A",0.69019608,20.06405721,3.58393,1.28,-10.32975415,1.39277,1.44715803134222,0.945,2.03183,-5.638272164,0.476370628847366,402.566391726153,12.8445542449,1.6384,106.703820799442,1.9398082729,2.09426636767829,0.893025,4.1283331489,31.7901129953372,0.202660966173494,0.077,0.070305,0.0643,0.117120218,0.0457754394646476,0.157575758,0.05371607691878,"130408A",3.757,0.677333151419902
"130418A",-0.22184875,21.12149747,2.59006,2.07,-9.247183569,1.28449,2.47712125471966,0.198,1.68684,-5.744727495,0.0492168678765625,446.117655375216,6.7084108036,4.2849,85.5104039587836,1.6499145601,6.13612971058392,0.039204,2.8454291856,33.001893991809,0.0667193561709255,0.06047,0.06867,0.031625,0.003,0.0292454196637412,0.103030303,0.0877362588943192,"130418A",1.218,0.345961541813141
"130420A",0.531478917,20.79265849,3.56731,1.52,-10.8728952,0.914676,2.09166695759568,1.17,2.29559,-5.148741651,0.282469839215493,432.334647081769,12.7257006361,2.3104,118.219850030183,0.836632184976,4.37507066149759,1.3689,5.2697334481,26.5095405887422,0.0412728533734682,0.05505,0.08535,0.0286905,0.005,0.0111214976087664,0.151515152,0.0154828692044739,"130420A",1.297,0.361160995195026
"130427A",0.688419822,21.81792086,4.00187858366462,1.08,-10.2190202134316,1.36724751813773,2.78067727443337,0.882797687387776,1.88733,-4.657577319,0.473921851322512,476.021670653223,16.0150321983935,1.1664,104.428374122524,1.86936577585378,7.73216610455018,0.779331756857206,3.5620145289,21.6930264824632,0.0249820977867784,0.800209833289482,0.593750092235234,0.27821644439571,0.203869550972458,0.0219340647449938,0.03030303,0.0175472517520363,"130427A",0.34,0.127104798364808
"130505A",1.477121255,20.71960885,3.24559,1.18,-8.91721463,1.3304,1.94448267215017,0.724,1.92439,-4.677780705,2.18188720197277,429.302190896998,10.5338544481,1.3924,79.516716757486,1.76996416,3.78101286229226,0.524176,3.7032768721,21.8816323240703,0.573753494860134,0.014975,0.024355,0.01565,0,0.0125337512738,0.042424242,0.027198240266324,"130505A",2.27,0.514547752660286
"130511A",0.113943352,21.01365445,2.65954,1.35,-10.51570016,1.16497,0.734799829588847,0.65,2.06879,-6.657577319,0.0129830874649959,441.573673344005,7.0731530116,1.8225,110.579949855024,1.3571551009,0.539930789563798,0.4225,4.2798920641,44.3233357584632,0.176931769719328,0.0838,0.089385,0.04916,0.01,0.0478561412369649,0.187878788,0.0404936579440628,"130511A",1.3033,0.362350507594848
"130514A",0.447158031,21.19799139,3.68772,1.8,-10.7212464,1.17745,2.3096301674259,0.65,2.0604,-5.040958608,0.199950304687797,449.354838970514,13.5992787984,3.24,114.945124369513,1.3863885025,5.33439151028379,0.4225,4.24524816,25.4112636875693,0.0272768816746671,0.078,0.078365,0.04188,0.08,0.00578480828803656,0.03030303,0.028200940433751,"130514A",3.6,0.662757831681574
