"","PhotonIndex","log10PeakFlux","log10NH","Beta_opt","log10Ta_opt","Alpha_opt","log10Ta","log10Fluence","log10T90","Gamma","log10Fa","log10Fa_opt","Beta","Alpha","PhotonIndexSqr","log10PeakFluxSqr","log10NHSqr","Beta_optSqr","log10Ta_optSqr","Alpha_optSqr","log10TaSqr","log10FluenceSqr","log10T90Sqr","GammaSqr","log10FaSqr","log10Fa_optSqr","BetaSqr","AlphaSqr","log10T90Err","log10FaErr","log10TaErr","AlphaErr","BetaErr","log10FaErr_opt","log10TaErr_opt","AlphaErr_opt","BetaErr_opt","log10FluenceErr","PhotonIndexErr","log10PeakFluxErr","GRB","is_optical","PhotonIndex_opt","log10PeakFlux_opt","log10NH_opt","Beta_opt_opt","log10Ta_opt_opt","Alpha_opt_opt","log10Ta_opt","log10Fluence_opt","log10T90_opt","Gamma_opt","log10Fa_opt","log10Fa_opt_opt","Beta_opt","Alpha_opt","Redshift_crosscheck","log10z"
"081008A",1.69,0.113943352,21.1376737,0,0,0,3.85550833,-5.366531544,2.268297087,1.98207,-10.79317412,0,0.84,1.47398467,2.8561,0.0129830874649959,446.801249447672,0,0,0,14.8649444826994,28.799660812747,5.14517167489269,3.9286014849,116.492607584638,0,0.7056,2.17263080739501,0.0944643171466364,0.06052989,0.056285684,0.063988679,0.025,0,0,0,0,0.020199743,0.07,0.033407268,"081008A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9685,0.472537053262077
"081028A",1.25,-0.301029996,20.90308999,0,0,0,4.75426,-5.431798276,2.414973348,2.51,-11.3994,0,0.945,2.20023,1.5625,0.09061905849176,436.939171130038,0,0,0,22.6029881476,29.5044325111566,5.83209627155033,6.3001,129.94632036,0,0.893025,4.8410120529,0.0544346314312377,0.0572,0.03025,0.054715,5e-04,0,0,0,0,0.023475377,0.38,0.086858896,"081028A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.038,0.60616631460762
"081029A",1.43,-0.301029996,21.49704581,0,0,0,4.48156171,-5.677780705,2.431283332,1.95818,-11.86327943,0,0.87,2.51960373,2.0449,0.09061905849176,462.122978557239,0,0,0,20.0843953605381,32.2371937340703,5.91113864046102,3.8344689124,140.737398834261,0,0.7569,6.34840295622991,0.0734942688403521,0.083250805,0.04285341,0.169198521,0.001,0,0,0,0,0.041361379,0.18,0.173717793,"081029A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8479,0.685553652846326
"081203A",1.54,0.462397998,21.66176916,0,0,0,4.02089,-5.113509275,2.46834733,2.03508,-10.9243983,0,0.82,1.86904,2.3716,0.213811908554408,469.232243141127,0,0,0,16.1675563921,26.147977105511,6.09273854151813,4.1415506064,119.342478217043,0,0.6724,3.4933105216,0.122562443871835,0.05695,0.03932,0.064395,0.0325,0,0,0,0,0.016920564,0.06,0.029951344,"081203A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"081221A",1.21,1.260071388,21.57331844,0,0,0,2.93195749,-4.742321425,1.531478917,2.4947,-9.354577731,0,0.991,1.23586126,1.4641,1.58777990285625,465.408068513644,0,0,0,8.5963747231671,22.489612498014,2.34542767321549,6.22352809,87.5081245253211,0,0.982081,1.52735305396879,0.0102431891789539,0.0249855,0.031176651,0.012861856,5e-04,0,0,0,0,0.007198251,0.13,0.011931167,"081221A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0.513217600067939
"081228A",2.1,-0.22184875,21.16936021,1.24,2.80122,1.18347,0,-7.050609993,0.477121255,2.11824052948599,0,-12.9876,0,0,4.41,0.0492168678765625,448.141811700731,1.5376,7.8468334884,1.4006012409,0,49.7111012733915,0.227644691972775,4.48694294075709,0,168.67775376,0,0,0.0933217274509788,0,0,0,0,0.0492,0.047595,0.036055,0.285,0.0674679414874554,0.31,0.103319586082909,"081228A",1,0.525,-0.0554621875,5.2923400525,0.31,0.700305,0.2958675,0,-1.76265249825,0.11928031375,0.529560132371497,0,-3.2469,0,0,3.44,0.64738297011462
"081230A",1.97,-0.15490196,20.67248024,0,0,0,3.66959365,-6.086186148,0.907209226455443,2.08621,-11.32975415,0,1.02,0.99376498,3.8809,0.0239946172118416,427.35143927319,0,0,0,13.4659175561203,37.0416618281071,0.823028580565883,4.3522721641,128.363329099442,0,1.0404,0.9875688354744,0.740704337003766,0.0701444,0.08735027,0.040381418,0.02,0,0,0,0,0.02568693,0.096969697,0.142225970771007,"081230A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.491361693834273
"090102A",1.36,0.740362689,21.72376179,0,0,0,3.15380077,-7.167491087,1.432006687,1.76997,-9.457174573,0,0.667,1.42487631,1.8496,0.548136911263311,471.921826308664,0,0,0,9.94645929685259,51.3729284822244,2.05064315161272,3.1327938009,89.4381509041977,0,0.444889,2.03027249879922,0.0359770577590371,0.036239983,0.041590346,0.021786596,0.002673458,0,0,0,0,0.019160051,0.08,0.063170107,"090102A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547,0.406028944963615
"090205A",2.15,-0.301029996,21.81792086,0,0,0,3.70655,-6.721246399,0.944482672,2.03416,-11.3419886,0,1.01,1.29089,4.6225,0.09061905849176,476.021670653223,0,0,0,13.7385129025,45.1751531560705,0.89204751770826,4.1378069056,128.64070540253,0,1.0201,1.6663969921,0.0885407574117407,0.13445,0.114585,0.084185,0.025,0,0,0,0,0.068572813,0.23,0.086858896,"090205A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6497,0.752025387323213
"090313A",1.91,-0.096910013,22.44115763,1,3.487381,0.938086,0,-5.853871964,1.893872679,2.07619,0,-11.4731,0,0,3.6481,0.00939155061966017,503.605555774507,1,12.161826239161,0.880005343396,0,34.2678169709052,3.58675372426264,4.3105649161,0,131.63202361,0,0,0.0782985476819812,0,0,0,0,0.110788,0.148455,0.040385,0.103,0.062042069,0.29,0.162860431,"090313A",1,0.4775,-0.02422750325,5.6102894075,0.25,0.87184525,0.2345215,0,-1.463467991,0.47346816975,0.5190475,0,-2.868275,0,0,3.38,0.6414741105041
"090418A",1.48,0.278753601,22.02365981,0,0,0,3.52813657,-5.337242168,1.748188027,2.03408,-10.04720756,0,0.98,1.52909667,2.1904,0.0777035700704672,485.041591426609,0,0,0,12.4477476565714,28.4861539598773,3.05616137774615,4.1374814464,100.946379753721,0,0.9604,2.33813662620509,0.0320230997079162,0.028659405,0.030759021,0.042154514,0.003531332,0,0,0,0,0.018882369,0.07,0.068572813,"090418A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.608,0.416307587059883
"090423A",0.8,0.230448921,22.7516324,0,0,0,3.91521772,-6.229147988,0.989894564,1.8158,-11.2798407,0,0.77,1.43267533,0.64,0.0531067051900642,517.63677686473,0,0,0,15.328929795002,38.8022846564045,0.97989124783675,3.29712964,127.234806217376,0,0.5929,2.05255860119061,0.047195797531391,0.08569564,0.077643595,0.064053366,0.005,0,0,0,0,0.029443694,0.5,0.051093469,"090423A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26,0.966610986681934
"090424A",1.19,1.851258349,21.63012977,0,0,0,2.99599056,-4.677780705,1.681241237,1.96315,-9.050609993,0,0.924,1.1284106,1.4161,3.42715747474221,467.86251386704,0,0,0,8.97595943560911,21.8816323240703,2.82657209698929,3.8539579225,81.9135412453915,0,0.853776,1.27331048219236,0.0205611924585667,0.011257098,0.013394814,0.005546887,0,0,0,0,0,0,0.15,0.012233647,"090424A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0.188647295999717
"090519A",1.02,-0.22184875,22.13069392,0,0,0,3.44619,-5.920818754,1.806179974,1.46604,-11.76000021,0,0.63,1.42452,1.0404,0.0492168678765625,489.767613380725,0,0,0,11.8762255161,35.0560947177181,3.26228609847864,2.1492732816,138.2976049392,0,0.3969,2.0292572304,0.0559162050267847,0.21145,0.24029,0.3065,0.03,0,0,0,0,0.036191207,0.2,0.144764827,"090519A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0.685741738602264
"090529A",2,-0.397940009,20.02880298,0,0,0,4.472757799,-6.167491087,1.837651558,2.22623,-12.1873998,0,0.64,0.8815438,4,0.15835625076292,401.152948811657,0,0,0,20.0055623285153,38.0379463082244,3.37696324861983,4.9561000129,148.53271388504,0,0.4096,0.77711947131844,0.0664439832683159,0.11547934,0.21900534,0.113675222,0.125,0,0,0,0,0.10857362,0.3,0.108573621,"090529A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0.559308010907013
"090530A",1.61,0.397940009,20.90942658,0,0,0,3.6839464,-5.958607315,1.681241237,2.03975,-11.16052195,0,1.09,0.88610581,2.5921,0.15835625076292,437.204119904411,0,0,0,13.571461078073,35.5050011343715,2.82657209698929,4.1605800625,124.557250196432,0,1.1881,0.785183506515756,0.323703994876218,0.089175625,0.115365029,0.038514202,0.035,0,0,0,0,0.039481317,0.17,0.052115338,"090530A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266,0.355259905527378
"090618A",1.42,1.589949601,21.39200012,0,0,0,3.67275453,-3.978810701,2.05388479,1.82831,-9.640164518,0,0.8945,1.30942861,2.0164,2.52793973372006,457.61766913408,0,0,0,13.4891258376355,15.8309345943921,4.21844273059334,3.3427174561,92.9327719341062,0,0.80013025,1.71460328468653,0.00227692361547263,0.009695255,0.014245613,0.010591616,0.002482662,0,0,0,0,0.004136138,0.08,0.008931506,"090618A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.187520720836463
"090726A",2.25,-0.15490196,22.02689264,1.3,3.354189,1.086752,0,-6.065501549,1.773054693,2.4288,0,-12.2265,0,0,5.0625,0.0239946172118416,485.183999374086,1.69,11.250583847721,1.181029909504,0,36.7903090409214,3.14372294436932,5.89906944,0,149.48730225,0,0,0.00923562857095551,0,0,0,0,0.098827,0.0975,0.195492,0.11,0.050499358,0.19,0.124084138,"090726A",1,0.5625,-0.03872549,5.50672316,0.325,0.83854725,0.271688,0,-1.51637538725,0.44326367325,0.6072,0,-3.056625,0,0,2.71,0.569373909615046
"090809A",1.34,0.041392685,21.91952315,0,0,0,4.56066,-6.468521083,0.73239376,1.94644,-11.8559,0,0.96,1.6367,1.7956,0.00171335437150922,480.465495123386,0,0,0,20.7996196356,41.8417650012155,0.536400619686938,3.7886286736,140.56236481,0,0.9216,2.67878689,0.0978170519448906,0.338,0.237865,0.319405,0.01,0,0,0,0,0.063866836,0.24,0.078962633,"090809A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.737,0.572523097849638
"090812A",1.24,0.556302501,21.77771022,0,0,0,3.52924,-5.236572006,1.824125834,1.88559,-10.16730017,0,0.53,1.37252,1.5376,0.309472472618855,474.268662426292,0,0,0,12.4555349776,27.4216863740229,3.3274350582662,3.5554496481,103.373992746882,0,0.2809,1.8838111504,0.0954430381608785,0.10615,0.13258,0.08412,0.015,0,0,0,0,0.014975672,0.05,0.024127471,"090812A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.452,0.538070787043172
"090927A",1.8,0.301029996,21.01785522,0,0,0,4.20121889,-6.698970004,0.342422681,2.06549,-11.6716204,0,0.92,1.13087741,3.24,0.09061905849176,441.750238048881,0,0,0,17.6502401616928,44.8761991144918,0.117253292463228,4.2662489401,136.226722761696,0,0.8464,1.27888371644831,0.0791400972158072,0.076268475,0.093241949,0.074843971,0.01,0,0,0,0,0.065144172,0.2,0.043429448,"090927A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0.374748346010104
"091018A",1.77,1.012837225,21.19187281,0,0,0,2.89655535,-5.853871964,0.639486489,1.98015,-9.627087997,0,0.91,1.18074867,3.1329,1.0258392443457,449.095473195217,0,0,0,8.39003289561362,34.2678169709052,0.408942969613547,3.9209940225,92.6808233019815,0,0.8281,1.39416742170677,0.0598714492362227,0.024288603,0.034497878,0.016335114,0.002061639,0,0,0,0,0.031021034,0.24,0.016865805,"091018A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0.294686624279443
"091020A",1.53,0.62324929,21.70587483,0,0,0,2.95265011,-5.431798276,1.590061231,2.08587,-9.71219827,0,0.895,1.17417264,2.3409,0.388439677485504,471.145002135627,0,0,0,8.71814267208301,29.5044325111566,2.52829471832924,4.3508536569,94.326795235791,0,0.801025,1.37868138852457,0.0544128110188212,0.034480687,0.045271255,0.018244861,0.002182887,0,0,0,0,0.011737689,0.07,0.031021034,"091020A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0.432969290874406
"091024A",1.2,0.301029996,22.23512426,0.64,3.97,1.63,0,-5.214670165,1.995196292,1.49013,0,-11.21,0,0,1.44,0.09061905849176,494.40075085764,0.4096,15.7609,2.6569,0,27.1927849297411,3.98080824361055,2.2204874169,0,125.6641,0,0,0.201804932759115,0,0,0,0,0.04,0.03,0.04,0.29,0.021358745,0.08,0.065144172,"091024A",1,0.3,0.075257499,5.558781065,0.16,0.9925,0.4075,0,-1.30366754125,0.498799073,0.3725325,0,-2.8025,0,0,1.09,0.320146286111054
"091029A",1.46,0.255272505,21.45058625,0,0,0,4.30368998,-5.619788758,1.593286067,2.11535,-11.34678749,0,1.064,1.12123368,2.1316,0.065164051808975,460.127650468689,0,0,0,18.5217474439524,31.5820256845432,2.53856049129633,4.4747056225,128.74958634322,0,1.132096,1.25716496516634,0.0535069670717355,0.02563352,0.034224003,0.026782025,0.002,0,0,0,0,0.018095603,0.27,0.024127471,"091029A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.752,0.574262829707027
"091109A",1.31,0.113943352,21.89596701,0,0,0,3.37933883,-5.795880017,1.681241237,1.96352,-11.14630179,0,0.89,1.06152816,1.7161,0.0129830874649959,479.433371303008,0,0,0,11.4199309279458,33.5922251714599,2.82657209698929,3.8554107904,124.240043593757,0,0.7921,1.12684203447299,0.15117163716416,0.05941034,0.074268877,0.033719571,0.03,0,0,0,0,0.05428681,0.25,0.133629071,"091109A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076,0.610234175334389
"091127A",2.05,1.667452953,20.87872913,0,0,0,3.98466812,-5.045757491,0.84260924,1.80187,-9.844663963,0,0.758,1.39581701,4.2025,2.78039935046842,435.921330083911,0,0,0,15.8775800265443,25.4596686579826,0.709990331333378,3.2467354969,96.9174085443909,0,0.574564,1.94830512540534,0.0093822306004846,0.018562516,0.021935207,0.013587309,0.00244132,0,0,0,0,0.014476483,0.07,0.025217099,"091127A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.173186268412274
"091208B",1.74,1.181843588,21.91211094,0,0,0,3.31388094,-5.48148606,1.173186268,2.03333,-10.18045606,0,0.86,1.1606541,3.0276,1.39675426649671,480.140605846868,0,0,0,10.9818068844953,30.0466894259743,1.37636601942377,4.1344308889,103.641685589591,0,0.7396,1.34711793984681,0.0844607534610546,0.036806415,0.052928177,0.030502454,0.034663611,0,0,0,0,0.026320878,0.11,0.028572005,"091208B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.063,0.314499227973151
"100219A",1.34,-0.397940009,21.91375294,1.27,3.37,1.67,0,-6.431798276,1.274157849,1.58721,0,-12.92,0,0,1.7956,0.15835625076292,480.212567915359,1.6129,11.3569,2.7889,0,41.3680290631566,1.62347822416831,2.5192355841,0,166.9264,0,0,0.00923562857095551,0,0,0,0,0.1,0.07,0.18,0.08,0.070426132,0.25,0.10857362,"100219A",1,0.335,-0.09948500225,5.478438235,0.3175,0.8425,0.4175,0,-1.607949569,0.31853946225,0.3968025,0,-3.23,0,0,4.67,0.753583058892907
"100316B",2.23,0.113943352,21.41315218,0,0,0,3.5543767,-6.698970004,0.579783597,2.23535,-11.1481304,0,1.08,1.36246063,4.9729,0.0129830874649959,458.523086283839,0,0,0,12.6335937255029,44.8761991144918,0.336149019350258,4.9967896225,124.280811415404,0,1.1664,1.8562989683,0.0508837165764397,0.10431242,0.207348761,0.13322096,0.02,0,0,0,0,0.043429448,0.18,0.033407268,"100316B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.338456493604605
"100316D",2.29,-1,21.60728985,0.94,6.41,2.12,0,-6.522878745,2.717570654,2.49431,0,-12.9424,0,0,5.2441,1,466.874974661913,0.8836,41.0881,4.4944,0,42.5479471219728,7.38519025948199,6.2215823761,0,167.50571776,0,0,0.063286086716648,0,0,0,0,0.105554,0.06,0.18,0.05,0.115811862,0.41,0,"100316D",1,0.5725,-0.25,5.4018224625,0.235,1.6025,0.53,0,-1.63071968625,0.6793926635,0.6235775,0,-3.2356,0,0,0.06,0.0253058652647703
"100418A",2.16,0,21.37042981,0,0,0,5.54363,-6.468521083,0.84509804,2.26662,-12.48811664,0,0.84,1.81145,4.6656,0,456.695270264137,0,0,0,30.7318335769,41.8417650012155,0.714190697211842,5.1375662244,155.953057214245,0,0.7056,3.2813511025,0.059763875267383,0.10745,0.075475,0.16786,0.01,0,0,0,0,0.063866836,0.25,0.086858896,"100418A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6235,0.21045229296202
"100425A",2.42,0.146128036,20.53466438,0,0,0,3.60199415,-6.327902142,1.568201724,2.17077,-11.50168945,0,1.46,0.86819371,5.8564,0.0213534029052173,421.672441199241,0,0,0,12.9743618566342,40.0423455187282,2.45925664715657,4.7122423929,132.288860204241,0,2.1316,0.753760318083564,0.0442926372724909,0.070859065,0.115125536,0.055076895,0.035,0,0,0,0,0.083162773,0.32,0.062042069,"100425A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755,0.440121603187804
"100508A",1.23,-0.397940009,20.84356974,0.4,4.020463,0.875389,0,-6.15490196,1.716003344,1.9368495003839,0,-12.8769,0,0,1.5129,0.15835625076292,434.454399506244,0.16,16.164122734369,0.766305901321,0,37.8828181372118,2.94466747661918,3.75138598713736,0,165.81455361,0,0,0.035217186540104,0,0,0,0,0.15766,0.387989,0.292399,0.07,0.0580980942149184,0.25,0.101108910335356,"100508A",1,0.3075,-0.09948500225,5.210892435,0.1,1.00511575,0.21884725,0,-1.53872549,0.429000836,0.484212375095975,0,-3.219225,0,0,0.5201,0.181872159010334
"100513A",1.62,-0.22184875,22.05240534,0,0,0,3.74522911,-5.853871964,1.924279286,2.25722,-11.57186521,0,1.36,0.96306136,2.6244,0.0492168678765625,486.30858127966,0,0,0,14.0267410863914,34.2678169709052,3.70285077052867,5.0950421284,133.908064438408,0,1.8496,0.92748718312505,0.0768849139302361,0.09817689,0.128616618,0.061569437,0.025,0,0,0,0,0.031021034,0.14,0.072382414,"100513A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.772,0.761326322421457
"100704A",1.73,0.633468456,21.52730245,0,0,0,3.62503495,-5.22184875,2.2955671,2.11575,-10.35163999,0,1.29,1.01294211,2.9929,0.401282284747024,463.424750773776,0,0,0,13.1408783887215,27.2677043678766,5.26962831060241,4.4763980625,107.156450482567,0,1.6641,1.02605171821125,0.0511462884983093,0.04763446,0.053639373,0.01813996,0.01,0,0,0,0,0.014476483,0.06,0.020199743,"100704A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.662757831681574
"100728A",1.18,0.707570176,21.52592288,0,0,0,4.03148606,-4.420216403,2.297760511,1.90402,-10.17587417,0,0.96,1.5588143,1.3924,0.500655553964671,463.365355835707,0,0,0,16.2528798519743,19.5383130493503,5.27970336591098,3.6252921604,103.548415123673,0,0.9216,2.42990202188449,0.0276692267863542,0.0760751,0.053762484,0.034265796,0.005,0,0,0,0,0,0.02,0.017031156,"100728A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567,0.409425868671443
"100814A",1.47,0.397940009,20.89608288,0,0,0,5.22729477,-5.045757491,2.241795431,1.89414,-11.49349497,0,1.1425,1.76532941,2.1609,0.15835625076292,436.646279727829,0,0,0,27.3246106124694,25.4596686579826,5.02564675445248,3.5877663396,132.100426625415,0,1.30530625,3.11638792581095,0.0235643330529017,0.04362636,0.035347138,0.084015169,0.01745135,0,0,0,0,0.009650988,0.04,0.034743559,"100814A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.387389826338729
"100816A",0.73,1.037426498,21.34783526,0,0,0,3.97801299,-5.698970004,0.462397998,1.91138,-11.5559552,0,1.09,1.04455013,0.5329,1.07625373875254,455.730070288099,0,0,0,15.8245873486087,32.4782591064918,0.213811908554408,3.6533735044,133.540100584407,0,1.1881,1.09108497408302,0.0930248425840856,0.08674922,0.112014005,0.047175154,0.015,0,0,0,0,0.021714724,0.24,0.015937412,"100816A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0.256236533205923
"100901A",1.52,-0.096910013,21.53188109,0,0,0,4.91124,-5.677780705,2.64246452,1.98285,-11.34103516,0,1.075,1.50754,2.3104,0.00939155061966017,463.6219032739,0,0,0,24.1202783376,32.2371937340703,6.98261873945883,3.9316941225,128.619078500356,0,1.155625,2.2726768516,0.0223211438768381,0.0283,0.02425,0.036255,5e-04,0,0,0,0,0.062042069,0.21,0.10857362,"100901A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0.381656482585787
"100906A",1.78,1.004321374,21.96198081,0,0,0,3.94074768,-4.920818754,2.058426024,2.02817,-10.4698003,0,0.87,1.71220056,3.1684,1.00866142227325,482.328601098808,0,0,0,15.5294922774254,24.2144572097181,4.23711769628045,4.1134735489,109.61671832188,0,0.7569,2.93163075766431,0.00604043448603348,0.048743085,0.039933316,0.059340084,0,0,0,0,0,0,0.03,0.017199781,"100906A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,0.43568513794163
"101225A",1.82,-0.338610804708651,21.11770968,0.7,5.38,0.7,0,-5.721246399,3.036628895,1.81612,0,-14.1,0,0,3.3124,0.11465727706544,445.957662128766,0.49,28.9444,0.49,0,32.7326603580705,9.22111504594892,3.2982918544,0,198.81,0,0,0.15117163716416,0,0,0,0,0.06,0.17,0.08,0.0303,0.091430417,0.32,0.109322034911467,"101225A",1,0.455,-0.0846527011771628,5.27942742,0.175,1.345,0.175,0,-1.43031159975,0.75915722375,0.45403,0,-3.525,0,0,0.33,0.123851640967086
"110205A",1.8,0.556302501,21.37042981,0.74,4.79,1.95,0,-4.769551079,2.409933123,1.93577,0,-13.04,0,0,3.24,0.309472472618855,456.695270264137,0.5476,22.9441,3.8025,0,22.7486174951901,5.80777765733253,3.7472054929,0,170.0416,0,0,0.0226602223323686,0,0,0,0,0.06,0.03,0.11,0.04,0,0.04,0.024127471,"110205A",1,0.45,0.13907562525,5.3426074525,0.185,1.1975,0.4875,0,-1.19238776975,0.60248328075,0.4839425,0,-3.26,0,0,2.21,0.506505032404872
"110213A",1.83,0.204119983,21.56708403,0,0,0,3.84089,-5.229147988,1.681241237,1.96436,-9.896196279,0,1.1905,1.8412,3.3489,0.0416649674599203,465.139113557081,0,0,0,14.7524359921,27.3439886804045,2.82657209698929,3.8587102096,97.9347007924934,0,1.41729025,3.39001744,0.14476482742628,0.03588,0.023515,0.02785,0.226362665,0,0,0,0,0.029443694,0.12,0.162860431,"110213A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0.390935107103379
"110422A",0.86,1.487138375,22.02088312,0,0,0,3.50066971,-4.387216143,1.413299764,1.89199,-9.681936665,0,0.778,1.42239886,0.7396,2.21158054639764,484.919293384701,0,0,0,12.2546884185115,19.2476654853998,1.99741622292246,3.5796261601,93.7398975850713,0,0.605284,2.0232185169293,0.00950159657676303,0.024137407,0.029472713,0.022779716,0.005,0,0,0,0,0.010592548,0.1,0.0141464,"110422A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0.442479769064449
"110503A",0.88,0.130333768,21.13638759,0,0,0,2.54166555,-5,1,1.90907,-9.08249449,0,0.687,1.14649063,0.7744,0.0169868910810778,446.746880354706,0,0,0,6.4600637680568,25,1,3.6445482649,82.4917061608804,0,0.471969,1.3144407646778,0.147896600362852,0.028998071,0.028887961,0.006289914,0.001,0,0,0,0,0.017371779,0.25,0.019301977,"110503A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613,0.417139409727326
"110715A",1.25,1.731588765,22.0746007,0,0,0,2.61109719,-4.928117993,1.113943352,1.85342,-9.075720714,0,0.755,0.95853538,1.5625,2.99839965107422,487.287996064441,0,0,0,6.8178285356259,24.2863469529303,1.240869791465,3.4351656964,82.3687064785287,0,0.570025,0.918790074711744,0.133629071449258,0.02377653,0.035600881,0.009554076,0.0015,0,0,0,0,0.007360923,0.12,0.008863153,"110715A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.260071387985075
"110731A",1.15,1.041392685,21.95954126,0,0,0,5.08952072,-5.22184875,1.588831726,1.85145,-12.08512818,0,0.39,1.42351927,1.3225,1.08449872437151,482.221452349642,0,0,0,25.9032211593093,27.2677043678766,2.52438625354414,3.4278671025,146.05032312703,0,0.1521,2.02640711206133,0.130539784388153,0.097418495,0.090702815,0.110855301,0.13,0,0,0,0,0.007238241,0.05,0.011844395,"110731A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0.583198773968623
"110801A",1.84,0.041392685,21.39050236,1,4.036448,1.59481,0,-5.327902142,2.58546073,2.04784,0,-11.822,0,0,3.3856,0.00171335437150922,457.553591213166,1,16.292912456704,2.5434189361,0,28.3865412347282,6.68460718637213,4.1936486656,0,139.759684,0,0,0.0875106835560367,0,0,0,0,0.034931,0.030996,0.044803,0.06,0.027720924,0.1,0.078962633,"110801A",1,0.46,0.01034817125,5.34762559,0.25,1.009112,0.3987025,0,-1.3319755355,0.6463651825,0.51196,0,-2.9555,0,0,1.858,0.456062224454951
"110808A",2.32,-0.397940009,21.72376179,0,0,0,4.50711,-6.48148606,1.681241237,2.33721,-12.08440021,0,1.4,0.807091,5.3824,0.15835625076292,471.921826308664,0,0,0,20.3140405521,42.0096615459743,2.82657209698929,5.4625505841,146.032728435448,0,1.96,0.651395882281,0.204728382319217,0.0837,0.155655,0.0776,0.025,0,0,0,0,0.105283511,0.43,0.217147241,"110808A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,0.370698092575577
"110818A",1.58,0.204119983,22.06812647,0,0,0,3.84627415,-5.397940009,2.012837225,1.95985,-11.28316228,0,0.83,1.37167718,2.4964,0.0416649674599203,487.002205895915,0,0,0,14.7938248369582,29.1377563407629,4.0515136943457,3.8410120225,127.309751036815,0,0.6889,1.88149828613275,0.0761271870594219,0.05514905,0.059648416,0.067338189,0.01,0,0,0,0,0.021714724,0.11,0.081430215,"110818A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0.639486489268586
"111107A",1.49,0.079181246,21.56675205,1,3.190433,0.733879,0,-6.055517328,1.424881637,2.11569,0,-12.5259,0,0,2.2201,0.00626966971811252,465.124793986179,1,10.178862727489,0.538578386641,0,36.6692901097083,2.0302876794598,4.4761441761,0,156.89817081,0,0,0.0509829166339321,0,0,0,0,0.238146,0.380189,0.082265,0.09,0.039481317,0.14,0.072382414,"111107A",1,0.3725,0.0197953115,5.3916880125,0.25,0.79760825,0.18346975,0,-1.513879332,0.35622040925,0.5289225,0,-3.131475,0,0,2.893,0.590284403718162
"111123A",1.68,-0.045757491,21.35034301,0,0,0,4.42202873,-5.13667714,2.462397998,2.55463,-11.60730305,0,1.25,1.46723371,2.8224,0.00209374798261508,455.837146644656,0,0,0,19.5543380889454,26.3854520405986,6.06340390055441,6.5261344369,134.729484094539,0,1.5625,2.15277475976036,0.131921983937837,0.07308827,0.070655771,0.105884147,0.005,0,0,0,0,0.017847718,0.07,0.048254942,"111123A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1516,0.618215503279417
